bill_id,term,session,title,summary,commem
A3080,2024_2025,2024_2025,"Instant run-off voting-permit use in balloting, cert. local elective pub offices",Permits use of instant run-off voting in balloting for certain local elective public offices.,0
A3081,2024_2025,2024_2025,,Requires law enforcement officers to have updated photograph.,0
A3082,2024_2025,2024_2025,Marriage or civil union license-permit issued & solemnized via audio-visual tech,Permits a marriage or civil union license to be issued and solemnized via audio-visual technology.,0
A3083,2024_2025,2024_2025,"Dependent care expenses-higher ed instit distribute info, allowance availability",Requires institutions of higher education to distribute information on availability of allowance for dependent care expenses in determination of cost of attendance.,0
A3084,2024_2025,2024_2025,Food waste-authorize certain generators send to sanitary landfill facilities,Authorizes certain large food waste generators to send food waste to sanitary landfill facilities for purpose of generating Class I renewable energy or renewable natural gas.,0
A3085,2024_2025,2024_2025,License plate-require MVC to issue one instead of two,Requires MVC to issue one license plate instead of two.,0
A3086,2024_2025,2024_2025,"Volunteer firefighters, emergency responders-include in health benefits plans",Permits inclusion of volunteer firefighters and other emergency responders within municipal eligible employee group for purposes of the small employer health benefits plan statutes.,0
A3087,2024_2025,2024_2025,WorkAbility Program-increase hourly limit of reimb. personal care assistant svcs,Increases hourly limit of reimbursable personal care assistant services under NJ WorkAbility Program.,0
A3088,2024_2025,2024_2025,"Sex offenders, re-offense-prosecutor req to determine risk prior to release",Requires prosecutors to determine risk of re-offense under Megan's Law prior to offender's release from incarceration.,0
A3089,2024_2025,2024_2025,HIV prophylaxis-authorizes pharmacists to dispense w/out individual prescription,Authorizes pharmacists to dispense HIV prophylaxis without individual prescription under certain circumstances; mandates prescription benefits coverage.,0
A3090,2024_2025,2024_2025,John McPhee pinelands area-renames area,"Renames pinelands area as ""John McPhee pinelands area.""",1
A3091,2024_2025,2024_2025,"Long-term care fac, incr single occupancy resid units-prov CBT & GIT credits",Provides corporation business tax and gross income tax credits to long-term care facilities that increase number of residential units reserved for single occupancy by at least five percent.,0
A3092,2024_2025,2024_2025,Adult day care centers-req to provide reasonable accommodations for cert persons,Requires adult day care centers to provide reasonable accommodations for certain persons.,0
A3093,2024_2025,2024_2025,Electric vehicle fire suppression technology-create temporary grant program,Creates temporary grant program for electric vehicle fire suppression technology.,0
A3094,2024_2025,2024_2025,Urine drug screenings-require hospital to include test for fentanyl,Requires hospital urine drug screenings to include test for fentanyl.,0
A3095,2024_2025,2024_2025,Veterans w/ service-connected disability-exempt automobile sales & use tax,Exempts sales of passenger automobiles to honorably discharged veterans with a service-connected disability from sales and use tax.,0
A3096,2024_2025,2024_2025,"Unmanned aircraft-establish penalties for use, furtherance of criminal offense",Establishes penalties for use of unmanned aircraft in furtherance of commission of criminal offense; requires forfeiture of device upon conviction.,0
A3097,2024_2025,2024_2025,"Vehicular offenses, certain-establishes presumption of pre-trial detention",Establishes presumption of pretrial detention for certain vehicular offenses.,0
A3098,2024_2025,2024_2025,"Military Funeral Honors Grant Program-prov grants, cert veteran organizations",Establishes Military Funeral Honors Grant Program to provide grants to certain veteran organizations that provide military funeral honors.,0
A3099,2024_2025,2024_2025,"Chiropractic medicine-estab option for students, participate in preceptorship",Establishes option for students nearing completion of program in chiropractic medicine to participate in preceptorship provided by State-licensed chiropractor.,0
A3100,2024_2025,2024_2025,"Liquor license, inactive-provide for transfer and sale, qualify smart growth mun",Provides for transfer and sale of inactive liquor licenses for use in qualifying smart growth municipalities.,0
A3101,2024_2025,2024_2025,"State agencies, certain-sell Internet ads on agencies' websites as pilot program",Allows certain State agencies to sell Internet advertisements on agencies' websites as pilot program.,0
A3102,2024_2025,2024_2025,Warrant info-auth computer sys that would allow electronic access to arrest info,Authorizes development and operation of computer system which would allow electronic access to outstanding arrest warrant information.,0
A3103,2024_2025,2024_2025,"Liquor license, inactive-mun hold lic reserved for smart growth devel, addl 5 yr",Permits municipalities to hold certain inactive liquor licenses reserved for smart growth developments for an additional five years.,0
A3104,2024_2025,2024_2025,Manufacturing equipment and facility renovation-CBT for certain investment,"Provides corporation business tax credit for certain investment in manufacturing equipment and manufacturing facility renovation, modernization, and expansion, or hiring and training of new employees for manufacturing purposes.",0
A3105,2024_2025,2024_2025,Limited brewery premises-allows consumption of food,Allows consumption of food on limited brewery premises.,0
A3106,2024_2025,2024_2025,Freshwater wetlands mitigation projects-use St-owned mun-managed Blue Acres land,"Allows State-owned, municipally-managed Blue Acres lands to be used for freshwater wetlands mitigation projects.",0
A3107,2024_2025,2024_2025,"Catastrophic Illness, Children Relief Fd prog-excl donations in determining elig","Excludes donations up to $15,000 when determining income eligibility for applicants to the Catastrophic Illness in Children Relief Fund program.",0
A3108,2024_2025,2024_2025,"Charter school-modify enrollment procedures, use lottery selection process",Modifies procedures for student enrollment in charter school to require use of lottery selection process; requires charter school admission policy to seek enrollment of student demographics of charter school district of residence.,0
A3109,2024_2025,2024_2025,White Collar Crime Offender Registry Act,Creates white collar crime registry.,0
A3110,2024_2025,2024_2025,"Bonds-auth. local units to refinance irrespective of present value savings, 1 yr",Authorizes local units to refinance general obligation bonds irrespective of present value savings for period of one year.,0
A3111,2024_2025,2024_2025,Design-bid-build or design-build delivery sys-required cert loc govt constr proj,Requires use of design-bid-build or design-build delivery system for certain local government construction projects.,0
A3112,2024_2025,2024_2025,Insurance holding companies-amends certain requirements concerning,Amends certain requirements concerning insurance holding companies.,0
A3113,2024_2025,2024_2025,Garden State Manufacturing Jobs Act,"""Garden State Manufacturing Jobs Act.""",0
A3114,2024_2025,2024_2025,Pub records-include e-mail addresses as confidential item redacted under OPRA,Includes e-mail addresses in list of confidential items to be redacted from public records under OPRA.,0
A3115,2024_2025,2024_2025,"Police officers, auxiliary-estab training curriculum; award addl service credits",Establishes training curriculum for auxiliary police officers; awards auxiliary police officers additional service credits on civil service exam for years of service.,0
A3116,2024_2025,2024_2025,School start time for high school students-req cert begin no earlier than 8:30AM,Requires certain public schools that receive State aid to begin regular instruction for high school students no earlier than 8:30 A.M.,0
A3117,2024_2025,2024_2025,"Capital Project Devel. Loan Prog-establish, support large-scale redevel projects",Establishes Capital Project Development Loan Program to support certain large-scale redevelopment projects; appropriates $300 million.,0
A3118,2024_2025,2024_2025,"Higher education institutions, State public-establish fringe benefit rate",Establishes fringe benefit rate for State public higher education institutions; requires employer pay for health care benefits for certain part-time faculty.,0
A3119,2024_2025,2024_2025,"School facilities projects, construction-revises various provisions of law","Revises various provisions of law governing construction of school facilities projects and operations of New Jersey Schools Development Authority; establishes ""Charter School and Renaissance School Project Facilities Loan Program"" in EDA.",0
A3120,2024_2025,2024_2025,Non-Profit Loan Guarantee Pilot Program-establish within EDA,Establishes NJ Non-Profit Loan Guarantee Pilot Program within EDA.,0
A3121,2024_2025,2024_2025,Matching grant program-estab for cert sch districts/schools using federal funds,Requires Commissioner of Education to establish matching grant program for certain school districts and schools using federal funds to increase instructional time and accelerate learning.,0
A3122,2024_2025,2024_2025,Office of Food Security Advocate-estab cert conditions for use of monies,"Revises law establishing Office of Food Security Advocate, and establishes certain conditions for use of monies appropriated to emergency food organizations.",0
A3123,2024_2025,2024_2025,Lunch programs-req schools provide free lunch to income-eligible students,"Requires public and nonpublic schools with lunch programs to provide free lunch to increasing numbers of income-eligible students and, after five-year phase-in, to provide free lunch to all students, regardless of income or federal eligibility.",0
A3124,2024_2025,2024_2025,Office of Community Schools-establishes; appropriates $10M,Establishes Office of Community Schools; appropriates $10 million.,0
A3125,2024_2025,2024_2025,Medicaid prescription drug services-provide via fee-for-service delivery system,Requires prescription drug services covered under Medicaid program to be provided via fee-for-service delivery system.,0
A3126,2024_2025,2024_2025,Working Class Families Anti-Hunger Act-cert nonpublic sch prov meals to students,"Requires certain nonpublic schools to provide meals to all students under ""Working Class Families Anti-Hunger Act""; authorizes limited expansion of income eligibility to qualify public and nonpublic school students for free lunch.",0
A3127,2024_2025,2024_2025,ANCHOR Property Tax Relief Program-amends Fiscal Year 2023 to extend eligibility,Amends Fiscal Year 2024 annual appropriations act to extend ANCHOR Property Tax Relief Program eligibility to homestead owners and tenants who made payments in lieu of taxes.,0
A3128,2024_2025,2024_2025,Tax credits-authorize HMFA to issue for certain purposes,Authorizes HMFA to use certain tax credits; directs HMFA to conduct tax credit auctions to provide financial assistance for certain housing purposes.*,0
A3129,2024_2025,2024_2025,Local govt. officers-remove req. that disclose address on financial statements,"Removes requirement that certain government officers disclose the address of their home or secondary residence, or that of their immediate family on financial disclosure statements.",0
A3130,2024_2025,2024_2025,"Natl Guard cert-retain elig, fire dept max age at closing date of civil svc exam",Provides for retained eligibility for members of NJ National Guard or reserve component called to active federal military service who met fire department maximum age requirement at closing date of civil service examination.,0
A3131,2024_2025,2024_2025,Adopt a Stormwater Management Basin Act; provides CBT credit for adoption,Permits business entities and nonprofit organizations to adopt certain responsibilities related to stormwater management basins; provides corporation business tax credit for adoption of stormwater management basins in certain watersheds.,0
A3132,2024_2025,2024_2025,Veterans professional/occupational license/certification-profession board issue,Requires professional boards to issue licenses for veterans with good standing license or certification in another jurisdiction under certain circumstances.,0
A3133,2024_2025,2024_2025,Student Dropout Prevention Task Force-establishes,"Establishes position of Youth Disconnection Prevention and Recovery Ombudsperson; establishes ""School Disconnection Prevention Task Force.""",0
A3134,2024_2025,2024_2025,"Pub safety emp, deceased-permit reimb of COBRA health benefit costs of survivors","Permits reimbursement of COBRA health benefit costs of survivors of certain deceased public safety employees; appropriates $750,000.",0
A3135,2024_2025,2024_2025,"Community Wealth Preservation Prog-expand access, purch prop from sheriff's sale","Creates ""Community Wealth Preservation Program""; expands access for certain buyers to purchase property from sheriff's sales.",0
A3136,2024_2025,2024_2025,"Halloween, children's costumes-requires reflective material",Requires reflective material on children's Halloween costumes.,0
A3137,2024_2025,2024_2025,Liquor licenses and transfers-applicant required to notify certain residents,Requires applicants for liquor licenses and license transfers to notify residents within 200 feet of licensed premises.,0
A3138,2024_2025,2024_2025,"Alcoholic beverages w/in 1,000 feet of sch/religious instit-prohibits cert sales","Prohibits certain sales of alcoholic beverages within 1,000 feet of schools or religious institutions.",0
A3139,2024_2025,2024_2025,Family day care provider-mandatory registration required,Requires mandatory registration of family day care providers.,0
A3140,2024_2025,2024_2025,Child care centers-establishes a 500 foot drug free zone,Establishes a 500 foot drug free zone around child care centers.,0
A3141,2024_2025,2024_2025,"Arson investigator's powers, municipal-broadens",Broadens municipal arson investigators' powers.,0
A3142,2024_2025,2024_2025,Home-schooled children-inform school district and required to maintain records,Requires parents who intend to home-school their children to inform the school district of that decision; requires school district to maintain record of each home-schooled child in the district.,0
A3143,2024_2025,2024_2025,Veterans' benefits-broadens elig. by eliminating req of serving during cert wars,"Removing requirement of service during specified dates or in specified locations, thereby broadening eligibility for certain veterans' benefits.",0
A3144,2024_2025,2024_2025,"Law enforcement officers, special-permits to carry firearms when in State",Permits certain special law enforcement officers to carry firearms at all times when in State.,0
A3145,2024_2025,2024_2025,Vietnam Veterans of America conventions-grants leave of absence,Grants certain leaves of absence for Vietnam Veterans of America conventions.,0
A3146,2024_2025,2024_2025,Police staffing based on municipal population & violent crime rate-min level req,Requires minimum level of police staffing based on municipal population and violent crime rate.,0
A3147,2024_2025,2024_2025,"Selective Service part of driv. license application, males under age 26-register",Makes consent to register with Selective Service part of driver's license application process for males under age 26.,0
A3148,2024_2025,2024_2025,Sons of The American Legion-adds to list of paid leaves of absence conventions,Adds Sons of The American Legion to list of organizations whose representatives receive paid leaves of absence to attend State and national conventions.,0
A3149,2024_2025,2024_2025,Senior citizen housing-minimum temperature be maintained at 70 degrees,Requires minimum temperature in senior citizen housing projects to be maintained at 70 degrees from October 1 to May 1.,0
A3150,2024_2025,2024_2025,"Public employee, served in military-modifies law regarding leave of absence comp",Modifies laws regarding compensation and leaves of absence for certain public employees who served in the military; requires public employers follow certain policies and procedures for leaves of absence.,0
A3151,2024_2025,2024_2025,"Service or guide dogs-concerns employee training, access to public facilities",Concerns training of employees about access to public facilities for individuals with service or guide dogs.,0
A3152,2024_2025,2024_2025,Constables-training required,Requires training for constables.,0
A3153,2024_2025,2024_2025,Class Two special law enforcement officers-establishes certain benefits,Establishes certain benefits for Class Two special law enforcement officers; allows arson investigators to carry a firearm at all times.,0
A3154,2024_2025,2024_2025,"Mortgage foreclosures, resid-prov forbearance; place additional req on attorneys","Provides forbearance of residential mortgage foreclosures under certain circumstances; places additional requirements on attorneys, residential mortgage lenders, and courts, as part of foreclosure process.",0
A3155,2024_2025,2024_2025,Deadly force-establishes requirements for use,Establishes requirements for use of deadly force.,0
A3156,2024_2025,2024_2025,"Bedbug infestation, cert. residential prop-estab prevention/eradicate procedures",Establishes procedures to prevent and eradicate bedbug infestations in certain residential property.,0
A3157,2024_2025,2024_2025,Bereavement Counseling Prog for family/caregivers of certain vet-req DMVA create,Requires DMVA create Bereavement Counseling Program for family members and volunteer caregivers of certain veterans.,0
A3158,2024_2025,2024_2025,"Long-Term Care Ombudsman, Office-submit annual report to vet fac oversight bd",Requires Office of State Long-Term Care Ombudsman submit annual report to veterans' facility oversight boards.,0
A3159,2024_2025,2024_2025,Business owned by women veterans or in military svc-estab St contract preference,Establishes price preference program on State contracts for businesses owned by women veterans or women in military service.,0
A3160,2024_2025,2024_2025,Sexual assault prevention and response program and coordinator-creates in DMVA,Creates sexual assault prevention and response program and coordinator in DMVA.,0
A3161,2024_2025,2024_2025,"Vet civil svc & pension benf-broaden eligibility, elim specified dates/locations",Broadens eligibility for certain civil service and pension benefits for veterans by eliminating requirement of service during specified dates or in specified locations.,0
A3162,2024_2025,2024_2025,SNAP applications-DHS use performance bonuses to incr. staff for processing,Requires DHS to use funds awarded from performance bonuses to increase staffing for processing certain applications and providing certain services.,0
A3163,2024_2025,2024_2025,Disabled veterans & purple heart recipients-municipalities desig. parking spaces,Requires municipalities to designate parking spaces for disabled veterans and Purple Heart recipients.,0
A3164,2024_2025,2024_2025,Police and firefighters-establish a 5 year residency requirement,"Permits municipal, county, and regional police and fire forces to establish five-year residency requirement for police officers and firefighters; allows exceptions to requirement under certain circumstances.",0
A3165,2024_2025,2024_2025,Correctional facility inmates who report sexual abuse-prohibits retaliation,Prohibits retaliation against inmates in State correctional facilities who report sexual abuse; criminalizes retaliation and failure to report abuse.,0
A3166,2024_2025,2024_2025,"Funeral, burial, crematory services-suppl. approp, increase reimb Work First;$8M","Makes supplemental appropriation of $8 million to DHS to increase reimbursement for funeral, burial, and crematory services provided to certain beneficiaries of Work First New Jersey and Supplemental Security Income programs.",0
A3167,2024_2025,2024_2025,Vendors that employ veterans-DMVA grant preference in awarding contracts,Authorizes DMVA to grant preference in awarding contracts to vendors that employ veterans.,0
A3168,2024_2025,2024_2025,Woman Veteran-authorizes creation of license plates,Authorizes creation of Woman Veteran license plates.,0
A3169,2024_2025,2024_2025,Disabled veterans-allows property tax rebate,Allows property tax rebate for disabled veterans.,0
A3170,2024_2025,2024_2025,Combat Action Ribbon-authorizes creation of license plate,Authorizes creation of Combat Action Ribbon license plate.,0
A3171,2024_2025,2024_2025,"Paramus & Menlo Park vet mem homes-converting portion, single occupancy rooms",Requires converting portion of Paramus and Menlo Park veterans' memorial homes into single occupancy rooms; requires upgrades to ventilation systems; provides Adjutant General discretion for additional room considerations.,0
A3172,2024_2025,2024_2025,"Veterans, Medicaid eligibility-req. DHS disregard cert. federal pension benefits",Requires DHS to disregard certain federal pension benefits for veterans in making Medicaid eligibility determinations.,0
A3173,2024_2025,2024_2025,Sexual assault involving military personnel-makes various changes to address,"Makes various changes to address sexual assault and child abuse and neglect involving military personnel; addresses protection, penalties, enforcement, jurisdiction, and victim compensation matters.",0
A3174,2024_2025,2024_2025,Veterans' services-req counties to specify expenditures when submitting budget,Requires counties to specify expenditures concerning veterans' services when submitting budget to Division of Local Government Services in DCA.,0
A3175,2024_2025,2024_2025,"Catholic Charities, Diocese of Paterson-SOS Vet Unmet Needs Fund;$500K","Makes supplemental appropriation of $500,000 to DMVA for New Jersey SOS Veterans Stakeholders Group.",0
A3176,2024_2025,2024_2025,Mental health services to veterans-establish and allocate funds for program;$2M,Establishes and allocates funds for program to provide mental health services to veterans; appropriates $2 million.,0
A3177,2024_2025,2024_2025,Veteran Services Grant Program-establish in DMVA; makes appropriation,Establishes New Jersey Veteran Services Grant Program in DMVA; makes appropriation.,0
A3178,2024_2025,2024_2025,"Township of South Orange Village-change name & titles, cert municipal officials","Special legislation to change name of ""Township of South Orange Village"" to ""South Orange Village""; changes titles of certain municipal officials; permits nonpartisan municipal elections to be moved to November; permits stipend for governing body members.",0
A3179,2024_2025,2024_2025,Electric public utility-identify communities relying on private well water,"Requires electric public utility to identify communities within service territory where at least 40 percent of residential customers rely on private well water, develop service restoration plan for those communities, and provide watering stations.",0
A3180,2024_2025,2024_2025,"Veteran, volunteer emergency worker-fee for mobile sportfishing vehicle permit","Prohibits DEP from charging fee for resident mobile sportfishing vehicle permit to veterans, active military members, former or current members of the NJ National Guard or Reserve, or volunteer emergency workers.",0
A3181,2024_2025,2024_2025,Child abuse record info. check-emp and candidates for pub sch emp or svc undergo,Requires certain employees and candidates for public school employment or service and youth camp employees to undergo child abuse record information check.,0
A3182,2024_2025,2024_2025,Cancer Research-provides for voluntary contributions by income tax returns,Provides for voluntary contributions by taxpayers on gross income tax returns for New Jersey Commission on Cancer Research.,0
A3183,2024_2025,2024_2025,"Property tax bills, permits, receipts-auth. municipality to deliver via e-mail","Authorizes municipality to deliver property tax bills, construction permits, and receipts for payment via e-mail.",0
A3184,2024_2025,2024_2025,Child abuse & neglect-require DCF & DOE provide service or information remotely,Requires DCF and DOE to provide certain child abuse and neglect services or information remotely or through distance learning mechanisms.,0
A3185,2024_2025,2024_2025,Service & emotional support animals-permits dogs at State vets resid. facilities,Permits dogs as service and emotional support animals at State veterans' residential facilities.,0
A3186,2024_2025,2024_2025,SNAP participation-certain students exempt from 20 hour weekly work requirement,Provides for student recipients of educational opportunity funds to be exempt from 20 hour weekly work requirement ordinarily required for student SNAP participation.,0
A3187,2024_2025,2024_2025,Community-based residential prog. & group homes-allow cert. in-person visitation,"Requires Division of Developmental Disabilities, during public health emergency, to develop guidance for in-person visitation at community-based residential settings for individuals with developmental disabilities and require providers to allow such visitation.",0
A3188,2024_2025,2024_2025,"Drivers, licensing-permits certain drivers' schools to conduct road tests",Permits certain drivers' schools to conduct road tests.,0
A3189,2024_2025,2024_2025,Motor Vehicle Commission-review and provide certain services online,Requires MVC to review certain services and provide certain services online.,0
A3190,2024_2025,2024_2025,Transparency in Government Act; establish a State public finance website,"""Transparency in Government Act;"" provides for establishment of State public finance website; requires certain public entities receiving State funds to establish similar website; makes an appropriation.",0
A3191,2024_2025,2024_2025,"Municipality reimb.-estab. fund for police & sanitation, crowding at MVC;$500K","Establishes fund to reimburse municipalities for police and sanitation costs related to crowding at MVC sites; appropriates $500,000.",0
A3192,2024_2025,2024_2025,Vote-by-mail-permit co. clerk remove voters from lists under cert. circumstances,Permits county clerk to remove voters from vote-by-mail lists under certain circumstances.,0
A3193,2024_2025,2024_2025,"Vets.-create prog., receive evaluation & treatment for PTSD & total brain injury",Requires Adjutant General of DMVA create program for veterans to receive evaluation and treatment for PTSD and total brain injury.,0
A3194,2024_2025,2024_2025,Sally's Law-concerns infectious disease control/prevention in long-term care fac,Establishes testing and visitation requirements and employment restrictions for long-term care facilities in response to outbreaks of infectious disease.,0
A3195,2024_2025,2024_2025,Mental Health Awareness Pilot Program-establish in DOE,Establishes Mental Health Awareness Pilot Program in DOE.,0
A3196,2024_2025,2024_2025,"Vote by Mail Study Commission-establish, report mail-in ballot irregularities","Requires Secretary of State create website for voters to report irregularities regarding mail-in ballots; establishes ""Vote by Mail Study Commission.""",0
A3197,2024_2025,2024_2025,"Cancer Research, Comm.-increase tobacco product tax revenues from $1M to $4M","Increases amount of cigarette and other tobacco products tax revenues provided to New Jersey Commission on Cancer Research from $1 million to $4 million; establishes dedicated, non-lapsing Cancer Research Fund.",0
A3198,2024_2025,2024_2025,"Youth suicide, causes-requires DOH to study",Requires DOH to conduct study on causes of youth suicide.,0
A3199,2024_2025,2024_2025,"Accidental death benefit-provide, St Police recruit dies during pre-svc training","Provides accidental death benefit to surviving spouse, surviving child, or surviving parent of a State Police recruit who dies during required pre-service training.",0
A3200,2024_2025,2024_2025,Mail-in ballot-req do not forward label; allow voter to cure due to missing cert,Requires do not forward label on mail-in ballot envelopes; allows mail-in voter to cure mail-in ballot due to missing or detached certificate; requires certain voter data be entered into voter file within 30 days.,0
A3201,2024_2025,2024_2025,"Digital Divide Solutions Grant Program-estab, assist pub sch for Internet access",Establishes Digital Divide Solutions Grant Program in DOE to assist public schools in purchase of connected devices and Internet access for students during periods of remote instruction.,0
A3202,2024_2025,2024_2025,Suicidal ideation for postpartum women-req health insur carriers prov coverage,Requires health insurance carriers to provide coverage for suicidal ideation and attempted suicide for postpartum women.,0
A3203,2024_2025,2024_2025,Sexual assault prevention & response prog. & coordinator for svc members-creates,Creates sexual assault prevention and response program and coordinator for service members.,0
A3204,2024_2025,2024_2025,Curriculum plans-requires public schools to post online,Requires public schools to post curriculum plans online; requires school districts to make textbooks or other materials used in implementing curriculum plans available for inspection by parents and legal guardians.,0
A3205,2024_2025,2024_2025,Unemployment Intake Accountability Pilot Program-creates,"Creates ""Unemployment Intake Accountability Pilot Program.""",0
A3206,2024_2025,2024_2025,"Military svc. members, cert non-US-concerns civil svc exam & veterans preference",Permits certain non-US citizen military service members to take civil service examinations and be eligible for civil service veterans preference.,0
A3207,2024_2025,2024_2025,"Retirement plans, qualified-gross income tax exclusion for minimum req. distrib.",Provides gross income tax exclusion for minimum required distributions from qualified retirement plans.,0
A3208,2024_2025,2024_2025,"Fire instructors, co.-estab. elig, PERS enrollment & retir benf, cert conditions",Establishes eligibility for PERS enrollment and retirement benefits for certain county fire instructors under certain conditions.,0
A3209,2024_2025,2024_2025,"Resource family parent, relative, preadoptive parent-party to reviews or hearing","Requires resource family parent, relative, preadoptive parent, or caretaker to be party to reviews or hearings involving a child under the Division of Child Protection and Permanency in the Department of Children and Families' care.",0
A3210,2024_2025,2024_2025,Board of education meetings-req publicly post full meeting agenda 48 hours prior,Requires board of education to publicly post full meeting agenda 48 hours prior to meeting.,0
A3211,2024_2025,2024_2025,Service dogs-provide to frontline workers suffering from PTSD due to COVID-19,"Requires DHS to provide psychiatric service dogs to first responders, health care workers, and other frontline workers suffering from post-traumatic stress disorders due to the COVID-19 pandemic.",0
A3212,2024_2025,2024_2025,PTSD related to COVID-19-req. health care facilities to screen frontline workers,Requires health care facilities to screen health care workers and first responders for symptoms of post-traumatic stress disorder related to COVID-19 pandemic.,0
A3213,2024_2025,2024_2025,"Transparency website, government-publish certain financial information",Requires State Treasurer to publish certain State expenditure and revenue information on government transparency website.,0
A3214,2024_2025,2024_2025,Child of deceased veteran-proh. public instit of higher ed from charging tuition,Prohibits public institution of higher education from charging tuition to student who is dependent child of veteran who died or is disabled as result of service-related injury.,0
A3215,2024_2025,2024_2025,School district performance audits-requires State Auditor to conduct,Requires State Auditor to conduct performance audits of certain school districts.,0
A3216,2024_2025,2024_2025,Mental health professionals who serve children/adolescents-income tax credit,Establishes loan redemption program and gross income tax credit for mental health professionals who serve children and adolescents.,0
A3217,2024_2025,2024_2025,State mandates on municipalities-minimize adverse economic impact,"Requires State agencies, when developing and proposing rules, to utilize approaches that will accomplish objectives of statutory law while minimizing adverse economic impact on municipalities.",0
A3218,2024_2025,2024_2025,Voter registration records-require audit in Statewide Voter Registration System,Requires Secretary of State and county commissioners of registration to perform audit of voter registration records in Statewide Voter Registration System.,0
A3219,2024_2025,2024_2025,District board membership application-permit cert college students to be members,Permits U.S. citizens who are full time college students to be district board members in county of college even if student is not a resident of county or State.,0
A3220,2024_2025,2024_2025,Car wash business-permit to operate during state of emerg or public health emerg,Permits car wash business to operate during state of emergency or public health emergency.,0
A3221,2024_2025,2024_2025,Anti-bullying specialist & district anti-bullying coordinator-serve as full-time,Requires individuals appointed to serve as school anti-bullying specialist and district anti-bullying coordinator to serve in those capacities full-time.,0
A3222,2024_2025,2024_2025,School performance reports-require info. about positive placement of graduates,"Requires school performance reports to include information about positive placement of graduates, including apprenticeships.",0
A3223,2024_2025,2024_2025,Unemployment compensation fund-allocates assistance from fed. govt & State funds,"Allocates assistance to unemployment compensation fund from federal government and State funds, suspends certain increases in employer taxes, and adjusts wages for purpose of calculation of rate of employer contribution to fund.",0
A3224,2024_2025,2024_2025,Naloxone hydrochloride nasal spray-req. higher education instit. maintain supply,Requires institutions of higher education to maintain supply of naloxone hydrochloride nasal spray for opioid overdose emergencies and permits emergency administration of naloxone hydrochloride nasal spray by licensed campus medical professionals and resident assistants.,0
A3225,2024_2025,2024_2025,Child care services-permanently req provider subsidy pymt be based on enrollment,Permanently requires certain provider subsidy payments for child care services be based on enrollment.,0
A3226,2024_2025,2024_2025,"Voter registration process, automatic-requires MVC to safeguard",Requires MVC to safeguard automatic voter registration process.,0
A3227,2024_2025,2024_2025,"Children, Office of Ombudsman for-establishes",Establishes Office of Ombudsman for Children.,0
A3228,2024_2025,2024_2025,"Land use applications, certain-extends time period required for public notice",Extends time period required for public notice of certain land use applications.,0
A3229,2024_2025,2024_2025,Governor's budget recommendations-estab. process for submittal & publication,Establishes process for submittal and publication of proposed revisions to Governor's budget recommendations and requires publication of proposals by June 1 annually.,0
A3230,2024_2025,2024_2025,Recovery residence certification program-DCA approve credentialing entity devel.,Requires DCA to approve credentialing entity to develop and administer voluntary recovery residence certification program.,0
A3231,2024_2025,2024_2025,"Agriculture development boards, county-creates alternate voting members",Creates alternate voting members on county agriculture development boards.,0
A3232,2024_2025,2024_2025,Public Service Management Fellows Program & advisory committee-establishes,Establishes Public Service Management Fellows Program and advisory committee.,0
A3233,2024_2025,2024_2025,Solicitation of business based on death notices and obituaries-prohibits,Prohibits solicitation of business based on death notices and obituaries.,0
A3234,2024_2025,2024_2025,Pet food sales-exempt from sales and use tax,Exempts sales of pet food purchased for pets from the sales and use tax.,0
A3235,2024_2025,2024_2025,Animal shelters-allow gross income tax deduction for donations,Allows gross income tax deduction for donations made to animal shelters.,0
A3236,2024_2025,2024_2025,"Domestic violence-revises definition, include psychological & economic abuse",Revises definition of domestic violence to include psychological abuse and economic abuse.,0
A3237,2024_2025,2024_2025,Highlands Region Preservation Area municipalities-reduce sales tax,Provides for reduced sales tax imposition on certain sales in certain Highlands Region Preservation Area municipalities.,0
A3238,2024_2025,2024_2025,"Veterans, disab-qual. for toll rate & motor vehicle registration fee exemptions",Qualifies certain disabled veterans for toll rate exemptions and exemptions from motor vehicle registration fees.,0
A3239,2024_2025,2024_2025,"Domestic violence, victim-expands definition",Expands definition of victim of domestic violence.,0
A3240,2024_2025,2024_2025,"Cannabis packaging-codifies cert requirements; estab offense, improperly stored",Codifies certain cannabis packaging requirements; establishes offense for minor gaining access to improperly stored cannabis products.,0
A3241,2024_2025,2024_2025,"Suicide prevention-require boards of ed adopt policies; DOE, estab model policy",Requires boards of education to adopt suicide prevention policies and DOE to establish model suicide prevention policy.,0
A3242,2024_2025,2024_2025,"Student absences, excused-permit for mental or behavioral health reasons",Permits excused student absences for mental or behavioral health reasons.,0
A3243,2024_2025,2024_2025,Outdoor education opportunities-direct Comm of Education to develop guidelines,Directs Commissioner of Education to develop guidelines on outdoor education opportunities.,0
A3244,2024_2025,2024_2025,Special education & related svcs.-direct St payment of cost for certain students,Provides for direct State payment of cost of special education and related services for certain students.,0
A3245,2024_2025,2024_2025,Charitable contribution income tax deduction-allows cert during pub health emerg,Allows gross income tax deduction for charitable contributions to certain New Jersey-based charitable organizations during public health emergency.,0
A3246,2024_2025,2024_2025,State Government and Civil Service Student Internship Program-establish;$750K,"Establishes New Jersey State Government and Civil Service Student Internship Program; appropriates $750,000.",0
