bill_id,term,session,title,summary,commem
HB0465,2023_2024,2023-RS,AN ACT relating to the judiciary.,Amend KRS 30A.010 to include gender-neutral language.,0
HB0466,2023_2024,2023-RS,AN ACT relating to the judiciary.,Amend KRS 30A.010 to include gender-neutral language.,0
HB0467,2023_2024,2023-RS,AN ACT relating to crimes and punishments.,Amend KRS 533.220 to include gender-neutral language.,0
HB0468,2023_2024,2023-RS,AN ACT relating to crimes and punishments.,Amend KRS 533.220 to include gender-neutral language.,0
HB0469,2023_2024,2023-RS,AN ACT relating to juvenile justice.,Amend KRS 630.030 to include gender-neutral language.,0
HB0470,2023_2024,2023-RS,AN ACT relating to the protection of children.,"Create new sections of KRS Chapter 311 to define terms; state that the provision of gender transition services to a person under the age of 18 years by a health care provider or mental health care provider is unethical and unprofessional conduct; require an investigation of any report of provision of gender transition services to a person under the age of 18 years; require revocation of the provider's license if confirmed and termination of public funding for a public employee; require that providers be jointly and severally liable for all damages and costs sustained for providing gender transition services or aiding and assisting a person under the age of 18 years to consider or to obtain gender transition services; provide defense to providers refusing to provide services; make failure to report provision of gender transition services a crime; permit an action on a violation to be taken by the parent or guardian of a person before the person attains the age of 18 years and by the person within 30 years of the person attaining the age of 18 years, with exceptions under which the time may be longer; require conditions for actions and damages; prohibit use of public funds for gender transition services; prohibit a provider employed by a public agency to provide include gender transition procedures;  permit the Attorney General to bring action to enforce provisions; permit intervention as a matter of right if these provisions are challenged; prohibit a public provider from intervening in a legal proceeding in defense of the provision of gender transition services; create a new section of KRS Chapter 205 to prohibit Medicaid coverage of gender transition procedures for a person under age 18 years; create a new section of Subtitle12 of KRS Chapter 304 to establish liability provisions if an insurer elects to cover gender transition services; amend KRS 18A.225 to prohibit a fully insured benefit plan or self-insured plan for public employees from covering gender transition services for a person under the age of 18 years; amend KRS 454.210 to add to court permission to exercise personal jurisdiction over a person who acts directly or by an agent, as to a claim arising from the person's engaging in the provision of gender transition services to a person under the age of 18 years; create a new section of KRS Chapter 158 to prohibit a public school counselor, school-based mental health services provider, or other public employee from aiding or assisting in the provision of gender transition services for a person under the age of 18 years; establish liability provisions; require school notification of parents of child's expression of sex or gender inconsistency with exceptions; amend KRS 141.039 to require that corporate income relating to the provision of gender transition services to a person under age 18 years be added to net income; amend KRS 213.121 to prohibit a registered certificate or report from being amended if the purpose is to assist with a social or physical gender transition; amend KRS 401.020 to prohibit a court to order a name change if the purpose is to assist with a social or physical gender transition; create a new section of KRS Chapter 600 to prohibit the Department of Juvenile Justice from classifying a detainee by a sex that is inconsistent with defined sex; allow the Act to be cited as the Do No Harm Act; EFFECTIVE January 1, 2024.",0
HB0471,2023_2024,2023-RS,AN ACT relating to wages.,"Amend KRS 337.010 to change the definition of ""employee"", and add ""worker with disability""; amend KRS 337.275 to require all employers pay all employees, including tipped employees, employees under 18 years old, and workers with a disability minimum wage, and increase minimum wage over the next three years, to $15 per hour by July 1, 2026; amend KRS 337.295 to remove learners, apprentices, workers with a disability, sheltered workshop employees, and students from regulations issued by the commissioner; amend KRS 154.22-040 to conform; establish short title.",0
HB0472,2023_2024,2023-RS,AN ACT proposing an amendment to Section 145 of the Constitution of Kentucky relating to persons entitled to vote.,Propose to amend Section 145 of the Constitution of Kentucky to allow voting rights to persons convicted of certain felonies; replace the language that prohibits idiots and insane persons from voting with contemporary language that instead prohibits persons from voting who are determined to be mentally incompetent by a court of competent jurisdiction and such determination has not been set aside; provide ballot language; submit to voters for ratification or rejection.,0
HB0473,2023_2024,2023-RS,AN ACT relating to gun safety for children.,"Create a new section of KRS Chapter 527 to make it a crime to unlawfully store a firearm; establish elements of the crime as recklessly allowing access to an unsecured firearm by a minor; establish the crime as a Class B misdemeanor unless a physical injury or death results, in which case it is a Class A misdemeanor; establish the short title of Baby Dre Gun Safety Act.",0
HB0474,2023_2024,2023-RS,AN ACT relating to historical instruction.,"Create a new section of KRS Chapter 158 to require African history instruction in certain middle and high school world history and civilization courses; require Native American history instruction in certain middle and high school United States history courses; require the Kentucky Board of Education to promulgate administrative regulations establishing academic standards for the required historical instructions;  require superintendents to adopt curricula for required instruction; require the Department of Education to collaborate with the Kentucky Center for African American Heritage and the Kentucky Native American Heritage Commission to develop recommended curricula and instruction guidelines for the required historical instruction, elective high school course offerings in African history and Native American history, and relevant professional development materials.",0
HB0475,2023_2024,2023-RS,AN ACT relating to firearms and declaring an emergency.,"Create new sections of KRS Chapter 237 to define ""assault weapons,"" ""large-capacity ammunition-feeding devices,"" and ""ammunition sellers""; require background checks for private firearms sales; require reporting to law enforcement of firearm and ammunition thefts and losses; require the safe storage of firearms; amend KRS 395.250 to require an estate's inventory to list each firearm; amend KRS 403.735 to require judges, when issuing an order of protection, to consider whether a person against whom the order is entered should be prohibited from possessing an firearm; amend KRS 504.030 to require judges in criminal cases where a person is found not guilty by reason of insanity to demand the surrender of the defendant's firearms; amend KRS 506.080 to specify that the offense of facilitation includes assistance in providing firearms; amend KRS 508.020 to include physical injury to a minor by virtue of the intentional discharge of a firearm within the offense of assault in the second degree; create a new section of KRS Chapter 527 to create the offense of criminal purchase or disposal of a weapon; amend KRS 527.040 to require that the sentence for a felon in possession of a firearm be served subsequent to any other felony sentence; amend KRS 527.070 to include postsecondary education facilities within the existing ban on firearms in schools; amend KRS 532.030 to require the judge pronouncing a defendant guilty but mentally ill to demand the surrender of the person's firearms; create a new section of KRS Chapter 237 to require the State Police to promulgate administrative regulations relating to the licensing of persons to possess handguns and assault weapons, the registration of handguns and assault weapons, and the logging of firearms and ammunition sales effective January 1, 2024; amend KRS 65.1591, 237.104, 237.115, and 532.025 to conform; repeal KRS 65.870, relating to the prohibition of local firearm control ordiances; EMERGENCY; some provisions EFFECTIVE January 1, 2024.",0
HB0476,2023_2024,2023-RS,AN ACT relating to the protection of minors.,Create new sections of KRS Chapter 436 to define terms; establish a cause of action against any commercial entity that publishes matter harmful to minors on the Internet without obtaining age verification; require removal of personal data following review for access; establish civil penalties for violations.,0
HB0477,2023_2024,2023-RS,AN ACT relating to hate crimes.,"Create a new section of KRS Chapter 532 to provide an enhanced term of imprisonment for any defendant convicted of certain crimes when the defendant intentionally selected the person because of that person's actual or perceived race, color, ethnicity, national origin, religion, mental or physical disability, gender identity or expression, or sexual orientation; amend KRS 15.334 and 17.1523 to conform; create new section of KRS Chapter 508 to create the offense of using hate symbols to intimidate; repeal KRS 49.320 and 532.031.",0
HB0478,2023_2024,2023-RS,AN ACT relating to Medicaid services.,"Amend KRS 205.203, relating to Medicaid services, to add gender-neutral language.",0
HB0479,2023_2024,2023-RS,AN ACT relating to health care.,Amend KRS 311.586 to add gender-neutral language.,0
HB0480,2023_2024,2023-RS,AN ACT relating to health and family services.,"Amend KRS 211.160, relating to the authority of the secretary, to make language gender-neutral.",0
HB0481,2023_2024,2023-RS,AN ACT relating to health services.,Amend KRS 216.350 to add gender-neutral language.,0
HB0482,2023_2024,2023-RS,AN ACT relating to administrative regulations.,Amend KRS 317A.060 to make technical corrections.,0
HB0483,2023_2024,2023-RS,AN ACT relating to biometric data.,"Create new sections of KRS Chapter 367 to define terms; require a private entity to develop a written policy and retention schedule for the biometric identifiers it collects; create restrictions on the collection, capture, purchase, or trade of  biometric identifiers; require disclosure of biometric identifier information per individual request; create a civil cause of action; clarify statutory construction; Act may be cited as the Biometric Identifiers Privacy Act.",0
HB0484,2023_2024,2023-RS,AN ACT relating to the administration of rabies vaccinations.,"Amend KRS 258.005 to define ""certified animal euthanasia specialist""; amend KRS 258.015  to include certified animal euthanasia specialists as persons qualified to administer rabies vaccinations to dogs, cats, and ferrets; amend KRS 258.043  to include certified animal euthanasia specialists as persons qualified to administer rabies vaccinations to dogs, cats, and ferrets.",0
HB0485,2023_2024,2023-RS,AN ACT relating to the partial distribution of pari-mutuel racing tax receipts to local governments and making an appropriation therefor.,Amend KRS 138.510 to allocate moneys to a newly created fund from the pari-mutuel racing tax distribution; create a new section of KRS Chapter 230 to establish a fund relating to local governments and administered by the Department for Local Government; and amend KRS 131.190 to allow the Department of Revenue to share information relating to the calculation of the new fund's distribution; APPROPRIATION.,0
HB0486,2023_2024,2023-RS,AN ACT relating to responsible gaming.,"Amend KRS 138.510 to direct an amount equal to 0.1% of all money wagered on live races and historical horse races to be distributed to the Kentucky problem gambling assistance fund, not to exceed $500,000; create new sections of KRS Chapter 230 to establish the Kentucky problem gambling assistance fund and direct the uses of that fund; require tracks licensed by the Kentucky Horse Racing Commission to implement programs that promote responsible gaming; establish minimum requirements for responsible gaming programs at tracks.",0
HB0487,2023_2024,2023-RS,AN ACT relating to employment.,"Amend KRS 336.130 to delete references restricting rights of public employees to organize, associate collectively, or strike; amend KRS 336.180 to redefine ""labor organization"" and delete definitions of ""employer"" and ""employee""; amend KRS 336.990 to conform; amend KRS 67A.6904 to allow urban-county governments to make an agreement with a labor organization to require membership in the organization as a condition of employment; amend KRS 67C.406 to allow consolidated local governments to make an agreement with a labor organization to require membership in the organization as a condition of employment; amend KRS 70.262, KRS 78.470, and KRS 78.480 to remove exceptions; amend KRS 345.050 to allow public employers to make an agreement with a labor organization to require membership in the organization as a condition of employment; repeal KRS 65.016, 336.132, and 336.134.",0
HB0488,2023_2024,2023-RS,AN ACT relating to workers' compensation.,Amend KRS 342.610 to exclude certain levels of delta-9-tetrahydrocannabinol in the blood from the presumption that an injury was caused by the introduction of certain substances into the employee's body.,0
HB0489,2023_2024,2023-RS,AN ACT relating to pregnancy resource centers.,"Create a new section of KRS Chapter 216B to define ""pregnancy resource center""; require the Cabinet for Health and Family Services to promulgate administrative regulations to establish licensure standards for pregnancy resource centers; provide that a pregnancy resource center's or health care provider's liability is neither limited or expanded by licensure requirement; and amend KRS 216B.990 to establish penalties for violations by pregnancy resource centers.",0
HB0490,2023_2024,2023-RS,AN ACT relating to personal identification cards.,"Amend KRS 186.531 to eliminate fees for personal identification cards; amend KRS 186.400, 186.403, and 186.4101 to conform.",0
HB0491,2023_2024,2023-RS,AN ACT relating to crimes and punishments.,Amend KRS 421.510 to raise the age of when a person is a victim of a sexual offense from 16 years old to 18 years old; amend KRS 510.020 to raise the age of when a person is deemed incapable of consent to a sexual act from 16 years old to 18 years old; amend KRS 510.040 to increase the classification for rape in the first degree to a Class A felony is the victim becomes pregnant as a result of the rape; amend KRS 510.050 to increase the classification for rape in the second degree to a Class B felony if the victim becomes pregnant as a result of the rape; amend KRS 510.060 to increase the classification for rape in the third degree to a Class C felony if the victim becomes pregnant as a result of the rape and change the age range to 18 years old or more when engaging in sexual intercourse with another person between 14 and 18 years of age; amend KRS 530.020 to increase the classification for incest to a Class B felony if a person becomes pregnant as a result of the incestuous act and to a Class A felony if the victim is under the age of 12 and becomes pregnant as a result of the incestuous act; amend KRS 531.310 and 531.320 to increase the classification for acts involving sexual performance and a minor if the minor becomes pregnant as a result of the prohibited activity; amend various statutes to conform.,0
HB0492,2023_2024,2023-RS,AN ACT relating to state government.,Amend KRS 18A.070 to make a technical correction.,0
HB0493,2023_2024,2023-RS,AN ACT relating to juvenile justice.,Amend KRS 635.050 to make technical corrections.,0
SB0003,2023_2024,2023-RS,AN ACT relating to the educators' liability insurance and making an appropriation therefor.,Create a new section of KRS Chapter 161 to establish the Educators Employment Liability Insurance Program to provide excess liability coverage for certified employees of public schools; require the Department of Education to promulgate administrative regulations to implement the program; amend KRS 160.105 to require the Kentucky Board of Education to require a district to provide each certified employee with primary liability insurance; APPROPRIATION.,0
SB0075,2023_2024,2023-RS,AN ACT relating to motor vehicle parking authorities.,"Create a new section of KRS Chapter 67A to require a parking authority in an urban-county government to submit fees, rates, budgets, and budget amendments to the governing body of the urban-county government; establish administrative guidelines for implementation.",0
SB0100,2023_2024,2023-RS,AN ACT relating to equine within Kentucky.,"Amend KRS 138.510 to grant the Tourism, Arts and Heritage Cabinet a race title sponsorship at a two-day international horse racing event and at an international harness racing event; and amend KRS 230.770 to change the fund distribution.",0
SB0174,2023_2024,2023-RS,AN ACT relating to health services.,Amend KRS 216.350 to add gender-neutral language.,0
SB0175,2023_2024,2023-RS,AN ACT relating to the Department of Revenue.,Amend KRS 131.205 to make technical corrections.,0
SB0176,2023_2024,2023-RS,AN ACT relating to economic development.,Amend KRS 154.10-040 to add gender-neutral language.,0
SB0177,2023_2024,2023-RS,AN ACT relating to tourism.,Amend KRS 148.0211 to include gender-neutral pronouns.,0
SB0178,2023_2024,2023-RS,AN ACT relating to military affairs.,Amend KRS 36.230 to include gender-neutral language.,0
SB0179,2023_2024,2023-RS,AN ACT relating to public protection.,"Amend KRS 75.160, relating to fire chiefs, to include gender-neutral language.",0
SB0180,2023_2024,2023-RS,AN ACT relating to education.,Amend KRS 156.690 to insert gender-neutral language.,0
SB0181,2023_2024,2023-RS,AN ACT relating to education.,"Amend KRS 156.690, relating to contracts for personal computers for teachers, to insert gender-neutral language.",0
SB0182,2023_2024,2023-RS,AN ACT relating to local government.,"Amend KRS 67.410, relating to the fiscal court appointment of building inspectors, to make technical change.",0
SB0183,2023_2024,2023-RS,AN ACT relating to insurance.,Amend KRS 304.5-150 to include gender-neutral language.,0
SB0184,2023_2024,2023-RS,AN ACT relating to natural resources.,Amend KRS 350.028 to include gender-neutral language.,0
SB0185,2023_2024,2023-RS,AN ACT relating to agriculture.,Amend KRS 247.493 to insert gender-neutral references.,0
SB0186,2023_2024,2023-RS,AN ACT relating to local government.,Amend KRS 67.160 to make technical change.,0
SB0187,2023_2024,2023-RS,AN ACT relating to natural resources.,"Amend KRS 151.210 to make grammatical and technical corrections, improve readability, and remove arcane language.",0
SB0188,2023_2024,2023-RS,AN ACT relating to agriculture.,Amend KRS 246.040 to make gender-neutral references.,0
SB0189,2023_2024,2023-RS,AN ACT relating to local government.,Amend KRS 67.170 to make technical change.,0
SB0190,2023_2024,2023-RS,AN ACT relating to actions of government officials.,"Amend KRS 83A.030 to establish guidelines for changing the number of legislative body members in mayor-council form of government; amend KRS 83A.040 to allow submission of resignation via electronic mail, establish effective date of resignation if none is provided by the resignation itself; amend KRS 83A.045 to require that any ordinance eliminating a nonpartisan primary or repealing an ordinance eliminating a nonpartisan primary be filed with the county clerk in the year prior to the year in which city elections are to be held; amend KRS 83A.100 to require that any redistricting be accomplished no later than November in the year preceding elections.",0
SB0191,2023_2024,2023-RS,AN ACT relating to veterans.,Amend KRS 40.050 to include gender-neutral language.,0
SB0192,2023_2024,2023-RS,AN ACT relating to investor-owned electric utilities.,"Create new sections of KRS Chapter 278 to define terms; give permissive authorization to an investor-owned electric utility to apply to the Public Service Commission to finance though securitization both extraordinary costs and costs associated with the retirement of electric generation of more than $200 million dollars for a single regulatory asset or more than $275 million for multiple regulatory assets; prescribe the contents of an application for a financing order; prescribe the way proceedings of the commission will handle applications for financing orders; require a decision of the commission on securitization to be predicated on fair, just, and reasonable and the public interest of the utility customers; allow for securitization of deferred costs, judicial review, obtaining advisors and other consultants; require the commission to make a decision in 180 days; establish an issuance advice letter process; prescribe the contents of a financing order; establish the method for the utility to put a securitization surcharge on customer bills and make the charge irrevocable; establish a formula-based true-up mechanism for reconciling over collection or under collection of the surcharge; establish a method of tracing funds; allow the commission to issue a disapproval letter to stop the issuance of securitized bonds; make the financing order effective regardless of reorganization, bankruptcy, or other insolvency proceedings of an electric utility; allow for refunding bonds through a subsequent financing order; allow for the transfer of securitized property and interests in the property to others and maintain the property right and interest until the securitized bonds are paid in full; allow for sequestration of payment by a court and create a priority of liens, perfection, and enforcement; require the lien to be recorded in the Office of the Secretary of State and allow for a right to sue; state that securitized bonds are not a debt of the Commonwealth or any other agency of the state and there is no requirement to levy taxes or make appropriations to pay off securitized bonds; require that the bonds are not a debt of the electric utility; create a list of prohibited actions by state agencies; identify agents that are not allowed to invest in the bonds; clarify that an assignee of financing party is not an electric utility; allow severability if any provision is invalidated.",0
SB0193,2023_2024,2023-RS,AN ACT relating to restitution for driving under the influence.,Create a new section of KRS Chapter 532 allowing restitution in the form of child support to be ordered after a violation of KRS 189A.010 if the violation caused the death of a person who was a parent or guardian of a minor child.,0
SB0194,2023_2024,2023-RS,AN ACT relating to military affairs.,Amend KRS 36.230 to include gender-neutral language.,0
SB0195,2023_2024,2023-RS,AN ACT relating to public protection.,Amend KRS 75.160 to include gender-neutral language.,0
SB0196,2023_2024,2023-RS,AN ACT relating to the Kentucky affordable housing trust fund.,Amend KRS 198A.705 to make technical corrections.,0
SB0197,2023_2024,2023-RS,AN ACT relating to disaster response.,Amend 39A.030 to make a technical correction.,0
SB0198,2023_2024,2023-RS,AN ACT relating to issuance of operator's licenses and other identity documents.,"Amend KRS 186.531, 186.510, and 27A.052 to eliminate references to circuit clerk issuance of operator's licenses and personal identification cards; repeal KRS 189.490, regarding duties of the circuit clerk in regard to the issuance of identity documents.",0
SB0199,2023_2024,2023-RS,AN ACT relating to crimes and punishments.,Create a new section of KRS Chapter 508 to define terms; criminalize the use of tracking devices on motor vehicles without the consent of the owner or lessee; establish penalty; provide exceptions.,0
SB0200,2023_2024,2023-RS,AN ACT relating to long-term care insurance.,"Create new sections of Subtitle 14 of KRS Chapter 304 to define terms; establish requirements for long-term care insurance premium rates; require the Governor to appoint a long-term care insurance ombudsman; require the commissioner of insurance to create a consumer-driven process for escalating complaints relating to long-term care insurance; establish the Long-term Care Insurance Consumer Advisory Council; amend KRS 304.14-642 to allow long-term care insurance policies to be exchanged for long-term care partnership insurance regardless of issue date; establish terms for initial appointments to the Long-term Care Insurance Consumer Advisory Council; require the Cabinet for Health and Family Services to seek federal approval, if necessary, to implement provisions on long-term care partnership insurance; provide that the requirement to mitigate rate increases by a program of cross-subsidization supersedes any Department of Insurance policy, practice, or understanding used to approve or disapprove a rate increase filing prior to the effective date of the Act.",0
SB0201,2023_2024,2023-RS,AN ACT relating to the licensing of real estate brokers.,Amend KRS 324.020 to make technical corrections.,0
SB0202,2023_2024,2023-RS,AN ACT relating to discipline of students.,Amend KRS 158.150 to provide a local school board the option to place a student in an alternative program or setting in lieu of expulsion; provide that students placed in an alternative program or setting shall be counted in attendance and membership for school funding purposes; require an annual review of the student's alternative placement; require a local school board to to review an expulsion 30 days prior to end date to determine if an expulsion shall end or continue.,0
SB0203,2023_2024,2023-RS,AN ACT relating to privacy.,Create a new section of KRS Chapter 403 to place additional safeguards on medical and mental health records to protect the confidential nature.,0
SB0204,2023_2024,2023-RS,AN ACT relating to lending limits.,Amend KRS 286.3-280 to limit the security requirement; permit a state bank or trust company to elect to comply with lending limits applicable to national banks; make technical corrections.,0
SB0205,2023_2024,2023-RS,AN ACT relating to health services.,"Create a new section of KRS Chapter 216B to require that when a certificate of need for a health service is considered orphaned the need for the health service shall be presumed, an application by a new entity must be granted a nonsubstantive review, and the application may not receive consideration of opposition by the Cabinet for Health and Family Services.",0
SB0206,2023_2024,2023-RS,AN ACT relating to retirement funds of urban-county governments.,"Amend KRS 67A.430 to increase the minimum monthly annuity from the Police and Fire Retirement Fund of urban-county governments to $1,500 per month effective July 1, 2023, except for those individuals receiving a non-occupational disability; make technical changes.",0
SB0207,2023_2024,2023-RS,AN ACT relating to deed restrictions attached to the transfer of property by a health facility.,Create a new section of KRS Chapter 381 to prohibit a health facility holding a certificate of need from requiring as a condition precedent to the sale of property it owns that the purchaser shall not use the property as a health facility or for health services following the sale.,0
SB0208,2023_2024,2023-RS,AN ACT relating to the transfer of property on death.,"Create new sections of KRS Chapter 391 to establish the Kentucky Uniform Real Property Transfer on Death Act to codify provisions for the creation, administration, modification, termination, and validity of transfer on death deeds; define terms; specify that a transfer on death deed is not an inter vivos transfer and that transfer occurs at the time of the transferor’s death; specify that the transferor retains the power to revoke a transfer on death deed; enumerate that a transfer on deed is nontestmentary; establish requirements for a transfer on death deed and specify the process of recording a transfer on death deed; specify that a transfer on death deed is effective without notice to or acceptance by the beneficiary during the transferor’s lifetime; establish provisions for the revocation of a transfer on death deed by instrument or act; enumerate the effect of a transfer on death deed during transferor’s life; allow a beneficiary to disclaim all or part of the beneficiary’s interests; specify the impact of transfer on death deed on claims when an estate is insufficient; enumerate that a beneficiary of a transfer on death deed may disclaim the property interest in the deed; create the form for creating a transfer on death deed; create the form for revocation of a transfer on death deed; require that the provisions of KRS Chapter 391 be applied and construed so as to promote uniformity; conform to federal requirements related to electronic signatures and records; specify the applicability of KRS Chapter 391 to current law; amend KRS 64.012 to provide the recording fee for a transfer on death deed or revocation; specify that Sections 1 to 13 of this Act may be cited as the Uniform Real Property Transfer on Death Act; amend KRS 381.280, 382.110, 382.135, 391.360, 392.020, and 403.190 to conform; create a new section of KRS Chapter 186A to define terms; establish requirements for a transfer of a vehicle's title to a named beneficiary upon the death of the owner; direct the Transportation Cabinet to develop a form for transfer.",0
SB0209,2023_2024,2023-RS,AN ACT relating to health care.,"Amend KRS 304.5-150, relating to reinsurance treaties and contracts, to include gender-neutral language.",0
SB0210,2023_2024,2023-RS,AN ACT relating to child welfare.,"Amend KRS 620.060, 620.090, and 620.140 to establish new requirements related to action the cabinet shall take before the court determines the custody placement of the child.",0
SB0211,2023_2024,2023-RS,AN ACT relating to the forensic processing of firearms.,Create a new section of KRS Chapter 15 to require law enforcement agencies to transmit information to national law enforcement databases about firearms collected during criminal investigations.,0
SB0212,2023_2024,2023-RS,AN ACT relating to peace officer training.,Amend KRS 15.334 to require law enforcement training on suicide prevention and intervention.,0
SB0213,2023_2024,2023-RS,AN ACT relating to biosolids.,Create a new section of Subchapter 50 of KRS Chapter 224 to require the Energy and Environment Cabinet to promulgate new administrative regulations to regulate biosolids from wastewater treatment at a publicly owned treatment works in conformity with and no more stringent than federal standards under 40 C.F.R. pt. 503.,0
SB0214,2023_2024,2023-RS,AN ACT relating to agritourism.,"Amend KRS 247.801 to amend the definition of agritourism activity; define ""working animal""; create a new section of KRS 247.800 to 247.810 to prohibit a city, town, county, or other political subdivision of the Commonwealth from restricting a person from engaging in an agritourism activity.",0
SB0215,2023_2024,2023-RS,AN ACT relating to maternal health.,"Create a new section of KRS Chapter 211 to require all health care facilities to provide information on perinatal mood disorders; amend KRS 211.684 to define ""state child and maternal fatality review team""; require the Department for Public Health to establish a state child and maternal fatality review team; modify required annual reporting requirements; amend KRS 216.2929 to require the Cabinet for Health and Family Services to report methods of delivery by hospital annually on its website beginning December 1, 2023.",0
SB0216,2023_2024,2023-RS,AN ACT relating to education on the Holocaust.,Amend KRS 156.160 to require regulations adopted by the Board of Education to direct the commissioner of education to conduct a survey of school districts regarding Holocaust education every three years beginning with the 2023-2024 school year; require the commissioner to report the results of the survey to the Interim Joint Committee on Education.,0
SB0217,2023_2024,2023-RS,AN ACT relating to state government.,"Amend KRS 61.101, relating to government employment, to insert gender-neutral language.",0
SB0218,2023_2024,2023-RS,AN ACT relating to appropriations.,Amend KRS 45.111 to conform to gender-neutral language.,0
SB0219,2023_2024,2023-RS,AN ACT relating to tourism.,Amend KRS 148.0211 to include gender-neutral pronouns.,0
SB0220,2023_2024,2023-RS,AN ACT relating to economic development.,Amend KRS 154.10-040 to add gender-neutral language.,0
SB0221,2023_2024,2023-RS,AN ACT relating to economic development.,Amend KRS 154.10-020 to include gender-neutral language.,0
SB0222,2023_2024,2023-RS,AN ACT relating to tourism.,Amend KRS 148.056 to add gender neutral- language.,0
SB0223,2023_2024,2023-RS,AN ACT relating to economic development.,Amend KRS 154.26-050 to include gender-neutral language.,0
SB0224,2023_2024,2023-RS,AN ACT relating to tourism.,Amend KRS 148.026 to add gender-neutral language.,0
SB0225,2023_2024,2023-RS,AN ACT relating to persistent felony offenders.,"Amend KRS 532.080 to define ""violent act against a person""; provide that a jury may fix an enhanced term of imprisonment when they find a defendant to be a persistent felony offender; remove the condition that an offender completed service of the sentence they were imposed within five years prior to the date of the felony that he or she now stands convicted; allow a person who is found to be a persistent felony offender in the first degree who is presently convicted of a Class A, B, or C felony to be eligible for parole if the offense was not violent or a sex crime; prohibit the conviction of possession of a controlled substance in the first degree as a prior felony; amend KRS 439.3405 to conform; RETROACTIVE.",0
SB0226,2023_2024,2023-RS,AN ACT relating to environmental permitting.,"Create a new section of Subchapter 16 of KRS Chapter 224 to require the Energy and Environment Cabinet, when issuing permits under the Clean Water Act for discharges into outstanding state resource waters, to presume that water quality will be maintained if the permittee complies with technology-based effluent limitations for its industry or with species-specific protection measures imposed on its operations by another state or federal agency, give substantial weight to evidence that discharges from similar operations have not impacted the same or similar threatened or endangered species, not impose conditions that are more stringent than United States Fish and Wildlife Service requirements to protect a threatened or endangered aquatic organism or habitat, presume that compliance with numeric water quality standards applicable to the discharge shall constitute compliance with narrative water quality standards applicable to outstanding state resources waters that support threatened or endangered species; require the Energy and Environment Cabinet to clearly document its compliance with the requirements of the section in the fact sheet for the permit; provide that failure to clearly and adequately document compliance with the requirements of the section shall result in a stay in permit conditions for permits based on a narrative water quality standard for an outstanding state resource water upon the filing of a petition for an administrative hearing; amend KRS 224.10-225 to allow an applicant for a surface coal mining and reclamation operation to request for one stop shopping for environmental permits; provide that failure of the Energy and Environment Cabinet to adhere to the timelines for Clean Water Act permitting issuances shall constitute the making of a final determination, which shall allow the applicant to initiate an action in the Circuit Court for the county where the surface coal mining and reclamation operation is located or initiate an administrative hearing; define surface coal mining operations; amend KRS 224.16-050 to require the Energy and Environment Cabinet, when making a Clean Water Act Section 401 certification, to notify an applicant within 30 days of receiving an application if the application is incomplete; provide that if the application is incomplete, allow the applicant an additional 30 days to complete the application; provide that after receiving a complete application, the Energy and Environment Cabinet shall make a certification determination within 60 days; provide that if the certification determination is not made within 60 days, then the certification requirements are waived unless a time extension is otherwise agreed upon; provide that Clean Water Act Section 401 certifications shall be limited to water quality impacts from the discharge only; strike the requirement that the Governor must make a finding that the permitted activity would be in the best interests of the Commonwealth before the Energy and Environment Cabinet could engage in permitting and certification for the activity; prohibit the Energy and Environment Cabinet from delaying the issuance of a Clean Water Act permit based on the need or receipt of any other federal, state, or local permit or certification.",0
SB0227,2023_2024,2023-RS,AN ACT relating to driving under the influence.,Amend KRS 189A.010 to include gender-neutral language.,0
SB0228,2023_2024,2023-RS,AN ACT relating to driving under the influence of marijuana.,Amend KRS 189A.010 to create a per se limit for a blood level of tetrahydrocannabinol signifying intoxication; amend various sections of the KRS to conform.,0
SB0229,2023_2024,2023-RS,AN ACT relating to child abuse.,Amend KRS 620.030 to remove the requirement that a supervisor make an additional report to the proper authorities regarding a report made to them of suspected abuse; require an oral report of child abuse and notification of a supervisor; add the requirement that a supervisor cooperate with the investigation of a report; amend KRS 620.040 to require an agency that is the reporting source to notify other involved agencies; amend KRS 620.072 to allow the cabinet to choose announced or unannounced visits following alleged child abuse reports.,0
SB0230,2023_2024,2023-RS,AN ACT relating to animal care.,"Create new sections of KRS Chapter 525 to define terms; require peace officers and animal control officers to serve notice of seizure of an animal subjected to cruelty; create procedure for seizing agencies to petition a court to order payment of animal care costs by owner; establish penalties; prohibit the destruction of seized animals, except for humane reasons determined by veterinarian; amend KRS 258.215 to require owners to be responsible for cost of care of an impounded animal.",0
SB0231,2023_2024,2023-RS,AN ACT relating to tourist and convention commissions in counties containing a city of the first class or a consolidated local government and declaring an emergency.,Amend KRS 91A.370 to add the president and chief executive officer of the Kentucky State Fair Board to the tourist and convention commission in counties containing a city of the first class or consolidated local government; EMERGENCY.,0
SB0232,2023_2024,2023-RS,AN ACT relating to elections.,Amend KRS 120.015 to insert gender-neutral language; amend KRS 120.055 to make technical corrections; amend KRS 120.065 to insert gender-neutral language and make technical corrections; amend KRS 120.075 to remove the requirement for a supersedeas bond; amend KRS 120.095 to revise procedures on recounts for primary elections; amend KRS 120.185 to revise procedures on recounts for regular elections.,0
