bill_number,term,action_date,action,chamber,order
SB5992,2023-2024,2024-01-04,Prefiled for introduction.,S,1
SB5992,2023-2024,2024-01-08,"First reading, referred to Environment, Energy & Technology.",S,2
SB5992,2023-2024,2024-01-24,"Public hearing in the Senate Committee on Environment, Energy & Technology at 8:00 AM.",S,3
SB5993,2023-2024,2024-01-04,Prefiled for introduction.,S,1
SB5993,2023-2024,2024-01-08,"First reading, referred to State Government & Elections.",S,2
SB5993,2023-2024,2024-01-23,Public hearing in the Senate Committee on State Government & Elections at 1:30 PM.,S,3
SB5993,2023-2024,2024-01-30,Executive action taken in the Senate Committee on State Government & Elections at 1:30 PM.,S,4
SB5993,2023-2024,2024-01-30,SGE - Majority; do pass.,S,5
SB5993,2023-2024,2024-01-30,Minority; do not pass.,S,6
SB5993,2023-2024,2024-01-31,Passed to Rules Committee for second reading.,S,7
SB5993,2023-2024,2024-02-09,Placed on second reading by Rules Committee.,S,8
SB5993,2023-2024,2024-02-15,"Senate Rules ""X"" file.",S,9
SB5994,2023-2024,2024-01-04,Prefiled for introduction.,S,1
SB5994,2023-2024,2024-01-08,"First reading, referred to Law & Justice.",S,2
SB5995,2023-2024,2024-01-04,Prefiled for introduction.,S,1
SB5995,2023-2024,2024-01-08,"First reading, referred to Labor & Commerce.",S,2
SB5995,2023-2024,2024-01-15,Public hearing in the Senate Committee on Labor & Commerce at 10:30 AM.,S,3
SB5995,2023-2024,2024-01-23,Executive action taken in the Senate Committee on Labor & Commerce at 10:30 AM.,S,4
SB5995,2023-2024,2024-01-23,"LC - Majority; 1st substitute bill be substituted, do pass.",S,5
SB5995,2023-2024,2024-01-23,Minority; do not pass.,S,6
SB5995,2023-2024,2024-01-24,Passed to Rules Committee for second reading.,S,7
SB5995,2023-2024,2024-01-30,Placed on second reading by Rules Committee.,S,8
SB5995,2023-2024,2024-02-02,1st substitute bill substituted .,S,9
SB5995,2023-2024,2024-02-02,Floor amendment adopted.,S,10
SB5995,2023-2024,2024-02-02,Rules suspended.  Placed on Third Reading.,S,11
SB5995,2023-2024,2024-02-02,"Third reading, passed; yeas, 30; nays, 19; absent, 0; excused, 0.",S,12
SB5995,2023-2024,2024-02-06,"First reading, referred to Consumer Protection & Business.",H,13
SB5995,2023-2024,2024-02-14,Public hearing in the House Committee on Consumer Protection & Business at 1:30 PM.,H,14
SB5995,2023-2024,2024-03-07,"By resolution, returned to Senate Rules Committee for third reading.",H,15
SB5996,2023-2024,2024-01-04,Prefiled for introduction.,S,1
SB5996,2023-2024,2024-01-08,"First reading, referred to Labor & Commerce.",S,2
SB5996,2023-2024,2024-01-29,Public hearing in the Senate Committee on Labor & Commerce at 10:30 AM.,S,3
SB5996,2023-2024,2024-01-30,Executive action taken in the Senate Committee on Labor & Commerce at 10:30 AM.,S,4
SB5996,2023-2024,2024-01-30,"LC - Majority; 1st substitute bill be substituted, do pass.",S,5
SB5996,2023-2024,2024-01-30,Minority; do not pass.,S,6
SB5996,2023-2024,2024-01-31,Passed to Rules Committee for second reading.,S,7
SB5996,2023-2024,2024-02-15,"Senate Rules ""X"" file.",S,8
ESB5997,2023-2024,2024-01-05,Prefiled for introduction.,E,1
ESB5997,2023-2024,2024-01-08,"First reading, referred to Labor & Commerce.",E,2
ESB5997,2023-2024,2024-01-25,Public hearing in the Senate Committee on Labor & Commerce at 8:00 AM.,E,3
ESB5997,2023-2024,2024-01-30,Executive action taken in the Senate Committee on Labor & Commerce at 10:30 AM.,E,4
ESB5997,2023-2024,2024-01-30,LC - Majority; do pass.,E,5
ESB5997,2023-2024,2024-01-31,Passed to Rules Committee for second reading.,E,6
ESB5997,2023-2024,2024-02-07,Placed on second reading by Rules Committee.,E,7
ESB5997,2023-2024,2024-02-09,Floor amendment adopted.,E,8
ESB5997,2023-2024,2024-02-09,Rules suspended.  Placed on Third Reading.,E,9
ESB5997,2023-2024,2024-02-09,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0.",E,10
ESB5997,2023-2024,2024-02-13,"First reading, referred to Labor & Workplace Standards.",H,11
ESB5997,2023-2024,2024-02-16,Public hearing in the House Committee on Labor & Workplace Standards at 10:30 AM.,H,12
ESB5997,2023-2024,2024-02-20,Executive action taken in the House Committee on Labor & Workplace Standards at 10:30 AM.,H,13
ESB5997,2023-2024,2024-02-20,LAWS - Majority; do pass.,H,14
ESB5997,2023-2024,2024-02-21,Referred to Rules 2 Review.,H,15
ESB5997,2023-2024,2024-02-24,Rules Committee relieved of further consideration.  Placed on second reading.,H,16
ESB5997,2023-2024,2024-02-27,Rules suspended.  Placed on Third Reading.,H,17
ESB5997,2023-2024,2024-02-27,"Third reading, passed; yeas, 95; nays, 0; absent, 0; excused, 3.",H,18
ESB5997,2023-2024,2024-02-28,President signed.,S,19
ESB5997,2023-2024,2024-02-29,Speaker signed.,H,20
ESB5997,2023-2024,2024-03-07,Delivered to Governor.,O,21
ESB5997,2023-2024,2024-03-14,Governor signed.,O,22
ESB5997,2023-2024,2024-03-14,"Chapter 97, 2024 Laws.",O,23
ESB5997,2023-2024,2024-03-14,Effective date 6/6/2024.,O,24
SB5998,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB5998,2023-2024,2024-01-08,"First reading, referred to Law & Justice.",S,2
SB5998,2023-2024,2024-01-16,Public hearing in the Senate Committee on Law & Justice at 10:30 AM.,S,3
SB5998,2023-2024,2024-01-18,Executive action taken in the Senate Committee on Law & Justice at 8:00 AM.,S,4
SB5998,2023-2024,2024-01-18,"LAW - Majority; 1st substitute bill be substituted, do pass.",S,5
SB5998,2023-2024,2024-01-18,Minority; do not pass.,S,6
SB5998,2023-2024,2024-01-18,Minority; without recommendation.,S,7
SB5998,2023-2024,2024-01-19,Passed to Rules Committee for second reading.,S,8
SB5998,2023-2024,2024-01-24,Placed on second reading by Rules Committee.,S,9
SB5998,2023-2024,2024-01-31,1st substitute bill substituted .,S,10
SB5998,2023-2024,2024-01-31,Rules suspended.  Placed on Third Reading.,S,11
SB5998,2023-2024,2024-01-31,"Third reading, passed; yeas, 29; nays, 19; absent, 0; excused, 1.",S,12
SB5998,2023-2024,2024-02-02,"First reading, referred to Community Safety, Justice, & Reentry.",H,13
SB5998,2023-2024,2024-02-15,"Public hearing in the House Committee on Community Safety, Justice, & Reentry at 8:00 AM.",H,14
SB5998,2023-2024,2024-02-20,"Executive action taken in the House Committee on Community Safety, Justice, & Reentry at 4:00 PM.",H,15
SB5998,2023-2024,2024-02-20,CSJR - Majority; do pass.,H,16
SB5998,2023-2024,2024-02-20,Minority; without recommendation.,H,17
SB5998,2023-2024,2024-02-21,Referred to Rules 2 Review.,H,18
SB5998,2023-2024,2024-02-24,Rules Committee relieved of further consideration.  Placed on second reading.,H,19
SB5998,2023-2024,2024-02-27,Rules suspended.  Placed on Third Reading.,H,20
SB5998,2023-2024,2024-02-27,"Third reading, passed; yeas, 58; nays, 36; absent, 0; excused, 4.",H,21
SB5998,2023-2024,2024-03-01,President signed.,S,22
SB5998,2023-2024,2024-03-04,Speaker signed.,H,23
SB5998,2023-2024,2024-03-07,Delivered to Governor.,O,24
SB5998,2023-2024,2024-03-26,Governor signed.,O,25
SB5998,2023-2024,2024-03-26,"Chapter 296, 2024 Laws.",O,26
SB5998,2023-2024,2024-03-26,Effective date 6/6/2024.,O,27
SB5999,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB5999,2023-2024,2024-01-08,"First reading, referred to Higher Education & Workforce Development.",S,2
SB5999,2023-2024,2024-01-12,Public hearing in the Senate Committee on Higher Education & Workforce Development at 10:30 AM.,S,3
SB5999,2023-2024,2024-01-17,Executive action taken in the Senate Committee on Higher Education & Workforce Development at 8:00 AM.,S,4
SB5999,2023-2024,2024-01-17,HEWD - Majority; do pass.,S,5
SB5999,2023-2024,2024-01-17,And refer to Ways & Means.,S,6
SB5999,2023-2024,2024-01-18,Referred to Ways & Means.,S,7
SB5999,2023-2024,2024-01-30,Public hearing in the Senate Committee on Ways & Means at 4:00 PM.,S,8
SB6000,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6000,2023-2024,2024-01-08,"First reading, referred to Ways & Means.",S,2
SB6000,2023-2024,2024-01-15,Public hearing in the Senate Committee on Ways & Means at 4:00 PM.,S,3
SB6001,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6001,2023-2024,2024-01-08,"First reading, referred to Law & Justice.",S,2
SB6002,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6002,2023-2024,2024-01-08,"First reading, referred to Early Learning & K-12 Education.",S,2
SB6003,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6003,2023-2024,2024-01-08,"First reading, referred to Early Learning & K-12 Education.",S,2
SB6004,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6004,2023-2024,2024-01-08,"First reading, referred to Law & Justice.",S,2
SB6005,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6005,2023-2024,2024-01-08,"First reading, referred to Environment, Energy & Technology.",S,2
SB6005,2023-2024,2024-01-23,"Public hearing in the Senate Committee on Environment, Energy & Technology at 1:30 PM.",S,3
SB6006,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6006,2023-2024,2024-01-08,"First reading, referred to Law & Justice.",S,2
SB6006,2023-2024,2024-01-16,Public hearing in the Senate Committee on Law & Justice at 10:30 AM.,S,3
SB6006,2023-2024,2024-01-18,Executive action taken in the Senate Committee on Law & Justice at 8:00 AM.,S,4
SB6006,2023-2024,2024-01-18,"LAW - Majority; 1st substitute bill be substituted, do pass.",S,5
SB6006,2023-2024,2024-01-18,And refer to Ways & Means.,S,6
SB6006,2023-2024,2024-01-18,Minority; without recommendation.,S,7
SB6006,2023-2024,2024-01-19,Referred to Ways & Means.,S,8
SB6006,2023-2024,2024-02-01,Public hearing in the Senate Committee on Ways & Means at 1:30 PM.,S,9
SB6006,2023-2024,2024-02-05,Executive action taken in the Senate Committee on Ways & Means at 10:00 AM.,S,10
SB6006,2023-2024,2024-02-05,"WM - Majority; 2nd substitute bill be substituted, do pass.",S,11
SB6006,2023-2024,2024-02-05,Passed to Rules Committee for second reading.,S,12
SB6006,2023-2024,2024-02-06,Placed on second reading by Rules Committee.,S,13
SB6006,2023-2024,2024-02-07,2nd substitute bill substituted .,S,14
SB6006,2023-2024,2024-02-07,Rules suspended.  Placed on Third Reading.,S,15
SB6006,2023-2024,2024-02-07,"Third reading, passed; yeas, 48; nays, 0; absent, 0; excused, 1.",S,16
SB6006,2023-2024,2024-02-09,"First reading, referred to Community Safety, Justice, & Reentry.",H,17
SB6006,2023-2024,2024-02-15,"Public hearing in the House Committee on Community Safety, Justice, & Reentry at 8:00 AM.",H,18
SB6006,2023-2024,2024-02-20,"Executive action taken in the House Committee on Community Safety, Justice, & Reentry at 4:00 PM.",H,19
SB6006,2023-2024,2024-02-20,CSJR - Majority; do pass with amendment.,H,20
SB6006,2023-2024,2024-02-21,Referred to Appropriations.,H,21
SB6006,2023-2024,2024-02-23,Public hearing in the House Committee on Appropriations at 1:30 PM.,H,22
SB6006,2023-2024,2024-02-26,Executive action taken in the House Committee on Appropriations at 10:30 AM.,H,23
SB6006,2023-2024,2024-02-26,"APP - Majority; do pass with amendment by Community Safety, Justice, & Reentry.",H,24
SB6006,2023-2024,2024-02-26,Referred to Rules 2 Review.,H,25
SB6006,2023-2024,2024-02-28,Rules Committee relieved of further consideration.  Placed on second reading.,H,26
SB6006,2023-2024,2024-02-29,Committee amendment adopted as amended.,H,27
SB6006,2023-2024,2024-02-29,Rules suspended.  Placed on Third Reading.,H,28
SB6006,2023-2024,2024-02-29,Returned to second reading for amendment.,H,29
SB6006,2023-2024,2024-02-29,Committee amendment adopted as amended.,H,30
SB6006,2023-2024,2024-02-29,Rules suspended.  Placed on Third Reading.,H,31
SB6006,2023-2024,2024-02-29,"Third reading, passed; yeas, 92; nays, 0; absent, 0; excused, 6.",H,32
SB6006,2023-2024,2024-03-04,Senate concurred in House amendments.,S,33
SB6006,2023-2024,2024-03-04,"Passed final passage; yeas, 49; nays, 0; absent, 0; excused, 0.",S,34
SB6006,2023-2024,2024-03-06,President signed.,S,35
SB6006,2023-2024,2024-03-07,Speaker signed.,H,36
SB6006,2023-2024,2024-03-08,Delivered to Governor.,O,37
SB6006,2023-2024,2024-03-26,Governor signed.,O,38
SB6006,2023-2024,2024-03-26,"Chapter 298, 2024 Laws.",O,39
SB6006,2023-2024,2024-03-26,Effective date 7/1/2025.,O,40
SB6007,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6007,2023-2024,2024-01-08,"First reading, referred to Labor & Commerce.",S,2
SB6007,2023-2024,2024-01-25,Public hearing in the Senate Committee on Labor & Commerce at 8:00 AM.,S,3
SB6007,2023-2024,2024-01-30,Executive action taken in the Senate Committee on Labor & Commerce at 10:30 AM.,S,4
SB6007,2023-2024,2024-01-30,"LC - Majority; 1st substitute bill be substituted, do pass.",S,5
SB6007,2023-2024,2024-01-30,Minority; do not pass.,S,6
SB6007,2023-2024,2024-01-30,Minority; without recommendation.,S,7
SB6007,2023-2024,2024-01-31,Passed to Rules Committee for second reading.,S,8
SB6007,2023-2024,2024-02-02,Placed on second reading by Rules Committee.,S,9
SB6007,2023-2024,2024-02-07,1st substitute bill substituted .,S,10
SB6007,2023-2024,2024-02-07,Floor amendment adopted.,S,11
SB6007,2023-2024,2024-02-07,Rules suspended.  Placed on Third Reading.,S,12
SB6007,2023-2024,2024-02-07,"Third reading, passed; yeas, 32; nays, 16; absent, 0; excused, 1.",S,13
SB6007,2023-2024,2024-02-09,"First reading, referred to Labor & Workplace Standards.",H,14
SB6007,2023-2024,2024-02-14,Public hearing in the House Committee on Labor & Workplace Standards at 8:00 AM.,H,15
SB6007,2023-2024,2024-02-16,Executive action taken in the House Committee on Labor & Workplace Standards at 10:30 AM.,H,16
SB6007,2023-2024,2024-02-16,LAWS - Majority; do pass.,H,17
SB6007,2023-2024,2024-02-16,Minority; without recommendation.,H,18
SB6007,2023-2024,2024-02-20,Referred to Rules 2 Review.,H,19
SB6007,2023-2024,2024-02-21,Rules Committee relieved of further consideration.  Placed on second reading.,H,20
SB6007,2023-2024,2024-02-22,Rules suspended.  Placed on Third Reading.,H,21
SB6007,2023-2024,2024-02-22,"Third reading, passed; yeas, 60; nays, 33; absent, 0; excused, 5.",H,22
SB6007,2023-2024,2024-02-28,President signed.,S,23
SB6007,2023-2024,2024-02-29,Speaker signed.,H,24
SB6007,2023-2024,2024-03-07,Delivered to Governor.,O,25
SB6007,2023-2024,2024-03-15,Governor signed.,O,26
SB6007,2023-2024,2024-03-15,"Chapter 129, 2024 Laws.",O,27
SB6007,2023-2024,2024-03-15,Effective date 6/6/2024.,O,28
SB6008,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6008,2023-2024,2024-01-08,"First reading, referred to Law & Justice.",S,2
SB6009,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6009,2023-2024,2024-01-08,"First reading, referred to Law & Justice.",S,2
SB6009,2023-2024,2024-01-22,Public hearing in the Senate Committee on Law & Justice at 10:30 AM.,S,3
SB6009,2023-2024,2024-01-25,Executive action taken in the Senate Committee on Law & Justice at 8:00 AM.,S,4
SB6009,2023-2024,2024-01-25,"LAW - Majority; 1st substitute bill be substituted, do pass.",S,5
SB6009,2023-2024,2024-01-26,Passed to Rules Committee for second reading.,S,6
SB6009,2023-2024,2024-01-30,Placed on second reading by Rules Committee.,S,7
SB6009,2023-2024,2024-02-06,1st substitute bill substituted .,S,8
SB6009,2023-2024,2024-02-06,Floor amendment adopted.,S,9
SB6009,2023-2024,2024-02-06,Rules suspended.  Placed on Third Reading.,S,10
SB6009,2023-2024,2024-02-06,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0.",S,11
SB6009,2023-2024,2024-02-08,"First reading, referred to Community Safety, Justice, & Reentry.",H,12
SB6009,2023-2024,2024-02-14,"Public hearing in the House Committee on Community Safety, Justice, & Reentry at 10:30 AM.",H,13
SB6009,2023-2024,2024-02-20,"Executive action taken in the House Committee on Community Safety, Justice, & Reentry at 4:00 PM.",H,14
SB6009,2023-2024,2024-02-20,CSJR - Majority; do pass.,H,15
SB6009,2023-2024,2024-02-20,Minority; without recommendation.,H,16
SB6009,2023-2024,2024-02-21,Referred to Rules 2 Review.,H,17
SB6009,2023-2024,2024-02-24,Rules Committee relieved of further consideration.  Placed on second reading.,H,18
SB6009,2023-2024,2024-02-28,Floor amendment adopted.,H,19
SB6009,2023-2024,2024-02-28,Rules suspended.  Placed on Third Reading.,H,20
SB6009,2023-2024,2024-02-28,"Third reading, passed; yeas, 89; nays, 7; absent, 0; excused, 2.",H,21
SB6009,2023-2024,2024-03-04,Senate concurred in House amendments.,S,22
SB6009,2023-2024,2024-03-04,"Passed final passage; yeas, 49; nays, 0; absent, 0; excused, 0.",S,23
SB6009,2023-2024,2024-03-06,President signed.,S,24
SB6009,2023-2024,2024-03-07,Speaker signed.,H,25
SB6009,2023-2024,2024-03-08,Delivered to Governor.,O,26
SB6009,2023-2024,2024-03-26,Governor signed.,O,27
SB6009,2023-2024,2024-03-26,"Chapter 291, 2024 Laws.",O,28
SB6009,2023-2024,2024-03-26,Effective date 6/6/2024.,O,29
SB6010,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6010,2023-2024,2024-01-08,"First reading, referred to Local Government, Land Use & Tribal Affairs.",S,2
SB6010,2023-2024,2024-01-11,"Public hearing in the Senate Committee on Local Government, Land Use & Tribal Affairs at 10:30 AM.",S,3
SB6010,2023-2024,2024-01-25,"Executive action taken in the Senate Committee on Local Government, Land Use & Tribal Affairs at 10:30 AM.",S,4
SB6010,2023-2024,2024-01-25,"LGLT - Majority; 1st substitute bill be substituted, do pass.",S,5
SB6010,2023-2024,2024-01-26,Passed to Rules Committee for second reading.,S,6
SB6010,2023-2024,2024-02-12,Placed on second reading by Rules Committee.,S,7
SB6010,2023-2024,2024-02-13,1st substitute bill substituted .,S,8
SB6010,2023-2024,2024-02-13,Rules suspended.  Placed on Third Reading.,S,9
SB6010,2023-2024,2024-02-13,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0.",S,10
SB6010,2023-2024,2024-02-15,"First reading, referred to Local Government.",H,11
SB6010,2023-2024,2024-02-20,Public hearing in the House Committee on Local Government at 10:30 AM.,H,12
SB6010,2023-2024,2024-02-21,"Executive session scheduled, but no action was taken in the House Committee on Local Government at 8:00 AM.",H,13
SB6010,2023-2024,2024-03-07,"By resolution, returned to Senate Rules Committee for third reading.",H,14
SB6011,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6011,2023-2024,2024-01-08,"First reading, referred to Agriculture, Water, Natural Resources & Parks.",S,2
SB6011,2023-2024,2024-01-29,"Public hearing in the Senate Committee on Agriculture, Water, Natural Resources & Parks at 1:30 PM.",S,3
SB6012,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6012,2023-2024,2024-01-08,"First reading, referred to Early Learning & K-12 Education.",S,2
SB6012,2023-2024,2024-01-22,Public hearing in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.,S,3
SB6012,2023-2024,2024-01-29,"Executive session scheduled, but no action was taken in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.",S,4
SB6012,2023-2024,2024-01-31,Executive action taken in the Senate Committee on Early Learning & K-12 Education at 10:30 AM.,S,5
SB6012,2023-2024,2024-01-31,"EDU - Majority; 1st substitute bill be substituted, do pass.",S,6
SB6012,2023-2024,2024-01-31,And refer to Ways & Means.,S,7
SB6012,2023-2024,2024-01-31,Referred to Ways & Means.,S,8
SB6013,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6013,2023-2024,2024-01-08,"First reading, referred to Housing.",S,2
SB6013,2023-2024,2024-01-19,Public hearing in the Senate Committee on Housing at 10:30 AM.,S,3
SB6013,2023-2024,2024-01-24,Executive action taken in the Senate Committee on Housing at 10:30 AM.,S,4
SB6013,2023-2024,2024-01-24,HSG - Majority; do pass.,S,5
SB6013,2023-2024,2024-01-24,And refer to Ways & Means.,S,6
SB6013,2023-2024,2024-01-24,Minority; without recommendation.,S,7
SB6013,2023-2024,2024-01-25,Referred to Ways & Means.,S,8
SB6013,2023-2024,2024-02-01,Public hearing in the Senate Committee on Ways & Means at 1:30 PM.,S,9
SB6013,2023-2024,2024-02-05,Executive action taken in the Senate Committee on Ways & Means at 10:00 AM.,S,10
SB6013,2023-2024,2024-02-05,WM - Majority; do pass.,S,11
SB6013,2023-2024,2024-02-05,Minority; do not pass.,S,12
SB6013,2023-2024,2024-02-05,Minority; without recommendation.,S,13
SB6013,2023-2024,2024-02-05,Passed to Rules Committee for second reading.,S,14
SB6013,2023-2024,2024-02-07,Placed on second reading by Rules Committee.,S,15
SB6013,2023-2024,2024-02-13,Rules suspended.  Placed on Third Reading.,S,16
SB6013,2023-2024,2024-02-13,"Third reading, passed; yeas, 37; nays, 12; absent, 0; excused, 0.",S,17
SB6013,2023-2024,2024-02-15,"First reading, referred to Finance.",H,18
SB6013,2023-2024,2024-02-20,Public hearing in the House Committee on Finance at 8:00 AM.,H,19
SB6013,2023-2024,2024-02-23,Executive action taken in the House Committee on Finance at 9:00 AM.,H,20
SB6013,2023-2024,2024-02-23,FIN - Majority; do pass.,H,21
SB6013,2023-2024,2024-02-26,Referred to Rules 2 Review.,H,22
SB6013,2023-2024,2024-02-28,Rules Committee relieved of further consideration.  Placed on second reading.,H,23
SB6013,2023-2024,2024-02-29,Rules suspended.  Placed on Third Reading.,H,24
SB6013,2023-2024,2024-02-29,"Third reading, passed; yeas, 96; nays, 0; absent, 0; excused, 2.",H,25
SB6013,2023-2024,2024-03-05,President signed.,S,26
SB6013,2023-2024,2024-03-06,Speaker signed.,H,27
SB6013,2023-2024,2024-03-08,Delivered to Governor.,O,28
SB6013,2023-2024,2024-03-26,Governor signed.,O,29
SB6013,2023-2024,2024-03-26,"Chapter 273, 2024 Laws.",O,30
SB6013,2023-2024,2024-03-26,Effective date 6/6/2024.,O,31
SB6014,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6014,2023-2024,2024-01-08,"First reading, referred to Early Learning & K-12 Education.",S,2
SB6014,2023-2024,2024-01-15,Public hearing in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.,S,3
SB6014,2023-2024,2024-01-18,Executive action taken in the Senate Committee on Early Learning & K-12 Education at 1:30 PM.,S,4
SB6014,2023-2024,2024-01-18,EDU - Majority; do pass.,S,5
SB6014,2023-2024,2024-01-18,And refer to Ways & Means.,S,6
SB6014,2023-2024,2024-01-19,Referred to Ways & Means.,S,7
SB6015,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6015,2023-2024,2024-01-08,"First reading, referred to Local Government, Land Use & Tribal Affairs.",S,2
SB6015,2023-2024,2024-01-11,"Public hearing in the Senate Committee on Local Government, Land Use & Tribal Affairs at 10:30 AM.",S,3
SB6015,2023-2024,2024-01-30,"Executive action taken in the Senate Committee on Local Government, Land Use & Tribal Affairs at 8:00 AM.",S,4
SB6015,2023-2024,2024-01-30,"LGLT - Majority; 1st substitute bill be substituted, do pass.",S,5
SB6015,2023-2024,2024-01-30,Minority; without recommendation.,S,6
SB6015,2023-2024,2024-01-31,Passed to Rules Committee for second reading.,S,7
SB6015,2023-2024,2024-02-02,Placed on second reading by Rules Committee.,S,8
SB6015,2023-2024,2024-02-06,1st substitute bill substituted .,S,9
SB6015,2023-2024,2024-02-06,Rules suspended.  Placed on Third Reading.,S,10
SB6015,2023-2024,2024-02-06,"Third reading, passed; yeas, 30; nays, 19; absent, 0; excused, 0.",S,11
SB6015,2023-2024,2024-02-08,"First reading, referred to Local Government.",H,12
SB6015,2023-2024,2024-02-14,Public hearing in the House Committee on Local Government at 8:00 AM.,H,13
SB6015,2023-2024,2024-02-21,Executive action taken in the House Committee on Local Government at 8:00 AM.,H,14
SB6015,2023-2024,2024-02-21,LG - Majority; do pass with amendment.,H,15
SB6015,2023-2024,2024-02-21,Minority; without recommendation.,H,16
SB6015,2023-2024,2024-02-21,Referred to Rules 2 Review.,H,17
SB6015,2023-2024,2024-02-28,Rules Committee relieved of further consideration.  Placed on second reading.,H,18
SB6015,2023-2024,2024-02-29,Committee amendment adopted as amended.,H,19
SB6015,2023-2024,2024-02-29,Rules suspended.  Placed on Third Reading.,H,20
SB6015,2023-2024,2024-02-29,"Third reading, passed; yeas, 95; nays, 1; absent, 0; excused, 2.",H,21
SB6015,2023-2024,2024-03-04,Senate concurred in House amendments.,S,22
SB6015,2023-2024,2024-03-04,"Passed final passage; yeas, 28; nays, 21; absent, 0; excused, 0.",S,23
SB6015,2023-2024,2024-03-06,President signed.,S,24
SB6015,2023-2024,2024-03-07,Speaker signed.,H,25
SB6015,2023-2024,2024-03-08,Delivered to Governor.,O,26
SB6015,2023-2024,2024-03-26,Governor signed.,O,27
SB6015,2023-2024,2024-03-26,"Chapter 274, 2024 Laws.",O,28
SB6015,2023-2024,2024-03-26,Effective date 6/6/2024.,O,29
SB6016,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6016,2023-2024,2024-01-08,"First reading, referred to Environment, Energy & Technology.",S,2
SB6016,2023-2024,2024-01-16,"Public hearing in the Senate Committee on Environment, Energy & Technology at 1:30 PM.",S,3
SB6016,2023-2024,2024-01-26,"Executive action taken in the Senate Committee on Environment, Energy & Technology at 8:00 AM.",S,4
SB6016,2023-2024,2024-01-26,"ENET - Majority; 1st substitute bill be substituted, do pass.",S,5
SB6016,2023-2024,2024-01-26,And refer to Ways & Means.,S,6
SB6016,2023-2024,2024-01-26,Minority; without recommendation.,S,7
SB6016,2023-2024,2024-01-29,Referred to Ways & Means.,S,8
SB6016,2023-2024,2024-02-15,Public hearing in the Senate Committee on Ways & Means at 4:00 PM.,S,9
SB6017,2023-2024,2024-01-05,Prefiled for introduction.,S,1
SB6017,2023-2024,2024-01-08,"First reading, referred to Transportation.",S,2
SB6017,2023-2024,2024-01-18,Public hearing in the Senate Committee on Transportation at 4:00 PM.,S,3
SB6017,2023-2024,2024-01-25,Executive action taken in the Senate Committee on Transportation at 4:00 PM.,S,4
SB6017,2023-2024,2024-01-25,TRAN - Majority; do pass.,S,5
SB6017,2023-2024,2024-01-29,Passed to Rules Committee for second reading.,S,6
SB6017,2023-2024,2024-02-02,Placed on second reading consent calendar.,S,7
SB6017,2023-2024,2024-02-06,Rules suspended.  Placed on Third Reading.,S,8
SB6017,2023-2024,2024-02-06,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0.",S,9
SB6017,2023-2024,2024-02-08,"First reading, referred to Transportation.",H,10
SB6017,2023-2024,2024-02-15,Public hearing in the House Committee on Transportation at 4:00 PM.,H,11
SB6017,2023-2024,2024-02-21,Executive action taken in the House Committee on Transportation at 4:00 PM.,H,12
SB6017,2023-2024,2024-02-21,TR - Majority; do pass.,H,13
SB6017,2023-2024,2024-02-21,Minority; without recommendation.,H,14
SB6017,2023-2024,2024-02-24,Referred to Rules 2 Review.,H,15
SB6017,2023-2024,2024-02-24,Rules Committee relieved of further consideration.  Placed on second reading.,H,16
SB6017,2023-2024,2024-02-27,Rules suspended.  Placed on Third Reading.,H,17
SB6017,2023-2024,2024-02-27,"Third reading, passed; yeas, 90; nays, 5; absent, 0; excused, 3.",H,18
SB6017,2023-2024,2024-02-28,President signed.,S,19
SB6017,2023-2024,2024-02-29,Speaker signed.,H,20
SB6017,2023-2024,2024-03-07,Delivered to Governor.,O,21
SB6017,2023-2024,2024-03-26,Governor signed.,O,22
SB6017,2023-2024,2024-03-26,"Chapter 275, 2024 Laws.",O,23
SB6017,2023-2024,2024-03-26,Effective date 6/6/2024.,O,24
SB6018,2023-2024,2024-01-05,Prefiled for introduction.,S,1
