bill_number,session_num,session,bill_id_num,title,intro_sponsor,primary_sponsors,cosponsors,keywords,summary,bill_json
HB2388,127,2023_2024_First_Regular,78515,health care workers; employment rights,,HERNANDEZ M,AGUILAR,EMPLOYMENT PRACTICES; EMPLOYMENT RIGHTS; HAZARD PAY; HEALTH CARE WORKERS; LABOR - TITLE 23; PERSONAL PROTECTIVE EQUIPMENT; WHISTLEBLOWER PROTECTIONS,HB2388 - health care workers; employment rights,https://apps.azleg.gov/api/Bill/?billNumber=HB2388&sessionId=127
HB2389,127,2023_2024_First_Regular,78519,protective hairstyles; discrimination prohibited,,HERNANDEZ M,AGUILAR; CONTRERAS P; TRAVERS,DISCRIMINATION; DISCRIMINATION PROHIBITED; PROTECTIVE HAIRSTYLES; STATE GOVERNMENT - TITLE 41; UNLAWFUL EMPLOYMENT PRACTICE,HB2389 - protective hairstyles; discrimination prohibited,https://apps.azleg.gov/api/Bill/?billNumber=HB2389&sessionId=127
HB2390,127,2023_2024_First_Regular,78520,local planning; residential housing; repeal,,HERNANDEZ M,AGUILAR; CANO; CONTRERAS L; DE LOS SANTOS; GUTIERREZ; ORTIZ; QUIÑONEZ; SCHWIEBERT; STAHL HAMILTON; MARSH,CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; LOCAL PLANNING; REPEAL; RESIDENTIAL HOUSING,HB2390 - local planning; residential housing; repeal,https://apps.azleg.gov/api/Bill/?billNumber=HB2390&sessionId=127
HB2391,127,2023_2024_First_Regular,78521,higher education; increased costs; restrictions,,AGUILAR,,ABOR (SEE ALSO: ARIZONA BOARD OF REGENTS); ARIZONA BOARD OF REGENTS (ABOR); EDUCATION - TITLE 15; HIGHER EDUCATION; INCREASED COSTS; RESTRICTIONS,HB2391 - higher education; increased costs; restrictions,https://apps.azleg.gov/api/Bill/?billNumber=HB2391&sessionId=127
HB2392,127,2023_2024_First_Regular,78522,statewide ADA coordinator; appropriation,,LONGDON,CONTRERAS P; HERNANDEZ A; HERNANDEZ C,APPROPRIATION; GOVERNOR'S OFFICE; STATE GOVERNMENT - TITLE 41; STATEWIDE ADA COORDINATOR,HB2392 - statewide ADA coordinator; appropriation,https://apps.azleg.gov/api/Bill/?billNumber=HB2392&sessionId=127
HB2393,127,2023_2024_First_Regular,78528,marijuana; testing,,LONGDON,HERNANDEZ A; WILMETH; SHOPE,MARIJUANA; PUBLIC HEALTH AND SAFETY - TITLE 36; TESTING,HB2393 - marijuana; testing,https://apps.azleg.gov/api/Bill/?billNumber=HB2393&sessionId=127
HB2394,127,2023_2024_First_Regular,78523,firearms; sovereign authority,,SMITH,CARTER; GRESS; HEAP; MARSHALL; MARTINEZ; MCGARR; PARKER B; WILMETH; SHAMP,FIREARMS; GENERAL PROVISIONS - TITLE 1; SOVEREIGN AUTHORITY,HB2394 - firearms; sovereign authority,https://apps.azleg.gov/api/Bill/?billNumber=HB2394&sessionId=127
HB2395,127,2023_2024_First_Regular,78529,repeal; individual income tax,,SMITH,CARTER; MCGARR; WILMETH,DELAYED REPEAL; INDIVIDUAL INCOME TAX; REPEAL; TAXATION OF INCOME - TITLE 43,HB2395 - repeal; individual income tax,https://apps.azleg.gov/api/Bill/?billNumber=HB2395&sessionId=127
HB2396,127,2023_2024_First_Regular,78531,student activity fees; conscience exemption.,,SMITH,CARTER; MCGARR; WILMETH,ABOR (SEE ALSO: ARIZONA BOARD OF REGENTS); ARIZONA BOARD OF REGENTS (ABOR); CONSCIENCE EXEMPTION; EDUCATION - TITLE 15; STUDENT ACTIVITY FEES,HB2396 - student activity fees; conscience exemption.,https://apps.azleg.gov/api/Bill/?billNumber=HB2396&sessionId=127
HB2397,127,2023_2024_First_Regular,78532,standing committees; bill subject matters,,SUN,,BILL SUBJECT MATTERS; STANDING COMMITTEES; STATE GOVERNMENT - TITLE 41,HB2397 - standing committees; bill subject matters,https://apps.azleg.gov/api/Bill/?billNumber=HB2397&sessionId=127
HB2398,127,2023_2024_First_Regular,78533,bailable offenses; requirements; release,,HERNANDEZ A,CANO; COOK; HERNANDEZ C; LONGDON; SEAMAN; WILMETH,BAIL; BAILABLE OFFENSES; CRIMINAL CODE - TITLE 13; RELEASE; REQUIREMENTS,HB2398 - bailable offenses; requirements; release,https://apps.azleg.gov/api/Bill/?billNumber=HB2398&sessionId=127
HB2399,127,2023_2024_First_Regular,78536,juveniles; civil rights restoration,,HERNANDEZ A,BLISS; CARTER; GRIFFIN; HERNANDEZ C; LONGDON; MONTENEGRO; SEAMAN; WILMETH; BORRELLI; SHAMP,CHILDREN - TITLE 8; CIVIL RIGHTS RESTORATION; JUVENILES,HB2399 - juveniles; civil rights restoration,https://apps.azleg.gov/api/Bill/?billNumber=HB2399&sessionId=127
HB2400,127,2023_2024_First_Regular,78537,area agencies on aging; appropriation,,HERNANDEZ A,HERNANDEZ C; LONGDON; SEAMAN; WILMETH,APPROPRIATION; AREA AGENCIES ON AGING; DEPARTMENT OF ECONOMIC SECURITY (DES); DES (SEE ALSO: DEPARTMENT OF ECONOMIC SECURITY),HB2400 - area agencies on aging; appropriation,https://apps.azleg.gov/api/Bill/?billNumber=HB2400&sessionId=127
HB2401,127,2023_2024_First_Regular,78538,TPT; diapers; feminine hygiene; exemption,,HERNANDEZ A,COOK; HERNANDEZ C; LONGDON; MONTENEGRO; SEAMAN,DIAPERS; EXEMPTION; FEMININE HYGIENE; TAX EXEMPTIONS; TAXATION - TITLE 42; TPT (SEE ALSO: TRANSACTION PRIVILEGE TAX); TRANSACTION PRIVILEGE TAX (TPT),HB2401 - TPT; diapers; feminine hygiene; exemption,https://apps.azleg.gov/api/Bill/?billNumber=HB2401&sessionId=127
HB2402,127,2023_2024_First_Regular,78539,small business incubator program,,GRESS,,ACA (SEE ALSO: ARIZONA COMMERCE AUTHORITY); ARIZONA COMMERCE AUTHORITY (ACA); SMALL BUSINESS INCUBATOR PROGRAM; STATE GOVERNMENT - TITLE 41,HB2402 - small business incubator program,https://apps.azleg.gov/api/Bill/?billNumber=HB2402&sessionId=127
HB2403,127,2023_2024_First_Regular,78542,JROTC; public safety academy; grants,,GRESS,,ADE (SEE ALSO: DEPARTMENT OF EDUCATION); DEPARTMENT OF EDUCATION (ADE); EDUCATION - TITLE 15; GRANTS; JROTC; PUBLIC SAFETY ACADEMY; SAVE OUR STREETS GRANT FUND,HB2403 - JROTC; public safety academy; grants,https://apps.azleg.gov/api/Bill/?billNumber=HB2403&sessionId=127
HB2404,127,2023_2024_First_Regular,78492,franchises; regulation,,TRAVERS,QUIÑONEZ; SANDOVAL; TERECH,FRANCHISES; REGULATION; TERMINATION; TRADE AND COMMERCE - TITLE 44,HB2404 - franchises; regulation,https://apps.azleg.gov/api/Bill/?billNumber=HB2404&sessionId=127
HB2405,127,2023_2024_First_Regular,78493,community choice energy study committee,,TRAVERS,CANO; CONTRERAS L; SANDOVAL; SHAH; SMITH; TERECH,COMMUNITY CHOICE ENERGY STUDY COMMITTEE,HB2405 - community choice energy study committee,https://apps.azleg.gov/api/Bill/?billNumber=HB2405&sessionId=127
HB2406,127,2023_2024_First_Regular,78496,water treatment facilities; loan repayment,,TERECH,TRAVERS,CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; LOAN REPAYMENT; THE ENVIRONMENT - TITLE 49; WATER INFRASTRUCTURE FINANCING; WATER TREATMENT FACILITIES,HB2406 - water treatment facilities; loan repayment,https://apps.azleg.gov/api/Bill/?billNumber=HB2406&sessionId=127
HB2407,127,2023_2024_First_Regular,78499,preschool pilot program; appropriation,,TERECH,AGUILAR; CANO; CONTRERAS L; GUTIERREZ; PAWLIK; PESHLAKAI; SCHWIEBERT; SEAMAN; TRAVERS,APPROPRIATION; PRESCHOOL PILOT PROGRAM,HB2407 - preschool pilot program; appropriation,https://apps.azleg.gov/api/Bill/?billNumber=HB2407&sessionId=127
HB2408,127,2023_2024_First_Regular,78503,appropriation; fentanyl testing strips.,,TERECH,,APPROPRIATION; DEPARTMENT OF HEALTH SERVICES (DHS); DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); FENTANYL TESTING STRIPS,HB2408 - appropriation; fentanyl testing strips.,https://apps.azleg.gov/api/Bill/?billNumber=HB2408&sessionId=127
HB2409,127,2023_2024_First_Regular,78504,independent corrections oversight committee,,ORTIZ,,CORRECTIONAL OVERSIGHT COMMITTEE; INDEPENDENT CORRECTIONS OVERSIGHT COMMITTEE; PRISONERS; STATE GOVERNMENT - TITLE 41,HB2409 - independent corrections oversight committee,https://apps.azleg.gov/api/Bill/?billNumber=HB2409&sessionId=127
HB2410,127,2023_2024_First_Regular,78505,public schools; contracts; early termination,,GRESS,COOK; PINGERELLI; SMITH; WILMETH,ADMINISTRATIVE CONTRACTS; CHARTER SCHOOLS; CONTRACTS; EARLY TERMINATION; EDUCATION - TITLE 15; PUBLIC SCHOOLS,HB2410 - public schools; contracts; early termination,https://apps.azleg.gov/api/Bill/?billNumber=HB2410&sessionId=127
HB2411,127,2023_2024_First_Regular,78508,water supply; elimination; reduction; damages,,COOK,MARTINEZ; TOMA; WILMETH,COMPENSATION; CONSTRUCTION PROJECTS; ENERGY PROJECTS; GRAZING OPERATIONS; TRADE AND COMMERCE - TITLE 44,HB2411 - (NOW: grazing operations; energy projects; compensation),https://apps.azleg.gov/api/Bill/?billNumber=HB2411&sessionId=127
HB2412,127,2023_2024_First_Regular,78510,foreclosure sales; housing department; registry,,GRESS,,FORECLOSURE SALES; HOUSING DEPARTMENT; NOTICE OF TRUSTEE'S SALE; PROPERTY - TITLE 33; REGISTRY; RESIDENTIAL HOUSING; RESIDENTIAL PROPERTY; STATE GOVERNMENT - TITLE 41,HB2412 - foreclosure sales; housing department; registry,https://apps.azleg.gov/api/Bill/?billNumber=HB2412&sessionId=127
HB2413,127,2023_2024_First_Regular,78516,teachers; water conservation instruction; appropriation,,TERECH,AGUILAR; CANO; CONTRERAS L; GUTIERREZ; PAWLIK; PESHLAKAI; SCHWIEBERT; SEAMAN; TRAVERS,ADE (SEE ALSO: DEPARTMENT OF EDUCATION); APPROPRIATION; ARIZONA WATER CONSERVATION INSTRUCTION FUND; DEPARTMENT OF EDUCATION (ADE); EDUCATION - TITLE 15; TEACHERS; WATER CONSERVATION INSTRUCTION,HB2413 - teachers; water conservation instruction; appropriation,https://apps.azleg.gov/api/Bill/?billNumber=HB2413&sessionId=127
HB2414,127,2023_2024_First_Regular,78517,sentencing; concealed weapons permits; surrender.,,HERNANDEZ M,,CONCEALED WEAPON PERMITS; CRIMINAL CODE - TITLE 13; SENTENCING; SURRENDER,HB2414 - sentencing; concealed weapons permits; surrender.,https://apps.azleg.gov/api/Bill/?billNumber=HB2414&sessionId=127
HB2415,127,2023_2024_First_Regular,78518,active early voting lists; removal,,BIASIUCCI,BLISS; CARBONE; CARTER; CHAPLIK; COOK; DIAZ; GILLETTE; HEAP; JONES; LIVINGSTON; MARSHALL; MCGARR; NGUYEN; PARKER J; SMITH; WILMETH; BORRELLI; CARROLL,ACTIVE EARLY VOTING LIST; EARLY VOTING; ELECTIONS AND ELECTORS - TITLE 16; REMOVAL,HB2415 - active early voting lists; removal,https://apps.azleg.gov/api/Bill/?billNumber=HB2415&sessionId=127
HB2416,127,2023_2024_First_Regular,78524,technical correction; sports facilities account,,GRESS,,AMUSEMENTS AND SPORTS - TITLE 5; SPORTS FACILITIES ACCOUNT; TECHNICAL CORRECTION; TOURISM AND SPORTS AUTHORITY,HB2416 - (NOW: electronic applications; government employees; prohibition),https://apps.azleg.gov/api/Bill/?billNumber=HB2416&sessionId=127
HB2417,127,2023_2024_First_Regular,78525,HOV lane; pregnant drivers,,GRESS,MARTINEZ,HOV LANES; PREGNANT DRIVERS; TRANSPORTATION - TITLE 28; VEHICLE OPERATION,HB2417 - HOV lane; pregnant drivers,https://apps.azleg.gov/api/Bill/?billNumber=HB2417&sessionId=127
HB2418,127,2023_2024_First_Regular,78526,law enforcement; response times; requirements,,GRESS,,DUTIES; EMERGENCY; ESTABLISHING; MEMBERSHIP; POLICE RESPONSE TIME; STUDY COMMITTEE,HB2418 - (NOW: police response time; study committee),https://apps.azleg.gov/api/Bill/?billNumber=HB2418&sessionId=127
HB2419,127,2023_2024_First_Regular,78527,moving violations; injured pedestrians; penalties,,GRESS,,INJURED PEDESTRIANS; MOVING VIOLATIONS; PENALTIES; TRANSPORTATION - TITLE 28; VEHICLE ACCIDENTS,HB2419 - moving violations; injured pedestrians; penalties,https://apps.azleg.gov/api/Bill/?billNumber=HB2419&sessionId=127
HB2420,127,2023_2024_First_Regular,78530,law enforcement; families; tuition scholarships,,GRESS,,EDUCATION - TITLE 15; FAMILIES; LAW ENFORCEMENT; TUITION SCHOLARSHIPS,HB2420 - law enforcement; families; tuition scholarships,https://apps.azleg.gov/api/Bill/?billNumber=HB2420&sessionId=127
HB2421,127,2023_2024_First_Regular,78534,CPR training; teachers; students,,GRESS,,CARDIOPULMONARY RESUSCITATION; CPR TRAINING; EDUCATION - TITLE 15; PUBLIC SCHOOLS; STUDENTS; TEACHERS,HB2421 - CPR training; teachers; students,https://apps.azleg.gov/api/Bill/?billNumber=HB2421&sessionId=127
HB2422,127,2023_2024_First_Regular,78535,Arizona criminal justice academy,,GRESS,,ARIZONA CRIMINAL JUSTICE ACADEMY; EDUCATION - TITLE 15; POSTSECONDARY EDUCATION,HB2422 - Arizona criminal justice academy,https://apps.azleg.gov/api/Bill/?billNumber=HB2422&sessionId=127
HB2423,127,2023_2024_First_Regular,78544,technical correction; public records,,GRESS,,PUBLIC RECORDS; STATE FINANCE; STATE GOVERNMENT - TITLE 41; TECHNICAL CORRECTION,HB2423 - (NOW: appropriation; healthcare; interoperability),https://apps.azleg.gov/api/Bill/?billNumber=HB2423&sessionId=127
HB2424,127,2023_2024_First_Regular,78540,county procedures; technical correction,,GRESS,,COUNTIES - TITLE 11; COUNTY FORMATION; COUNTY PROCEDURES; TECHNICAL CORRECTION,HB2424 - county procedures; technical correction,https://apps.azleg.gov/api/Bill/?billNumber=HB2424&sessionId=127
HB2425,127,2023_2024_First_Regular,78541,cities and towns; technical correction,,GRESS,,APPOINTIVE OFFICERS; CITIES AND TOWNS; CITIES AND TOWNS - TITLE 9; TECHNICAL CORRECTION,HB2425 - cities and towns; technical correction,https://apps.azleg.gov/api/Bill/?billNumber=HB2425&sessionId=127
HB2426,127,2023_2024_First_Regular,78543,technical correction; prior authorization; timelines,,GRESS,,INSURANCE - TITLE 20; PRIOR AUTHORIZATION; TECHNICAL CORRECTION; TIMELINES,HB2426 - technical correction; prior authorization; timelines,https://apps.azleg.gov/api/Bill/?billNumber=HB2426&sessionId=127
HB2427,127,2023_2024_First_Regular,78545,domestic violence; pregnant victim; sentencing,,GRESS,,CRIMINAL CODE - TITLE 13; DOMESTIC VIOLENCE; DOMESTIC VIOLENCE OFFENSE; PREGNANT VICTIM; SENTENCING,HB2427 - domestic violence; pregnant victim; sentencing,https://apps.azleg.gov/api/Bill/?billNumber=HB2427&sessionId=127
HB2428,127,2023_2024_First_Regular,78609,private universities; Arizona teachers academy,,GRESS,,ARIZONA TEACHERS ACADEMY; EDUCATION - TITLE 15; PRIVATE UNIVERSITIES; SCHOLARSHIPS; SCHOOL EMPLOYEE TRAINING,HB2428 - private universities; Arizona teachers academy,https://apps.azleg.gov/api/Bill/?billNumber=HB2428&sessionId=127
HB2429,127,2023_2024_First_Regular,78546,occupational licenses; convictions,,WILMETH,,CONVICTIONS; OCCUPATIONAL LICENSES; OCCUPATIONAL REGULATION; STATE GOVERNMENT - TITLE 41,HB2429 - occupational licenses; convictions,https://apps.azleg.gov/api/Bill/?billNumber=HB2429&sessionId=127
HB2430,127,2023_2024_First_Regular,78547,EORP; appropriations; repayment,,LIVINGSTON,,APPROPRIATION; COURTS AND CIVIL PROCEEDINGS - TITLE 12; DELAYED REPEAL; ELECTED OFFICIALS' RETIREMENT PLAN (EORP); EMERGENCY; EORP (SEE ALSO: ELECTED OFFICIALS' RETIREMENT PLAN); JUSTICE AND MUNICIPAL COURTS - TITLE 22; LOCAL GOVERNMENT; PENSION LIABILITY; PUBLIC OFFICERS AND EMPLOYEES - TITLE 38; PUBLIC RETIREMENT SYSTEM; REPAYMENT; STATE GOVERNMENT - TITLE 41; TREASURER NOTIFICATION,HB2430 - EORP; appropriations; repayment,https://apps.azleg.gov/api/Bill/?billNumber=HB2430&sessionId=127
HB2431,127,2023_2024_First_Regular,78549,insurance; existing actions; technical correction,,LIVINGSTON,,COMPENSATION; COVID-19; DELAYED REPEAL; FIREFIGHTERS; RATE DEVIATION; WORKERS' COMPENSATION,HB2431 - (NOW: workers' compensation; firefighters; rate deviation),https://apps.azleg.gov/api/Bill/?billNumber=HB2431&sessionId=127
HB2432,127,2023_2024_First_Regular,78551,technical correction; payment method,,LIVINGSTON,,ADJUSTMENTS; AHCCCS (SEE ALSO: ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM); APPROPRIATING MONIES; ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM (AHCCCS); SUPPLEMENTAL APPROPRIATIONS,HB2432 - (NOW: supplemental appropriations; AHCCCS; adjustments),https://apps.azleg.gov/api/Bill/?billNumber=HB2432&sessionId=127
HB2433,127,2023_2024_First_Regular,78552,technical correction; occupational safety; exemption,,LIVINGSTON,,DOMESTIC RELATIONS ORDERS; PAYMENTS; PENSIONS; PROCEDURES; PUBLIC OFFICERS AND EMPLOYEES - TITLE 38; STATE RETIREMENT PLANS,HB2433 - (NOW: pensions; domestic relations orders),https://apps.azleg.gov/api/Bill/?billNumber=HB2433&sessionId=127
HB2434,127,2023_2024_First_Regular,78548,legislators; per diem; rate increase,,SANDOVAL,AGUILAR; HERNANDEZ L; ORTIZ; SUN; TRAVERS,LEGISLATORS; LEGISLATURE; PER DIEM; RATE INCREASE,HB2434 - legislators; per diem; rate increase,https://apps.azleg.gov/api/Bill/?billNumber=HB2434&sessionId=127
HB2435,127,2023_2024_First_Regular,78550,immigrant; alien; terminology.,,SANDOVAL,AGUILAR; DE LOS SANTOS; HERNANDEZ L; ORTIZ; SUN; TRAVERS,ALCOHOLIC BEVERAGES - TITLE 4; ALIEN; CHILDREN - TITLE 8; CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; COURTS AND CIVIL PROCEEDINGS - TITLE 12; CRIMINAL CODE - TITLE 13; EDUCATION - TITLE 15; IMMIGRANTS; LABOR - TITLE 23; PROFESSIONS AND OCCUPATIONS - TITLE 32; PUBLIC BUILDINGS AND IMPROVEMENTS - TITLE 34; PUBLIC HEALTH AND SAFETY - TITLE 36; STATE GOVERNMENT - TITLE 41; TAXATION OF INCOME - TITLE 43; TERMINOLOGY; TRANSPORTATION - TITLE 28,HB2435 - immigrant; alien; terminology.,https://apps.azleg.gov/api/Bill/?billNumber=HB2435&sessionId=127
HB2436,127,2023_2024_First_Regular,78553,study committee; educator health insurance,,SANDOVAL,AGUILAR; BLATTMAN; DE LOS SANTOS; HERNANDEZ L; ORTIZ; SUN; TRAVERS,EDUCATOR HEALTH INSURANCE; STUDY COMMITTEE,HB2436 - study committee; educator health insurance,https://apps.azleg.gov/api/Bill/?billNumber=HB2436&sessionId=127
HB2437,127,2023_2024_First_Regular,78554,transmission lines; applications; exceptions,,GRIFFIN,,APPLICATION; EXCEPTIONS; POWER PLANT AND TRANSMISSION LINE SITING COMMITEE; PUBLIC UTILITIES AND CARRIERS - TITLE 40; TRANSMISSION LINES,HB2437 - transmission lines; applications; exceptions,https://apps.azleg.gov/api/Bill/?billNumber=HB2437&sessionId=127
HB2438,127,2023_2024_First_Regular,78555,board of supervisors; powers; water,,GRIFFIN,,BOARD OF SUPERVISORS; COUNTIES - TITLE 11; POWERS; WATER,HB2438 - board of supervisors; powers; water,https://apps.azleg.gov/api/Bill/?billNumber=HB2438&sessionId=127
HB2439,127,2023_2024_First_Regular,78556,vehicle emissions inspections; enactment date,,GRIFFIN,,EMERGENCY; EMERGENCY CLAUSE (S); ENACTMENT DATE; VEHICLE EMISSIONS INSPECTION PROGRAM; VEHICLE EMISSIONS INSPECTIONS,HB2439 - vehicle emissions inspections; enactment date,https://apps.azleg.gov/api/Bill/?billNumber=HB2439&sessionId=127
HB2440,127,2023_2024_First_Regular,78557,electric energy; power companies; priorities,,GRIFFIN,,ELECTRIC ENERGY; INFRASTRUCTURE; POWER - TITLE 30; POWER COMPANIES; PRIORITIES; PUBLIC UTILITIES AND CARRIERS - TITLE 40,HB2440 - electric energy; power companies; priorities,https://apps.azleg.gov/api/Bill/?billNumber=HB2440&sessionId=127
HB2441,127,2023_2024_First_Regular,78558,state tree; residential planning,,GRIFFIN,,CITIES AND TOWNS - TITLE 9; CITY OR TOWN (S); CONTINUATION (S); COUNTIES - TITLE 11; DELAYED REPEAL (S); EMERGENCY (S); EMERGENCY CLAUSE (S); MUNICIPAL AND COUNTY PLANNING; MUNICIPAL WATER SERVICE (S); REQUIREMENTS (S); RESIDENTIAL PLANNING; STANDPIPE SERVICE (S); STATE TREE; STRIKE EVERYTHING AMENDMENT (S); WATER SERVICE OUTSIDE CITY OR TOWN (S),HB2441 - (NOW: standpipe service; continuation; emergency),https://apps.azleg.gov/api/Bill/?billNumber=HB2441&sessionId=127
HB2442,127,2023_2024_First_Regular,78559,temporary non-expansion area,,GRIFFIN,,GROUNDWATER; MEETINGS; TEMPORARY NON-EXPANSION AREA; WATERS - TITLE 45,HB2442 - temporary non-expansion area,https://apps.azleg.gov/api/Bill/?billNumber=HB2442&sessionId=127
HB2443,127,2023_2024_First_Regular,78560,navigable stream adjudication commission; extension,,GRIFFIN,,EXTENSION; NAVIGABLE STREAM ADJUDICATION COMMISSION; PUBLIC LANDS - TITLE 37,HB2443 - navigable stream adjudication commission; extension,https://apps.azleg.gov/api/Bill/?billNumber=HB2443&sessionId=127
HB2444,127,2023_2024_First_Regular,78579,natural resource conservation districts; revisions,,GRIFFIN,,MEMBERSHIP; NATURAL RESOURCE CONSERVATION DISTRICTS; POWERS AND DUTIES; PUBLIC INVOLVEMENT; PUBLIC LANDS - TITLE 37; REVISIONS,HB2444 - natural resource conservation districts; revisions,https://apps.azleg.gov/api/Bill/?billNumber=HB2444&sessionId=127
HB2445,127,2023_2024_First_Regular,78580,groundwater permits; technical correction,,GRIFFIN,,APPLICABILITY (S); ASSURED WATER SUPPLY (S); BUILDING PERMITS (S); CERTIFICATE (S); CITIES (S); CITIES AND TOWNS - TITLE 9 (S); COUNTIES - TITLE 11 (S); DEFINITION (S); DEFINITIONS (S); DELAYED REPEAL (S); DISTRIBUTION OF COPIES (S); DUTIES (S); EMERGENCY; EMERGENCY CLAUSE (S); EXEMPTION; EXEMPTIONS (S); ISSUANCE (S); JOINT LEGISLATIVE STUDY COMMITTEE ON LAND DIVISIONS (S); LEASES; LIMITATION (S); MEMBER LAND (S); MEMBERS (S); POWERS (S); PRIVATE WATER COMPANIES (S); PROFESSIONS AND OCCUPATIONS - TITLE 32; QUALIFICATION (S); REAL ESTATE; REPLENISHMENT (S); REPORT (S); REQUIREMENTS (S); RESIDENTIAL LEASE COMMUNITIES (S); SPECIAL TAXING DISTRICTS - TITLE 48 (S); STATE PREEMPTION (S); STUDY (S); SUBDIVIDED LANDS; SUBSEQUENT OWNER (S); TOWNS (S); UTILITIES (S); WATER SERVICE (S); WATER SERVICE OUTSIDE CITY OR TOWN (S); WATER SUPPLY (S); WATERS - TITLE 45 (S),HB2445 - (NOW: real estate; water service; study),https://apps.azleg.gov/api/Bill/?billNumber=HB2445&sessionId=127
HB2446,127,2023_2024_First_Regular,78581,smart and safe fund; distribution,,MARTINEZ,COOK; GRESS; WILMETH,ADULT-USE MARIJUANA; DISTRIBUTION; PUBLIC HEALTH AND SAFETY - TITLE 36; SMART AND SAFE FUND,HB2446 - smart and safe fund; distribution,https://apps.azleg.gov/api/Bill/?billNumber=HB2446&sessionId=127
HB2447,127,2023_2024_First_Regular,78584,TPT; exemption; motor vehicle manufacturers,,MARTINEZ,COOK,EXEMPTION; MOTOR VEHICLE MANUFACTURERS; TAXATION - TITLE 42; TPT (SEE ALSO: TRANSACTION PRIVILEGE TAX); TRANSACTION PRIVILEGE TAX (TPT); TRANSPORTATION - TITLE 28,HB2447 - TPT; exemption; motor vehicle manufacturers,https://apps.azleg.gov/api/Bill/?billNumber=HB2447&sessionId=127
HB2448,127,2023_2024_First_Regular,78585,appropriation; groundwater; Santa Rosa canal,,MARTINEZ,COOK; SMITH,ADWR (SEE ALSO: DEPARTMENT OF WATER RESOURCES); APPROPRIATION; DEPARTMENT OF WATER RESOURCES (ADWR); GROUNDWATER; SANTA ROSA CANAL,HB2448 - appropriation; groundwater; Santa Rosa canal,https://apps.azleg.gov/api/Bill/?billNumber=HB2448&sessionId=127
HB2449,127,2023_2024_First_Regular,78586,appropriation; Pinal East-West Corridor,,MARTINEZ,COOK,ADOT (SEE ALSO: DEPARTMENT OF TRANSPORTATION); APPROPRIATION; DEPARTMENT OF TRANSPORTATION (ADOT); PINAL EAST-WEST CORRIDOR,HB2449 - appropriation; Pinal East-West Corridor,https://apps.azleg.gov/api/Bill/?billNumber=HB2449&sessionId=127
HB2450,127,2023_2024_First_Regular,78587,Ak Chin Indian Community plates,,MARTINEZ,GRESS; WILMETH,AK CHIN INDIAN COMMUNITY PLATES; SPECIAL PLATES; TRANSPORTATION - TITLE 28,HB2450 - Ak Chin Indian Community plates,https://apps.azleg.gov/api/Bill/?billNumber=HB2450&sessionId=127
HB2451,127,2023_2024_First_Regular,78588,prescription digital therapeutics; pilot program,,MARTINEZ,COOK; WILMETH,APPROPRIATING MONIES; DEPARTMENT OF HEALTH SERVICES (DHS); DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); PILOT PROGRAM; PRESCRIPTION DIGITAL THERAPEUTICS,HB2451 - prescription digital therapeutics; pilot program,https://apps.azleg.gov/api/Bill/?billNumber=HB2451&sessionId=127
HB2452,127,2023_2024_First_Regular,78589,state employees; recognition; technical correction,,MARTINEZ,,RECOGNITION; STATE EMPLOYEES; STATE GOVERNMENT - TITLE 41; STATE PERSONNEL BOARD; TECHNICAL CORRECTION,HB2452 - state employees; recognition; technical correction,https://apps.azleg.gov/api/Bill/?billNumber=HB2452&sessionId=127
HB2453,127,2023_2024_First_Regular,78590,appropriation; widening; I-10.,,MARTINEZ,COOK; WILMETH,ADOT (SEE ALSO: DEPARTMENT OF TRANSPORTATION); APPROPRIATION; DEPARTMENT OF TRANSPORTATION (ADOT); I-10; WIDENING,HB2453 - appropriation; widening; I-10.,https://apps.azleg.gov/api/Bill/?billNumber=HB2453&sessionId=127
HB2454,127,2023_2024_First_Regular,78561,clergy; priests; duty to report,,TRAVERS,CANO; CONTRERAS L; QUIÑONEZ; TERECH,CHILDREN - TITLE 8; CLERGY; COURTS AND CIVIL PROCEEDINGS - TITLE 12; CRIMINAL CODE - TITLE 13; DUTY TO REPORT; PRIESTS,HB2454 - clergy; priests; duty to report,https://apps.azleg.gov/api/Bill/?billNumber=HB2454&sessionId=127
HB2455,127,2023_2024_First_Regular,78562,developmental disabilities; Prader-Willi syndrome,,PINGERELLI,,DEVELOPMENTAL DISABILITIES; PRADER-WILLI SYNDROME; PUBLIC HEALTH AND SAFETY - TITLE 36,HB2455 - developmental disabilities; Prader-Willi syndrome,https://apps.azleg.gov/api/Bill/?billNumber=HB2455&sessionId=127
HB2456,127,2023_2024_First_Regular,78563,ASDB; continuation,,PINGERELLI,,ARIZONA STATE SCHOOLS FOR THE DEAF AND THE BLIND (ASDB); ASDB (SEE ALSO: ARIZONA STATE SCHOOLS FOR THE DEAF AND BLIND); CONTINUATION; STATE GOVERNMENT - TITLE 41,HB2456 - ASDB; continuation,https://apps.azleg.gov/api/Bill/?billNumber=HB2456&sessionId=127
