bill_number,session_num,session,bill_id_num,title,intro_sponsor,primary_sponsors,cosponsors,keywords,summary,bill_json
HB2248,128,2023_2024_Second_Regular,80084,prisoners; services budget; postsecondary education,,GRESS,BIASIUCCI; CARTER; COOK; DUNN; GILLETTE; HENDRIX; HERNANDEZ M; LONGDON; MARSHALL; MARTINEZ; NGUYEN; PAWLIK; PEÑA; SCHWIEBERT; SHAH; WILMETH,POSTSECONDARY EDUCATION; PRISONERS; PRISONS AND PRISONERS - TITLE 31; SERVICES BUDGET,HB2248 - prisoners; services budget; postsecondary education,https://apps.azleg.gov/api/Bill/?billNumber=HB2248&sessionId=128
HB2249,128,2023_2024_Second_Regular,80085,residential care institutions; inspections,,CARTER,,HEALTH CARE INSTITUTIONS; INSPECTIONS; PUBLIC HEALTH AND SAFETY - TITLE 36; RESIDENTIAL CARE INSTITUTIONS,HB2249 - residential care institutions; inspections,https://apps.azleg.gov/api/Bill/?billNumber=HB2249&sessionId=128
HB2250,128,2023_2024_Second_Regular,80086,state board of equalization; continuation.,,CARTER,,CONTINUATION; PURPOSE; REPEAL; RETROACTIVITY; STATE BOARD OF EQUALIZATION; STATE GOVERNMENT - TITLE 41; TERMINATION,HB2250 - state board of equalization; continuation.,https://apps.azleg.gov/api/Bill/?billNumber=HB2250&sessionId=128
HB2251,128,2023_2024_Second_Regular,80087,covenant marriage; dissolution; attestation,,CARTER,,ATTESTATIONS; COVENANT MARRIAGE; DISSOLUTION; MARITAL AND DOMESTIC RELATIONS - TITLE 25,HB2251 - covenant marriage; dissolution; attestation,https://apps.azleg.gov/api/Bill/?billNumber=HB2251&sessionId=128
HB2252,128,2023_2024_Second_Regular,80088,professional employer organization; repeal,,WILMETH,,BONDING; FINANCIAL CAPABILITY; LABOR - TITLE 23; PROFESSIONAL EMPLOYER ORGANIZATION; REPEAL,HB2252 - professional employer organization; repeal,https://apps.azleg.gov/api/Bill/?billNumber=HB2252&sessionId=128
HB2253,128,2023_2024_Second_Regular,80089,board of technical registration; continuation,,WILMETH,,BOARD OF TECHNICAL REGISTRATION; CONTINUATION; PURPOSE; REPEAL; RETROACTIVITY; STATE GOVERNMENT - TITLE 41; TERMINATION,HB2253 - board of technical registration; continuation,https://apps.azleg.gov/api/Bill/?billNumber=HB2253&sessionId=128
HB2254,128,2023_2024_Second_Regular,80090,health care decisions; living wills,,WILMETH,BURCH,ARIZONA SPACE COMMISSION; BOARD OF DIRECTORS (S); DEFINITIONS (S); DUTIES (S); HEALTH CARE DECISIONS; LIVING WILLS; MEMBERSHIP (S); PUBLIC HEALTH AND SAFETY - TITLE 36; REPORT (S); RESEARCH FUND; SPACE EXPLORATION AND AERONAUTICS RESEARCH FUND; STATE GOVERNMENT - TITLE 41; STRATEGIC PLAN (S),HB2254 - (NOW: Arizona space commission; research fund),https://apps.azleg.gov/api/Bill/?billNumber=HB2254&sessionId=128
HB2255,128,2023_2024_Second_Regular,80093,independent corrections oversight committee,,ORTIZ,GONZALES,ANNUAL REPORT; APPROPRIATING MONIES; INDEPENDENT CORRECTIONS OVERSIGHT COMMITTEE; INSPECTION AUTHORITY; OFFICE OF INDEPENDENT CORRECTIONS OVERSIGHT COMMITTEE; PRISONERS; PURPOSE; STATE GOVERNMENT - TITLE 41,HB2255 - independent corrections oversight committee,https://apps.azleg.gov/api/Bill/?billNumber=HB2255&sessionId=128
HB2256,128,2023_2024_Second_Regular,80094,contraception; coinsurance,,ORTIZ,AUSTIN; GUTIERREZ; HERNANDEZ M; VILLEGAS; DIAZ; GABALDÓN; GONZALES; HERNANDEZ,COINSURANCE; CONTRACEPTION; COVERAGE; EMERGENCY CONTRACEPTION; HEALTH INSURANCE; INSURANCE - TITLE 20,HB2256 - contraception; coinsurance,https://apps.azleg.gov/api/Bill/?billNumber=HB2256&sessionId=128
HB2257,128,2023_2024_Second_Regular,80095,Arizona community impact statement,,ORTIZ,AUSTIN; GUTIERREZ; SEAMAN; VILLEGAS; DIAZ,ARIZONA COMMUNITY IMPACT STATEMENT; DEFINITION; LEGISLATIVE COUNCIL; STATE GOVERNMENT - TITLE 41,HB2257 - Arizona community impact statement,https://apps.azleg.gov/api/Bill/?billNumber=HB2257&sessionId=128
HB2258,128,2023_2024_Second_Regular,80096,low-income housing tax credits; comment,,ORTIZ,AGUILAR; AUSTIN; CREWS; DE LOS SANTOS; HERNANDEZ M; SCHWIEBERT; SUN; DIAZ; GABALDÓN; GONZALES; HERNANDEZ,COMMENTS; LOW-INCOME HOUSING TAX CREDITS; PUBLIC FINANCES - TITLE 35,HB2258 - low-income housing tax credits; comment,https://apps.azleg.gov/api/Bill/?billNumber=HB2258&sessionId=128
HB2259,128,2023_2024_Second_Regular,80097,rent regulation; state preemption,,ORTIZ,AGUILAR; AUSTIN; CONTRERAS P; CREWS; DE LOS SANTOS; GUTIERREZ; MATHIS; SUN; VILLEGAS; DIAZ; GABALDÓN; GONZALES; HERNANDEZ,PROPERTY - TITLE 33; RENT REGULATION; REPEAL; STATE PREEMPTION,HB2259 - rent regulation; state preemption,https://apps.azleg.gov/api/Bill/?billNumber=HB2259&sessionId=128
HB2260,128,2023_2024_Second_Regular,80098,appropriation; housing trust fund,,ORTIZ,AGUILAR; AUSTIN; CONTRERAS P; CREWS; DE LOS SANTOS; GUTIERREZ; HERNANDEZ M; MATHIS; SCHWIEBERT; SUN; VILLEGAS; DIAZ; GABALDÓN; GONZALES; HERNANDEZ,APPROPRIATION; HOUSING TRUST FUND; INTENT,HB2260 - appropriation; housing trust fund,https://apps.azleg.gov/api/Bill/?billNumber=HB2260&sessionId=128
HB2261,128,2023_2024_Second_Regular,80099,minimum parking requirements; prohibition,,ORTIZ,AGUILAR; AUSTIN; CREWS; DE LOS SANTOS; SUN; DIAZ; GONZALES; HERNANDEZ,CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; MINIMUM PARKING REQUIREMENTS; PLANNING AND ZONING; PROHIBITION,HB2261 - minimum parking requirements; prohibition,https://apps.azleg.gov/api/Bill/?billNumber=HB2261&sessionId=128
HB2262,128,2023_2024_Second_Regular,80100,wage history; disclosure; retaliation; prohibition,,ORTIZ,AUSTIN; CONTRERAS P; GUTIERREZ; HERNANDEZ M; VILLEGAS; DIAZ; GONZALES,DISCLOSURE; EMPLOYMENT PRACTICES; LABOR - TITLE 23; PROHIBITION; RETALIATION; WAGE HISTORY,HB2262 - wage history; disclosure; retaliation; prohibition,https://apps.azleg.gov/api/Bill/?billNumber=HB2262&sessionId=128
HB2263,128,2023_2024_Second_Regular,80101,railroads; annual safety inspections,,ORTIZ,AUSTIN; CONTRERAS L; CONTRERAS P; GUTIERREZ; HERNANDEZ M; SCHWIEBERT; TERECH; VILLEGAS; DIAZ; GABALDÓN; GONZALES; HERNANDEZ,ANNUAL SAFETY INSPECTIONS; APPROPRIATION; CORPORATION COMMISSION; PUBLIC UTILITIES AND CARRIERS - TITLE 40; RAILROADS,HB2263 - railroads; annual safety inspections,https://apps.azleg.gov/api/Bill/?billNumber=HB2263&sessionId=128
HB2264,128,2023_2024_Second_Regular,80102,housing; needs assessment,,ORTIZ,AGUILAR; AUSTIN; CONTRERAS L; CONTRERAS P; CREWS; DE LOS SANTOS; GUTIERREZ; HERNANDEZ M; MATHIS; SCHWIEBERT; SUN; TERECH; VILLEGAS; DIAZ; GABALDÓN; GONZALES; HERNANDEZ,ANNUAL REPORT; APPLICABILITY; CITIES AND TOWNS - TITLE 9; HOUSING; MUNICIPAL HOUSING; NEEDS ASSESSMENT,HB2264 - housing; needs assessment,https://apps.azleg.gov/api/Bill/?billNumber=HB2264&sessionId=128
HB2265,128,2023_2024_Second_Regular,80104,broadband; internet protocol services; commission.,,ORTIZ,AGUILAR; AUSTIN; CONTRERAS L; CONTRERAS P; GUTIERREZ; HERNANDEZ M; SCHWIEBERT; VILLEGAS; DIAZ; GABALDÓN; GONZALES; HERNANDEZ,AUDITS; BROADBAND; COMMISSION; CORPORATION COMMISSION; INTERNET PROTOCOL SERVICES; PUBLIC UTILITIES AND CARRIERS - TITLE 40; REPEAL; REPORT,HB2265 - broadband; internet protocol services; commission.,https://apps.azleg.gov/api/Bill/?billNumber=HB2265&sessionId=128
HB2266,128,2023_2024_Second_Regular,80105,appropriation; child care assistance,,ORTIZ,AGUILAR; AUSTIN; CONTRERAS L; CONTRERAS P; CREWS; DE LOS SANTOS; GUTIERREZ; HERNANDEZ M; PAWLIK; QUIÑONEZ; SCHWIEBERT; SUN; TERECH; VILLEGAS; DIAZ; GABALDÓN; GONZALES,APPROPRIATION; CHILD CARE ASSISTANCE; DEPARTMENT OF ECONOMIC SECURITY (DES); DES (SEE ALSO: DEPARTMENT OF ECONOMIC SECURITY),HB2266 - appropriation; child care assistance,https://apps.azleg.gov/api/Bill/?billNumber=HB2266&sessionId=128
HB2267,128,2023_2024_Second_Regular,80106,rental housing; income source discrimination.,,ORTIZ,AGUILAR; AUSTIN; CONTRERAS L; CONTRERAS P; CREWS; DE LOS SANTOS; GUTIERREZ; HERNANDEZ M; MATHIS; QUIÑONEZ; SCHWIEBERT; SUN; VILLEGAS; DIAZ; GABALDÓN; GONZALES; HERNANDEZ,ARIZONA RESIDENTIAL LANDLORD AND TENANT ACT; INCOME SOURCE DISCRIMINATION; PROHIBITED; PROPERTY - TITLE 33; RENTAL HOUSING,HB2267 - rental housing; income source discrimination.,https://apps.azleg.gov/api/Bill/?billNumber=HB2267&sessionId=128
HB2268,128,2023_2024_Second_Regular,80107,landlord; tenant; fee disclosure; waiver,,ORTIZ,AGUILAR; AUSTIN; CREWS; DE LOS SANTOS; GUTIERREZ; HERNANDEZ M; MATHIS; SCHWIEBERT; SUN; VILLEGAS; DIAZ; GABALDÓN; GONZALES; HERNANDEZ,ARIZONA RESIDENTIAL LANDLORD AND TENANT ACT; FEE DISCLOSURE; LANDLORDS; PROPERTY - TITLE 33; RENTAL AGREEMENT PROVISIONS; SHORT TITLE; TENANTS; TRUTH IN RENTING ACT; WAIVERS,HB2268 - landlord; tenant; fee disclosure; waiver,https://apps.azleg.gov/api/Bill/?billNumber=HB2268&sessionId=128
HB2269,128,2023_2024_Second_Regular,80108,towing companies; private towing; requirements,,COOK,,CITIES AND TOWNS - TITLE 9; NOTICE OF PARKING VIOLATIONS; PRIVATE TOWING; REQUIREMENTS; SIGNAGE VIOLATION; TOWING COMPANIES,HB2269 - towing companies; private towing; requirements,https://apps.azleg.gov/api/Bill/?billNumber=HB2269&sessionId=128
HB2270,128,2023_2024_Second_Regular,80109,homeowners' associations; meetings,,PARKER B,,CONDOMINIUMS AND PLANNED COMMUNITIES; HOA (SEE ALSO: HOMEOWNERS' ASSOCIATION); HOMEOWNERS' ASSOCIATION (HOA); MEETINGS; PROPERTY - TITLE 33,HB2270 - homeowners' associations; meetings,https://apps.azleg.gov/api/Bill/?billNumber=HB2270&sessionId=128
HB2271,128,2023_2024_Second_Regular,80110,religious educational institution; special plates,,PARKER B,,FUND; RELIGIOUS EDUCATIONAL INSTITUTION; SPECIAL PLATES; TRANSPORTATION - TITLE 28,HB2271 - religious educational institution; special plates,https://apps.azleg.gov/api/Bill/?billNumber=HB2271&sessionId=128
HB2272,128,2023_2024_Second_Regular,80111,PSPRS board; continuation.,,LIVINGSTON,,CONTINUATION; PSPRS (SEE ALSO: PUBLIC SAFETY PERSONNEL RETIREMENT SYSTEM); PUBLIC SAFETY PERSONNEL RETIREMENT SYSTEM (PSPRS); PUBLIC SAFETY PERSONNEL RETIREMENT SYSTEM BOARD OF TRUSTEES; PURPOSE; REPEAL; RETROACTIVITY; STATE GOVERNMENT - TITLE 41,HB2272 - PSPRS board; continuation.,https://apps.azleg.gov/api/Bill/?billNumber=HB2272&sessionId=128
HB2273,128,2023_2024_Second_Regular,80112,luxury tax; exemption; technical correction,,LIVINGSTON,,CORRECTIONS; DELAYED REPEAL; DOC (SEE ALSO: STATE DEPARTMENT OF CORRECTIONS); EXEMPTION; LUXURY PRIVILEGE TAX; LUXURY TAX; MARANA; MARANA PRISON; REPORT; STATE DEPARTMENT OF CORRECTIONS (DOC); STUDY; TAXATION - TITLE 42; TECHNICAL CORRECTION; TRANSITIONAL FACILITY,HB2273 - (NOW: corrections; Marana; transitional facility; study),https://apps.azleg.gov/api/Bill/?billNumber=HB2273&sessionId=128
HB2274,128,2023_2024_Second_Regular,80114,firefighters; peace officers; PTSD; coverage,,MARSHALL,BIASIUCCI; HENDRIX; PINGERELLI,ADMINISTRATIVE POWERS AND DUTIES (S); BOARD OF DIRECTORS (S); CONDITIONAL ENACTMENT; CONSTRUCTING (S); COVERAGE; FIREFIGHTERS; FORMATION; FORMATION OF DISTRICT (S); LABOR - TITLE 23; LIMITATION ON RETAIL SALES (S); MAINTAINING WARD'S RELATIONSHIPS (S); NOTICE; PEACE OFFICERS; POST-TRAUMATIC STRESS DISORDER; PTSD; SPECIAL TAXING DISTRICTS - TITLE 48; STRIKE EVERYTHING AMENDMENT (S); THEME PARK DISTRICTS; THEME PARKS (S); WORKERS' COMPENSATION,HB2274 - (NOW: theme park districts; formation),https://apps.azleg.gov/api/Bill/?billNumber=HB2274&sessionId=128
HB2275,128,2023_2024_Second_Regular,80115,settlement agreements; report; approval,,MARSHALL,COOK; DUNN; GRESS; HENDRIX; PEÑA,APPROVAL; CITIES AND TOWNS - TITLE 9; COMPROMISE AND SETTLEMENT MONIES (S); COUNTIES - TITLE 11; DECLARATION OF STATEWIDE CONCERN; DEFINITIONS (S); EXCEPTIONS (S); LEGAL COUNSEL (S); POWERS AND DUTIES OF ATTORNEY GENERAL (S); REPORT; RESTRICTIONS ON STATE AGENCIES (S); REVIEW; SETTLEMENT AGREEMENTS; STATE GOVERNMENT - TITLE 41,HB2275 - settlement agreements; report; approval,https://apps.azleg.gov/api/Bill/?billNumber=HB2275&sessionId=128
HB2276,128,2023_2024_Second_Regular,80116,state militia; governor; active duty,,BIASIUCCI,BLISS; CARBONE; COOK; DIAZ; GILLETTE; GRIFFIN; HEAP; JONES; LIVINGSTON; MARSHALL; NGUYEN; PARKER B; PAYNE; PEÑA; SMITH; WILLOUGHBY; WILMETH,ACTIVE DUTY; EXEMPTION; GOVERNOR; MILITARY AFFAIRS AND EMERGENCY MANAGEMENT - TITLE 26; STATE MILITIA,HB2276 - state militia; governor; active duty,https://apps.azleg.gov/api/Bill/?billNumber=HB2276&sessionId=128
HB2277,128,2023_2024_Second_Regular,80117,heated tobacco products; definition,,BIASIUCCI,,DEFINITION; HEATED TOBACCO PRODUCTS; LUXURY PRIVILEGE TAX; TAXATION - TITLE 42,HB2277 - heated tobacco products; definition,https://apps.azleg.gov/api/Bill/?billNumber=HB2277&sessionId=128
HB2278,128,2023_2024_Second_Regular,80118,gang and immigration intelligence; appropriation,,BIASIUCCI,GILLETTE; PEÑA; WILLOUGHBY; WILMETH,APPROPRIATION; EXEMPTION; GANG AND IMMIGRATION INTELLIGENCE; GANG AND IMMIGRATION INTELLIGENCE TEAM ENFORCEMENT MISSION (GIITEM); SOUTHERN ARIZONA COUNTERTERRORISM INFORMATION CENTER; STATE GOVERNMENT - TITLE 41,HB2278 - gang and immigration intelligence; appropriation,https://apps.azleg.gov/api/Bill/?billNumber=HB2278&sessionId=128
HB2279,128,2023_2024_Second_Regular,80119,behavioral health professionals; addiction counseling.,,GRESS,HENDRIX; HERNANDEZ M; LONGDON; MARTINEZ; PEÑA; SHAH,ADDICTION COUNSELING; BEHAVIORAL HEALTH PROFESSIONALS; BOARD OF BEHAVIORAL HEALTH EXAMINERS; CHILDREN - TITLE 8; EXEMPTION FROM RULEMAKING; LICENSE DESIGNATION; LICENSURE RENEWAL; PROFESSIONS AND OCCUPATIONS - TITLE 32; PUBLIC HEALTH AND SAFETY - TITLE 36; TRANSPORTATION - TITLE 28,HB2279 - behavioral health professionals; addiction counseling.,https://apps.azleg.gov/api/Bill/?billNumber=HB2279&sessionId=128
HB2280,128,2023_2024_Second_Regular,80120,licensed professional counselors; compact.,,TERECH,MARSH,COMPACT; LICENSED PROFESSIONAL COUNSELORS; LICENSURE COMPACT; PROFESSIONS AND OCCUPATIONS - TITLE 32,HB2280 - licensed professional counselors; compact.,https://apps.azleg.gov/api/Bill/?billNumber=HB2280&sessionId=128
HB2281,128,2023_2024_Second_Regular,80121,solar royalties fund; county residents,,BIASIUCCI,DUNN; GILLETTE; BORRELLI,COUNTIES - TITLE 11; COUNTY BOARD OF SUPERVISORS; COUNTY RESIDENTS; COUNTY SOLAR ROYALTIES FUND; SOLAR ROYALTIES FUND,HB2281 - solar royalties fund; county residents,https://apps.azleg.gov/api/Bill/?billNumber=HB2281&sessionId=128
HB2282,128,2023_2024_Second_Regular,80122,unemployment; requirements; disqualifications; shared work,,BIASIUCCI,,DISQUALIFICATIONS; ELIGIBILITY FOR BENEFITS; EMPLOYMENT SECURITY; LABOR - TITLE 23; REQUIREMENTS; SHARED WORK; UNEMPLOYMENT,HB2282 - unemployment; requirements; disqualifications; shared work,https://apps.azleg.gov/api/Bill/?billNumber=HB2282&sessionId=128
HB2283,128,2023_2024_Second_Regular,80123,technical correction; police; fire departments,,BIASIUCCI,,CITIES AND TOWNS - TITLE 9; FIRE DEPARTMENTS; POLICE; TECHNICAL CORRECTION,HB2283 - technical correction; police; fire departments,https://apps.azleg.gov/api/Bill/?billNumber=HB2283&sessionId=128
HB2284,128,2023_2024_Second_Regular,80124,technical correction; game and fish,,BIASIUCCI,,GAME AND FISH - TITLE 17; INMATE LABOR; TECHNICAL CORRECTION,HB2284 - technical correction; game and fish,https://apps.azleg.gov/api/Bill/?billNumber=HB2284&sessionId=128
HB2285,128,2023_2024_Second_Regular,80125,technical correction; pharmacists; drug quality,,BIASIUCCI,,ARIZONA STATE BOARD OF PHARMACY; DRUG QUALITY; PHARMACISTS; PROFESSIONS AND OCCUPATIONS - TITLE 32; TECHNICAL CORRECTION,HB2285 - technical correction; pharmacists; drug quality,https://apps.azleg.gov/api/Bill/?billNumber=HB2285&sessionId=128
HB2286,128,2023_2024_Second_Regular,80126,technical correction; DES; definitions,,BIASIUCCI,,DEFINITION; DEPARTMENT OF ECONOMIC SECURITY (DES); DES (SEE ALSO: DEPARTMENT OF ECONOMIC SECURITY); STATE GOVERNMENT - TITLE 41; TECHNICAL CORRECTION,HB2286 - technical correction; DES; definitions,https://apps.azleg.gov/api/Bill/?billNumber=HB2286&sessionId=128
HB2287,128,2023_2024_Second_Regular,80127,technical correction; state land; sale,,BIASIUCCI,,PUBLIC LANDS - TITLE 37; SALE; SALE OF STATE LANDS; STATE LAND; TECHNICAL CORRECTION,HB2287 - technical correction; state land; sale,https://apps.azleg.gov/api/Bill/?billNumber=HB2287&sessionId=128
HB2288,128,2023_2024_Second_Regular,80128,technical correction; presentation of claim,,BIASIUCCI,,CLAIMS; COUNTIES - TITLE 11; PRESENTATION OF CLAIM; TECHNICAL CORRECTION; WARRANTS,HB2288 - technical correction; presentation of claim,https://apps.azleg.gov/api/Bill/?billNumber=HB2288&sessionId=128
HB2289,128,2023_2024_Second_Regular,80129,technical correction; legal opinions; schools,,BIASIUCCI,,EDUCATION - TITLE 15; LEGAL OPINIONS; SCHOOLS; SUPERINTENDENT OF PUBLIC INSTRUCTION; TECHNICAL CORRECTION,HB2289 - technical correction; legal opinions; schools,https://apps.azleg.gov/api/Bill/?billNumber=HB2289&sessionId=128
HB2290,128,2023_2024_Second_Regular,80130,certificates of operation; interfacility transfers,,KOLODIN,JONES; MARTINEZ; MCGARR; PARKER B; PEÑA; SMITH; WILMETH; BURCH,CERTIFICATES OF OPERATION; ELIGIBLE ENTITIES; EMERGENCY MEDICAL SERVICES; EXEMPTION; FEES; INITIAL CERTIFICATION OF OPERATION; INTERFACILITY TRANSFERS; PUBLIC HEALTH AND SAFETY - TITLE 36; RENEWAL; TERM,HB2290 - certificates of operation; interfacility transfers,https://apps.azleg.gov/api/Bill/?billNumber=HB2290&sessionId=128
HB2291,128,2023_2024_Second_Regular,80131,repeal; right to work; liability,,DE LOS SANTOS,CONTRERAS P,CONDITIONAL ENACTMENT; HEADING CHANGE; LABOR - TITLE 23; LIABILITY; REPEAL; RIGHT TO WORK,HB2291 - repeal; right to work; liability,https://apps.azleg.gov/api/Bill/?billNumber=HB2291&sessionId=128
HB2292,128,2023_2024_Second_Regular,80132,minimum wage increase,,DE LOS SANTOS,,LABOR - TITLE 23; MINIMUM WAGE; MINIMUM WAGE INCREASE; REQUIREMENTS FOR ENACTMENT (RFE); RFE (SEE ALSO: REQUIREMENTS FOR ENACTMENT); THREE-FOURTHS VOTE,HB2292 - minimum wage increase,https://apps.azleg.gov/api/Bill/?billNumber=HB2292&sessionId=128
HB2293,128,2023_2024_Second_Regular,80133,secretary of state; attorneys; appropriation,,DE LOS SANTOS,,APPROPRIATION; ATTORNEYS; EXEMPTION; SECRETARY OF STATE,HB2293 - secretary of state; attorneys; appropriation,https://apps.azleg.gov/api/Bill/?billNumber=HB2293&sessionId=128
HB2294,128,2023_2024_Second_Regular,80134,private prisons; contracts; prohibition,,DE LOS SANTOS,,ADMINISTRATION OF CORRECTIONAL HEALTH CARE SERVICES; CONTRACTS; DOC (SEE ALSO: STATE DEPARTMENT OF CORRECTIONS); PRIVATE PRISONS; PROHIBITION; REPEAL; STATE DEPARTMENT OF CORRECTIONS (DOC); STATE GOVERNMENT - TITLE 41,HB2294 - private prisons; contracts; prohibition,https://apps.azleg.gov/api/Bill/?billNumber=HB2294&sessionId=128
HB2295,128,2023_2024_Second_Regular,80135,environmental permitting; burdened communities; requirements.,,DE LOS SANTOS,,ADEQ (SEE ALSO: DEPARTMENT OF ENVIRONMENTAL QUALITY); AGENCY PERMITTING; BURDENED COMMUNITIES; DEPARTMENT OF ENVIRONMENTAL QUALITY (ADEQ); ENVIRONMENTAL PERMITTING; HEARINGS; REQUIREMENTS; THE ENVIRONMENT - TITLE 49,HB2295 - environmental permitting; burdened communities; requirements.,https://apps.azleg.gov/api/Bill/?billNumber=HB2295&sessionId=128
HB2296,128,2023_2024_Second_Regular,80136,corporate tax; business income; allocation,,DE LOS SANTOS,,ALLOCATION; BUSINESS INCOME; CORPORATE INCOME TAX; CORPORATE TAX; TAXATION OF INCOME - TITLE 43,HB2296 - corporate tax; business income; allocation,https://apps.azleg.gov/api/Bill/?billNumber=HB2296&sessionId=128
HB2297,128,2023_2024_Second_Regular,80140,adaptive reuse; commercial buildings; zoning,,BIASIUCCI,BLISS; CARBONE; GILLETTE; NGUYEN; ORTIZ; PEÑA; QUIÑONEZ; TRAVERS,ADAPTIVE REUSE; APPLICABILITY; CITIES AND TOWNS - TITLE 9; COMMERCIAL BUILDINGS; DEFINITIONS (S); MULTIFAMILY DEVELOPMENT; MUNICIPAL REVIEW (S); MUNICIPAL ZONING; OBJECTIVE STANDARDS (S); PLANNING AND ZONING; PROHIBITION (S); REZONING (S); STRIKE EVERYTHING AMENDMENT (S); ZONING,HB2297 - (NOW: commercial buildings; adaptive reuse),https://apps.azleg.gov/api/Bill/?billNumber=HB2297&sessionId=128
HB2298,128,2023_2024_Second_Regular,80141,community college equality special plates,,AUSTIN,AGUILAR; CONTRERAS P; CREWS; DE LOS SANTOS; GUTIERREZ; ORTIZ; STAHL HAMILTON; VILLEGAS,COMMUNITY COLLEGE EQUALITY SPECIAL PLATES; SPECIAL PLATES; TRANSPORTATION - TITLE 28,HB2298 - community college equality special plates,https://apps.azleg.gov/api/Bill/?billNumber=HB2298&sessionId=128
HB2299,128,2023_2024_Second_Regular,80142,accessory dwelling unit; requirements,,AUSTIN,AGUILAR; ORTIZ; VILLEGAS,ACCESSORY DWELLING UNITS; CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; PERMITTING; PLANNING AND ZONING; REQUIREMENTS,HB2299 - accessory dwelling unit; requirements,https://apps.azleg.gov/api/Bill/?billNumber=HB2299&sessionId=128
HB2300,128,2023_2024_Second_Regular,80143,duty to retreat; repeal.,,AUSTIN,CONTRERAS P; CREWS; GUTIERREZ; ORTIZ; SANDOVAL; VILLEGAS,CRIMINAL CODE - TITLE 13; DUTY TO RETREAT; JUSTIFICATION; REPEAL,HB2300 - duty to retreat; repeal.,https://apps.azleg.gov/api/Bill/?billNumber=HB2300&sessionId=128
HB2301,128,2023_2024_Second_Regular,80144,landlords; tenant's marijuana use,,AUSTIN,AGUILAR; CREWS; GUTIERREZ; ORTIZ; VILLEGAS,LANDLORDS; PROPERTY - TITLE 33; RENTAL AGREEMENT; RESIDENTIAL LANDLORDS; TENANT'S MARIJUANA USE; TENANTS; TERMINATION PROHIBITED,HB2301 - landlords; tenant's marijuana use,https://apps.azleg.gov/api/Bill/?billNumber=HB2301&sessionId=128
HB2302,128,2023_2024_Second_Regular,80145,workers' rights; public health emergency,,AUSTIN,AGUILAR; CONTRERAS P; GUTIERREZ; ORTIZ; SANDOVAL; VILLEGAS,APPLICABILITY; APPROPRIATING MONIES; EMPLOYMENT PRACTICES; EMPLOYMENT SUPPORT FUND; LABOR - TITLE 23; NOTICE OF RIGHTS; POSTING; PUBLIC HEALTH EMERGENCY; RULES; SUPERIOR COURT; WHISTLEBLOWER ENFORCEMENT; WORKERS' RIGHTS; WORKING CONDITIONS,HB2302 - workers' rights; public health emergency,https://apps.azleg.gov/api/Bill/?billNumber=HB2302&sessionId=128
HB2303,128,2023_2024_Second_Regular,80146,middle housing; residential zoning,,AUSTIN,AGUILAR; ORTIZ; VILLEGAS,CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; MIDDLE HOUSING; PLANNING AND ZONING; RESIDENTIAL ZONING,HB2303 - middle housing; residential zoning,https://apps.azleg.gov/api/Bill/?billNumber=HB2303&sessionId=128
HB2304,128,2023_2024_Second_Regular,80147,Buffalo Soldiers Arizona territory monument,,TRAVERS,GILLETTE; GRANTHAM; MARSHALL; PAYNE; SEAMAN; BORRELLI; GOWAN; ROGERS,BUFFALO SOLDIERS ARIZONA TERRITORY MONUMENT,HB2304 - Buffalo Soldiers Arizona territory monument,https://apps.azleg.gov/api/Bill/?billNumber=HB2304&sessionId=128
HB2305,128,2023_2024_Second_Regular,80148,parent training requirements; elementary students,,WILLOUGHBY,GRESS; MARTINEZ,CRIMES AGAINST CHILDREN; EDUCATION - TITLE 15; ELEMENTARY STUDENTS; PARENT TRAINING REQUIREMENTS,HB2305 - parent training requirements; elementary students,https://apps.azleg.gov/api/Bill/?billNumber=HB2305&sessionId=128
HB2306,128,2023_2024_Second_Regular,80149,dental board; business entities; enforcement,,WILLOUGHBY,DIAZ; GRESS,BUSINESS ENTITIES; CEASE AND DESIST ORDERS; CIVIL PENALTY; DENTAL BOARD; ENFORCEMENT; INJUNCTIVE RELIEF; PROFESSIONS AND OCCUPATIONS - TITLE 32; REPEAL; STATE BOARD OF DENTAL EXAMINERS; UNAUTHORIZED PRACTICE,HB2306 - (NOW: dental board; unauthorized practice),https://apps.azleg.gov/api/Bill/?billNumber=HB2306&sessionId=128
HB2307,128,2023_2024_Second_Regular,80152,artificial intelligence; sexual abuse materials,,WILLOUGHBY,BIASIUCCI; DIAZ; GRESS,ARTIFICIAL INTELLIGENCE; CIVIL PENALTY; ENFORCEMENT; INFORMATION TECHNOLOGY - TITLE 18; PROHIBITED USES; SEXUAL ABUSE MATERIALS,HB2307 - artificial intelligence; sexual abuse materials,https://apps.azleg.gov/api/Bill/?billNumber=HB2307&sessionId=128
