bill_id,term,session,title,session_orig,commem
HB2397,2023_2024,2023-RS,Revenue and taxation; ad valorem tax; inspections; technology; effective date.,2024-RS,0
HB2398,2023_2024,2023-RS,Workers' compensation; first responders; injuries related to mental health; disability benefits; effective date.,2024-RS,0
HB2399,2023_2024,2023-RS,Open meetings; Oklahoma Open Meeting Policy Act of 2023; effective date.,2024-RS,0
HB2400,2023_2024,2023-RS,Definitions and general provisions; Definitions and General Provisions Act of 2023; effective date.,2024-RS,0
HB2401,2023_2024,2023-RS,Definitions and general provisions; Definitions and General Provisions Act of 2023; effective date.,2024-RS,0
HB2402,2023_2024,2023-RS,Uniform Consumer Credit Code; Oklahoma Uniform Consumer Credit Code Technical Amendments Act of 2023; effective date.,2024-RS,0
HB2403,2023_2024,2023-RS,Civil procedure; Oklahoma Discovery Code Technical Amendments Act of 2023; effective date.,2024-RS,0
HB2404,2023_2024,2023-RS,Health care; creating the Health Care Authority Governance Act; effective date.,2024-RS,0
HB2405,2023_2024,2023-RS,Mental health; creating the Department of Mental Health Governance Act; effective date.,2024-RS,0
HB2406,2023_2024,2023-RS,Corrections; creating the Department of Corrections Governance Act; effective date.,2024-RS,0
HB2407,2023_2024,2023-RS,Children; creating the Office of Juvenile Affairs Governance Act; effective date.,2024-RS,0
HB2408,2023_2024,2023-RS,Transportation; creating the Department of Transportation Governance Act; effective date.,2024-RS,0
HB2409,2023_2024,2023-RS,Governmental tort claims; Oklahoma Governmental Tort Claims Act of 2023; effective date.,2024-RS,0
HB2410,2023_2024,2023-RS,Public health and safety; Public Health and Safety Reform Act of 2023; effective date.,2024-RS,0
HB2411,2023_2024,2023-RS,Legal interpreter for the deaf and hard of hearing; clarifying definitions; qualifications; narrowing when an interpreter is appointed by a court; effective date.,2024-RS,0
HB2412,2023_2024,2023-RS,Schools; support employee pay; providing for increase in compensation of certain school support employees; effective date; emergency.,2024-RS,0
HB2413,2023_2024,2023-RS,Schools; educational management organizations; requiring new contracts only be executed with certain educational management organizations; effective date.,2024-RS,0
HB2414,2023_2024,2023-RS,Schools; charter schools; modifying provisions of the Oklahoma Charter Schools Act to provide transparency and accountability; effective date; emergency.,2024-RS,0
HB2415,2023_2024,2023-RS,Schools; school year length; allowing school districts to adopt a school-hours policy with specified minimum number of days beginning with certain school year; effective date; emergency.,2024-RS,0
HB2416,2023_2024,2023-RS,Memorial roads and bridges; designating various memorial roads and bridges; effective date.,2024-RS,1,"designation of roads/bridges
HB2417,2023_2024,2023-RS,"Roads, bridges and ferries; creating the Transportation Reform Act; effective date.",2024-RS,0
HB2418,2023_2024,2023-RS,Motor vehicles; modifying requirements for issuance of an intermediate Class D license; effective date.,2024-RS,0
HB2419,2023_2024,2023-RS,Prescription drugs; Oklahoma State Board of Pharmacy adopt rules for limited English proficiency; Board to contract with a third party; effective date.,2024-RS,0
HB2420,2023_2024,2023-RS,"Schools; directing State Department of Education to develop best practices and recommendations for instruction in digital citizenship, internet safety, and media literacy; effective date.",2024-RS,0
HB2421,2023_2024,2023-RS,Elections; in-person absentee voting; modifying hours during which in-person absentee voting allowed; effective date.,2024-RS,0
HB2422,2023_2024,2023-RS,Public health and safety; creating the Recognition of EMS Personnel Licensure Interstate Compact; permits; multistate compact license; effective date.,2024-RS,0
HB2423,2023_2024,2023-RS,Marriage; solemnization; formal ceremonies; effective date.,2024-RS,0
HB2424,2023_2024,2023-RS,Opioid antagonists; prescription of opioid antagonists to family members; replacing naloxone with opioid antagonist; sale of naloxone; removing naloxone and replacing it with opioid antagonist; effective date.,2024-RS,0
HB2425,2023_2024,2023-RS,Professions and occupations; Oklahoma Uniform Building Code Commission; requiring amendments to code be sent to Commission; effective date.,2024-RS,0
HB2426,2023_2024,2023-RS,9-1-1 emergency services; Oklahoma 9-1-1 Management Authority Act; emergency telephone service; fees; repealers; emergency.,2024-RS,0
HB2427,2023_2024,2023-RS,Medical marijuana; modifying scope of certain definition; effective date.,2024-RS,0
HB2428,2023_2024,2023-RS,Medical marijuana; creating temporary and annual licensing program for certain medical marijuana businesses; effective date.,2024-RS,0
HB2429,2023_2024,2023-RS,Professions and occupations; Fire Extinguisher Licensing Act; lowering age qualification; removing requirements for license application; modifying application for licensing; effective date.,2024-RS,0
HB2430,2023_2024,2023-RS,State government; defining terms; authorizing certain assignment of claims to the Attorney General; scope of authority; emergency.,2024-RS,0
HB2431,2023_2024,2023-RS,Prisons and reformatories; authorizing the submission of applications for commutations every two years; effective date.,2024-RS,0
HB2432,2023_2024,2023-RS,"Firearms; prohibiting certain persons from using, purchasing, or possessing firearms; effective date.",2024-RS,0
HB2433,2023_2024,2023-RS,Drug courts; deleting certain eligibility restriction and recommendation requirements; effective date.,2024-RS,0
HB2434,2023_2024,2023-RS,District attorneys; directing district attorneys to provide written report of certain investigations to the Governor; codification; effective date.,2024-RS,0
HB2435,2023_2024,2023-RS,Crimes and punishments; making certain acts unlawful; codification; effective date.,2024-RS,0
HB2436,2023_2024,2023-RS,Criminal procedure; requiring the use of audio or audiovisual recording equipment by peace officers while on duty; codification; effective date.,2024-RS,0
HB2437,2023_2024,2023-RS,Crimes and punishments; providing sentencing option for certain defendants; effective date.,2024-RS,0
HB2438,2023_2024,2023-RS,State government; Oklahoma Pregnant Pigs Pilot Program Act of 2023; revolving fund; grants; effective date.,2024-RS,0
HB2439,2023_2024,2023-RS,Crimes and punishments; creating the Oklahoma Crimes and Punishments Act of 2023; effective date.,2024-RS,0
HB2440,2023_2024,2023-RS,Crimes and punishments; creating the Oklahoma Crimes and Punishments Act of 2023; effective date.,2024-RS,0
HB2441,2023_2024,2023-RS,Motor vehicles; creating the Motor Vehicle Modernization Act; effective date.,2024-RS,0
HB2442,2023_2024,2023-RS,Sex offenders; creating the Sex Offenders Registration Act of 2023; effective date.,2024-RS,0
HB2443,2023_2024,2023-RS,Motor vehicles; creating the Motor Vehicle Modernization Act; effective date.,2024-RS,0
HB2444,2023_2024,2023-RS,Public safety; creating the Public Safety Modernization Act; effective date.,2024-RS,0
HB2445,2023_2024,2023-RS,Animals; Oklahoma Pet Adoption Act of 2023; effective date.,2024-RS,0
HB2446,2023_2024,2023-RS,Alcoholic beverages; Oklahoma Alcohol Act of 2023; effective date.,2024-RS,0
HB2447,2023_2024,2023-RS,Revenue and taxation; Grocery Taxation Policy Act of 2023; effective date.,2024-RS,0
HB2448,2023_2024,2023-RS,Workers' compensation; Oklahoma Workers' Compensation Amendments Act of 2023; effective date.,2024-RS,0
HB2449,2023_2024,2023-RS,School technology; Oklahoma School Technology Act of 2023; effective date.,2024-RS,0
HB2450,2023_2024,2023-RS,Counties and county officers; Oklahoma Counties and County Officers Act of 2023; effective date.,2024-RS,0
HB2451,2023_2024,2023-RS,Revenue and taxation; income tax credit; qualified employer child care expense; definitions; carryover; fiscal year cap; child care workers; income tax credit; refundability; sunset; effective date.,2024-RS,0
HB2452,2023_2024,2023-RS,Children; home child care facilities; local governments; effective date.,2024-RS,0
HB2453,2023_2024,2023-RS,Housing; Oklahoma Housing Policy Act of 2023; effective date.,2024-RS,0
HB2454,2023_2024,2023-RS,Landlord and tenant; Oklahoma Landlord and Tenant Act of 2023; effective date.,2024-RS,0
HB2455,2023_2024,2023-RS,Schools; creating the School Accreditation Modernization Act of 2023; effective date.,2024-RS,0
HB2456,2023_2024,2023-RS,Labor; Employment Security Act of 1980; rate reduction; increasing penalties; removing expenditure limit; effective date.,2024-RS,0
HB2457,2023_2024,2023-RS,Workforce development; Oklahoma NextGen Employee Development Program; findings; definitions; Department of Commerce; Oklahoma Tax Commission; workforce training; payments; wages; NextGen Employee Development Program Revolving Fund; effective date; emergency.,2024-RS,0
HB2458,2023_2024,2023-RS,Prisons and reformatories; creating the Oklahoma Prisons and Reformatories Act of 2023; effective date.,2024-RS,0
HB2459,2023_2024,2023-RS,Revenue and taxation; Filmed in Oklahoma Act of 2021; modifying incentive related to certain post production activity; logo; effective date; emergency.,2024-RS,0
HB2460,2023_2024,2023-RS,Public finance; Oklahoma Public Finance Law Act of 2023; effective date.,2024-RS,0
HB2461,2023_2024,2023-RS,State property; creating the Oklahoma Capitol Critical Infrastructure Act; modifying reference to Oklahoma Administrative Code; emergency.,2024-RS,0
HB2462,2023_2024,2023-RS,Children; parental rights; procedure; effective date.,2024-RS,0
HB2463,2023_2024,2023-RS,State government; creating the Oklahoma Center for the Advancement of Science and Technology Program Modernization Act; modifying powers and duties; effective date.,2024-RS,0
HB2464,2023_2024,2023-RS,Motor vehicles; creating the Independent Driver Classification Act; requiring Transportation Network Company drivers be independent contractors if certain conditions are met; detailing certain conditions; effective date.,2024-RS,0
HB2465,2023_2024,2023-RS,Criminal procedure; requiring bond hearing within certain time following arrest; effective date.,2024-RS,0
HB2466,2023_2024,2023-RS,Labor; creating the Business and Labor Act of 2023; effective date.,2024-RS,0
HB2467,2023_2024,2023-RS,Economic development; Oklahoma Workforce Film Act; effective date.,2024-RS,0
HB2468,2023_2024,2023-RS,Revenue and taxation; Oklahoma Revenue and Taxation Policy Analysis Act of 2023; effective date.,2024-RS,0
HB2469,2023_2024,2023-RS,Prisons and reformatories; creating the Oklahoma Prisons and Reformatories Act of 2023; effective date.,2024-RS,0
HB2470,2023_2024,2023-RS,Prisons and reformatories; creating the Oklahoma Prisons and Reformatories Act of 2023; effective date.,2024-RS,0
HB2471,2023_2024,2023-RS,Prisons and reformatories; creating the Oklahoma Prisons and Reformatories Act of 2023; effective date.,2024-RS,0
HB2472,2023_2024,2023-RS,Public finance; performance based efficiency contracts; public entity; initial payments; requiring certain savings amount; emergency.,2024-RS,0
HB2473,2023_2024,2023-RS,Public finance; Oklahoma Public Finance Policy Review Act of 2023; effective date.,2024-RS,0
HB2474,2023_2024,2023-RS,Professions and occupations; creating the Professions and Occupations Modernization Act of 2023; effective date.,2024-RS,0
HB2475,2023_2024,2023-RS,Children and juvenile code; clarifying scope of certain defined term; effective date.,2024-RS,0
HB2476,2023_2024,2023-RS,Poor persons; creating the Poor Persons Act of 2023; effective date.,2024-RS,0
HB2477,2023_2024,2023-RS,Prisons and reformatories; Department of Corrections; Pardon and Parole Board; termination dates; effective date.,2024-RS,0
HB2478,2023_2024,2023-RS,"Custody; creating Alanda's Law; temporary order for support, custody and visitation; domestic abuse; effective date.",2024-RS,0
HB2479,2023_2024,2023-RS,Children; Children and Juvenile Code Reform Act of 2023; effective date.,2024-RS,0
HB2480,2023_2024,2023-RS,Motor vehicles; creating the Motor Vehicle Modernization Act; effective date.,2024-RS,0
HB2481,2023_2024,2023-RS,Labor; creating the Civil Liability for Employers Hiring Ex-Offenders Act; prohibiting causes of actions against certain entities; effective date.,2024-RS,0
HB2482,2023_2024,2023-RS,Labor; creating the Business and Labor Act of 2023; effective date.,2024-RS,0
HB2483,2023_2024,2023-RS,Labor; creating the Business and Labor Act of 2023; effective date.,2024-RS,0
HB2484,2023_2024,2023-RS,Oklahoma Uniform Building Code Commission; use of refrigerant; requiring installation of certain equipment to maintain certain standards and conditions; effective date.,2024-RS,0
HB2485,2023_2024,2023-RS,Professions and occupations; creating the Professions and Occupations Modernization Act of 2023; effective date.,2024-RS,0
HB2486,2023_2024,2023-RS,Professions and occupations; creating the Professions and Occupations Modernization Act of 2023; effective date.,2024-RS,0
HB2487,2023_2024,2023-RS,"Roads, bridges and ferries; creating the Transportation Modernization Act; effective date.",2024-RS,0
HB2488,2023_2024,2023-RS,Securities; Oklahoma Securities Law and Policy Act of 2023; effective date.,2024-RS,0
HB2489,2023_2024,2023-RS,Partnerships; Oklahoma Partnership Law and Policy Act of 2023; effective date.,2024-RS,0
HB2490,2023_2024,2023-RS,Criminal procedure; district attorneys; extension of supervision; dismissal of charges; effective date.,2024-RS,0
HB2491,2023_2024,2023-RS,Criminal procedure; creating the Oklahoma Criminal Procedure Act of 2023; effective date.,2024-RS,0
HB2492,2023_2024,2023-RS,Criminal procedure; creating the Oklahoma Criminal Procedure Act of 2023; effective date.,2024-RS,0
HB2493,2023_2024,2023-RS,Crimes and punishments; creating the Oklahoma Crimes and Punishments Act of 2023; effective date.,2024-RS,0
HB2494,2023_2024,2023-RS,Criminal law; creating the Oklahoma Criminal Law Act of 2023; effective date.,2024-RS,0
HB2495,2023_2024,2023-RS,State government; creating the State Government Reform Act of 2023; effective date.,2024-RS,0
HB2496,2023_2024,2023-RS,State government; creating the State Government Reform Act of 2023; effective date.,2024-RS,0
HB2497,2023_2024,2023-RS,Children; Children's Law Reform Act of 2023; effective date.,2024-RS,0
HB2498,2023_2024,2023-RS,Children; Children and Juvenile Code Reform Act of 2023; effective date.,2024-RS,0
HB2499,2023_2024,2023-RS,Revenue and taxation; Oklahoma Revenue and Taxation Policy Analysis Act of 2023; effective date.,2024-RS,0
HB2500,2023_2024,2023-RS,Revenue and taxation; Oklahoma Revenue and Taxation Policy Analysis Act of 2023; effective date.,2024-RS,0
HB2501,2023_2024,2023-RS,Revenue and taxation; Oklahoma Revenue and Taxation Act of 2023; effective date.,2024-RS,0
HB2502,2023_2024,2023-RS,Revenue and taxation; Oklahoma Revenue and Taxation Policy Analysis Act of 2023; effective date.,2024-RS,0
HB2503,2023_2024,2023-RS,Aircraft and airports; creating the Aircraft and Airports Modernization Act; effective date.,2024-RS,0
HB2504,2023_2024,2023-RS,Elections; prohibiting implementation of federal election guidance without legislative approval; effective date; emergency.,2024-RS,0
HB2505,2023_2024,2023-RS,Aircraft and airports; creating the Aircraft and Airports Efficiency Act; effective date.,2024-RS,0
HB2506,2023_2024,2023-RS,Officers; Oklahoma Public Officer Act of 2023; effective date.,2024-RS,0
HB2507,2023_2024,2023-RS,Public officers; Oklahoma Public Officer Act of 2023; effective date.,2024-RS,0
HB2508,2023_2024,2023-RS,Revenue and taxation; income tax; apportionment; County Community Safety Investment Fund; Rural Economic Action Plan; Rural Economic Action Plan Supplemental Revenue Revolving Fund; effective date; emergency.,2024-RS,0
HB2509,2023_2024,2023-RS,Children; Children's Law Policy Act of 2023; effective date.,2024-RS,0
HB2510,2023_2024,2023-RS,Pediatric palliative care; pediatric palliative care program; standards; effective date.,2024-RS,0
HB2511,2023_2024,2023-RS,Public health; Maternal Mortality Review Act; maternal health; requirements for reporting autopsies; codification; effective date.,2024-RS,0
HB2512,2023_2024,2023-RS,Public health and safety; chronic kidney disease; exceptions; rules; codification; effective date.,2024-RS,0
HB2513,2023_2024,2023-RS,Schools; Handle with Care Program; traumatic events; notification; protocol and training; effective date.,2024-RS,0
HB2514,2023_2024,2023-RS,Professions and occupations; Cosmetology and Barbering Act; curriculum hours; apprenticeships; compensation; effective date.,2024-RS,0
HB2515,2023_2024,2023-RS,Definitions and general provisions; discrimination; modifying discriminatory practices for employers; effective date.,2024-RS,0
HB2516,2023_2024,2023-RS,Schools; permitting Adulting 101 to be taught as an elective course in public schools as funding becomes available; effective date.,2024-RS,0
HB2517,2023_2024,2023-RS,Prisoner reentry; creating the Oklahoma Prisoner Reentry Pilot Program; stating purpose of pilot program; codification; effective date.,2024-RS,0
HB2518,2023_2024,2023-RS,Caretakers; Caretakers Initiative Act of 2023; effective date.,2024-RS,0
HB2519,2023_2024,2023-RS,Alcohol; Oklahoma Alcohol Act of 2023; effective date.,2024-RS,0
HB2520,2023_2024,2023-RS,Insurance; Oklahoma Insurance Act of 2023; effective date.,2024-RS,0
HB2521,2023_2024,2023-RS,Insurance; Oklahoma Insurance Act of 2023; effective date.,2024-RS,0
HB2522,2023_2024,2023-RS,Pesticides; Pesticides Reform Act of 2023; effective date.,2024-RS,0
HB2523,2023_2024,2023-RS,Entertainment; Oklahoma Entertainment Act of 2023; effective date.,2024-RS,0
HB2524,2023_2024,2023-RS,Commerce; Oklahoma Commerce Act of 2023; effective date.,2024-RS,0
HB2525,2023_2024,2023-RS,Agriculture; Oklahoma Agriculture Act of 2023; effective date.,2024-RS,0
HB2526,2023_2024,2023-RS,Agriculture; Oklahoma Agriculture Act of 2023; effective date.,2024-RS,0
HB2527,2023_2024,2023-RS,Criminal justice; creating the Oklahoma Criminal Justice Reform Act of 2023; effective date.,2024-RS,0
HB2528,2023_2024,2023-RS,Retirement; Teachers' Retirement System of Oklahoma; references; deleting terms; application; procedure; options; liability; expenses; effective date; emergency.,2024-RS,0
HB2529,2023_2024,2023-RS,School employees; prohibiting specified existing organizations from continuing to represent employees; modifying prohibition against payroll deductions on behalf of certain employees; effective date; emergency.,2024-RS,0
HB2530,2023_2024,2023-RS,Crimes and punishment; authorizing county option to reduce violations for cockfighting offenses to misdemeanors; effective date.,2024-RS,0
HB2531,2023_2024,2023-RS,Qualified immunity; prohibiting law enforcement officers from being liable for monetary damages under certain circumstances; codification; effective date.,2024-RS,0
HB2532,2023_2024,2023-RS,Firearms; adding definition; effective date.,2024-RS,0
HB2533,2023_2024,2023-RS,Prisons and reformatories; clarifying manner in which appropriations are made to the County Community Safety Investment Fund; effective date.,2024-RS,0
HB2534,2023_2024,2023-RS,Prisons and reformatories; providing uniform expense allowance for certain employees; codification; effective date.,2024-RS,0
HB2535,2023_2024,2023-RS,Materials harmful to minors; modifying penalties; effective date.,2024-RS,0
HB2536,2023_2024,2023-RS,Crimes and punishments; trespass; criminal liability; effective date.,2024-RS,0
HB2537,2023_2024,2023-RS,Criminal procedure; defining term; effective date.,2024-RS,0
HB2538,2023_2024,2023-RS,Public finance; authorized investments; local governments; written investment policies; effective date.,2024-RS,0
HB2539,2023_2024,2023-RS,Appropriations; Legislative Service Bureau; Phoenix Correspondence Commission; effective date; emergency.,2024-RS,0
HB2540,2023_2024,2023-RS,Schools; requiring board of education to spend at least sixty-five percent of its operational expenditures on classroom expenditures; effective date; emergency.,2024-RS,0
HB2541,2023_2024,2023-RS,State government; State Government Transparency in Billing Act; fees; costs; exemptions; effective date.,2024-RS,0
HB2542,2023_2024,2023-RS,Revenue and taxation; income tax credit; qualified clean burning fuels; effective date; emergency.,2024-RS,0
HB2543,2023_2024,2023-RS,Schools; payroll deductions for professional organizations; subjecting certain payroll deductions and political contributions to certain provisions; emergency.,2024-RS,0
HB2544,2023_2024,2023-RS,Banks and banking; Oklahoma Fair Access to Financial Services Act; definitions; practices; disclosures; civil actions; misdemeanor; effective date.,2024-RS,0
HB2545,2023_2024,2023-RS,Public finance; Oklahoma Public Finance Protection Act; terms; standard of care; non-pecuniary factors; authority; shares; Attorney General; codification; effective date.,2024-RS,0
HB2546,2023_2024,2023-RS,Schools; instruction; sexual orientation; gender identity; codification; effective date.,2024-RS,0
HB2547,2023_2024,2023-RS,Public finance; imposing requirements to certain stock shares; proxy voting; prohibiting certain actions; requiring report to the State Treasurer; effective date; emergency.,2024-RS,0
HB2548,2023_2024,2023-RS,Social media; Oklahoma Social Media Transparency Act of 2023; industry requirements; shadow banning; algorithms; effective date.,2024-RS,0
HB2549,2023_2024,2023-RS,Revenue and taxation; Oklahoma Revenue and Taxation Structure Analysis Act of 2023; effective date.,2024-RS,0
HB2550,2023_2024,2023-RS,Insurance; Oklahoma Insurance Act of 2023; effective date.,2024-RS,0
HB2551,2023_2024,2023-RS,Public health and safety; Public Health and Safety Reform Act of 2023; effective date.,2024-RS,0
HB2552,2023_2024,2023-RS,Public finance; Oklahoma Public Finance Policy Act of 2023; effective date.,2024-RS,0
HB2553,2023_2024,2023-RS,Schools; creating the Education Act of 2023; effective date.,2024-RS,0
HB2554,2023_2024,2023-RS,Torts; Oklahoma Torts Act of 2023; effective date.,2024-RS,0
HB2555,2023_2024,2023-RS,Scholarships; creating the Oklahoma Critical Industries Scholarship Program; effective date; emergency.,2024-RS,0
HB2556,2023_2024,2023-RS,Professions and occupations; authorizing Construction Industries Board to administer the Uniform Building Code Commission Act; repealer; effective date.,2024-RS,0
HB2557,2023_2024,2023-RS,"Public libraries; authorizing the Oklahoma Department of Libraries Board to utilize funds for certain relocation, remodeling, and construction projects; effective date; emergency.",2024-RS,0
HB2558,2023_2024,2023-RS,Teachers; providing annual bonus for certain teachers with National Board certification; effective date; emergency.,2024-RS,0
HB2559,2023_2024,2023-RS,Teacher scholarships; Oklahoma Future Teacher Scholarship and Employment Incentive Program; renaming program to Inspired to Teach Program; effective date.,2024-RS,0
HB2560,2023_2024,2023-RS,Higher education; authorizing the Oklahoma State Regents for Higher Education to allocate funds for certain demolition projects; effective date; emergency.,2024-RS,0
HB2561,2023_2024,2023-RS,Consumer protection; Emergency Price Stabilization Act; exceptions; natural gas; emergency.,2024-RS,0
HB2562,2023_2024,2023-RS,Schools; requiring certain members of the State Board of Education to be rural residents; effective date.,2024-RS,0
HB2563,2023_2024,2023-RS,Driving under the influence; providing an exception to certain prohibited act; effective date.,2024-RS,0
HB2564,2023_2024,2023-RS,Underground facilities; requiring operators install underground facility in certain consistent manner; effective date.,2024-RS,0
HB2565,2023_2024,2023-RS,Public utilities; requiring submission of certain plans; submission prior to rate increase; effective date.,2024-RS,0
HB2566,2023_2024,2023-RS,Revenue and taxation; income tax credit; employers; employees; hydrogen manufacturing; effective date.,2024-RS,0
HB2567,2023_2024,2023-RS,Public finance; shares; governmental entities; fiduciaries; proxy voting; reports; effective date; emergency.,2024-RS,0
HB2568,2023_2024,2023-RS,Libraries; creating the Oklahoma Department of Libraries Act of 2023; effective date.,2024-RS,0
HB2569,2023_2024,2023-RS,Schools; requiring a moratorium on certain accreditation rules; report; directing submission to certain legislative officials; emergency.,2024-RS,0
HB2570,2023_2024,2023-RS,Schools; creating the Oklahoma Education Act of 2023; effective date.,2024-RS,0
HB2571,2023_2024,2023-RS,Schools; creating the State Education Act; effective date.,2024-RS,0
HB2572,2023_2024,2023-RS,Schools; creating the Oklahoma Common Education Act; effective date.,2024-RS,0
HB2573,2023_2024,2023-RS,Higher education; creating the Oklahoma Higher Education Act of 2023; effective date.,2024-RS,0
HB2574,2023_2024,2023-RS,Higher education; creating the Higher Education Act; effective date.,2024-RS,0
HB2575,2023_2024,2023-RS,Commerce; Oklahoma Commerce Act of 2023; effective date.,2024-RS,0
HB2576,2023_2024,2023-RS,Energy; Oklahoma Energy Act of 2023; effective date.,2024-RS,0
HB2577,2023_2024,2023-RS,Energy; Oklahoma Energy Act of 2023; effective date.,2024-RS,0
HB2578,2023_2024,2023-RS,Environment and natural resources; Oklahoma Environment and Natural Resources Act of 2023; effective date.,2024-RS,0
HB2579,2023_2024,2023-RS,Environment and natural resources; Oklahoma Environment and Natural Resources Act of 2023; effective date.,2024-RS,0
HB2580,2023_2024,2023-RS,Counties and county officers; travel allowance; rates; adjustments; effective date; emergency.,2024-RS,0
HB2581,2023_2024,2023-RS,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,2024-RS,0
HB2582,2023_2024,2023-RS,Transportation; Oklahoma Vehicle License and Registration Act; collections; county improvements for roads and bridges fund; apportionment; effective date.,2024-RS,0
HB2583,2023_2024,2023-RS,Schools; creating the Oklahoma Schools Act; effective date.,2024-RS,0
HB2584,2023_2024,2023-RS,Counties; priority for veteran operated businesses; limitations; exemptions; effective date.,2024-RS,0
HB2585,2023_2024,2023-RS,Schools; creating the Oklahoma Schools Act of 2023; effective date.,2024-RS,0
HB2586,2023_2024,2023-RS,Public health and safety; making certain acts unlawful; effective date.,2024-RS,0
HB2587,2023_2024,2023-RS,Controlled dangerous substances; providing penalties for second and subsequent convictions; effective date.,2024-RS,0
HB2588,2023_2024,2023-RS,Alternative court programs; directing the Administrative Office of the Courts to create and implement a consolidation plan for alternative court programs; codification; effective date.,2024-RS,0
HB2589,2023_2024,2023-RS,Prisons and reformatories; authorizing immediate transfer of inmates upon request; effective date.,2024-RS,0
HB2590,2023_2024,2023-RS,Firearms; clarifying scope of certain definition; effective date.,2024-RS,0
HB2591,2023_2024,2023-RS,Civil procedure; deleting certain exception; effective date.,2024-RS,0
HB2592,2023_2024,2023-RS,Retirement; Oklahoma Law Enforcement Retirement System; definition; Oklahoma Public Employees Retirement System; definition; members; retirement benefit; death; employee contributions; effective date.,2024-RS,0
HB2593,2023_2024,2023-RS,Animals; creating the Endangered Ark Foundation Preservation Act; effective date.,2024-RS,0
HB2594,2023_2024,2023-RS,Retirement; Retirement Policy Act of 2023; effective date.,2024-RS,0
HB2595,2023_2024,2023-RS,Ethics; creating the Ethics Reform Act of 2023; effective date.,2024-RS,0
HB2596,2023_2024,2023-RS,Tourism and Recreation Department; park ranger jurisdiction; effective date.,2024-RS,0
HB2597,2023_2024,2023-RS,Counties and county officers; travel allowance; county commissioners; sheriff; effective date.,2024-RS,0
HB2598,2023_2024,2023-RS,State parks; Oklahoma State Parks Act of 2023; effective date.,2024-RS,0
HB2599,2023_2024,2023-RS,State government; Oklahoma Department of Wildlife Conservation; game warden compensation increase; effective date; emergency.,2024-RS,0
HB2600,2023_2024,2023-RS,Agriculture Investigative Services Unit; transferring Agriculture Investigative Services Unit to Oklahoma State Bureau of Investigation; repealer; effective date.,2024-RS,0
HB2601,2023_2024,2023-RS,Revenue and taxation; Oklahoma Mobile Home Taxation Policy Act of 2023; effective date.,2024-RS,0
HB2602,2023_2024,2023-RS,Revenue and taxation; sales tax exemptions; flat bed additions; vehicles; agriculture; livestock; effective date; emergency.,2024-RS,0
HB2603,2023_2024,2023-RS,Elections; creating the Elections Reform Act of 2023; effective date.,2024-RS,0
HB2604,2023_2024,2023-RS,Marriage and families; Marriage and Families Policy Act of 2023; effective date.,2024-RS,0
HB2605,2023_2024,2023-RS,Transportation; Vehicle License and Registration Act collections; modifying certain apportionment in future fiscal years; effective date.,2024-RS,0
HB2606,2023_2024,2023-RS,Turnpikes; requiring certain map to be prepared; requiring special election be called within certain time frame; requiring certain vote for proposed turnpikes; effective date.,2024-RS,0
HB2607,2023_2024,2023-RS,Prisons and reformatories; creating the Department of Corrections Act of 2023; effective date.,2024-RS,0
HB2608,2023_2024,2023-RS,Prisons and reformatories; Sex Offenders Registration Act; scope of definition; effective date.,2024-RS,0
HB2609,2023_2024,2023-RS,Water; defining terms; directing Oklahoma Water Resources Board to determine instream flows for certain rivers; effective date.,2024-RS,0
HB2610,2023_2024,2023-RS,Criminal procedure; creating the Oklahoma Criminal Procedure Act of 2023; effective date.,2024-RS,0
HB2611,2023_2024,2023-RS,Prisons and reformatories; creating the Oklahoma Prisons and Reformatories Act of 2023; effective date.,2024-RS,0
HB2612,2023_2024,2023-RS,Prisons and reformatories; creating the Oklahoma Prisons and Reformatories Act of 2023; effective date.,2024-RS,0
HB2613,2023_2024,2023-RS,Law enforcement; creating the Oklahoma Law Enforcement Act of 2023; effective date.,2024-RS,0
HB2614,2023_2024,2023-RS,Law enforcement; creating the Oklahoma Law Enforcement Act of 2023; effective date.,2024-RS,0
HB2615,2023_2024,2023-RS,Firearms; allowing certain persons the right to possess firearms under specific circumstances; effective date.,2024-RS,0
HB2616,2023_2024,2023-RS,Guardianship and ward; guardians of minors; copy; effective date.,2024-RS,0
HB2617,2023_2024,2023-RS,Crimes and punishments; providing an affirmative defense; effective date.,2024-RS,0
HB2618,2023_2024,2023-RS,Public Libraries; multi-county library systems; accounting; purchase approvals; effective date.,2024-RS,0
HB2619,2023_2024,2023-RS,Prisons and reformatories; creating the Oklahoma Correctional Officers Act of 2023; effective date.,2024-RS,0
HB2620,2023_2024,2023-RS,Revenue and taxation; income tax rates; standard deductions; effective date.,2024-RS,0
HB2621,2023_2024,2023-RS,Notary services; Oklahoma Notary Services Act of 2023; effective date.,2024-RS,0
HB2622,2023_2024,2023-RS,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,2024-RS,0
HB2623,2023_2024,2023-RS,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,2024-RS,0
HB2624,2023_2024,2023-RS,Cities and towns; Oklahoma Cities and Towns Act of 2023; effective date.,2024-RS,0
HB2625,2023_2024,2023-RS,Counties and county officers; Oklahoma Counties and County Officers Act of 2023; effective date.,2024-RS,0
