bill_number,session,action_date,chamber,action,voteid,order
SF0067,2024-RS,2024-02-27,House,H02 - Appropriations:Recommend Amend and Do Pass 7-0-0-0-0,-338,11
SF0067,2024-RS,2024-02-26,House,H Introduced and Referred to H02 - Appropriations,,10
SF0067,2024-RS,2024-02-15,House,H Received for Introduction,,9
SF0067,2024-RS,2024-02-15,Senate,S 3rd Reading:Passed 16-14-0-0-1,246,8
SF0067,2024-RS,2024-02-14,Senate,S 2nd Reading:Passed,,7
SF0067,2024-RS,2024-02-13,Senate,S COW:Passed,,6
SF0067,2024-RS,2024-02-13,Senate,S Placed on General File,,5
SF0067,2024-RS,2024-02-13,Senate,S02 - Appropriations:Recommend Do Pass 4-1-0-0-0,-16,4
SF0067,2024-RS,2024-02-12,Senate,S Introduced and Referred to S02 - Appropriations 25-6-0-0-0,115,3
SF0067,2024-RS,2024-01-29,Senate,S Received for Introduction,,2
SF0067,2024-RS,2024-01-26,LSO,Bill Number Assigned,,1
SF0068,2024-RS,2024-03-05,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,14
SF0068,2024-RS,2024-03-05,House,H No report prior to CoW Cutoff,,13
SF0068,2024-RS,2024-03-04,House,H03 - Revenue:Do Pass Failed 4-5-0-0-0,-456,12
SF0068,2024-RS,2024-02-28,House,H Introduced and Referred to H03 - Revenue,,11
SF0068,2024-RS,2024-02-28,House,H Received for Introduction,,10
SF0068,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 25-6-0-0-0,492,9
SF0068,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,8
SF0068,2024-RS,2024-02-23,Senate,S COW:Passed,,7
SF0068,2024-RS,2024-02-22,Senate,S Placed on General File,,6
SF0068,2024-RS,2024-02-22,Senate,S03 - Revenue:Recommend Do Pass 4-1-0-0-0,-249,5
SF0068,2024-RS,2024-02-19,Senate,: Refer to S03 - Revenue,,4
SF0068,2024-RS,2024-02-15,Senate,S Introduced and Referred to S01 - Judiciary 25-3-3-0-0,221,3
SF0068,2024-RS,2024-02-05,Senate,S Received for Introduction,,2
SF0068,2024-RS,2024-01-30,LSO,Bill Number Assigned,,1
SF0069,2024-RS,2024-03-21,LSO,Assigned Chapter Number 103,,24
SF0069,2024-RS,2024-03-21,Governor,Governor Signed SEA No. 0060,,23
SF0069,2024-RS,2024-03-08,House,H Speaker Signed SEA No. 0060,,22
SF0069,2024-RS,2024-03-08,Senate,S President Signed SEA No. 0060,,21
SF0069,2024-RS,2024-03-07,LSO,Assigned Number SEA No. 0060,,20
SF0069,2024-RS,2024-03-07,House,H 3rd Reading:Passed 43-19-0-0-0,5468,19
SF0069,2024-RS,2024-03-06,House,H 2nd Reading:Passed,,18
SF0069,2024-RS,2024-03-05,House,H COW:Passed,,17
SF0069,2024-RS,2024-03-04,House,H Placed on General File,,16
SF0069,2024-RS,2024-03-04,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-449,15
SF0069,2024-RS,2024-03-04,House,S02 - Appropriations:Rerefer to H02 - Appropriations,,14
SF0069,2024-RS,2024-03-04,House,H10 - Labor:Recommend Do Pass 6-2-1-0-0,-427,13
SF0069,2024-RS,2024-02-28,House,H Introduced and Referred to H10 - Labor,,12
SF0069,2024-RS,2024-02-28,House,H Received for Introduction,,11
SF0069,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 25-6-0-0-0,465,10
SF0069,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,9
SF0069,2024-RS,2024-02-23,Senate,S COW:Passed,,8
SF0069,2024-RS,2024-02-20,Senate,S Placed on General File,,7
SF0069,2024-RS,2024-02-20,Senate,S02 - Appropriations:Recommend Do Pass 5-0-0-0-0,-188,6
SF0069,2024-RS,2024-02-19,Senate,:Rerefer to S02 - Appropriations,,5
SF0069,2024-RS,2024-02-19,Senate,S10 - Labor:Recommend Do Pass 4-1-0-0-0,-120,4
SF0069,2024-RS,2024-02-14,Senate,S Introduced and Referred to S10 - Labor 30-1-0-0-0,199,3
SF0069,2024-RS,2024-02-05,Senate,S Received for Introduction,,2
SF0069,2024-RS,2024-01-30,LSO,Bill Number Assigned,,1
SF0070,2024-RS,2024-03-05,House,H: Request for return of Bill from Senate pursuant to JR 19-1 Failed 28-33-1-0-0,5417,17
SF0070,2024-RS,2024-03-04,House,H 3rd Reading:Failed 36-24-2-0-0,5405,16
SF0070,2024-RS,2024-03-01,House,H 2nd Reading:Passed,,15
SF0070,2024-RS,2024-02-29,House,H 2nd Reading:Laid Back,,14
SF0070,2024-RS,2024-02-28,House,H COW:Passed,,13
SF0070,2024-RS,2024-02-27,House,H Placed on General File,,12
SF0070,2024-RS,2024-02-27,House,H02 - Appropriations:Recommend Do Pass 7-0-0-0-0,-340,11
SF0070,2024-RS,2024-02-26,House,H Introduced and Referred to H02 - Appropriations,,10
SF0070,2024-RS,2024-02-19,House,H Received for Introduction,,9
SF0070,2024-RS,2024-02-19,Senate,S 3rd Reading:Passed 30-0-1-0-0,290,8
SF0070,2024-RS,2024-02-16,Senate,S 2nd Reading:Passed,,7
SF0070,2024-RS,2024-02-15,Senate,S COW:Passed,,6
SF0070,2024-RS,2024-02-14,Senate,S Placed on General File,,5
SF0070,2024-RS,2024-02-14,Senate,S02 - Appropriations:Recommend Do Pass 4-0-1-0-0,-53,4
SF0070,2024-RS,2024-02-13,Senate,S Introduced and Referred to S02 - Appropriations 31-0-0-0-0,163,3
SF0070,2024-RS,2024-02-05,Senate,S Received for Introduction,,2
SF0070,2024-RS,2024-02-02,LSO,Bill Number Assigned,,1
SF0071,2024-RS,2024-02-12,Senate,S Failed Introduction 18-13-0-0-0,116,3
SF0071,2024-RS,2024-02-05,Senate,S Received for Introduction,,2
SF0071,2024-RS,2024-02-02,LSO,Bill Number Assigned,,1
SF0072,2024-RS,2024-03-05,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,12
SF0072,2024-RS,2024-03-05,House,H No report prior to CoW Cutoff,,11
SF0072,2024-RS,2024-02-28,House,H Introduced and Referred to H06 - Travel,,10
SF0072,2024-RS,2024-02-28,House,H Received for Introduction,,9
SF0072,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 28-2-0-0-1,467,8
SF0072,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,7
SF0072,2024-RS,2024-02-23,Senate,S COW:Passed,,6
SF0072,2024-RS,2024-02-21,Senate,S Placed on General File,,5
SF0072,2024-RS,2024-02-21,Senate,S07 - Corporations:Recommend Do Pass 4-0-1-0-0,-209,4
SF0072,2024-RS,2024-02-13,Senate,S Introduced and Referred to S07 - Corporations 29-1-1-0-0,172,3
SF0072,2024-RS,2024-02-09,Senate,S Received for Introduction,,2
SF0072,2024-RS,2024-02-05,LSO,Bill Number Assigned,,1
SF0073,2024-RS,2024-03-22,LSO,Assigned Chapter Number 114,,21
SF0073,2024-RS,2024-03-22,Governor,Governor Signed SEA No. 0041,,20
SF0073,2024-RS,2024-03-07,House,H Speaker Signed SEA No. 0041,,19
SF0073,2024-RS,2024-03-07,Senate,S President Signed SEA No. 0041,,18
SF0073,2024-RS,2024-03-06,LSO,Assigned Number SEA No. 0041,,17
SF0073,2024-RS,2024-03-06,House,H 3rd Reading:Passed 62-0-0-0-0,5443,16
SF0073,2024-RS,2024-03-05,House,H 2nd Reading:Passed,,15
SF0073,2024-RS,2024-03-04,House,H COW:Passed,,14
SF0073,2024-RS,2024-03-01,House,H Placed on General File,,13
SF0073,2024-RS,2024-03-01,House,H01 - Judiciary:Recommend Do Pass 7-1-1-0-0,-405,12
SF0073,2024-RS,2024-02-28,House,H Introduced and Referred to H01 - Judiciary,,11
SF0073,2024-RS,2024-02-28,House,H Received for Introduction,,10
SF0073,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 31-0-0-0-0,468,9
SF0073,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,8
SF0073,2024-RS,2024-02-23,Senate,S COW:Passed,,7
SF0073,2024-RS,2024-02-20,Senate,S Placed on General File,,6
SF0073,2024-RS,2024-02-20,Senate,S05 - Agriculture:Recommend Do Pass 4-2-0-0-0,-151,5
SF0073,2024-RS,2024-02-16,Senate,:Refer to S05 - Agriculture,,4
SF0073,2024-RS,2024-02-13,Senate,S Introduced and Referred to S01 - Judiciary 29-1-1-0-0,173,3
SF0073,2024-RS,2024-02-09,Senate,S Received for Introduction,,2
SF0073,2024-RS,2024-02-05,LSO,Bill Number Assigned,,1
SF0074,2024-RS,2024-03-18,LSO,Assigned Chapter Number 89,,20
SF0074,2024-RS,2024-03-18,Governor,Governor Signed SEA No. 0031,,19
SF0074,2024-RS,2024-03-06,House,H Speaker Signed SEA No. 0031,,18
SF0074,2024-RS,2024-03-05,Senate,S President Signed SEA No. 0031,,17
SF0074,2024-RS,2024-03-05,LSO,Assigned Number SEA No. 0031,,16
SF0074,2024-RS,2024-03-05,House,H 3rd Reading:Passed 60-1-1-0-0,5421,15
SF0074,2024-RS,2024-03-04,House,H 2nd Reading:Passed,,14
SF0074,2024-RS,2024-03-01,House,H COW:Passed,,13
SF0074,2024-RS,2024-02-29,House,H Placed on General File,,12
SF0074,2024-RS,2024-02-29,House,H08 - Transportation:Recommend Do Pass 9-0-0-0-0,-387,11
SF0074,2024-RS,2024-02-28,House,H Introduced and Referred to H08 - Transportation,,10
SF0074,2024-RS,2024-02-28,House,H Received for Introduction,,9
SF0074,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 31-0-0-0-0,469,8
SF0074,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,7
SF0074,2024-RS,2024-02-23,Senate,S COW:Passed,,6
SF0074,2024-RS,2024-02-20,Senate,S Placed on General File,,5
SF0074,2024-RS,2024-02-20,Senate,S07 - Corporations:Recommend Do Pass 4-0-1-0-0,-191,4
SF0074,2024-RS,2024-02-13,Senate,S Introduced and Referred to S07 - Corporations 31-0-0-0-0,174,3
SF0074,2024-RS,2024-02-09,Senate,S Received for Introduction,,2
SF0074,2024-RS,2024-02-05,LSO,Bill Number Assigned,,1
SF0075,2024-RS,2024-03-20,LSO,Assigned Chapter Number 99,,26
SF0075,2024-RS,2024-03-20,Governor,Governor Signed SEA No. 0071,,25
SF0075,2024-RS,2024-03-08,House,H Speaker Signed SEA No. 0071,,24
SF0075,2024-RS,2024-03-08,Senate,S President Signed SEA No. 0071,,23
SF0075,2024-RS,2024-03-08,LSO,Assigned Number SEA No. 0071,,22
SF0075,2024-RS,2024-03-08,House,H Appointed JCC01 Members,,21
SF0075,2024-RS,2024-03-07,Senate,S Appointed JCC01 Members,,20
SF0075,2024-RS,2024-03-07,Senate,S Concur:Failed 0-30-1-0-0,625,19
SF0075,2024-RS,2024-03-07,Senate,S Received for Concurrence,,18
SF0075,2024-RS,2024-03-07,House,H 3rd Reading:Passed 61-0-1-0-0,5476,17
SF0075,2024-RS,2024-03-06,House,H 2nd Reading:Passed,,16
SF0075,2024-RS,2024-03-05,House,H COW:Passed,,15
SF0075,2024-RS,2024-03-04,House,H Placed on General File,,14
SF0075,2024-RS,2024-03-04,House,H02 - Appropriations:Recommend Amend and Do Pass 7-0-0-0-0,-448,13
SF0075,2024-RS,2024-02-28,House,H Introduced and Referred to H02 - Appropriations,,12
SF0075,2024-RS,2024-02-28,House,H Received for Introduction,,11
SF0075,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 30-1-0-0-0,470,10
SF0075,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,9
SF0075,2024-RS,2024-02-23,Senate,S COW:Passed,,8
SF0075,2024-RS,2024-02-20,Senate,S Placed on General File,,7
SF0075,2024-RS,2024-02-20,Senate,S02 - Appropriations:Recommend Do Pass 5-0-0-0-0,-192,6
SF0075,2024-RS,2024-02-19,Senate,:Rerefer to S02 - Appropriations,,5
SF0075,2024-RS,2024-02-19,Senate,S05 - Agriculture:Recommend Amend and Do Pass 6-0-0-0-0,-118,4
SF0075,2024-RS,2024-02-16,Senate,S Introduced and Referred to S05 - Agriculture 31-0-0-0-0,273,3
SF0075,2024-RS,2024-02-09,Senate,S Received for Introduction,,2
SF0075,2024-RS,2024-02-06,LSO,Bill Number Assigned,,1
SF0076,2024-RS,2024-03-05,House,H Did not Consider for Introduction,,10
SF0076,2024-RS,2024-02-21,House,H Received for Introduction,,9
SF0076,2024-RS,2024-02-21,Senate,S 3rd Reading:Passed 29-1-1-0-0,372,8
SF0076,2024-RS,2024-02-20,Senate,S 2nd Reading:Passed,,7
SF0076,2024-RS,2024-02-19,Senate,S COW:Passed,,6
SF0076,2024-RS,2024-02-19,Senate,S Placed on General File,,5
SF0076,2024-RS,2024-02-19,Senate,S01 - Judiciary:Recommend Do Pass 5-0-0-0-0,-121,4
SF0076,2024-RS,2024-02-13,Senate,S Introduced and Referred to S01 - Judiciary 29-2-0-0-0,175,3
SF0076,2024-RS,2024-02-09,Senate,S Received for Introduction,,2
SF0076,2024-RS,2024-02-06,LSO,Bill Number Assigned,,1
SF0077,2024-RS,2024-03-14,LSO,Assigned Chapter Number 72,,25
SF0077,2024-RS,2024-03-14,Governor,Governor Signed SEA No. 0058,,24
SF0077,2024-RS,2024-03-08,House,H Speaker Signed SEA No. 0058,,23
SF0077,2024-RS,2024-03-08,Senate,S President Signed SEA No. 0058,,22
SF0077,2024-RS,2024-03-07,LSO,Assigned Number SEA No. 0058,,21
SF0077,2024-RS,2024-03-07,Senate,S Concur:Passed 30-0-1-0-0,614,20
SF0077,2024-RS,2024-03-07,Senate,S Received for Concurrence,,19
SF0077,2024-RS,2024-03-06,House,H 3rd Reading:Passed 58-4-0-0-0,5451,18
SF0077,2024-RS,2024-03-05,House,H 2nd Reading:Passed,,17
SF0077,2024-RS,2024-03-04,House,H COW:Passed,,16
SF0077,2024-RS,2024-03-04,House,H Placed on General File,,15
SF0077,2024-RS,2024-03-04,House,H02 - Appropriations:Recommend Amend and Do Pass 7-0-0-0-0,-420,14
SF0077,2024-RS,2024-02-28,House,H Introduced and Referred to H02 - Appropriations,,13
SF0077,2024-RS,2024-02-28,House,H Received for Introduction,,12
SF0077,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 31-0-0-0-0,471,11
SF0077,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,10
SF0077,2024-RS,2024-02-23,Senate,S COW:Passed,,9
SF0077,2024-RS,2024-02-20,Senate,S Placed on General File,,8
SF0077,2024-RS,2024-02-20,Senate,S02 - Appropriations:Recommend Do Pass 5-0-0-0-0,-189,7
SF0077,2024-RS,2024-02-19,Senate,S08 - Transportation:Rerefer to S02 - Appropriations,,6
SF0077,2024-RS,2024-02-19,Senate,S08 - Transportation:Recommend Do Pass 5-0-0-0-0,-139,5
SF0077,2024-RS,2024-02-16,Senate,:Refer to S08 - Transportation,,4
SF0077,2024-RS,2024-02-14,Senate,S Introduced and Referred to S01 - Judiciary 30-1-0-0-0,200,3
SF0077,2024-RS,2024-02-09,Senate,S Received for Introduction,,2
SF0077,2024-RS,2024-02-06,LSO,Bill Number Assigned,,1
SF0078,2024-RS,2024-02-12,Senate,S Failed Introduction 20-11-0-0-0,150,3
SF0078,2024-RS,2024-02-09,Senate,S Received for Introduction,,2
SF0078,2024-RS,2024-02-07,LSO,Bill Number Assigned,,1
SF0079,2024-RS,2024-03-07,LSO,Assigned Chapter Number 54,,20
SF0079,2024-RS,2024-03-07,Governor,Governor Signed SEA No. 0020,,19
SF0079,2024-RS,2024-03-04,House,H Speaker Signed SEA No. 0020,,18
SF0079,2024-RS,2024-03-04,Senate,S President Signed SEA No. 0020,,17
SF0079,2024-RS,2024-03-04,LSO,Assigned Number SEA No. 0020,,16
SF0079,2024-RS,2024-03-04,House,H 3rd Reading:Passed 60-0-2-0-0,5402,15
SF0079,2024-RS,2024-03-01,House,H 2nd Reading:Passed,,14
SF0079,2024-RS,2024-02-29,House,H COW:Passed,,13
SF0079,2024-RS,2024-02-28,House,H Placed on General File,,12
SF0079,2024-RS,2024-02-28,House,H07 - Corporations:Recommend Do Pass 9-0-0-0-0,-368,11
SF0079,2024-RS,2024-02-26,House,H Introduced and Referred to H07 - Corporations,,10
SF0079,2024-RS,2024-02-23,House,H Received for Introduction,,9
SF0079,2024-RS,2024-02-23,Senate,S 3rd Reading:Passed 31-0-0-0-0,444,8
SF0079,2024-RS,2024-02-22,Senate,S 2nd Reading:Passed,,7
SF0079,2024-RS,2024-02-21,Senate,S COW:Passed,,6
SF0079,2024-RS,2024-02-20,Senate,S Placed on General File,,5
SF0079,2024-RS,2024-02-20,Senate,S07 - Corporations:Recommend Do Pass 4-0-1-0-0,-194,4
SF0079,2024-RS,2024-02-13,Senate,S Introduced and Referred to S07 - Corporations 31-0-0-0-0,176,3
SF0079,2024-RS,2024-02-09,Senate,S Received for Introduction,,2
SF0079,2024-RS,2024-02-07,LSO,Bill Number Assigned,,1
SF0080,2024-RS,2024-03-15,LSO,Assigned Chapter Number 74,,20
SF0080,2024-RS,2024-03-15,Governor,Governor Signed SEA No. 0040,,19
SF0080,2024-RS,2024-03-07,House,H Speaker Signed SEA No. 0040,,18
SF0080,2024-RS,2024-03-07,Senate,S President Signed SEA No. 0040,,17
SF0080,2024-RS,2024-03-06,LSO,Assigned Number SEA No. 0040,,16
SF0080,2024-RS,2024-03-06,House,H 3rd Reading:Passed 62-0-0-0-0,5444,15
SF0080,2024-RS,2024-03-05,House,H 2nd Reading:Passed,,14
SF0080,2024-RS,2024-03-04,House,H COW:Passed,,13
SF0080,2024-RS,2024-03-04,House,H Placed on General File,,12
SF0080,2024-RS,2024-03-04,House,H09 - Minerals:Recommend Do Pass 9-0-0-0-0,-430,11
SF0080,2024-RS,2024-02-29,House,H Introduced and Referred to H09 - Minerals,,10
SF0080,2024-RS,2024-02-28,House,H Received for Introduction,,9
SF0080,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 31-0-0-0-0,472,8
SF0080,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,7
SF0080,2024-RS,2024-02-23,Senate,S COW:Passed,,6
SF0080,2024-RS,2024-02-21,Senate,S Placed on General File,,5
SF0080,2024-RS,2024-02-21,Senate,S09 - Minerals:Recommend Do Pass 5-0-0-0-0,-212,4
SF0080,2024-RS,2024-02-13,Senate,S Introduced and Referred to S09 - Minerals 29-2-0-0-0,177,3
SF0080,2024-RS,2024-02-12,Senate,S Received for Introduction,,2
SF0080,2024-RS,2024-02-08,LSO,Bill Number Assigned,,1
SF0081,2024-RS,2024-03-07,LSO,Assigned Chapter Number 43,,20
SF0081,2024-RS,2024-03-07,Governor,Governor Signed SEA No. 0009,,19
SF0081,2024-RS,2024-03-04,House,H Speaker Signed SEA No. 0009,,18
SF0081,2024-RS,2024-03-04,Senate,S President Signed SEA No. 0009,,17
SF0081,2024-RS,2024-03-01,LSO,Assigned Number SEA No. 0009,,16
SF0081,2024-RS,2024-03-01,House,H 3rd Reading:Passed 37-21-4-0-0,5391,15
SF0081,2024-RS,2024-02-29,House,H 2nd Reading:Passed,,14
SF0081,2024-RS,2024-02-28,House,H COW:Passed,,13
SF0081,2024-RS,2024-02-26,House,H Placed on General File,,12
SF0081,2024-RS,2024-02-26,House,H10 - Labor:Recommend Do Pass 5-4-0-0-0,-315,11
SF0081,2024-RS,2024-02-23,House,H Introduced and Referred to H10 - Labor,,10
SF0081,2024-RS,2024-02-20,House,H Received for Introduction,,9
SF0081,2024-RS,2024-02-20,Senate,S 3rd Reading:Passed 26-4-1-0-0,354,8
SF0081,2024-RS,2024-02-19,Senate,S 2nd Reading:Passed,,7
SF0081,2024-RS,2024-02-16,Senate,S COW:Passed,,6
SF0081,2024-RS,2024-02-16,Senate,S Placed on General File,,5
SF0081,2024-RS,2024-02-16,Senate,S10 - Labor:Recommend Amend and Do Pass 5-0-0-0-0,-76,4
SF0081,2024-RS,2024-02-13,Senate,S Introduced and Referred to S10 - Labor 29-2-0-0-0,178,3
SF0081,2024-RS,2024-02-12,Senate,S Received for Introduction,,2
SF0081,2024-RS,2024-02-08,LSO,Bill Number Assigned,,1
SF0082,2024-RS,2024-03-05,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,13
SF0082,2024-RS,2024-03-05,House,H No report prior to CoW Cutoff,,12
SF0082,2024-RS,2024-03-04,House,H04 - Education:Do Pass Failed 1-8-0-0-0,-422,11
SF0082,2024-RS,2024-02-28,House,H Introduced and Referred to H04 - Education,,10
SF0082,2024-RS,2024-02-28,House,H Received for Introduction,,9
SF0082,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 23-8-0-0-0,473,8
SF0082,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,7
SF0082,2024-RS,2024-02-23,Senate,S COW:Passed,,6
SF0082,2024-RS,2024-02-19,Senate,S Placed on General File,,5
SF0082,2024-RS,2024-02-19,Senate,S04 - Education:Recommend Do Pass 4-1-0-0-0,-129,4
SF0082,2024-RS,2024-02-13,Senate,S Introduced and Referred to S04 - Education 26-5-0-0-0,179,3
SF0082,2024-RS,2024-02-12,Senate,S Received for Introduction,,2
SF0082,2024-RS,2024-02-09,LSO,Bill Number Assigned,,1
SF0083,2024-RS,2024-03-15,LSO,Assigned Chapter Number 82,,23
SF0083,2024-RS,2024-03-15,Governor,Governor Signed SEA No. 0063,,22
SF0083,2024-RS,2024-03-08,House,H Speaker Signed SEA No. 0063,,21
SF0083,2024-RS,2024-03-08,Senate,S President Signed SEA No. 0063,,20
SF0083,2024-RS,2024-03-08,LSO,Assigned Number SEA No. 0063,,19
SF0083,2024-RS,2024-03-08,Senate,S Concur:Passed 30-1-0-0-0,629,18
SF0083,2024-RS,2024-03-08,Senate,S Received for Concurrence,,17
SF0083,2024-RS,2024-03-07,House,H 3rd Reading:Passed 55-7-0-0-0,5480,16
SF0083,2024-RS,2024-03-06,House,H 3rd Reading:Laid Back,,15
SF0083,2024-RS,2024-03-05,House,H 2nd Reading:Passed,,14
SF0083,2024-RS,2024-03-04,House,H COW:Passed,,13
SF0083,2024-RS,2024-02-29,House,H Placed on General File,,12
SF0083,2024-RS,2024-02-29,House,H05 - Agriculture:Recommend Amend and Do Pass 8-1-0-0-0,-380,11
SF0083,2024-RS,2024-02-28,House,H Introduced and Referred to H05 - Agriculture,,10
SF0083,2024-RS,2024-02-28,House,H Received for Introduction,,9
SF0083,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 31-0-0-0-0,474,8
SF0083,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,7
SF0083,2024-RS,2024-02-23,Senate,S COW:Passed,,6
SF0083,2024-RS,2024-02-20,Senate,S Placed on General File,,5
SF0083,2024-RS,2024-02-20,Senate,S12 - Rules:Recommend Do Pass 5-0-0-0-0,-176,4
SF0083,2024-RS,2024-02-13,Senate,S Introduced and Referred to S12 - Rules 30-1-0-0-0,164,3
SF0083,2024-RS,2024-02-12,Senate,S Received for Introduction,,2
SF0083,2024-RS,2024-02-09,LSO,Bill Number Assigned,,1
SF0084,2024-RS,2024-03-05,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,14
SF0084,2024-RS,2024-03-05,House,H No report prior to CoW Cutoff,,13
SF0084,2024-RS,2024-02-28,House,H04 - Education:Do Pass Failed 4-5-0-0-0,-369,12
SF0084,2024-RS,2024-02-22,House,H Introduced and Referred to H04 - Education,,11
SF0084,2024-RS,2024-02-21,House,H Received for Introduction,,10
SF0084,2024-RS,2024-02-21,Senate,S 3rd Reading:Passed 21-9-1-0-0,373,9
SF0084,2024-RS,2024-02-20,Senate,S 2nd Reading:Passed,,8
SF0084,2024-RS,2024-02-19,Senate,S 2nd Reading:Laid Back,,7
SF0084,2024-RS,2024-02-16,Senate,S COW:Passed,,6
SF0084,2024-RS,2024-02-16,Senate,S Placed on General File,,5
SF0084,2024-RS,2024-02-16,Senate,S04 - Education:Recommend Do Pass 4-1-0-0-0,-72,4
SF0084,2024-RS,2024-02-13,Senate,S Introduced and Referred to S04 - Education 26-5-0-0-0,180,3
SF0084,2024-RS,2024-02-12,Senate,S Received for Introduction,,2
SF0084,2024-RS,2024-02-09,LSO,Bill Number Assigned,,1
SF0085,2024-RS,2024-02-23,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,6
SF0085,2024-RS,2024-02-23,Senate,S No report prior to CoW Cutoff,,5
SF0085,2024-RS,2024-02-21,Senate,S03 - Revenue:Do Pass Failed 0-5-0-0-0,-205,4
SF0085,2024-RS,2024-02-13,Senate,S Introduced and Referred to S03 - Revenue 28-3-0-0-0,181,3
SF0085,2024-RS,2024-02-12,Senate,S Received for Introduction,,2
SF0085,2024-RS,2024-02-09,LSO,Bill Number Assigned,,1
SF0086,2024-RS,2024-03-22,LSO,Assigned Chapter Number 117,,26
SF0086,2024-RS,2024-03-22,Governor,Governor Signed SEA No. 0057,,25
SF0086,2024-RS,2024-03-08,House,H Speaker Signed SEA No. 0057,,24
SF0086,2024-RS,2024-03-08,Senate,S President Signed SEA No. 0057,,23
SF0086,2024-RS,2024-03-07,LSO,Assigned Number SEA No. 0057,,22
SF0086,2024-RS,2024-03-07,Senate,S Concur:Passed 26-4-1-0-0,616,21
SF0086,2024-RS,2024-03-07,Senate,S Received for Concurrence,,20
SF0086,2024-RS,2024-03-07,House,H 3rd Reading:Passed 52-10-0-0-0,5469,19
SF0086,2024-RS,2024-03-06,House,H 2nd Reading:Passed,,18
SF0086,2024-RS,2024-03-05,House,H COW:Passed,,17
SF0086,2024-RS,2024-03-05,House,H Placed on General File,,16
SF0086,2024-RS,2024-03-05,House,H02 - Appropriations:Recommend Do Pass 5-2-0-0-0,-463,15
SF0086,2024-RS,2024-03-04,House,S02 - Appropriations:Rerefer to H02 - Appropriations,,14
SF0086,2024-RS,2024-03-04,House,H04 - Education:Recommend Amend and Do Pass 7-2-0-0-0,-444,13
SF0086,2024-RS,2024-02-28,House,H Introduced and Referred to H04 - Education,,12
SF0086,2024-RS,2024-02-28,House,H Received for Introduction,,11
SF0086,2024-RS,2024-02-27,Senate,S 3rd Reading:Passed 16-15-0-0-0,475,10
SF0086,2024-RS,2024-02-26,Senate,S 2nd Reading:Passed,,9
SF0086,2024-RS,2024-02-23,Senate,S COW:Passed,,8
SF0086,2024-RS,2024-02-22,Senate,S Placed on General File,,7
SF0086,2024-RS,2024-02-22,Senate,S02 - Appropriations:Recommend Do Pass 4-0-1-0-0,-252,6
SF0086,2024-RS,2024-02-21,Senate,S02 - Appropriations:Rerefer to S02 - Appropriations,,5
SF0086,2024-RS,2024-02-21,Senate,S04 - Education:Recommend Do Pass 4-1-0-0-0,-231,4
SF0086,2024-RS,2024-02-16,Senate,S Introduced and Referred to S04 - Education 28-3-0-0-0,277,3
SF0086,2024-RS,2024-02-12,Senate,S Received for Introduction,,2
SF0086,2024-RS,2024-02-09,LSO,Bill Number Assigned,,1
SF0087,2024-RS,2024-02-13,Senate,S Failed Introduction 20-10-0-0-1,182,3
SF0087,2024-RS,2024-02-12,Senate,S Received for Introduction,,2
SF0087,2024-RS,2024-02-09,LSO,Bill Number Assigned,,1
SF0088,2024-RS,2024-02-13,Senate,S Failed Introduction 19-12-0-0-0,183,3
SF0088,2024-RS,2024-02-12,Senate,S Received for Introduction,,2
SF0088,2024-RS,2024-02-11,LSO,Bill Number Assigned,,1
SF0089,2024-RS,2024-03-21,LSO,Assigned Chapter Number 101,,24
SF0089,2024-RS,2024-03-21,Governor,Governor Signed SEA No. 0061,,23
SF0089,2024-RS,2024-03-08,House,H Speaker Signed SEA No. 0061,,22
SF0089,2024-RS,2024-03-08,Senate,S President Signed SEA No. 0061,,21
SF0089,2024-RS,2024-03-07,LSO,Assigned Number SEA No. 0061,,20
SF0089,2024-RS,2024-03-07,House,H 3rd Reading:Passed 57-0-0-0-5,5470,19
