"BillType","BillNumber","Sequence","DateAction","Action","Comment","House","ModDate"
"A",1671,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",1/18/2024 0:00:00
"A",1672,1,1/9/2024 0:00:00,"INT 1RA REF AHO",,"A",1/18/2024 0:00:00
"A",1672,2,5/13/2024 0:00:00,"REP REF AAP",,"A",5/13/2024 0:00:00
"A",1672,3,6/24/2024 0:00:00,"REP 2RA",,"A",6/24/2024 0:00:00
"A",1672,4,6/28/2024 0:00:00,"PA","(77-0-0)","A",6/28/2024 0:00:00
"A",1672,5,9/19/2024 0:00:00,"R/S REF SSG",,"S",9/19/2024 0:00:00
"A",1672,6,10/24/2024 0:00:00,"REP 2RS",,"S",10/24/2024 0:00:00
"A",1672,7,10/24/2024 0:00:00,"REF SBA",,"S",10/24/2024 0:00:00
"A",1672,8,12/9/2024 0:00:00,"REP 2RS",,"S",12/9/2024 0:00:00
"A",1672,9,1/14/2025 0:00:00,"SUB FOR","S1285","S",1/14/2025 0:00:00
"A",1672,10,1/14/2025 0:00:00,"PS PBH","(35-0)","S",1/14/2025 0:00:00
"A",1672,11,3/6/2025 0:00:00,"APP","P.L.2025, c.24.","G",3/6/2025 0:00:00
"A",1673,1,1/9/2024 0:00:00,"INT 1RA REF AHU",,"A",1/18/2024 0:00:00
"A",1673,2,6/6/2024 0:00:00,"REP/ACA REF AHE",,"A",6/6/2024 0:00:00
"A",1673,3,6/17/2024 0:00:00,"REP REF AAP",,"A",6/17/2024 0:00:00
"A",1673,4,2/20/2025 0:00:00,"REP/ACA 2RA",,"A",2/20/2025 0:00:00
"A",1673,5,2/27/2025 0:00:00,"SUB BY","S1067 (2R)","A",2/27/2025 0:00:00
"A",1674,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",12/18/2023 0:00:00
"A",1675,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",1/18/2024 0:00:00
"A",1675,2,6/6/2024 0:00:00,"TRANS AED",,"A",6/6/2024 0:00:00
"A",1675,3,6/6/2024 0:00:00,"REP REF AAP",,"A",6/6/2024 0:00:00
"A",1675,4,6/24/2024 0:00:00,"REP/ACA 2RA",,"A",6/24/2024 0:00:00
"A",1675,5,6/28/2024 0:00:00,"PA","(69-6-0)","A",7/2/2024 0:00:00
"A",1675,6,9/19/2024 0:00:00,"R/S REF SSG",,"S",9/19/2024 0:00:00
"A",1675,7,12/16/2024 0:00:00,"REP 2RS",,"S",12/16/2024 0:00:00
"A",1675,8,12/16/2024 0:00:00,"REF SBA",,"S",12/16/2024 0:00:00
"A",1675,9,3/17/2025 0:00:00,"REP/SCA 2RS",,"S",3/17/2025 0:00:00
"A",1675,10,3/24/2025 0:00:00,"SUB FOR","S2078 (2R)","S",3/24/2025 0:00:00
"A",1675,11,3/24/2025 0:00:00,"PS","(31-5)","S",3/24/2025 0:00:00
"A",1675,12,3/24/2025 0:00:00,"R/A 2RAC",,"A",3/24/2025 0:00:00
"A",1675,13,6/30/2025 0:00:00,"PA PBH","(69-9-0)","A",6/30/2025 0:00:00
"A",1675,14,10/1/2025 0:00:00,"APP","P.L.2025, c.147.","G",10/2/2025 0:00:00
"A",1676,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/18/2023 0:00:00
"A",1676,2,3/4/2024 0:00:00,"REP/ACA REF ARP",,"A",3/5/2024 0:00:00
"A",1677,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/18/2023 0:00:00
"A",1677,2,6/6/2024 0:00:00,"REP/ACA 2RA",,"A",6/6/2024 0:00:00
"A",1677,3,6/26/2024 0:00:00,"RCM ABU",,"A",6/26/2024 0:00:00
"A",1677,4,6/26/2024 0:00:00,"REP/ACA 2RA",,"A",6/26/2024 0:00:00
"A",1677,5,6/28/2024 0:00:00,"PA","(62-15-0)","A",7/2/2024 0:00:00
"A",1677,6,6/28/2024 0:00:00,"R/S SWR 2RS",,"S",6/28/2024 0:00:00
"A",1677,7,6/28/2024 0:00:00,"SUB FOR","S3263 (1R)","S",6/28/2024 0:00:00
"A",1677,8,6/28/2024 0:00:00,"PS PBH","(27-13)","S",6/28/2024 0:00:00
"A",1677,9,7/10/2024 0:00:00,"APP","P.L.2024, c.38.","G",7/10/2024 0:00:00
"A",1678,1,1/9/2024 0:00:00,"INT 1RA REF AHU",,"A",1/18/2024 0:00:00
"A",1679,1,1/9/2024 0:00:00,"INT 1RA REF AFI",,"A",12/18/2023 0:00:00
"A",1679,2,5/20/2024 0:00:00,"REP REF AAP",,"A",5/20/2024 0:00:00
"A",1680,1,1/9/2024 0:00:00,"INT 1RA REF ACW",,"A",1/17/2024 0:00:00
"A",1681,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/18/2023 0:00:00
"A",1682,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",1/18/2024 0:00:00
"A",1682,2,12/12/2024 0:00:00,"REP/ACA 2RA",,"A",12/12/2024 0:00:00
"A",1682,3,1/30/2025 0:00:00,"PA","(64-3-5)","A",1/30/2025 0:00:00
"A",1682,4,2/3/2025 0:00:00,"R/S SWR 2RS",,"S",2/3/2025 0:00:00
"A",1682,5,6/2/2025 0:00:00,"SA 2RS","(Voice) (Ruiz)","S",6/2/2025 0:00:00
"A",1682,6,6/30/2025 0:00:00,"SUB FOR","S1054 (2R)","S",6/30/2025 0:00:00
"A",1682,7,6/30/2025 0:00:00,"PS","(35-3)","S",6/30/2025 0:00:00
"A",1682,8,6/30/2025 0:00:00,"R/A 2RAC",,"A",6/30/2025 0:00:00
"A",1682,9,6/30/2025 0:00:00,"PA PBH","(76-3-0)","A",6/30/2025 0:00:00
"A",1682,10,9/3/2025 0:00:00,"APP","P.L.2025, c.137.","G",9/3/2025 0:00:00
"A",1683,1,1/9/2024 0:00:00,"INT 1RA REF ATR",,"A",12/18/2023 0:00:00
"A",1684,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",1/18/2024 0:00:00
"A",1685,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/18/2023 0:00:00
"A",1686,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/18/2023 0:00:00
"A",1687,1,1/9/2024 0:00:00,"INT 1RA REF AST",,"A",12/18/2023 0:00:00
"A",1688,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",12/18/2023 0:00:00
"A",1689,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/18/2023 0:00:00
"A",1690,1,1/9/2024 0:00:00,"INT 1RA REF ATR",,"A",1/18/2024 0:00:00
"A",1691,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/18/2024 0:00:00
"A",1692,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",12/18/2023 0:00:00
"A",1693,1,1/9/2024 0:00:00,"INT 1RA REF ATR",,"A",12/18/2023 0:00:00
"A",1694,1,1/9/2024 0:00:00,"INT 1RA REF AHO",,"A",12/18/2023 0:00:00
"A",1695,1,1/9/2024 0:00:00,"INT 1RA REF ATR",,"A",12/18/2023 0:00:00
"A",1696,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/18/2023 0:00:00
"A",1697,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",1/18/2024 0:00:00
"A",1698,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",1/18/2024 0:00:00
"A",1699,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",1/18/2024 0:00:00
"A",1700,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/18/2023 0:00:00
"A",1700,2,3/6/2025 0:00:00,"REP/ACA 2RA",,"A",3/6/2025 0:00:00
"A",1700,3,3/24/2025 0:00:00,"PA","(76-2-0)","A",3/24/2025 0:00:00
"A",1700,4,5/12/2025 0:00:00,"R/S REF SHH",,"S",5/12/2025 0:00:00
"A",1701,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/18/2023 0:00:00
"A",1702,1,1/9/2024 0:00:00,"INT 1RA REF AHU",,"A",1/5/2024 0:00:00
"A",1703,1,1/9/2024 0:00:00,"INT 1RA REF AHO",,"A",1/18/2024 0:00:00
"A",1704,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",12/18/2023 0:00:00
"A",1705,1,1/9/2024 0:00:00,"INT 1RA REF AHO",,"A",1/18/2024 0:00:00
"A",1706,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",1/18/2024 0:00:00
"A",1707,1,1/9/2024 0:00:00,"INT 1RA REF AFI",,"A",1/18/2024 0:00:00
"A",1708,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/18/2024 0:00:00
"A",1709,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/18/2023 0:00:00
"A",1710,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",1/18/2024 0:00:00
"A",1711,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",1/17/2024 0:00:00
"A",1712,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/18/2023 0:00:00
"A",1713,1,1/9/2024 0:00:00,"INT 1RA REF AHI",,"A",12/18/2023 0:00:00
"A",1714,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/18/2023 0:00:00
"A",1715,1,1/9/2024 0:00:00,"INT 1RA REF AHI",,"A",12/18/2023 0:00:00
"A",1715,2,2/13/2025 0:00:00,"TRANS ATG",,"A",2/13/2025 0:00:00
"A",1715,3,2/13/2025 0:00:00,"REP/ACA 2RA",,"A",2/13/2025 0:00:00
"A",1715,4,2/27/2025 0:00:00,"AA 2RA","(Voice) (Quijano)","A",2/27/2025 0:00:00
"A",1715,5,3/24/2025 0:00:00,"PA","(77-0-0)","A",3/24/2025 0:00:00
"A",1715,6,5/12/2025 0:00:00,"R/S REF SHI",,"S",5/12/2025 0:00:00
"A",1715,7,5/22/2025 0:00:00,"REP 2RS",,"S",5/22/2025 0:00:00
"A",1715,8,12/18/2025 0:00:00,"SUB FOR","S3184 (1R)","S",12/18/2025 0:00:00
"A",1715,9,12/18/2025 0:00:00,"PS PBH","(38-0)","S",12/18/2025 0:00:00
"A",1715,10,1/9/2026 0:00:00,"APP","P.L.2025, c.197.","G",1/9/2026 0:00:00
"A",1716,1,1/9/2024 0:00:00,"INT 1RA REF AHI",,"A",12/18/2023 0:00:00
"A",1716,2,1/9/2024 0:00:00,"WITHDRAWN APP","P.L.2023, c.252.","A",1/18/2024 0:00:00
"A",1717,1,1/9/2024 0:00:00,"INT 1RA REF AHI",,"A",1/18/2024 0:00:00
"A",1718,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",12/18/2023 0:00:00
"A",1719,1,1/9/2024 0:00:00,"INT 1RA REF ALA",,"A",1/18/2024 0:00:00
"A",1720,1,1/9/2024 0:00:00,"INT 1RA REF AEN",,"A",1/18/2024 0:00:00
"A",1721,1,1/9/2024 0:00:00,"INT 1RA REF AEN",,"A",1/18/2024 0:00:00
"A",1722,1,1/9/2024 0:00:00,"INT 1RA REF AEN",,"A",1/18/2024 0:00:00
"A",1723,1,1/9/2024 0:00:00,"INT 1RA REF ACE",,"A",1/18/2024 0:00:00
"A",1724,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",12/18/2023 0:00:00
"A",1725,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/18/2024 0:00:00
"A",1726,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",12/18/2023 0:00:00
"A",1727,1,1/9/2024 0:00:00,"INT 1RA REF AMV",,"A",1/18/2024 0:00:00
"A",1728,1,1/9/2024 0:00:00,"INT 1RA REF AHU",,"A",1/18/2024 0:00:00
"A",1729,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",12/18/2023 0:00:00
"A",1730,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",12/18/2023 0:00:00
"A",1731,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",1/18/2024 0:00:00
"A",1732,1,1/9/2024 0:00:00,"INT 1RA REF ALA",,"A",1/18/2024 0:00:00
"A",1733,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",12/18/2023 0:00:00
"A",1734,1,1/9/2024 0:00:00,"INT 1RA REF AEN",,"A",1/18/2024 0:00:00
"A",1735,1,1/9/2024 0:00:00,"INT 1RA REF AEN",,"A",1/18/2024 0:00:00
"A",1736,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",1/18/2024 0:00:00
"A",1737,1,1/9/2024 0:00:00,"INT 1RA REF ACW",,"A",1/5/2024 0:00:00
"A",1738,1,1/9/2024 0:00:00,"INT 1RA REF ALA",,"A",12/18/2023 0:00:00
"A",1739,1,1/9/2024 0:00:00,"INT 1RA REF AOF",,"A",12/18/2023 0:00:00
"A",1740,1,1/9/2024 0:00:00,"INT 1RA REF ATR",,"A",1/18/2024 0:00:00
"A",1741,1,1/9/2024 0:00:00,"INT 1RA REF ATR",,"A",1/18/2024 0:00:00
"A",1742,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/18/2024 0:00:00
"A",1743,1,1/9/2024 0:00:00,"INT 1RA REF AEN",,"A",1/18/2024 0:00:00
"A",1744,1,1/9/2024 0:00:00,"INT 1RA REF AMV",,"A",12/18/2023 0:00:00
"A",1745,1,1/9/2024 0:00:00,"INT 1RA REF ACW",,"A",1/5/2024 0:00:00
"A",1746,1,1/9/2024 0:00:00,"INT 1RA REF AMV",,"A",1/18/2024 0:00:00
"A",1747,1,1/9/2024 0:00:00,"INT 1RA REF AMV",,"A",1/18/2024 0:00:00
"A",1748,1,1/9/2024 0:00:00,"INT 1RA REF AMV",,"A",12/18/2023 0:00:00
"A",1749,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/18/2024 0:00:00
"A",1750,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/18/2024 0:00:00
"A",1751,1,1/9/2024 0:00:00,"INT 1RA REF AMV",,"A",12/18/2023 0:00:00
"A",1752,1,1/9/2024 0:00:00,"INT 1RA REF AMV",,"A",12/18/2023 0:00:00
"A",1753,1,1/9/2024 0:00:00,"INT 1RA REF AHU",,"A",1/18/2024 0:00:00
"A",1754,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/18/2024 0:00:00
"A",1755,1,1/9/2024 0:00:00,"INT 1RA REF AAP",,"A",1/18/2024 0:00:00
"A",1756,1,1/9/2024 0:00:00,"INT 1RA REF AMV",,"A",12/18/2023 0:00:00
"A",1757,1,1/9/2024 0:00:00,"INT 1RA REF AMV",,"A",1/18/2024 0:00:00
"A",1758,1,1/9/2024 0:00:00,"INT 1RA REF ATR",,"A",1/18/2024 0:00:00
"A",1759,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",1/17/2024 0:00:00
"A",1760,1,1/9/2024 0:00:00,"INT 1RA REF ATU",,"A",1/17/2024 0:00:00
"A",1761,1,1/9/2024 0:00:00,"INT 1RA REF ACE",,"A",12/18/2023 0:00:00
"A",1762,1,1/9/2024 0:00:00,"INT 1RA REF ATR",,"A",12/18/2023 0:00:00
"A",1763,1,1/9/2024 0:00:00,"INT 1RA REF AFI",,"A",12/18/2023 0:00:00
"A",1764,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",1/17/2024 0:00:00
"A",1765,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",12/18/2023 0:00:00
"A",1766,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/17/2024 0:00:00
"A",1767,1,1/9/2024 0:00:00,"INT 1RA REF ATU",,"A",1/17/2024 0:00:00
"A",1768,1,1/9/2024 0:00:00,"INT 1RA REF ATU",,"A",1/17/2024 0:00:00
"A",1769,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",1/17/2024 0:00:00
"A",1770,1,1/9/2024 0:00:00,"INT 1RA REF ATR",,"A",1/17/2024 0:00:00
"A",1771,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/18/2023 0:00:00
"A",1772,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",1/17/2024 0:00:00
"A",1773,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/5/2024 0:00:00
"A",1774,1,1/9/2024 0:00:00,"INT 1RA REF AMV",,"A",1/17/2024 0:00:00
"A",1775,1,1/9/2024 0:00:00,"INT 1RA REF ACO",,"A",12/16/2023 0:00:00
"A",1776,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",12/16/2023 0:00:00
"A",1777,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",1/17/2024 0:00:00
"A",1778,1,1/9/2024 0:00:00,"INT 1RA REF AST",,"A",1/17/2024 0:00:00
"A",1779,1,1/9/2024 0:00:00,"INT 1RA REF AST",,"A",12/16/2023 0:00:00
"A",1780,1,1/9/2024 0:00:00,"INT 1RA REF ACE",,"A",1/5/2024 0:00:00
"A",1781,1,1/9/2024 0:00:00,"INT 1RA REF AST",,"A",12/16/2023 0:00:00
"A",1782,1,1/9/2024 0:00:00,"INT 1RA REF AHU",,"A",12/16/2023 0:00:00
"A",1783,1,1/9/2024 0:00:00,"INT 1RA REF AST",,"A",12/16/2023 0:00:00
"A",1784,1,1/9/2024 0:00:00,"INT 1RA REF AHO",,"A",12/16/2023 0:00:00
"A",1785,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/16/2023 0:00:00
"A",1786,1,1/9/2024 0:00:00,"INT 1RA REF AST",,"A",12/16/2023 0:00:00
"A",1787,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",12/16/2023 0:00:00
"A",1788,1,1/9/2024 0:00:00,"INT 1RA REF ACF",,"A",1/17/2024 0:00:00
"A",1789,1,1/9/2024 0:00:00,"INT 1RA REF ACE",,"A",12/16/2023 0:00:00
"A",1790,1,1/9/2024 0:00:00,"INT 1RA REF ACE",,"A",1/17/2024 0:00:00
"A",1790,2,11/24/2025 0:00:00,"REP 2RA",,"A",11/24/2025 0:00:00
"A",1790,3,12/8/2025 0:00:00,"PA","(67-8-0)","A",12/8/2025 0:00:00
"A",1790,4,12/11/2025 0:00:00,"R/S REF SSG",,"S",12/11/2025 0:00:00
"A",1791,1,1/9/2024 0:00:00,"INT 1RA REF ACE",,"A",12/16/2023 0:00:00
"A",1792,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",1/17/2024 0:00:00
"A",1792,2,10/21/2024 0:00:00,"REP/ACA REF AAP",,"A",10/21/2024 0:00:00
"A",1792,3,12/18/2025 0:00:00,"REP 2RA",,"A",12/18/2025 0:00:00
"A",1793,1,1/9/2024 0:00:00,"INT 1RA REF AHO",,"A",12/16/2023 0:00:00
"A",1794,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/17/2024 0:00:00
"A",1795,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",12/16/2023 0:00:00
"A",1796,1,1/9/2024 0:00:00,"INT 1RA REF AHU",,"A",1/17/2024 0:00:00
"A",1796,2,1/9/2024 0:00:00,"WITHDRAWN APP","P.L.2023, c.213.","A",1/18/2024 0:00:00
"A",1797,1,1/9/2024 0:00:00,"INT 1RA REF AHI",,"A",12/16/2023 0:00:00
"A",1798,1,1/9/2024 0:00:00,"INT 1RA REF AFI",,"A",12/16/2023 0:00:00
"A",1798,2,1/9/2024 0:00:00,"WITHDRAWN APP","P.L.2023, c.276.","A",1/22/2024 0:00:00
"A",1799,1,1/9/2024 0:00:00,"INT 1RA REF ACW",,"A",1/5/2024 0:00:00
"A",1799,2,10/17/2024 0:00:00,"REP REF AHE",,"A",10/17/2024 0:00:00
"A",1799,3,3/20/2025 0:00:00,"REP/ACA REF AAP",,"A",3/20/2025 0:00:00
"A",1800,1,1/9/2024 0:00:00,"INT 1RA REF AST",,"A",1/17/2024 0:00:00
"A",1801,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",1/17/2024 0:00:00
"A",1802,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",1/17/2024 0:00:00
"A",1802,2,3/10/2025 0:00:00,"REP REF AAP",,"A",3/10/2025 0:00:00
"A",1802,3,12/18/2025 0:00:00,"REP/ACA 2RA",,"A",12/18/2025 0:00:00
"A",1802,4,12/22/2025 0:00:00,"SUB BY","S2051 (1R)","A",12/22/2025 0:00:00
"A",1803,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/16/2023 0:00:00
"A",1804,1,1/9/2024 0:00:00,"INT 1RA REF AHO",,"A",1/17/2024 0:00:00
"A",1804,2,1/9/2024 0:00:00,"WITHDRAWN APP","P.L.2023, c.338.","A",1/22/2024 0:00:00
"A",1805,1,1/9/2024 0:00:00,"INT 1RA REF AHO",,"A",12/16/2023 0:00:00
"A",1806,1,1/9/2024 0:00:00,"INT 1RA REF AJU",,"A",12/16/2023 0:00:00
"A",1807,1,1/9/2024 0:00:00,"INT 1RA REF AHI",,"A",12/16/2023 0:00:00
"A",1808,1,1/9/2024 0:00:00,"INT 1RA REF ACF",,"A",1/5/2024 0:00:00
"A",1809,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/19/2023 0:00:00
"A",1810,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",1/17/2024 0:00:00
"A",1811,1,1/9/2024 0:00:00,"INT 1RA REF AEN",,"A",12/19/2023 0:00:00
"A",1813,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/19/2023 0:00:00
"A",1813,2,3/14/2024 0:00:00,"REP/ACA 2RA",,"A",3/14/2024 0:00:00
"A",1813,3,9/26/2024 0:00:00,"PA","(73-2-0)","A",9/26/2024 0:00:00
"A",1813,4,9/30/2024 0:00:00,"R/S REF SHH",,"S",9/30/2024 0:00:00
"A",1813,5,10/7/2024 0:00:00,"REP 2RS",,"S",10/7/2024 0:00:00
"A",1813,6,12/18/2025 0:00:00,"SUB FOR","S3372 (1R)","S",12/18/2025 0:00:00
"A",1813,7,12/18/2025 0:00:00,"PS PBH","(38-0)","S",12/18/2025 0:00:00
"A",1813,8,1/12/2026 0:00:00,"APP","P.L.2025, c.226.","G",1/12/2026 0:00:00
"A",1814,1,1/9/2024 0:00:00,"INT 1RA REF ACW",,"A",1/5/2024 0:00:00
"A",1815,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/19/2023 0:00:00
"A",1815,2,2/22/2024 0:00:00,"REP 2RA",,"A",2/22/2024 0:00:00
"A",1815,3,3/18/2024 0:00:00,"PA","(77-0-0)","A",3/18/2024 0:00:00
"A",1815,4,4/11/2024 0:00:00,"R/S REF SHH",,"S",4/11/2024 0:00:00
"A",1816,1,1/9/2024 0:00:00,"INT 1RA REF ACO",,"A",1/17/2024 0:00:00
"A",1817,1,1/9/2024 0:00:00,"INT 1RA REF AEN",,"A",1/5/2024 0:00:00
"A",1818,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/5/2024 0:00:00
"A",1819,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/19/2023 0:00:00
"A",1820,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/19/2023 0:00:00
"A",1821,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",12/19/2023 0:00:00
"A",1822,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/19/2023 0:00:00
"A",1824,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",12/19/2023 0:00:00
"A",1825,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/19/2023 0:00:00
"A",1825,2,3/14/2024 0:00:00,"REP/ACA REF AFI",,"A",3/14/2024 0:00:00
"A",1825,3,1/27/2025 0:00:00,"REP/ACS REF AAP",,"A",1/27/2025 0:00:00
"A",1825,4,3/20/2025 0:00:00,"REP/ACS 2RA",,"A",3/20/2025 0:00:00
"A",1825,5,3/24/2025 0:00:00,"PA","(75-2-0)","A",3/24/2025 0:00:00
"A",1825,6,3/24/2025 0:00:00,"R/S SWR 2RS",,"S",3/24/2025 0:00:00
"A",1825,7,3/24/2025 0:00:00,"SUB FOR","S3533 (SCS)","S",3/24/2025 0:00:00
"A",1825,8,3/24/2025 0:00:00,"PS PBH","(39-0)","S",3/24/2025 0:00:00
"A",1825,9,5/8/2025 0:00:00,"APP","P.L.2025, c.50.","G",5/8/2025 0:00:00
"A",1826,1,1/9/2024 0:00:00,"INT 1RA REF AED",,"A",12/19/2023 0:00:00
"A",1827,1,1/9/2024 0:00:00,"INT 1RA REF APS",,"A",1/5/2024 0:00:00
"A",1828,1,1/9/2024 0:00:00,"INT 1RA REF AHI",,"A",1/17/2024 0:00:00
"A",1828,2,1/9/2024 0:00:00,"WITHDRAWN APP","P.L.2023, c.268.","A",1/22/2024 0:00:00
"A",1829,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",12/19/2023 0:00:00
"A",1830,1,1/9/2024 0:00:00,"INT 1RA REF ASL",,"A",12/19/2023 0:00:00
"A",1831,1,1/9/2024 0:00:00,"INT 1RA REF AFI",,"A",12/19/2023 0:00:00
"A",1832,1,1/9/2024 0:00:00,"INT 1RA REF AFI",,"A",12/19/2023 0:00:00
"A",1833,1,1/9/2024 0:00:00,"INT 1RA REF ATR",,"A",12/19/2023 0:00:00
"A",1834,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/19/2023 0:00:00
"A",1836,1,1/9/2024 0:00:00,"INT 1RA REF ACO",,"A",1/17/2024 0:00:00
"A",1837,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/19/2023 0:00:00
"A",1838,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",1/17/2024 0:00:00
"A",1840,1,1/9/2024 0:00:00,"INT 1RA REF AEN",,"A",12/19/2023 0:00:00
"A",1841,1,1/9/2024 0:00:00,"INT 1RA REF AFI",,"A",12/19/2023 0:00:00
"A",1841,2,5/15/2025 0:00:00,"REP/ACA REF AHE",,"A",5/15/2025 0:00:00
"A",1841,3,11/24/2025 0:00:00,"REP/ACA REF AAP",,"A",11/24/2025 0:00:00
"A",1842,1,1/9/2024 0:00:00,"INT 1RA REF AHU",,"A",1/17/2024 0:00:00
"A",1843,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/19/2023 0:00:00
"A",1844,1,1/9/2024 0:00:00,"INT 1RA REF ACF",,"A",1/17/2024 0:00:00
"A",1844,2,3/4/2024 0:00:00,"REP/ACA 2RA",,"A",3/5/2024 0:00:00
"A",1844,3,6/28/2024 0:00:00,"PA","(76-0-0)","A",7/2/2024 0:00:00
"A",1844,4,9/19/2024 0:00:00,"R/S REF SHH",,"S",9/19/2024 0:00:00
"A",1845,1,1/9/2024 0:00:00,"INT 1RA REF ACO",,"A",12/19/2023 0:00:00
"A",1846,1,1/9/2024 0:00:00,"INT 1RA REF ACE",,"A",1/5/2024 0:00:00
"A",1848,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/19/2023 0:00:00
"A",1848,2,9/23/2024 0:00:00,"REP/ACA 2RA",,"A",9/23/2024 0:00:00
"A",1848,3,10/28/2024 0:00:00,"PA","(56-17-4)","A",10/28/2024 0:00:00
"A",1848,4,12/5/2024 0:00:00,"R/S REF SHH",,"S",12/5/2024 0:00:00
"A",1849,1,1/9/2024 0:00:00,"INT 1RA REF AST",,"A",1/17/2024 0:00:00
"A",1850,1,1/9/2024 0:00:00,"INT 1RA REF AST",,"A",12/19/2023 0:00:00
"A",1851,1,1/9/2024 0:00:00,"INT 1RA REF AEN",,"A",12/19/2023 0:00:00
"A",1852,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",1/17/2024 0:00:00
"A",1853,1,1/9/2024 0:00:00,"INT 1RA REF AHE",,"A",12/19/2023 0:00:00
