"bill_id","session","session_type","primary_sponsor","cosponsors","outchamber_sponsors","status","summary","bill_url","LES_sponsor","term","bill_type","SS","commem","state","introduced","action_in_comm","action_beyond_comm","passed_chamber","law"
"AB0502","RS","RS","Rozar","Behnke; Brandtjen; Dittrich; Duchow; Goeben; Gundrum; Gustafson; Maxey; Nedweski; O'Connor; Schraa; Wichgers; Green; Rettinger","Hutton; Kapenga; Nass; Tomczyk; Bradley; Felzkowski","A - Judiciary","An Act to create 895.039 of the statutes;  Relating to: a civil cause of action for a minor injured by a gender transition procedure.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab502","rozar","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0503","RS","RS","Duchow","Behnke; Binsfeld; Dittrich; Goeben; Green; Gundrum; Maxey; Michalski; Rettinger; Rozar; Schraa; Tusler; Wichgers; Brandtjen; Murphy; S. Johnson","Kapenga; Ballweg; Stroebel","A - Rules","An Act to amend 944.20 (1) (a) and (b) and 944.20 (2) of the statutes;  Relating to: intentional exposure of genitals and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab503","duchow","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0504","RS","RS","Duchow","Behnke; Binsfeld; Dittrich; Goeben; Green; Gundrum; Maxey; Michalski; Rettinger; Rozar; Schraa; Sortwell; Tusler; Wichgers; Brandtjen; Murphy","Kapenga; Ballweg; Stroebel","A - Rules","An Act to create 948.105 of the statutes;  Relating to: attendance of children at public events with groups of nude adults and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab504","duchow","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0505","RS","RS","Tusler","Donovan; Gundrum; S. Johnson; Moses; Murphy; O'Connor; Rozar","Wimberger; Ballweg; Marklein; Tomczyk; Bradley","A - Tabled","An Act to amend 943.87 of the statutes;  Relating to: robbery of a financial institution and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab505","tusler","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0506","RS","RS","Madison","Shelton; Ohnstad; C. Anderson; J. Anderson; Baldeh; Bare; Clancy; Conley; Considine; Drake; Emerson; Goyke; Haywood; Hong; Jacobson; Joers; Moore Omokunde; Myers; Neubauer; Ortiz-Velez; Palmeri; Ratcliff; Sinicki; Snodgrass; Stubbs","Agard; L. Johnson; Carpenter; Hesselbein; Larson; Pfaff; Roys; Smith; Spreitzer; Taylor","A - State Affairs","An Act to repeal 94.55 (2t), 961.11 (4g), 961.14 (4) (t), 961.32 (2m), 961.38 (1n), 961.41 (1) (h), 961.41 (1m) (h), 961.41 (1q), 961.41 (3g) (e), 961.571 (1) (a) 7., 961.571 (1) (a) 11. e., 961.571 (1) (a) 11. k. and L. and 967.055 (1m) (b) 5.; to renumber and amend 115.35 (1), 961.01 (14) and 961.34; to amend 20.115 (7) (gc), 49.148 (4) (a), 49.79 (1) (b), 59.54 (25) (title), 59.54 (25) (a) (intro.), 66.0107 (1) (bm), 111.35 (2) (e), 114.09 (2) (bm) 1. (intro.), 114.09 (2) (bm) 4., 157.06 (11) (i), 175.35 (2g) (c) 4. a., 289.33 (3) (d), 349.02 (2) (b) 4., 961.41 (1r), 961.41 (1x), 961.41 (3g) (c), 961.41 (3g) (d), 961.41 (3g) (em), 961.47 (1), 961.48 (3), 961.48 (5), 961.49 (1m) (intro.), 961.571 (1) (a) 11. (intro.), 971.365 (1) (a), 971.365 (1) (b), 971.365 (1) (c) and 971.365 (2); and to create 16.282, 20.115 (7) (ge), 20.192 (1) (t), 20.255 (2) (r), 20.395 (5) (db), 20.435 (1) (s), 20.437 (3) (r), 20.505 (1) (t), 20.566 (1) (bn), 20.835 (2) (eq), 25.316, 48.47 (20), 66.04185, 73.17, 77.54 (71), 94.56, 94.57, 100.145, 108.02 (18r), 108.04 (5m), 111.32 (9m), 111.32 (11m), subchapter IV of chapter 139 [precedes 139.97], 157.06 (11) (hm), 175.35 (2g) (b) 3., 238.139, 250.22 and subchapter VIII of chapter 961 [precedes 961.70] of the statutes;  Relating to: legalizing the possession of marijuana; medical marijuana; regulating the production, processing, and sale of marijuana; expunging or redesignating past convictions for marijuana-related crimes; equity grants; making an appropriation; and providing a penalty. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab506","madison","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0507","RS","RS","VanderMeer","Gustafson; Billings; Brandtjen; Brooks; Donovan; Gundrum; Macco; Magnafici; Maxey; Rettinger; Rozar; Schmidt; Shankland; Wichgers; Wittke; Melotik","Testin; Ballweg; Cowles; L. Johnson; Larson; Nass","A - Rules","An Act to amend 632.85 (title) and 632.85 (3); and to create 632.85 (1) (d) and 632.851 of the statutes;  Relating to: prior authorization for coverage of physical therapy, occupational therapy, speech therapy, chiropractic services, and other services under health plans.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab507","vandermeer","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0508","RS","RS","Shankland","Sinicki; Ohnstad; C. Anderson; J. Anderson; Bare; Cabrera; Clancy; Conley; Considine; Doyle; Drake; Emerson; Goyke; Haywood; Hong; Jacobson; Joers; Madison; Moore Omokunde; Ortiz-Velez; Palmeri; Ratcliff; Shelton; Snodgrass; Stubbs; Subeck; Vining","Hesselbein; L. Johnson; Agard; Carpenter; Larson; Pfaff; Roys; Smith; Spreitzer; Taylor; Wirch","A - Labor and Integrated Employment","An Act to repeal 16.75 (1p), 16.855 (1p), 66.0901 (1) (ae), 66.0901 (1) (am), 66.0901 (6m) and 66.0901 (6s); and to amend 66.0901 (6) of the statutes;  Relating to: project labor agreements and public contracts. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab508","shankland","2023_2024","AB",0,0,"WI",1,0,0,0,0
"AB0509","RS","RS","Shankland","Sinicki; Ohnstad; C. Anderson; J. Anderson; Bare; Cabrera; Clancy; Conley; Considine; Doyle; Drake; Emerson; Goyke; Haywood; Hong; Jacobson; Joers; Madison; Moore Omokunde; Neubauer; Ortiz-Velez; Palmeri; Ratcliff; Shelton; Snodgrass; Stubbs; Subeck; Vining","Carpenter; L. Johnson; Agard; Hesselbein; Larson; Pfaff; Roys; Smith; Spreitzer; Taylor; Wirch","A - Government Accountability and Oversight","An Act to repeal 84.54 and 86.51; to amend 66.0129 (5), 66.0903 (1) (c), 66.0903 (1) (f), 66.0903 (1) (j), 66.0903 (1m) (b), 103.005 (12) (a), 103.503 (1) (a), 103.503 (1) (e), 103.503 (2), 103.503 (3) (a) 2., 109.09 (1), 111.322 (2m) (a), 111.322 (2m) (b) and 978.05 (6) (a); to repeal and recreate 66.0903 (1) (g) and 103.503 (1) (g); and to create 19.36 (12), 66.0903 (1) (a), (am), (b), (cm), (dr), (em), (hm) and (im), 66.0903 (2) to (12), 84.41 (3), 103.49, 103.50, 104.001 (4), 106.04, 111.322 (2m) (c), 227.01 (13) (t), 229.682 (2), 229.8275 and 946.15 of the statutes;  Relating to: prevailing wage, granting rule-making authority, and providing a penalty. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab509","shankland","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0510","RS","RS","Wittke","Gundrum; Maxey; Nedweski; Schmidt; Binsfeld; Rettinger; Allen; Magnafici; Steffen; Brooks; Armstrong; Callahan; O'Connor; Goeben; Bodden; Sapik; Tittl; Michalski; Schutt; Penterman; Dittrich; Murphy; Green; Behnke; Mursau; Brandtjen; Wichgers; Gustafson; VanderMeer; Edming","Wanggaard; Quinn; Marklein; Nass","A - Veto Sustained","An Act to create 48.9865 of the statutes;  Relating to: rights reserved to a parent or guardian of a child.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab510","wittke","2023_2024","AB",1,0,"WI",1,1,1,1,0
"AB0511","RS","RS","Mursau","Callahan; Edming; Gustafson; Green; Magnafici; Michalski; O'Connor; Schmidt; Snyder; Swearingen","Tomczyk; Ballweg; Cowles; Felzkowski; Quinn; Testin; Nass","S - Available for Scheduling","An Act to amend 348.27 (9) (a) 3. g. and 348.27 (9) (a) 3. n.; and to create 348.27 (9) (a) 3. gm., 348.27 (9) (a) 3. hm., 348.27 (9) (a) 3. o., 348.27 (9) (a) 3. p., 348.27 (9) (a) 3. q., 348.27 (9) (a) 3. r., 348.27 (9) (a) 3. s. and 348.27 (9) (a) 3. t. of the statutes;  Relating to: permits for certain oversize or overweight vehicles transporting forest products. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab511","mursau","2023_2024","AB",0,0,"WI",1,1,1,1,0
"AB0512","RS","RS","Green","Bodden; Brooks; Magnafici; Mursau; Schmidt; Edming","Quinn; Jacque; Tomczyk","A - Veto Sustained","An Act  Relating to: hunting wild animals with the aid of a dog, dog training on wild animals, and dog trialing on wild animals in the northern portion of the state.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab512","green","2023_2024","AB",0,0,"WI",1,1,1,1,0
"AB0513","RS","RS","Joers","Jacobson; Billings; C. Anderson; J. Anderson; Andraca; Baldeh; Bare; Clancy; Conley; Considine; Doyle; Drake; Emerson; Goyke; Haywood; Hong; Madison; McGuire; Moore Omokunde; Myers; Neubauer; Ohnstad; Ortiz-Velez; Palmeri; Ratcliff; Riemer; Shankland; Shelton; Sinicki; Snodgrass; Stubbs; Subeck; Vining","Roys; Agard; Carpenter; Hesselbein; L. Johnson; Larson; Pfaff; Smith; Spreitzer; Taylor; Wirch","A - Children and Families","An Act to repeal 49.155 (1g) (i) and 49.155 (6) (e) 2.; to amend 49.155 (6) (e) 3. (intro.); and to create 20.437 (2) (c), 20.437 (2) (d), 49.132, 49.133 and 49.155 (1g) (j) of the statutes;  Relating to: a Department of Children and Families program to make payments to child care programs, a child care partnership grant program, granting rule-making authority, and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab513","joers","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0514","RS","RS","Dallman","Steffen; Brandtjen; Considine; Duchow; Joers; Novak; Rozar; Schmidt; Stubbs","Wimberger; Marklein; Pfaff; Spreitzer","A - Enacted into Law","An Act to create 443.20 of the statutes;  Relating to: prohibiting certain indemnification provisions in contracts relating to design professional services.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab514","dallman","2023_2024","AB",0,0,"WI",1,1,1,1,1
"AB0515","RS","RS","Conley","Shelton; C. Anderson; J. Anderson; Baldeh; Cabrera; Clancy; Considine; Haywood; Hong; Joers; Myers; Neubauer; Ohnstad; Palmeri; Ratcliff; Sinicki; Snodgrass; Stubbs","Smith; Larson; L. Johnson; Roys; Hesselbein; Agard; Spreitzer; Carpenter; Pfaff","A - Labor and Integrated Employment","An Act to amend 40.22 (1), 40.22 (2m) (intro.), 40.22 (2r) (intro.) and 40.22 (3) (intro.); and to create 40.26 (7) of the statutes;  Relating to: rehired annuitant teachers in the Wisconsin Retirement System. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab515","conley","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0516","RS","RS","C. Anderson","Shelton; Madison; Joers; Baldeh; Subeck; Sinicki; Ratcliff","Hesselbein; Larson; Smith; Roys; Agard; Spreitzer; Carpenter","A - Education","An Act to amend 118.60 (4d) (b) 1. (intro.) and 121.91 (4) (n) 1.; and to create 118.60 (4e) of the statutes;  Relating to: state aid to the resident school district of a pupil attending a private school under the Racine or statewide parental choice program. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab516","c. anderson","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0517","RS","RS","Hong","Shelton; Joers; C. Anderson; Jacobson; Myers; Shankland; Bare; Madison; Cabrera; Clancy; Conley; Emerson; Palmeri; Ratcliff; Sinicki; Snodgrass; Subeck; Vining; Stubbs; Moore Omokunde; J. Anderson; Neubauer","Larson; L. Johnson; Smith; Hesselbein; Agard; Carpenter; Pfaff","A - Labor and Integrated Employment","An Act to amend 118.21 (title); and to create 118.21 (5) and 119.40 (3) of the statutes;  Relating to: establishing minimum salaries for public school teachers. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab517","hong","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0518","RS","RS","Considine","Shelton; Hong; C. Anderson; Clancy; J. Anderson; Baldeh; Joers; Neubauer; Ratcliff; Sinicki; Subeck","Larson; Smith; Roys; Hesselbein; Agard; Spreitzer","A - Education","An Act to repeal 118.43 (title), (1) to (7) and (9) and 118.44; to renumber and amend 118.43 (8); to amend 20.255 (2) (cs), 20.255 (2) (cu), 115.7915 (2) (intro.), 118.38 (1) (a) 9., 118.60 (2) (a) (intro.), 119.04 (1) and 119.23 (2) (a) (intro.); and to create 115.7915 (11), 118.435, 118.60 (13) and 119.23 (13) of the statutes;  Relating to: phasing out parental choice programs and the Special Needs Scholarship Program, repealing the achievement gap reduction program and the student achievement guarantee program, creating a new student achievement guarantee program, granting rule-making authority, and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab518","considine","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0519","RS","RS","Considine","Shelton; Joers; Hong; C. Anderson; Clancy; Jacobson; Shankland; Bare; Cabrera; Conley; Emerson; Palmeri; Ratcliff; Sinicki; Snodgrass; Subeck; Vining; Stubbs; Moore Omokunde; Madison; J. Anderson; Neubauer","L. Johnson; Larson; Smith; Hesselbein; Agard; Carpenter","A - Insurance","An Act to amend 40.51 (7) (a); and to create 40.51 (7) (c) of the statutes;  Relating to: health insurance for school district employees. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab519","considine","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0520","RS","RS","Shelton","Jacobson; C. Anderson; Myers; Shankland; Cabrera; Clancy; Conley; Considine; Emerson; Joers; Palmeri; Ratcliff; Sinicki; Snodgrass; Subeck; Vining; Bare; Stubbs; Moore Omokunde; Madison; J. Anderson; Neubauer","Larson; L. Johnson; Hesselbein; Smith; Agard; Spreitzer; Carpenter; Pfaff","A - Labor and Integrated Employment","An Act to amend 119.04 (1); and to create 20.255 (3) (bt), 40.02 (22) (b) 15. and 115.418 of the statutes;  Relating to: longevity bonuses for teachers in school districts. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab520","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0521","RS","RS","Shelton","Joers; C. Anderson; Clancy; Jacobson; Myers; Shankland; Madison; Cabrera; Conley; Considine; Emerson; Palmeri; Ratcliff; Sinicki; Snodgrass; Subeck; Bare; Stubbs; Moore Omokunde; J. Anderson; Neubauer","Larson; Smith; Roys; Agard; Hesselbein; Spreitzer; L. Johnson; Carpenter; Pfaff","A - Labor and Integrated Employment","An Act to amend 119.04 (1); and to create 20.255 (2) (ch) and 115.422 of the statutes;  Relating to: grants to encourage individuals to pursue a career in teaching or to facilitate teacher licensure, granting rule-making authority, and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab521","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0522","RS","RS","Shelton","Shankland; C. Anderson; Clancy; Jacobson; Myers; Bare; Madison; Cabrera; Conley; Considine; Emerson; Joers; Palmeri; Ratcliff; Sinicki; Snodgrass; Subeck; Vining; Stubbs; Moore Omokunde; J. Anderson; Neubauer","Pfaff; Larson; L. Johnson; Hesselbein; Smith; Agard; Spreitzer; Carpenter","A - Labor and Integrated Employment","An Act to amend 119.04 (1); and to create 20.255 (2) (e) and 118.237 of the statutes;  Relating to:  grants to school districts to pay student teachers an hourly wage, granting rule-making authority, and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab522","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0523","RS","RS","Shelton","Bare; C. Anderson; Jacobson; Myers; Shankland; Madison; Cabrera; Clancy; Conley; Emerson; Joers; Palmeri; Ratcliff; Snodgrass; Subeck; Vining; Sinicki; Stubbs; Moore Omokunde; J. Anderson; Neubauer","Larson; L. Johnson; Smith; Roys; Hesselbein; Agard; Spreitzer; Carpenter; Pfaff","A - Education","An Act to amend 119.04 (1); and to create 120.12 (29) of the statutes;  Relating to: paid preparation time for teachers. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab523","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0524","RS","RS","Shelton","Shankland; Bare; C. Anderson; Jacobson; Myers; Madison; Cabrera; Clancy; Conley; Emerson; Joers; Palmeri; Ratcliff; Snodgrass; Subeck; Vining; Sinicki; Stubbs; Moore Omokunde; J. Anderson; Neubauer","Larson; Roys; L. Johnson; Smith; Hesselbein; Agard; Carpenter; Pfaff","A - Government Accountability and Oversight","An Act to renumber 118.235; to amend 119.04 (1); and to create 118.235 (title) and 118.235 (2) of the statutes;  Relating to: requiring school boards to compensate teachers for time spent on nonclassroom services. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab524","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0525","RS","RS","Shelton","Clancy; Hong; Jacobson; Myers; Shankland; Bare; Cabrera; Joers; Conley; Emerson; Palmeri; Ratcliff; Sinicki; Snodgrass; Subeck; Madison; Stubbs; Moore Omokunde; J. Anderson; Neubauer","Larson; Agard; Roys; L. Johnson; Smith; Hesselbein; Spreitzer; Carpenter; Pfaff","A - State Affairs","An Act to renumber 120.01; to amend 117.105 (4m) (e) 1. a., 117.17 (1) (a), 119.08 (title), 119.08 (3), 119.10 (3), 120.01 (title), 120.11 (2) (a), 120.11 (2) (b), 120.11 (2) (c) and 120.13 (32); and to create 119.08 (1m), 120.01 (2m), 120.065 and 120.41 (3) of the statutes;  Relating to: adding a teacher representative to school boards. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab525","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0526","RS","RS","Shelton","J. Anderson; Hong; C. Anderson; Clancy; Jacobson; Considine; Myers; Vining; Shankland; Bare; Madison; Baldeh; Cabrera; Conley; Haywood; Joers; Neubauer; Ohnstad; Palmeri; Ratcliff; Sinicki; Snodgrass; Stubbs","Spreitzer; Larson; L. Johnson; Smith; Agard; Roys; Hesselbein; Carpenter; Pfaff","A - Education","An Act to amend 118.019 (2d), 118.13 (1), 118.13 (2) (a), 118.13 (3) (a) 3., 118.13 (3) (b) 1. and 2., 118.13 (4), 118.20 (1) and 118.40 (4) (b) 2.; and to create 118.13 (1m) of the statutes;  Relating to: pupil discrimination and private school participating in a parental choice program or the Special Needs Scholarship Program, discrimination based on gender identity or gender expression, and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab526","shelton","2023_2024","AB",0,0,"WI",1,0,0,0,0
"AB0527","RS","RS","Shelton","J. Anderson; Joers; Hong; C. Anderson; Clancy; Considine; Myers; Vining; Shankland; Bare; Madison; Baldeh; Cabrera; Conley; Haywood; Neubauer; Ohnstad; Palmeri; Ratcliff; Sinicki; Snodgrass; Stubbs","Larson; L. Johnson; Smith; Agard; Roys; Hesselbein; Spreitzer; Carpenter","A - Education","An Act to amend 20.255 (2) (b) and 115.882 of the statutes;  Relating to: the reimbursement rate for special education costs and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab527","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0528","RS","RS","Shelton","Ratcliff; Jacobson; C. Anderson; Considine; Shankland; J. Anderson; Baldeh; Cabrera; Clancy; Conley; Haywood; Hong; Joers; Ohnstad; Palmeri; Sinicki; Snodgrass; Stubbs; Vining","Larson; L. Johnson; Smith; Roys; Hesselbein; Agard; Spreitzer; Carpenter; Pfaff","A - State Affairs","An Act to repeal 118.134 (3r), 118.134 (4) (b), 227.43 (1) (bd), 227.43 (3) (br) and 227.43 (4) (br); to renumber and amend 118.134 (1m) (b), 118.134 (2) and 118.134 (4) (a); to amend 118.134 (1), 118.134 (1m) (a), 118.134 (3) (a), 118.134 (3) (b) 2. and 118.134 (3) (c); and to create 20.255 (2) (kg), 20.505 (8) (hm) 29., 118.134 (1m) (a) 1m., 118.134 (1m) (b) 2., 118.134 (2) (b) and 118.134 (6) of the statutes;  Relating to: race-based nicknames, logos, mascots, and team names; providing an exemption from rule-making and emergency rule procedures; and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab528","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0529","RS","RS","Shelton","Myers; C. Anderson; Clancy; Shankland; Madison; J. Anderson; Baldeh; Cabrera; Conley; Considine; Haywood; Hong; Joers; Ohnstad; Palmeri; Ratcliff; Sinicki; Snodgrass; Stubbs","Larson; Roys; L. Johnson; Smith; Hesselbein; Agard; Spreitzer","A - Education","An Act to amend 121.004 (7) (c) 1. a., 121.004 (7) (c) 2. and 121.004 (7) (cm) of the statutes;  Relating to: counting pupils enrolled in four-year-old kindergarten for purposes of state aid and revenue limits. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab529","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0530","RS","RS","Shelton","C. Anderson; Shankland; J. Anderson; Baldeh; Cabrera; Clancy; Conley; Haywood; Hong; Joers; Ohnstad; Palmeri; Ratcliff; Sinicki; Snodgrass; Stubbs","Larson; L. Johnson; Smith; Agard; Roys; Hesselbein; Spreitzer; Pfaff","A - Education","An Act  Relating to: additional positions in the Department of Public Instruction related to licensing school and public library personnel and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab530","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0531","RS","RS","Shelton","C. Anderson; Jacobson; Shankland; Andraca; Bare; Madison; J. Anderson; Baldeh; Cabrera; Clancy; Conley; Considine; Haywood; Hong; Joers; Ohnstad; Palmeri; Ratcliff; Sinicki; Snodgrass; Stubbs","Larson; L. Johnson; Smith; Roys; Hesselbein; Agard; Carpenter; Spreitzer","A - Education","An Act to amend 121.91 (7); and to create 121.91 (4) (m) of the statutes;  Relating to: a school district revenue limit adjustment for the cost of employing school nurses. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab531","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0532","RS","RS","Shelton","Joers; C. Anderson; Clancy; Jacobson; Considine; Myers; Vining; Madison; J. Anderson; Baldeh; Ratcliff; Sinicki; Subeck","Larson; Smith; Roys; Hesselbein; Agard; Spreitzer; Carpenter","A - Education","An Act to create 115.7915 (4m) (em), 118.40 (2r) (e) 3n., 118.40 (2x) (e) 3., 118.60 (4) (d) and 119.23 (4) (d) of the statutes;  Relating to: payments for pupils who withdraw from a parental choice program, the Special Needs Scholarship Program, or an independent charter school. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab532","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0533","RS","RS","Shelton","Clancy; Hong; C. Anderson; Considine; J. Anderson; Baldeh; Joers; Neubauer; Ratcliff; Sinicki; Subeck","Larson; Smith; Roys; Hesselbein; Agard; Spreitzer","A - Education","An Act to renumber and amend 118.60 (3) (ar) 3. and 118.60 (3) (ar) 4.; to amend 115.7915 (2) (intro.), 118.60 (2) (a) (intro.), 118.60 (2) (a) 2. g., 118.60 (2) (be) 3., 118.60 (3) (a) (intro.), 118.60 (3) (ar) (intro.), 118.60 (3) (ar) 5., 118.60 (3) (b), 118.60 (3) (c), 118.60 (4v) (b), 119.23 (2) (a) (intro.), 119.23 (3) (a) (intro.), 119.23 (3) (b) and 119.23 (4v) (b); and to create 115.7915 (11), 118.60 (2) (bh), 118.60 (3) (am), 118.60 (3) (ar) 3. a. and b., 118.60 (3) (ar) 4. a. and b., 118.60 (4v) (c) and (d), 119.23 (2) (b), 119.23 (3) (ar) and 119.23 (4v) (c), (d) and (e) of the statutes;  Relating to: phasing out the Special Needs Scholarship Program and limiting enrollment in parental choice programs. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab533","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0534","RS","RS","Shelton","Myers; C. Anderson; Andraca; Madison; J. Anderson; Baldeh; Clancy; Joers; Neubauer; Ratcliff; Sinicki; Subeck","Larson; Smith; Roys; Hesselbein; Agard; Spreitzer; Carpenter","A - Regulatory Licensing Reform","An Act to amend 115.28 (7) (b), 118.19 (1), 118.19 (1b), 118.19 (1c) (b) (intro.), 118.19 (3) (a), 118.19 (3) (b), 118.19 (10) (b) 1., 118.191 (2) (a), 118.191 (2) (b), 118.191 (2m), 118.191 (3), 118.191 (4), 118.192 (4), 118.60 (2) (a) 6. a., 118.60 (2) (a) 6. b., 119.23 (2) (a) 6. a. and 119.23 (2) (a) 6. b.; and to create 115.7915 (2) (i), 118.60 (2) (a) 6m., 118.60 (2) (c) 3., 118.60 (2) (c) 4., 119.23 (2) (a) 6m., 119.23 (2) (c) 3. and 119.23 (2) (c) 4. of the statutes;  Relating to: teacher and administrator licensure in parental choice programs and in the Special Needs Scholarship Program and granting rule-making authority. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab534","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0535","RS","RS","Shelton","Andraca; Joers; C. Anderson; Clancy; Jacobson; Considine; Myers; Vining; Shankland; J. Anderson; Baldeh; Ratcliff; Sinicki; Subeck","Smith; Larson; Roys; Hesselbein; Agard; Spreitzer; Carpenter","A - Housing and Real Estate","An Act to create 74.09 (3) (gb) of the statutes;  Relating to: including with the property tax bill information about state aid reduction to school districts. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab535","shelton","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0536","RS","RS","Donovan","Tusler; Rettinger; Allen; Behnke; Bodden; Brandtjen; Brooks; Duchow; Goeben; Gundrum; Maxey; Melotik; Michalski; Murphy; O'Connor; Penterman","Knodl; Hutton; Bradley; Ballweg; James; Marklein; Nass","A - Tabled","An Act to amend 346.17 (3) (a), 346.17 (3) (b), 346.17 (3) (c) and 346.17 (3) (d) of the statutes;  Relating to: fleeing an officer and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab536","donovan","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0537","RS","RS","Sinicki","Shankland; Ohnstad; Neubauer; Haywood; Subeck; Goyke; Conley; Joers; Hong; Stubbs; Cabrera; Doyle; Snodgrass; Shelton; Emerson; Ratcliff; Ortiz-Velez; J. Anderson; Considine; C. Anderson; Moore Omokunde; Palmeri","L. Johnson; Smith; Larson; Hesselbein; Roys; Carpenter; Wirch; Spreitzer; Pfaff","A - Judiciary","An Act to amend 111.39 (4) (d), 111.39 (5) (b) and 814.04 (intro.); and to create 111.39 (5) (d) and 111.397 of the statutes;  Relating to: actions in circuit court alleging discrimination in employment, unfair honesty testing, or unfair genetic testing. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab537","sinicki","2023_2024","AB",0,0,"WI",1,1,0,0,0
