bill_num,ga_num,session,chamber,action_date,action,order,vote_url
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-04-06,Read the third time and passed and ordered transmitted to the Senate.,16,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1096&rcs=1052&chamber=House&ddBienniumSession=2023%2F2023R
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-04-06,"Considered in the Committee of the Whole, and recommended do pass.",15,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-04-06,RULES SUSPENDED,14,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-04-05,REPORTED CORRECTLY ENGROSSED,13,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-04-05,Amendment No. 5 read and adopted and the bill ordered engrossed.,12,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-04-05,Placed on second reading for the purpose of amendment.,11,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-04-04,Returned by the Committee with the recommendation that it do pass as amended 5,10,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-04-03,REPORTED CORRECTLY ENGROSSED,9,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Amendment No. 3 read and adopted and the bill ordered engrossed.,8,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Placed on second reading for the purpose of amendment.,7,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-03-29,REPORTED CORRECTLY ENGROSSED,6,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-03-29,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-03-29,Placed on second reading for the purpose of amendment.,4,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-01-09,"Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE",3,
HB1096,94th General Assembly,"Regular Session, 2023",House,2023-01-09,Filed,2,
HB1097,94th General Assembly,"Regular Session, 2023",House,2023-04-06,WITHDRAWN BY AUTHOR,4,
HB1097,94th General Assembly,"Regular Session, 2023",House,2023-01-09,"Read the first time, rules suspended, read the second time and referred to the Committee on REVENUE & TAXATION- HOUSE",3,
HB1097,94th General Assembly,"Regular Session, 2023",House,2023-01-09,Filed,2,
HB1098,94th General Assembly,"Regular Session, 2023",House,2023-02-14,Notification that HB1098 is now Act 68,17,
HB1098,94th General Assembly,"Regular Session, 2023",House,2023-02-09,Correctly enrolled and ordered transmitted to the Governor's Office.,16,
HB1098,94th General Assembly,"Regular Session, 2023",House,2023-02-09,TO BE ENROLLED,15,
HB1098,94th General Assembly,"Regular Session, 2023",House,2023-02-09,Returned From  the Senate as passed.,14,
HB1098,94th General Assembly,"Regular Session, 2023",Senate,2023-02-09,Returned to the House as passed.,13,
HB1098,94th General Assembly,"Regular Session, 2023",Senate,2023-02-09,Read the third time and passed.,12,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1098&rcs=156&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1098,94th General Assembly,"Regular Session, 2023",Senate,2023-02-08,"Returned by the Committee, with the recommendation that it Do Pass",11,
HB1098,94th General Assembly,"Regular Session, 2023",Senate,2023-01-24,"Read first time, rules suspended, read second time, referred to JUDICIARY COMMITTEE - SENATE",10,
HB1098,94th General Assembly,"Regular Session, 2023",Senate,2023-01-24,Received from the House.,9,
HB1098,94th General Assembly,"Regular Session, 2023",House,2023-01-24,Read the third time and passed and ordered transmitted to the Senate.,8,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1098&rcs=72&chamber=House&ddBienniumSession=2023%2F2023R
HB1098,94th General Assembly,"Regular Session, 2023",House,2023-01-23,REPORTED CORRECTLY ENGROSSED,7,
HB1098,94th General Assembly,"Regular Session, 2023",House,2023-01-23,Amendment No. 1 read and adopted and the bill ordered engrossed.,6,
HB1098,94th General Assembly,"Regular Session, 2023",House,2023-01-23,Placed on second reading for the purpose of amendment.,5,
HB1098,94th General Assembly,"Regular Session, 2023",House,2023-01-19,Returned by the Committee with the recommendation that it do pass as amended 1,4,
HB1098,94th General Assembly,"Regular Session, 2023",House,2023-01-09,"Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE",3,
HB1098,94th General Assembly,"Regular Session, 2023",House,2023-01-09,Filed,2,
HB1099,94th General Assembly,"Regular Session, 2023",House,2023-02-09,Notification that HB1099 is now Act 36,14,
HB1099,94th General Assembly,"Regular Session, 2023",House,2023-02-06,Correctly enrolled and ordered transmitted to the Governor's Office.,13,
HB1099,94th General Assembly,"Regular Session, 2023",House,2023-02-06,TO BE ENROLLED,12,
HB1099,94th General Assembly,"Regular Session, 2023",House,2023-02-06,Returned From  the Senate as passed.,11,
HB1099,94th General Assembly,"Regular Session, 2023",Senate,2023-02-06,Returned to the House as passed.,10,
HB1099,94th General Assembly,"Regular Session, 2023",Senate,2023-02-06,Read the third time and passed.,9,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1099&rcs=120&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1099,94th General Assembly,"Regular Session, 2023",Senate,2023-01-31,"Returned by the Committee, with the recommendation that it Do Pass",8,
HB1099,94th General Assembly,"Regular Session, 2023",Senate,2023-01-26,"Read first time, rules suspended, read second time, referred to STATE AGENCIES & GOVT'L AFFAIRS-SENATE",7,
HB1099,94th General Assembly,"Regular Session, 2023",Senate,2023-01-26,Received from the House.,6,
HB1099,94th General Assembly,"Regular Session, 2023",House,2023-01-26,Read the third time and passed and ordered transmitted to the Senate.,5,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1099&rcs=88&chamber=House&ddBienniumSession=2023%2F2023R
HB1099,94th General Assembly,"Regular Session, 2023",House,2023-01-25,Returned by the Committee Do Pass,4,
HB1099,94th General Assembly,"Regular Session, 2023",House,2023-01-10,"Read the first time, rules suspended, read the second time and referred to the Committee on STATE AGENCIES & GOVT'L AFFAIRS- HOUSE",3,
HB1099,94th General Assembly,"Regular Session, 2023",House,2023-01-10,Filed,2,
HB1100,94th General Assembly,"Regular Session, 2023",House,2023-01-26,Notification that HB1100 is now Act 13,14,
HB1100,94th General Assembly,"Regular Session, 2023",House,2023-01-25,Correctly enrolled and ordered transmitted to the Governor's Office.,13,
HB1100,94th General Assembly,"Regular Session, 2023",House,2023-01-25,TO BE ENROLLED,12,
HB1100,94th General Assembly,"Regular Session, 2023",House,2023-01-25,Returned From  the Senate as passed.,11,
HB1100,94th General Assembly,"Regular Session, 2023",Senate,2023-01-25,Returned to the House as passed.,10,
HB1100,94th General Assembly,"Regular Session, 2023",Senate,2023-01-25,Read the third time and passed.,9,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1100&rcs=55&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1100,94th General Assembly,"Regular Session, 2023",Senate,2023-01-24,"Returned by the Committee, with the recommendation that it Do Pass",8,
HB1100,94th General Assembly,"Regular Session, 2023",Senate,2023-01-19,"Read first time, rules suspended, read second time, referred to CITY, COUNTY & LOCAL AFFAIRS COMMITTEE - SENATE",7,
HB1100,94th General Assembly,"Regular Session, 2023",Senate,2023-01-19,Received from the House.,6,
HB1100,94th General Assembly,"Regular Session, 2023",House,2023-01-19,Read the third time and passed and ordered transmitted to the Senate.,5,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1100&rcs=56&chamber=House&ddBienniumSession=2023%2F2023R
HB1100,94th General Assembly,"Regular Session, 2023",House,2023-01-18,Returned by the Committee Do Pass,4,
HB1100,94th General Assembly,"Regular Session, 2023",House,2023-01-10,"Read the first time, rules suspended, read the second time and referred to the Committee on CITY, COUNTY & LOCAL AFFAIRS COMMITTEE- HOUSE",3,
HB1100,94th General Assembly,"Regular Session, 2023",House,2023-01-10,Filed,2,
HB1101,94th General Assembly,"Regular Session, 2023",Senate,2023-05-01,Died in Senate Committee at Sine Die adjournment.,8,
HB1101,94th General Assembly,"Regular Session, 2023",Senate,2023-01-23,"Read first time, rules suspended, read second time, referred to TRANSPORTATION, TECHNOLOGY & LEGISLATIVE AFFAIRS - SENATE",7,
HB1101,94th General Assembly,"Regular Session, 2023",Senate,2023-01-23,Received from the House.,6,
HB1101,94th General Assembly,"Regular Session, 2023",House,2023-01-23,Read the third time and passed and ordered transmitted to the Senate.,5,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1101&rcs=64&chamber=House&ddBienniumSession=2023%2F2023R
HB1101,94th General Assembly,"Regular Session, 2023",House,2023-01-19,Returned by the Committee Do Pass,4,
HB1101,94th General Assembly,"Regular Session, 2023",House,2023-01-10,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC TRANSPORTATION- HOUSE",3,
HB1101,94th General Assembly,"Regular Session, 2023",House,2023-01-10,Filed,2,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-04-10,Notification that HB1102 is now Act 490,26,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-04-05,Correctly enrolled and ordered transmitted to the Governor's Office.,25,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-04-05,TO BE ENROLLED,24,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-04-05,Senate amendment # 1 read and concurred in.,23,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1102&rcs=946&chamber=House&ddBienniumSession=2023%2F2023R
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-04-04,"Returned by the Committee with the recommendation that it do pass, concur in Senate Amendment No. 1",22,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-03-30,"Re-referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",21,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-03-30,"Returned From  Senate as passed, as amended # 1",20,
HB1102,94th General Assembly,"Regular Session, 2023",Senate,2023-03-30,"Returned To the House as passed, as amended # 1",19,
HB1102,94th General Assembly,"Regular Session, 2023",Senate,2023-03-30,Read the third time and passed.,18,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1102&rcs=731&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1102,94th General Assembly,"Regular Session, 2023",Senate,2023-03-29,"Returned by the Committee, with the recommendation that it Do Pass",17,
HB1102,94th General Assembly,"Regular Session, 2023",Senate,2023-03-27,"Re-referred to PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE - SENATE",16,
HB1102,94th General Assembly,"Regular Session, 2023",Senate,2023-03-27,REPORTED CORRECTLY ENGROSSED,15,
HB1102,94th General Assembly,"Regular Session, 2023",Senate,2023-03-27,"Amendment # 1 read the first time, rules suspended, read the second time and adopted, ordered engrossed.",14,
HB1102,94th General Assembly,"Regular Session, 2023",Senate,2023-03-27,Placed on second reading for purpose of amendment.,13,
HB1102,94th General Assembly,"Regular Session, 2023",Senate,2023-03-27,Rules suspended.,12,
HB1102,94th General Assembly,"Regular Session, 2023",Senate,2023-03-15,"Returned by the Committee, with the recommendation that it Do Pass",11,
HB1102,94th General Assembly,"Regular Session, 2023",Senate,2023-03-13,"Read first time, rules suspended, read second time, referred to PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE - SENATE",10,
HB1102,94th General Assembly,"Regular Session, 2023",Senate,2023-03-13,Received from the House.,9,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-03-13,Read the third time and passed and ordered transmitted to the Senate.,8,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1102&rcs=489&chamber=House&ddBienniumSession=2023%2F2023R
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-03-09,Returned by the Committee Do Pass,7,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-01-23,REPORTED CORRECTLY ENGROSSED,6,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-01-23,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-01-23,Placed on second reading for the purpose of amendment.,4,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-01-10,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",3,
HB1102,94th General Assembly,"Regular Session, 2023",House,2023-01-10,Filed,2,
HB1103,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in House Committee at Sine Die Adjournment,10,
HB1103,94th General Assembly,"Regular Session, 2023",House,2023-02-27,REPORTED CORRECTLY ENGROSSED,9,
HB1103,94th General Assembly,"Regular Session, 2023",House,2023-02-27,Amendment No. 2 read and adopted and the bill ordered engrossed.,8,
HB1103,94th General Assembly,"Regular Session, 2023",House,2023-02-27,Placed on second reading for the purpose of amendment.,7,
HB1103,94th General Assembly,"Regular Session, 2023",House,2023-01-31,REPORTED CORRECTLY ENGROSSED,6,
HB1103,94th General Assembly,"Regular Session, 2023",House,2023-01-31,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1103,94th General Assembly,"Regular Session, 2023",House,2023-01-31,Placed on second reading for the purpose of amendment.,4,
HB1103,94th General Assembly,"Regular Session, 2023",House,2023-01-10,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",3,
HB1103,94th General Assembly,"Regular Session, 2023",House,2023-01-10,Filed,2,
HB1104,94th General Assembly,"Regular Session, 2023",House,2023-01-26,WITHDRAWN BY AUTHOR,4,
HB1104,94th General Assembly,"Regular Session, 2023",House,2023-01-10,"Read the first time, rules suspended, read the second time and referred to the Committee on STATE AGENCIES & GOVT'L AFFAIRS- HOUSE",3,
HB1104,94th General Assembly,"Regular Session, 2023",House,2023-01-10,Filed,2,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-04-10,Notification that HB1105 is now Act 491,20,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-04-05,Correctly enrolled and ordered transmitted to the Governor's Office.,19,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-04-04,TO BE ENROLLED,18,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-04-04,Returned From  the Senate as passed.,17,
HB1105,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,Returned to the House as Passed.,16,
HB1105,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,EMERGENCY CLAUSE ADOPTED,15,
HB1105,94th General Assembly,"Regular Session, 2023",Senate,2023-04-04,Read the third time and passed.,14,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1105&rcs=850&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1105,94th General Assembly,"Regular Session, 2023",Senate,2023-04-03,"Read the first time, rules suspended, read the second time and placed on the calendar.",13,
HB1105,94th General Assembly,"Regular Session, 2023",Senate,2023-04-03,Received from the House.,12,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-04-03,EMERGENCY CLAUSE ADOPTED,11,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-04-03,Read the third time and passed and ordered transmitted to the Senate.,10,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1105&rcs=781&chamber=House&ddBienniumSession=2023%2F2023R
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-04-03,"Considered in the Committee of the Whole, and recommended do pass.",9,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-04-03,RULES SUSPENDED,8,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-03-30,Returned by the Committee Do Pass,7,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-03-28,REPORTED CORRECTLY ENGROSSED,6,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-03-28,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-03-28,Placed on second reading for the purpose of amendment.,4,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-01-10,"Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE",3,
HB1105,94th General Assembly,"Regular Session, 2023",House,2023-01-10,Filed,2,
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-03-17,Notification that HB1106 is now Act 284,18,
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-03-15,Correctly enrolled and ordered transmitted to the Governor's Office.,17,
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-03-14,TO BE ENROLLED,16,
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-03-14,Returned From  the Senate as passed.,15,
HB1106,94th General Assembly,"Regular Session, 2023",Senate,2023-03-14,Returned to the House as Passed.,14,
HB1106,94th General Assembly,"Regular Session, 2023",Senate,2023-03-14,EMERGENCY CLAUSE ADOPTED,13,
HB1106,94th General Assembly,"Regular Session, 2023",Senate,2023-03-14,Read the third time and passed.,12,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1106&rcs=510&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1106,94th General Assembly,"Regular Session, 2023",Senate,2023-03-13,"Read the first time, rules suspended, read the second time and placed on the calendar.",11,
HB1106,94th General Assembly,"Regular Session, 2023",Senate,2023-03-13,Received from the House.,10,
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-03-13,EMERGENCY CLAUSE ADOPTED,9,
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-03-13,Read the third time and passed and ordered transmitted to the Senate.,8,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1106&rcs=510&chamber=House&ddBienniumSession=2023%2F2023R
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-03-09,Returned by the Committee Do Pass,7,
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-02-21,REPORTED CORRECTLY ENGROSSED,6,
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-02-21,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-02-21,Placed on second reading for the purpose of amendment.,4,
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-01-10,"Read the first time, rules suspended, read the second time and referred to the Committee on JOINT BUDGET COMMITTEE",3,
HB1106,94th General Assembly,"Regular Session, 2023",House,2023-01-10,Filed,2,
HB1107,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in House Committee at Sine Die Adjournment,4,
HB1107,94th General Assembly,"Regular Session, 2023",House,2023-01-11,"Read the first time, rules suspended, read the second time and referred to the Committee on JUDICIARY COMMITTEE- HOUSE",3,
HB1107,94th General Assembly,"Regular Session, 2023",House,2023-01-11,Filed,2,
HB1108,94th General Assembly,"Regular Session, 2023",House,2023-02-14,Notification that HB1108 is now Act 56,17,
HB1108,94th General Assembly,"Regular Session, 2023",House,2023-02-09,Correctly enrolled and ordered transmitted to the Governor's Office.,16,
HB1108,94th General Assembly,"Regular Session, 2023",House,2023-02-09,TO BE ENROLLED,15,
HB1108,94th General Assembly,"Regular Session, 2023",House,2023-02-09,Returned From  the Senate as passed.,14,
HB1108,94th General Assembly,"Regular Session, 2023",Senate,2023-02-09,Returned to the House as passed.,13,
HB1108,94th General Assembly,"Regular Session, 2023",Senate,2023-02-09,Read the third time and passed.,12,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1108&rcs=159&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1108,94th General Assembly,"Regular Session, 2023",Senate,2023-02-08,"Returned by the Committee, with the recommendation that it Do Pass",11,
HB1108,94th General Assembly,"Regular Session, 2023",Senate,2023-02-01,"Read first time, rules suspended, read second time, referred to PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE - SENATE",10,
HB1108,94th General Assembly,"Regular Session, 2023",Senate,2023-02-01,Received from the House.,9,
HB1108,94th General Assembly,"Regular Session, 2023",House,2023-02-01,Read the third time and passed and ordered transmitted to the Senate.,8,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1108&rcs=115&chamber=House&ddBienniumSession=2023%2F2023R
HB1108,94th General Assembly,"Regular Session, 2023",House,2023-01-31,Returned by the Committee Do Pass,7,
HB1108,94th General Assembly,"Regular Session, 2023",House,2023-01-18,REPORTED CORRECTLY ENGROSSED,6,
HB1108,94th General Assembly,"Regular Session, 2023",House,2023-01-18,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1108,94th General Assembly,"Regular Session, 2023",House,2023-01-18,Placed on second reading for the purpose of amendment.,4,
HB1108,94th General Assembly,"Regular Session, 2023",House,2023-01-11,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",3,
HB1108,94th General Assembly,"Regular Session, 2023",House,2023-01-11,Filed,2,
HB1109,94th General Assembly,"Regular Session, 2023",House,2023-03-15,WITHDRAWN BY AUTHOR,7,
HB1109,94th General Assembly,"Regular Session, 2023",House,2023-01-18,REPORTED CORRECTLY ENGROSSED,6,
HB1109,94th General Assembly,"Regular Session, 2023",House,2023-01-18,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1109,94th General Assembly,"Regular Session, 2023",House,2023-01-18,Placed on second reading for the purpose of amendment.,4,
HB1109,94th General Assembly,"Regular Session, 2023",House,2023-01-11,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC HEALTH, WELFARE AND LABOR COMMITTEE- HOUSE",3,
HB1109,94th General Assembly,"Regular Session, 2023",House,2023-01-11,Filed,2,
HB1110,94th General Assembly,"Regular Session, 2023",House,2023-02-09,Notification that HB1110 is now Act 39,16,
HB1110,94th General Assembly,"Regular Session, 2023",House,2023-02-06,Correctly enrolled and ordered transmitted to the Governor's Office.,15,
HB1110,94th General Assembly,"Regular Session, 2023",House,2023-02-06,TO BE ENROLLED,14,
HB1110,94th General Assembly,"Regular Session, 2023",House,2023-02-06,Returned From  the Senate as passed.,13,
HB1110,94th General Assembly,"Regular Session, 2023",Senate,2023-02-06,Returned to the House as passed.,12,
HB1110,94th General Assembly,"Regular Session, 2023",Senate,2023-02-06,Read the third time and passed.,11,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1110&rcs=121&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1110,94th General Assembly,"Regular Session, 2023",Senate,2023-02-01,"Read the first time, rules suspended, read the second time and placed on the calendar.",10,
HB1110,94th General Assembly,"Regular Session, 2023",Senate,2023-02-01,Received from the House.,9,
HB1110,94th General Assembly,"Regular Session, 2023",House,2023-01-31,Read the third time and passed and ordered transmitted to the Senate.,8,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1110&rcs=108&chamber=House&ddBienniumSession=2023%2F2023R
HB1110,94th General Assembly,"Regular Session, 2023",House,2023-01-30,Returned by the Committee Do Pass,7,
HB1110,94th General Assembly,"Regular Session, 2023",House,2023-01-26,REPORTED CORRECTLY ENGROSSED,6,
HB1110,94th General Assembly,"Regular Session, 2023",House,2023-01-26,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1110,94th General Assembly,"Regular Session, 2023",House,2023-01-26,Placed on second reading for the purpose of amendment.,4,
HB1110,94th General Assembly,"Regular Session, 2023",House,2023-01-11,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",3,
HB1110,94th General Assembly,"Regular Session, 2023",House,2023-01-11,Filed,2,
HB1111,94th General Assembly,"Regular Session, 2023",House,2023-02-09,Notification that HB1111 is now Act 44,16,
HB1111,94th General Assembly,"Regular Session, 2023",House,2023-02-06,Correctly enrolled and ordered transmitted to the Governor's Office.,15,
HB1111,94th General Assembly,"Regular Session, 2023",House,2023-02-06,TO BE ENROLLED,14,
HB1111,94th General Assembly,"Regular Session, 2023",House,2023-02-06,Returned From  the Senate as passed.,13,
HB1111,94th General Assembly,"Regular Session, 2023",Senate,2023-02-06,Returned to the House as passed.,12,
HB1111,94th General Assembly,"Regular Session, 2023",Senate,2023-02-06,Read the third time and passed.,11,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1111&rcs=122&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1111,94th General Assembly,"Regular Session, 2023",Senate,2023-02-01,"Read the first time, rules suspended, read the second time and placed on the calendar.",10,
HB1111,94th General Assembly,"Regular Session, 2023",Senate,2023-02-01,Received from the House.,9,
HB1111,94th General Assembly,"Regular Session, 2023",House,2023-01-31,Read the third time and passed and ordered transmitted to the Senate.,8,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1111&rcs=109&chamber=House&ddBienniumSession=2023%2F2023R
HB1111,94th General Assembly,"Regular Session, 2023",House,2023-01-30,Returned by the Committee Do Pass,7,
HB1111,94th General Assembly,"Regular Session, 2023",House,2023-01-26,REPORTED CORRECTLY ENGROSSED,6,
HB1111,94th General Assembly,"Regular Session, 2023",House,2023-01-26,Amendment No. 1 read and adopted and the bill ordered engrossed.,5,
HB1111,94th General Assembly,"Regular Session, 2023",House,2023-01-26,Placed on second reading for the purpose of amendment.,4,
HB1111,94th General Assembly,"Regular Session, 2023",House,2023-01-11,"Read the first time, rules suspended, read the second time and referred to the Committee on PUBLIC RETIREMENT & SOCIAL SECURITY PROGRAMS-JOINT",3,
HB1111,94th General Assembly,"Regular Session, 2023",House,2023-01-11,Filed,2,
HB1112,94th General Assembly,"Regular Session, 2023",House,2023-02-09,Notification that HB1112 is now Act 43,17,
HB1112,94th General Assembly,"Regular Session, 2023",House,2023-02-06,Correctly enrolled and ordered transmitted to the Governor's Office.,16,
HB1112,94th General Assembly,"Regular Session, 2023",House,2023-02-06,TO BE ENROLLED,15,
HB1112,94th General Assembly,"Regular Session, 2023",House,2023-02-06,Returned From  the Senate as passed.,14,
HB1112,94th General Assembly,"Regular Session, 2023",Senate,2023-02-06,Returned to the House as passed.,13,
HB1112,94th General Assembly,"Regular Session, 2023",Senate,2023-02-06,Read the third time and passed.,12,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1112&rcs=123&chamber=Senate&ddBienniumSession=2023%2F2023R
HB1112,94th General Assembly,"Regular Session, 2023",Senate,2023-02-01,"Returned by the Committee, with the recommendation that it Do Pass",11,
HB1112,94th General Assembly,"Regular Session, 2023",Senate,2023-01-26,"Read first time, rules suspended, read second time, referred to EDUCATION COMMITTEE - SENATE",10,
HB1112,94th General Assembly,"Regular Session, 2023",Senate,2023-01-26,Received from the House.,9,
HB1112,94th General Assembly,"Regular Session, 2023",House,2023-01-26,Read the third time and passed and ordered transmitted to the Senate.,8,https://www.arkleg.state.ar.us/Bills/Votes?id=HB1112&rcs=87&chamber=House&ddBienniumSession=2023%2F2023R
HB1112,94th General Assembly,"Regular Session, 2023",House,2023-01-25,REPORTED CORRECTLY ENGROSSED,7,
HB1112,94th General Assembly,"Regular Session, 2023",House,2023-01-25,Amendment No. 1 read and adopted and the bill ordered engrossed.,6,
HB1112,94th General Assembly,"Regular Session, 2023",House,2023-01-25,Placed on second reading for the purpose of amendment.,5,
HB1112,94th General Assembly,"Regular Session, 2023",House,2023-01-24,Returned by the Committee with the recommendation that it do pass as amended 1,4,
HB1112,94th General Assembly,"Regular Session, 2023",House,2023-01-11,"Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE",3,
HB1112,94th General Assembly,"Regular Session, 2023",House,2023-01-11,Filed,2,
HB1113,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in House Committee at Sine Die Adjournment,4,
HB1113,94th General Assembly,"Regular Session, 2023",House,2023-01-11,"Read the first time, rules suspended, read the second time and referred to the Committee on EDUCATION COMMITTEE- HOUSE",3,
HB1113,94th General Assembly,"Regular Session, 2023",House,2023-01-11,Filed,2,
HB1114,94th General Assembly,"Regular Session, 2023",House,2023-05-01,Died in House Committee at Sine Die Adjournment,4,
HB1114,94th General Assembly,"Regular Session, 2023",House,2023-01-11,"Read the first time, rules suspended, read the second time and referred to the Committee on CITY, COUNTY & LOCAL AFFAIRS COMMITTEE- HOUSE",3,
HB1114,94th General Assembly,"Regular Session, 2023",House,2023-01-11,Filed,2,
