bill_id,term,session,summary,commem
AB0624,2023_2024,RS,An Act to amend 45.41 (5) of the statutes;  Relating to: funding for the Wisconsin department of the American legion for the operation of the Camp American Legion. (FE),0
AB0625,2023_2024,RS,An Act to create 218.0114 (1e) of the statutes;  Relating to: office requirements for motor vehicle wholesaler licensees. (FE),0
AB0626,2023_2024,RS,"An Act to repeal 450.095 (1) (a); to amend 50.36 (6), 450.095 (title), 450.095 (2) (intro.), 450.095 (2) (a), 450.095 (2) (b) and 450.095 (2) (c); and to create 450.095 (1) (am), 450.095 (2) (am), 450.095 (2m) and 632.865 (6m) of the statutes;  Relating to: the duty of a pharmacist to dispense lawfully prescribed drugs and devices. (FE)",0
AB0627,2023_2024,RS,"An Act to renumber and amend 238.308 (3); to amend 71.07 (3y) (b) 4., 71.28 (3y) (b) 4., 71.47 (3y) (b) 4., 238.308 (4) (a) 4. and 238.308 (5) (a); and to create 71.07 (3y) (b) 4m., 71.07 (3y) (b) 6., 71.28 (3y) (b) 4m., 71.28 (3y) (b) 6., 71.47 (3y) (b) 4m., 71.47 (3y) (b) 6., 238.308 (2) (c), 238.308 (3) (b), 238.308 (4) (a) 4m. and 238.308 (4) (a) 6. of the statutes;  Relating to: various changes to the business development tax credit. (FE)",0
AB0628,2023_2024,RS,An Act to create 100.75 of the statutes;  Relating to: requiring retail sellers to accept cash and providing a penalty. (FE),0
AB0629,2023_2024,RS,"An Act to create 38.04 (4) (e) 9., 84.01 (38), 115.28 (11) (h) and 343.71 (5) (i) of the statutes;  Relating to: driver education instruction related to work zone safety. (FE)",0
AB0630,2023_2024,RS,An Act to create 49.45 (9r) (f) of the statutes;  Relating to: reimbursement under the Medical Assistance program for complex rehabilitation technology wheelchair repairs and accessories. (FE),0
AB0631,2023_2024,RS,"An Act to amend 121.91 (7); and to create 16.84 (5m), 66.0146, 118.40 (2r) (b) 2. m., 118.40 (2x) (b) 2. m., 118.60 (6m) (e), 119.23 (6m) (e), 121.02 (1) (im) and 121.91 (4) (m) of the statutes;  Relating to: the provision of menstrual products in state and local buildings and school buildings and a school district revenue limit adjustment for costs of providing those products. (FE)",0
AB0632,2023_2024,RS,An Act to create 29.001 (59) of the statutes;  Relating to: defining muzzle-loading firearm for hunting purposes.,0
AB0633,2023_2024,RS,"An Act to amend 29.016 (1) (b), 29.016 (2) (intro.), 29.053 (3), 29.089 (2) (intro.), 29.091 (1), 29.091 (2) (intro.), 29.164 (2) (b), 29.173 (2) (a), 29.182 (3) (a), 29.182 (3) (b), 29.184 (3) (am), 29.184 (3) (c), 29.185 (6) (a) 1., 29.185 (6) (b), 29.193 (2) (cr) 4., 29.193 (2) (d), 29.211 (2), 29.311 (1), 29.312 (2), 29.314 (3) (a), 29.324 (1) (b), 29.324 (1) (d), 29.341 (1), 29.345, 29.592 (1) (intro.), 29.621 (4) (intro.), 29.927 (6g), 29.971 (12), 66.0409 (1) (a), 167.31 (2) (c), 167.31 (2) (d), 167.31 (3) (b), 167.31 (3m) (a), 167.31 (4) (a) (intro.), 167.31 (4) (am) 1., 167.31 (4) (at), 167.31 (4) (cg) (intro.), 167.31 (4) (cg) 4., 167.31 (4) (cg) 6., 167.31 (4) (e), 167.31 (4) (f), 167.31 (4) (fm) and 167.31 (4) (h) (intro.); and to create 29.001 (7), 29.014 (1u) and 167.31 (1) (am) of the statutes;  Relating to: hunting with an airgun, providing an exemption from emergency rule procedures, granting rule-making authority, and providing a penalty.",0
AB0634,2023_2024,RS,An Act to renumber and amend 961.443 (2); to amend 961.443 (2) (title); and to create 961.443 (2) (b) of the statutes;  Relating to: immunity for certain controlled substances offenses for aiders and aided persons.,0
AB0635,2023_2024,RS,An Act to create 11.0101 (25) (a) 3. of the statutes;  Relating to: the definition of political action committee for campaign finance purposes.,0
AB0636,2023_2024,RS,"An Act to repeal 11.1203 (2) (a) 1.; to consolidate, renumber and amend 11.1203 (2) (a) (intro.) and 2.; to amend 11.1203 (title) and 11.1203 (3) (intro.); and to create 11.0101 (20), 11.0101 (20d), 11.0101 (20e), 11.0101 (20f) and 11.1203 (4) of the statutes;  Relating to: coordination of mass communications.",0
AB0637,2023_2024,RS,An Act to create 943.23 (1) (b) 2m. of the statutes;  Relating to: removing a catalytic converter without consent and providing a penalty.,0
AB0638,2023_2024,RS,"An Act to amend 118.03 (1) and 118.03 (4); and to create 118.03 (1m) and 118.032 of the statutes;  Relating to: requiring school boards to make textbooks, curricula, and instructional materials available for inspection by school district residents.",0
AB0639,2023_2024,RS,An Act to amend 115.28 (7) (a) and 118.19 (3) (a); and to create 118.1913 of the statutes;  Relating to: issuing a license to teach based on equivalency and granting rule-making authority.,0
AB0640,2023_2024,RS,An Act to amend 115.28 (7) (a) and 118.19 (3) (a); and to create 118.198 of the statutes;  Relating to: a license to teach based on working as a paraprofessional in a school district. (FE),0
AB0641,2023_2024,RS,An Act to renumber 43.30 (4); and to create 43.30 (4) (b) of the statutes;  Relating to: parental notification related to public library materials. (FE),0
AB0642,2023_2024,RS,An Act to amend 43.30 (1m) and 119.04 (1); and to create 120.12 (29) of the statutes;  Relating to: parental notification related to school library materials. (FE),0
AB0643,2023_2024,RS,"An Act to repeal 11.1203 (2) (a) 1.; to consolidate, renumber and amend 11.1203 (2) (a) (intro.) and 2.; to amend 11.1203 (title) and 11.1203 (3) (intro.); and to create 11.0101 (20), 11.0101 (20d), 11.0101 (20e), 11.0101 (20f) and 11.1203 (4) of the statutes;  Relating to: coordination of mass communications.",0
AB0644,2023_2024,RS,"An Act to amend 118.51 (3) (intro.), 118.51 (3) (a) 1d., 118.51 (3m) (a), 118.51 (8), 118.51 (9), 118.51 (15) (a) and 118.51 (15) (c) 2. and 4.; and to create 118.51 (3p) and 118.51 (5) (a) 7. of the statutes;  Relating to: applications for full-time open enrollment. (FE)",0
AB0645,2023_2024,RS,An Act to renumber and amend 59.53 (3); and to create 59.53 (3) (c) of the statutes;  Relating to: county assistance to certain nonprofit organizations.,0
AB0646,2023_2024,RS,"An Act to amend 118.19 (14) (b) (intro.) of the statutes;  Relating to: requirements for an initial license to teach grades kindergarten to five, an initial license as a reading teacher, and an initial license as a reading specialist.",0
AB0647,2023_2024,RS,An Act to create 895.30 of the statutes;  Relating to: limiting the recovery of noneconomic damages from a commercial motor vehicle carrier.,0
AB0648,2023_2024,RS,An Act to create chapter 699 of the statutes;  Relating to: domestic asset protection trusts.,0
AB0649,2023_2024,RS,An Act to create 82.36 and 86.302 (1j) of the statutes;  Relating to: seasonally maintained highways.,0
AB0650,2023_2024,RS,"An Act to amend 343.17 (6) and 343.35 (1); and to create 125.085 (1) (g), 134.66 (1) (c) 5., 343.17 (2m), 343.21 (1) (Lm), 343.50 (3m), 343.50 (5n) and 450.11 (1b) (a) 2. f. of the statutes;  Relating to: issuance of an electronic credential by the Department of Transportation and granting rule-making authority. (FE)",0
AB0651,2023_2024,RS,An Act to create 349.238 of the statutes;  Relating to: authorizing cameras in highway work zones.,0
AB0652,2023_2024,RS,An Act to renumber 121.02 (1) (r); and to create 118.30 (8) and 121.02 (1) (r) 2. of the statutes;  Relating to: remote proctoring of certain pupil assessments.,0
AB0653,2023_2024,RS,An Act to create chapter 56 of the statutes;  Relating to: surrogate decision-making.,0
AB0654,2023_2024,RS,An Act to create 49.45 (9o) of the statutes;  Relating to: utilization management controls for prescription drugs to treat mental illness under the Medical Assistance program. (FE),0
AB0655,2023_2024,RS,An Act to create 20.115 (4) (t) and 93.60 of the statutes;  Relating to: a transition to grass pilot program and making an appropriation. (FE),0
AB0656,2023_2024,RS,"An Act to amend 30.69 (3) (d); and to create 30.01 (1ag), 30.01 (1ah), 30.50 (13r), 30.50 (13v) and 30.69 (3) (cm) of the statutes;  Relating to: the regulation of wakesurfing and wakeboarding.",0
AB0657,2023_2024,RS,"An Act to create 20.935 of the statutes;  Relating to: prohibiting certain restrictions by state agencies and local governmental units on access to books and other media and prohibiting public funding for a library, school, or institution of higher learning that has certain restrictions on access to books and other media.",0
AB0658,2023_2024,RS,"An Act to repeal 565.32 (3) (a) 2. c.; to renumber and amend 71.05 (6) (b) 25.; to amend 71.05 (25m) (c), 71.26 (3) (vm) 2., 71.34 (1k) (p) 2., 71.45 (2) (a) 21. b., 71.64 (6) (b), 71.775 (3) (a) 2. and 565.30 (3) (a) 1.; and to create 71.05 (6) (b) 25. a. and b., 77.54 (71) and 565.30 (3) (a) 3. of the statutes;  Relating to: a sales tax exemption for road-building equipment; increasing the income tax withholding threshold for nonresidents; modifying the certification requirement for a qualified opportunity fund; prohibiting certain lottery games; and extending the capital gains exclusion to family members who inherit certain farms organized as a partnership or limited liability company. (FE)",0
AB0659,2023_2024,RS,An Act to repeal 140.145 (10) (c) of the statutes;  Relating to: notarial acts performed for remotely located individuals.,0
AB0660,2023_2024,RS,"An Act to amend 71.05 (6) (a) 15., 71.10 (4) (i), 71.21 (4) (a), 71.26 (2) (a) 4., 71.30 (3) (f), 71.34 (1k) (g), 71.45 (2) (a) 10. and 71.49 (1) (f); and to create 20.835 (2) (et), 71.05 (6) (a) 30., 71.07 (8s), 71.21 (8), 71.26 (3) (hi), 71.28 (8s), 71.45 (2) (a) 25. and 71.47 (8s) of the statutes;  Relating to: creating a tax credit for employer child care programs and making an appropriation. (FE)",0
AB0661,2023_2024,RS,"An Act to repeal 65.90 (3) (a) 1.; and to amend 60.10 (1) (b) 2m., 60.30 (1e) (f) and 82.19 (2) (a) of the statutes;  Relating to: town clerk and treasurer appointments, publication requirements for proposed budget summary and notice of public hearing, and discontinuance of highways. (FE)",0
AB0662,2023_2024,RS,"An Act to amend 11.0204 (1) (a) 3., 11.0304 (1) (a) 3., 11.0404 (1) (a) 3., 11.0504 (1) (a) 3., 11.0604 (1) (a) 3., 11.0704 (1) (b) 2., 11.0804 (1) (a) 2. and 11.0904 (1) (a) 3. of the statutes;  Relating to: reporting a contributor's place of employment.",0
AB0663,2023_2024,RS,"An Act to amend 11.1112 of the statutes;  Relating to: contributions by corporations, cooperative associations, labor organizations, and federally recognized American Indian Tribes.",0
AB0664,2023_2024,RS,"An Act to amend 11.1303 (title); and to create 11.1303 (2m) of the statutes;  Relating to: disclosures regarding content generated by artificial intelligence in political advertisements, granting rule-making authority, and providing a penalty. (FE)",0
AB0665,2023_2024,RS,"An Act to amend 39.465 (title), 39.465 (1) (a), 39.465 (1) (d), 39.465 (2), 39.465 (3) (a), 39.465 (3) (b) and 39.465 (4); and to create 39.465 (1) (b) and 39.465 (1) (e) of the statutes;  Relating to: scholarships for Marquette University School of Dentistry students who practice in dental health shortage areas. (FE)",0
AB0666,2023_2024,RS,"An Act to renumber and amend 440.03 (13) (c); to amend 15.405 (6) (a), 15.405 (6) (b), 36.60 (1) (ae), 45.40 (1g) (a), 77.54 (14) (f) 6., 146.81 (1) (c), 146.997 (1) (d) 3., 155.01 (7), 252.14 (1) (ar) 3., 440.03 (9) (a) (intro.), 440.03 (9) (a) 2., 440.03 (13) (b) (intro.), 440.15, 446.01 (1v) (b), chapter 447 (title), 447.01 (intro.), 447.01 (8) (bm), 447.01 (13), 447.02 (1) (e), 447.02 (2) (c), 447.02 (2) (d), 447.02 (2) (e), 447.02 (2) (j), 447.02 (4), 447.02 (5), 447.03 (1) (intro.), 447.03 (2) (intro.), 447.03 (3) (intro.), 447.06 (1), 447.06 (2) (b), 447.06 (2) (c) (intro.), 447.06 (2) (e) (intro.), 447.065 (1) (intro.), 447.065 (2), 447.07 (3) (intro.), 447.07 (3) (f), 447.07 (3) (j), 447.09, 447.10, 447.12 (1), 448.956 (4), 450.10 (3) (a) 4., 451.02 (1), 462.02 (2) (d), 462.04, 463.10 (5), 463.12 (5) and 895.48 (1m) (a) (intro.); and to create 14.875, 440.03 (11m) (c) 1t., 440.03 (13) (c) 1. i., subchapter I (title) of chapter 447 [precedes 447.01], 447.01 (1t), 447.01 (1u), 447.04 (1) (bm), 447.04 (2) (bm), subchapter II of chapter 447 [precedes 447.50] and 990.01 (6m) of the statutes;  Relating to: ratification of the Dentist and Dental Hygienist Compact. (FE)",0
AB0667,2023_2024,RS,An Act to amend 38.28 (1m) (a) 1.; and to create 38.34 of the statutes;  Relating to: funding for technical college oral health care programs. (FE),0
AB0668,2023_2024,RS,"An Act to amend 15.405 (6) (b), 36.61 (1) (b), 36.61 (3) (a), 36.61 (5) (b) 1., 36.61 (8) (c) 3., 146.81 (1) (c), 146.89 (1) (r) 1., 146.89 (1) (r) 5., 146.89 (3) (b) 8., 146.89 (3m) (intro.), 146.997 (1) (d) 3., 155.01 (7), 252.14 (1) (ar) 3., 257.01 (5) (a), 257.01 (5) (b), 440.094 (1) (c) 3., 447.02 (1) (a), 447.02 (1) (b), 447.02 (2) (a), 447.02 (3) (a) (intro.), 447.02 (3) (a) 2., 447.02 (3) (b), 447.02 (5), 447.03 (3) (c), 447.06 (1), 447.06 (2) (a) 3., 447.06 (2) (b), 447.06 (2) (c) (intro.), 447.06 (2) (c) 2. (intro.), 447.063, 447.065, 447.07 (1), 447.07 (3) (intro.), 447.07 (3) (e) to (h), 447.40 (intro.), 447.40 (6), 448.03 (2) (a), 448.975 (2) (c) 1., 450.03 (1) (e), 450.10 (3) (a) 4., 462.02 (2) (d), 462.04, 463.10 (5), 463.12 (5), 632.87 (4), 895.48 (1m) (a) (intro.), 895.48 (1m) (a) 2. and 941.315 (5); and to create 36.61 (1) (ak), 440.03 (13) (b) 20m., 440.08 (2) (a) 25m., 447.01 (6g), 447.01 (6r), 447.02 (1) (g), 447.02 (3) (a) 3., 447.02 (6), 447.03 (1m), 447.03 (3) (am), 447.04 (1m), 447.05 (2m), 447.057, 447.06 (1m), 447.06 (3) and 447.07 (6) of the statutes;  Relating to: licensure of dental therapists; extending the time limit for emergency rule procedures; providing an exemption from emergency rule procedures; providing an exemption from rule-making procedures; and granting rule-making authority. (FE)",0
AB0669,2023_2024,RS,An Act to amend 342.15 (3); and to create 895.491 of the statutes;  Relating to: a liability exemption for motor vehicle sellers after sale.,0
AB0670,2023_2024,RS,An Act to create 196.94 of the statutes;  Relating to: prohibiting certain utility service disconnections for nonpayment.,0
AB0671,2023_2024,RS,"An Act to amend 40.22 (1), 40.22 (2m) (intro.), 40.22 (2r) (intro.) and 40.22 (3) (intro.); and to create 40.26 (7) of the statutes;  Relating to: protective occupation annuitants in the Wisconsin Retirement System who are rehired by a participating employer. (FE)",0
AB0672,2023_2024,RS,An Act to renumber and amend 341.13 (5); and to create 341.13 (1m) and 341.13 (5) (b) of the statutes;  Relating to: indicia of registration for electric vehicles. (FE),0
AB0673,2023_2024,RS,An Act to create 20.455 (2) (de) and 165.985 of the statutes;  Relating to: grants for firearm buyback programs and making an appropriation. (FE),0
AB0674,2023_2024,RS,"An Act to amend 196.26 (1m), 196.26 (2) (a), 196.26 (2) (b) and 196.26 (2) (c); and to create 196.26 (1) (d), 196.26 (1) (e), 196.26 (1e), 196.26 (2) (d), 196.26 (4), 196.26 (5), 196.26 (6) and 196.26 (7) of the statutes;  Relating to: procedures related to certain complaints filed with the Public Service Commission. (FE)",0
AB0675,2023_2024,RS,An Act to repeal 196.026 (2); and to create 196.01 (2o) and 196.025 (8) and (9) of the statutes;  Relating to: the Public Service Commission's website and an annual report relating to its dockets.,0
AB0676,2023_2024,RS,An Act to create 196.03 (7) and (8) of the statutes;  Relating to: notice to public utility customers of potential and final rate changes.,0
AB0677,2023_2024,RS,"An Act to amend 939.6195 (1) (a) 1. and 941.291 (1) (b); and to create 941.293 of the statutes;  Relating to: prohibition against undetectable firearms, possessing a frame or receiver of a firearm without a serial number, and providing a penalty.",0
AB0679,2023_2024,RS,An Act  Relating to: modifying administrative rules of the Department of Transportation relating to applications for vehicle titles by nonresident insurance carriers.,0
AB0680,2023_2024,RS,An Act to amend 118.51 (16) (a) 3. b.; and to create 118.51 (16) (a) 3. d. of the statutes;  Relating to: state aid adjustments under the full-time open enrollment program. (FE),0
AB0681,2023_2024,RS,"An Act to amend 196.371 (3) (b); and to create 196.371 (3) (bs), 196.49 (5r) (d) and 196.491 (3) (L) of the statutes;  Relating to: amending certain orders and certificates issued by the Public Service Commission. (FE)",0
AB0682,2023_2024,RS,"An Act to repeal 196.491 (2) (a) 3g., 196.491 (2) (a) 3r., 196.491 (2) (a) 12., 196.491 (2) (a) 13., 196.491 (2) (b) 10. and 196.491 (2) (gm); to renumber and amend 196.027 (1) (f); to amend 196.025 (1) (ar), 196.027 (3) (b), 196.378 (2) (c), 196.491 (title), 196.491 (1) (b), 196.491 (2) (a) 3., 196.491 (2) (a) 3m., 196.491 (2) (a) 4., 196.491 (2) (a) 7., 196.491 (2) (ag), 196.491 (2) (b) 7., 196.491 (2) (b) 8., 196.491 (2) (e), 196.491 (2) (f), 196.491 (2) (g), 196.491 (2r), 196.491 (3) (dm) and 196.795 (7) (a) 1. b.; to repeal and recreate 196.491 (2) (title), 196.491 (2) (a) (intro.) and 196.491 (2) (b) (intro.); and to create 196.027 (1) (d) 3., 196.027 (1) (f) 1. b., 196.491 (1) (fm), 196.491 (1) (s), 196.491 (2) (a) 1., 196.491 (2) (a) 2., 196.491 (2) (a) 5., 196.491 (2) (a) 6., 196.491 (2) (a) 8., 196.491 (2) (a) 14., 196.491 (2) (b) 11., 196.491 (2) (c), 196.491 (2) (d), 196.491 (2) (i), 196.491 (2) (j), 196.491 (2) (jm), 196.491 (2) (k), 196.491 (2) (km), 196.491 (2) (L), 196.491 (2) (m) and 196.491 (5m) of the statutes;  Relating to: use of environmental trust bonds to finance the costs of retiring electric generating facilities; integrated resource and reliability planning by electric utilities and cooperatives; closure of large electric generating facilities; and granting rule-making authority. (FE)",0
AB0683,2023_2024,RS,An Act to amend 196.03 (4) of the statutes;  Relating to: the amount certain public utilities may recover in rates relating to amounts assessed by the Public Service Commission.,0
AB0684,2023_2024,RS,"An Act to repeal 165.81 (2) and 941.295; to amend 165.63 (4) (a), 175.60 (1) (j), 938.341, 938.78 (3), 939.22 (10), 948.60 (1), 971.17 (1g) and 973.176 (1); and to create 939.22 (11m) and 941.2915 of the statutes;  Relating to: eliminating the prohibitions on electric weapons and providing a penalty.",0
AB0685,2023_2024,RS,An Act to create 66.0442 of the statutes;  Relating to: local regulation of fowl.,0
AB0686,2023_2024,RS,An Act to amend 948.60 (3) (c); and to create 948.60 (3) (d) of the statutes;  Relating to: possession of a dangerous weapon by a person under the age of 18.,0
AB0687,2023_2024,RS,An Act to create 49.45 (49r) of the statutes;  Relating to: value-based purchasing arrangements under the Medical Assistance program. (FE),0
AB0688,2023_2024,RS,"An Act to repeal 118.40 (2r) (g), 118.40 (2x) (f) and 121.07 (2) (d) and (f); and to amend 121.085 and 121.90 (1) (g) of the statutes;  Relating to: reductions to state aid paid to school districts for payments to certain independent charter schools. (FE)",0
AB0689,2023_2024,RS,"An Act to create 16.3087, 16.311 and 943.135 of the statutes;  Relating to: pay for performance grant requirements, use of public lands to provide temporary residence for the homeless, and providing a penalty. (FE)",0
AB0690,2023_2024,RS,An Act to amend 257.01 (7) (a) and (b); and to create 146.40 (2d) of the statutes;  Relating to: student qualification for employment as a nurse aide. (FE),0
AB0691,2023_2024,RS,An Act to create 165.502 of the statutes;  Relating to: attorney general enforcement authority for civil rights violations and providing a penalty. (FE),0
AB0692,2023_2024,RS,An Act to amend 175.35 (1) (at) and 175.35 (2g) (c) 4. a. and b.; and to create 165.64 of the statutes;  Relating to: voluntary prohibitions on purchasing a handgun. (FE),0
AB0693,2023_2024,RS,"An Act to amend 110.075 (6), 194.05 (4), 194.09, 194.38 (2), 340.01 (8) (a), 340.01 (8) (b), 343.04 (1) (a), 343.04 (1) (b) and 343.04 (1) (c) (intro.) of the statutes;  Relating to: eliminating references to registered weight for commercial motor vehicles and modifying Department of Transportation administrative rules.",0
AB0694,2023_2024,RS,An Act to create 704.46 of the statutes;  Relating to: rights of tenants to organize and engage in certain activities and providing a penalty. (FE),0
AB0695,2023_2024,RS,"An Act to create 16.312 and 20.505 (7) (d) of the statutes;  Relating to: grants to provide legal services to tenants in eviction actions, granting rule-making authority, and making an appropriation. (FE)",0
AB0696,2023_2024,RS,An Act to create 704.07 (6) of the statutes;  Relating to: rent abatement for tenants and granting rule-making authority. (FE),0
AB0697,2023_2024,RS,"An Act to amend 66.0125 (3) (a), 66.0125 (3) (c) 1. b., 66.1011 (1), 66.1201 (2m), 66.1213 (3), 66.1301 (2m), 66.1331 (2m), 66.1333 (3) (e) 2., 106.50 (1m) (h), 106.50 (5m) (f) 1., 224.77 (1) (o), 234.29 and 452.14 (3) (n) of the statutes;  Relating to: discrimination in housing based on citizenship or immigration status.",0
AB0698,2023_2024,RS,"An Act to renumber and amend 799.20 (4); to amend 704.17 (4), 799.09, 799.12 (6) (c) (intro.), 799.14 (2), 799.16 (3) (b), 799.16 (4) (c) (title), 799.20 (title), 799.20 (1), 799.206 (3), 799.207 (1) (a), 799.207 (1) (b), 799.21 (2), 799.22 (2), 799.41 (1), 977.02 (2m), 977.05 (4) (gm), 977.08 (1) and 977.08 (2) (intro.); and to create 20.550 (1) (b), 704.145, 799.05 (8), 799.16 (4) (d), 799.20 (3), 799.20 (4) (a), 799.22 (4) (b) 4., 799.40 (4) (c), 799.425, 977.05 (4) (i) 10. and 977.08 (2) (i) of the statutes;  Relating to: a residential tenant's right to counsel in an eviction action and making an appropriation. (FE)",0
AB0699,2023_2024,RS,"An Act to repeal 758.20 (2) (b); to consolidate, renumber and amend 758.20 (2) (intro.) and (a); and to create 758.20 (2m) of the statutes;  Relating to: information contained in the Consolidated Court Automation Programs Internet site related to dismissed eviction actions. (FE)",0
AB0700,2023_2024,RS,An Act to amend 704.05 (5) (a) 1.; and to create 704.05 (5) (d) of the statutes;  Relating to: disposition of property left behind by a tenant and granting rule-making authority. (FE),0
AB0701,2023_2024,RS,"An Act to amend 704.17 (1p) (a), 704.17 (2) (a) and 799.40 (1m) of the statutes;  Relating to: evicting tenants for failure to pay rent.",0
AB0702,2023_2024,RS,"An Act to amend 799.05 (3) (b), 799.05 (7), 799.06 (3) (a), 799.12 (3), 799.16 (4) (c), 799.20 (4), 799.206 (3), 799.21 (3) (a), 799.21 (3) (b), 799.25 (10) (b) and 799.27 (1); and to create 799.01 (1) (ag) and 799.47 of the statutes;  Relating to: actions for relief from extrajudicial eviction in small claims court. (FE)",0
AB0703,2023_2024,RS,An Act to renumber and amend 799.24 (3); and to create 799.24 (3) (b) of the statutes;  Relating to: procedures in eviction actions for noncompliance with stipulated judgments of dismissal. (FE),0
AB0704,2023_2024,RS,An Act to repeal 799.40 (1s) of the statutes;  Relating to: the defense of waiver in eviction actions.,0
AB0705,2023_2024,RS,An Act to amend 799.40 (4) (a) of the statutes;  Relating to: the mandatory stay of eviction proceedings against a tenant who has applied for emergency assistance.,0
AB0706,2023_2024,RS,"An Act to amend 704.07 (4), 704.45 (1) (c) and 704.45 (2); and to create 704.07 (6) and 704.45 (1m) of the statutes;  Relating to: rent abatement and retaliatory conduct and granting rule-making authority.",0
AB0707,2023_2024,RS,An Act to repeal 66.1010 of the statutes;  Relating to: repealing the prohibition against local governments enacting or enforcing an eviction moratorium on a landlord. (FE),0
AB0708,2023_2024,RS,"An Act to repeal 66.0104 (2) (e) 1., 66.0104 (2) (e) 1m. and 66.0104 (2) (e) 2. a. of the statutes;  Relating to: local inspections of rental properties. (FE)",0
AB0709,2023_2024,RS,An Act to amend 66.1014 (2) (d) 1.; and to create 97.605 (1g) of the statutes;  Relating to: the operation of tourist rooming houses.,0
AB0710,2023_2024,RS,"An Act to amend 704.25 (2) (b) and 704.25 (4); and to create 704.167, 704.25 (2) (bm), 704.44 (11) and 704.44 (12) of the statutes;  Relating to: certain requirements for residential leases.",0
AB0711,2023_2024,RS,An Act to create 49.45 (62) and 49.46 (2) (b) 24. of the statutes;  Relating to: reimbursement of services to find and sustain housing under the Medical Assistance program. (FE),0
AB0712,2023_2024,RS,"An Act to renumber and amend 704.17 (1p) (a), 704.17 (2) (a) and 704.17 (3) (a); to amend 704.17 (3m) (b) 1., 710.15 (5r) and 799.40 (1m); and to create 704.155, 704.17 (1p) (a) 2., 704.17 (1p) (a) 3., 704.17 (2) (a) 2., 704.17 (2) (a) 3., 704.17 (3) (a) 1., 704.17 (3) (a) 2., 704.17 (3) (a) 3., 704.17 (6) and 799.40 (4) (c) and (d) of the statutes;  Relating to: requiring landlords or tenants to apply for emergency rental assistance and participate in mediation prior to eviction and prohibiting certain rent increases.",0
AB0713,2023_2024,RS,An Act to repeal 704.17 (4m) and 799.40 (1g); and to amend 704.19 (7) (c) of the statutes;  Relating to: eviction notices.,0
AB0714,2023_2024,RS,"An Act to amend 66.1011 (1), 66.1201 (2m), 66.1213 (3), 66.1301 (2m), 66.1331 (2m), 66.1333 (3) (e) 2., 106.50 (1), 106.50 (6) (a) 1., 106.50 (6) (b), 106.50 (6) (d), 106.50 (6) (e) 1., 106.50 (6) (f) 5., 106.50 (6) (h), 106.50 (6) (i), 106.50 (6m) (a), 106.50 (6m) (d) and 106.50 (8) (a); and to create 106.50 (3) of the statutes;  Relating to: discrimination in housing based on prior eviction and providing a penalty. (FE)",0
AB0715,2023_2024,RS,"An Act to repeal 138.052 (7e) and (7m), 138.056 (6) and 215.21 (2); to renumber and amend 186.11 (2); to amend 34.08 (2), 38.20 (2) (e), 67.12 (12) (a), 138.052 (12) (a), 186.07 (7), 186.113 (15) (a), 186.118 (3) (a) (intro.), 186.235 (14) (c), 214.04 (21) (b), 215.13 (39), 215.13 (46) (a) 1., 215.21 (15), 221.0303 (2), 941.38 (1) (b) 21., 946.82 (4) and 969.08 (10) (b); and to create 186.11 (2) (b) and (c), 186.113 (26), 227.01 (13) (yu) and 943.825 of the statutes;  Relating to: authorized activities and operations of credit unions; the lending area of savings and loan associations; automated teller machines; residential mortgage loans and variable rate loans; payments for public deposit losses in failed financial institutions; promissory notes of certain public bodies; repealing rules promulgated by the Department of Financial Institutions; providing an exemption from rule-making procedures; and providing a penalty. (FE)",0
AB0716,2023_2024,RS,"An Act to repeal 460.09 (title); to renumber and amend 440.03 (13) (c), 460.05 (1), 460.05 (2), 460.07 (2) and 460.09; to amend 146.81 (1) (hp), 146.997 (1) (d) 13., 440.03 (13) (b) (intro.), 440.15, 446.01 (1v) (o), 460.01 (intro.), 460.01 (2m), 460.02, 460.03 (intro.), 460.03 (1), 460.04 (2) (b), 460.04 (2) (e), 460.04 (2) (f), 460.04 (2) (g), 460.05 (4), 460.06 (intro.), 460.07 (1), 460.07 (2) (c), 460.08, 460.095 (4) (intro.), 460.10 (1) (intro.), 460.10 (1) (a), 460.10 (2), 460.14 (1), 460.14 (2) (intro.), 460.14 (2) (j), 460.14 (2m) (intro.), 460.14 (3), 460.14 (4), 460.145, 460.15, 460.17 (1), 460.17 (2) (a) 1., 460.17 (2) (a) 2. and 895.48 (1m) (a) (intro.); and to create 14.897, 111.335 (4) (jm), 440.03 (11m) (c) 2u., 440.03 (13) (c) 1. i., subchapter I (title) of chapter 460 [precedes 460.01], 460.01 (2), 460.01 (2k), 460.01 (5), 460.01 (8), 460.05 (3m), 460.07 (2) (bm), 460.11 (4) and subchapter II of chapter 460 [precedes 460.50] of the statutes;  Relating to: ratification of the Interstate Massage Compact. (FE)",0
AB0717,2023_2024,RS,"An Act to amend 941.29 (1g) (a), 941.291 (1) (b) and 973.123 (1); and to create 941.285 of the statutes;  Relating to: prohibiting firearm accessories that accelerate the rate of fire of a semiautomatic firearm and providing a penalty.",0
AB0718,2023_2024,RS,"An Act to amend 175.35 (title), 175.35 (2) (d) and 175.35 (2g) (c) 4. c. of the statutes;  Relating to: waiting period for purchase of handguns.",0
