bill_number,session_year,session_type,action_date,action,order
SJR176,2024,RS,2024-03-15,to Economic Development & Workforce Investment (H),15
SJR176,2024,RS,2024-03-21,"reported favorably, 1st reading, to Calendar",16
SJR176,2024,RS,2024-03-22,"2nd reading, to Rules",17
SJR176,2024,RS,2024-03-26,"posted for passage in the Regular Orders of the Day for Wednesday, March 27, 2024",18
SJR176,2024,RS,2024-04-12,"3rd reading, passed 95-1",19
SJR176,2024,RS,2024-04-12,received in Senate,20
SJR176,2024,RS,2024-04-12,"enrolled, signed by President of the Senate",21
SJR176,2024,RS,2024-04-12,"enrolled, signed by Speaker of the House",22
SJR176,2024,RS,2024-04-12,delivered to Governor,23
SJR176,2024,RS,2024-04-18,Vetoed and delivered with Veto Message to Secretary of State,24
SR171,2024,RS,2024-02-23,introduced in Senate,1
SR171,2024,RS,2024-02-23,to Committee on Committees (S),2
SR171,2024,RS,2024-02-23,adopted by voice vote,3
SR172,2024,RS,2024-02-23,introduced in Senate,1
SR172,2024,RS,2024-02-23,to Committee on Committees (S),2
SR172,2024,RS,2024-02-26,to Senate Floor,3
SR172,2024,RS,2024-04-15,adopted by voice vote,4
SR173,2024,RS,2024-02-23,introduced in Senate,1
SR173,2024,RS,2024-02-23,to Committee on Committees (S),2
SR173,2024,RS,2024-02-26,to Senate Floor,3
SR173,2024,RS,2024-03-15,adopted by voice vote,4
SR174,2024,RS,2024-02-23,introduced in Senate,1
SR174,2024,RS,2024-02-23,to Committee on Committees (S),2
SR174,2024,RS,2024-02-26,to Senate Floor,3
SR174,2024,RS,2024-02-26,adopted by voice vote,4
HB640,2024,RS,2024-02-22,introduced in House,1
HB640,2024,RS,2024-02-22,to Committee on Committees (H),2
HB641,2024,RS,2024-02-22,introduced in House,1
HB641,2024,RS,2024-02-22,to Committee on Committees (H),2
HB642,2024,RS,2024-02-22,introduced in House,1
HB642,2024,RS,2024-02-22,to Committee on Committees (H),2
HB643,2024,RS,2024-02-22,introduced in House,1
HB643,2024,RS,2024-02-22,to Committee on Committees (H),2
HB644,2024,RS,2024-02-22,introduced in House,1
HB644,2024,RS,2024-02-22,to Committee on Committees (H),2
HB645,2024,RS,2024-02-22,introduced in House,1
HB645,2024,RS,2024-02-22,to Committee on Committees (H),2
HB645,2024,RS,2024-03-01,to Health Services (H),3
HB645,2024,RS,2024-03-07,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HB645,2024,RS,2024-03-08,"2nd reading, to Rules",5
HB645,2024,RS,2024-03-08,"posted for passage in the Regular Orders of the Day for Monday, March 11, 2024",6
HB645,2024,RS,2024-03-12,"3rd reading, passed 95-0 with Committee Substitute (1)",7
HB645,2024,RS,2024-03-13,received in Senate,8
HB645,2024,RS,2024-03-13,to Committee on Committees (S),9
HB646,2024,RS,2024-02-22,introduced in House,1
HB646,2024,RS,2024-02-22,to Committee on Committees (H),2
HB646,2024,RS,2024-03-12,taken from Committee on Committees (H),3
HB646,2024,RS,2024-03-12,1st reading,4
HB646,2024,RS,2024-03-12,returned to Committee on Committees (H),5
HB646,2024,RS,2024-03-12,to Banking & Insurance (H),6
HB646,2024,RS,2024-03-13,taken from Banking & Insurance (H),7
HB646,2024,RS,2024-03-13,2nd reading,8
HB646,2024,RS,2024-03-13,returned to Banking & Insurance (H),9
HB647,2024,RS,2024-02-22,introduced in House,1
HB647,2024,RS,2024-02-22,to Committee on Committees (H),2
HB648,2024,RS,2024-02-22,introduced in House,1
HB648,2024,RS,2024-02-22,to Committee on Committees (H),2
HB649,2024,RS,2024-02-22,introduced in House,1
HB649,2024,RS,2024-02-22,to Committee on Committees (H),2
HB650,2024,RS,2024-02-22,introduced in House,1
HB650,2024,RS,2024-02-22,to Committee on Committees (H),2
HB650,2024,RS,2024-02-29,to Education (H),3
HB651,2024,RS,2024-02-22,introduced in House,1
HB651,2024,RS,2024-02-22,to Committee on Committees (H),2
HB652,2024,RS,2024-02-22,introduced in House,1
HB652,2024,RS,2024-02-22,to Committee on Committees (H),2
HB653,2024,RS,2024-02-22,introduced in House,1
HB653,2024,RS,2024-02-22,to Committee on Committees (H),2
HB654,2024,RS,2024-02-22,introduced in House,1
HB654,2024,RS,2024-02-22,to Committee on Committees (H),2
HB655,2024,RS,2024-02-22,introduced in House,1
HB655,2024,RS,2024-02-22,to Committee on Committees (H),2
HB656,2024,RS,2024-02-22,introduced in House,1
HB656,2024,RS,2024-02-22,to Committee on Committees (H),2
HB657,2024,RS,2024-02-22,introduced in House,1
HB657,2024,RS,2024-02-22,to Committee on Committees (H),2
HB657,2024,RS,2024-03-01,to Local Government (H),3
HB657,2024,RS,2024-03-06,"reported favorably, 1st reading, to Calendar",4
HB657,2024,RS,2024-03-07,"2nd reading, to Rules",5
HB657,2024,RS,2024-03-07,"posted for passage in the Regular Orders of the Day for Friday, March 08, 2024",6
HB657,2024,RS,2024-03-12,"3rd reading, passed 91-0",7
HB657,2024,RS,2024-03-13,received in Senate,8
HB657,2024,RS,2024-03-13,to Committee on Committees (S),9
HB657,2024,RS,2024-03-25,to State & Local Government (S),10
HB657,2024,RS,2024-03-28,taken from State & Local Government (S),11
HB657,2024,RS,2024-03-28,1st reading,12
HB657,2024,RS,2024-03-28,returned to State & Local Government (S),13
HB657,2024,RS,2024-04-12,"reported favorably, 2nd reading, to Rules as a consent bill",14
HB657,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",15
HB657,2024,RS,2024-04-15,"3rd reading, passed 38-0",16
HB657,2024,RS,2024-04-15,received in House,17
HB657,2024,RS,2024-04-15,"enrolled, signed by Speaker of the House",18
HB657,2024,RS,2024-04-15,"enrolled, signed by President of the Senate",19
HB657,2024,RS,2024-04-15,delivered to Governor,20
HB657,2024,RS,2024-04-18,signed by Governor (Acts Ch. 205),21
HB658,2024,RS,2024-02-22,introduced in House,1
HB658,2024,RS,2024-02-22,to Committee on Committees (H),2
HB659,2024,RS,2024-02-22,introduced in House,1
HB659,2024,RS,2024-02-22,to Committee on Committees (H),2
HB659,2024,RS,2024-03-12,taken from Committee on Committees (H),3
HB659,2024,RS,2024-03-12,1st reading,4
HB659,2024,RS,2024-03-12,returned to Committee on Committees (H),5
HB659,2024,RS,2024-03-13,taken from Committee on Committees (H),6
HB659,2024,RS,2024-03-13,2nd reading,7
HB659,2024,RS,2024-03-13,returned to Committee on Committees (H),8
HB660,2024,RS,2024-02-22,introduced in House,1
HB660,2024,RS,2024-02-22,to Committee on Committees (H),2
HB661,2024,RS,2024-02-22,introduced in House,1
HB661,2024,RS,2024-02-22,to Committee on Committees (H),2
HB661,2024,RS,2024-03-06,to State Government (H),3
HB661,2024,RS,2024-03-07,"reported favorably, 1st reading, to Calendar",4
HB661,2024,RS,2024-03-08,"2nd reading, to Rules",5
HB661,2024,RS,2024-03-08,"posted for passage in the Regular Orders of the Day for Monday, March 11, 2024",6
HB661,2024,RS,2024-03-12,"3rd reading, passed 95-0",7
HB661,2024,RS,2024-03-13,received in Senate,8
HB661,2024,RS,2024-03-13,to Committee on Committees (S),9
HB662,2024,RS,2024-02-22,introduced in House,1
HB662,2024,RS,2024-02-22,to Committee on Committees (H),2
HB662,2024,RS,2024-03-14,taken from Committee on Committees (H),3
HB662,2024,RS,2024-03-14,1st reading,4
HB662,2024,RS,2024-03-14,returned to Committee on Committees (H),5
HB662,2024,RS,2024-03-15,taken from Committee on Committees (H),6
HB662,2024,RS,2024-03-15,2nd reading,7
HB662,2024,RS,2024-03-15,returned to Committee on Committees (H),8
HB663,2024,RS,2024-02-22,introduced in House,1
HB663,2024,RS,2024-02-22,to Committee on Committees (H),2
HB663,2024,RS,2024-03-14,taken from Committee on Committees (H),3
HB663,2024,RS,2024-03-14,1st reading,4
HB663,2024,RS,2024-03-14,returned to Committee on Committees (H),5
HB663,2024,RS,2024-03-15,taken from Committee on Committees (H),6
HB663,2024,RS,2024-03-15,2nd reading,7
HB663,2024,RS,2024-03-15,returned to Committee on Committees (H),8
HB664,2024,RS,2024-02-22,introduced in House,1
HB664,2024,RS,2024-02-22,to Committee on Committees (H),2
HB664,2024,RS,2024-03-05,to Appropriations & Revenue (H),3
HB665,2024,RS,2024-02-22,introduced in House,1
HB665,2024,RS,2024-02-22,to Committee on Committees (H),2
HB666,2024,RS,2024-02-22,introduced in House,1
HB666,2024,RS,2024-02-22,to Committee on Committees (H),2
HB667,2024,RS,2024-02-22,introduced in House,1
HB667,2024,RS,2024-02-22,to Committee on Committees (H),2
HB667,2024,RS,2024-03-05,to Appropriations & Revenue (H),3
HB668,2024,RS,2024-02-22,introduced in House,1
HB668,2024,RS,2024-02-22,to Committee on Committees (H),2
HB669,2024,RS,2024-02-22,introduced in House,1
HB669,2024,RS,2024-02-22,to Committee on Committees (H),2
HB670,2024,RS,2024-02-22,introduced in House,1
HB670,2024,RS,2024-02-22,to Committee on Committees (H),2
HB671,2024,RS,2024-02-22,introduced in House,1
HB671,2024,RS,2024-02-22,to Committee on Committees (H),2
HB672,2024,RS,2024-02-22,introduced in House,1
HB672,2024,RS,2024-02-22,to Committee on Committees (H),2
HB673,2024,RS,2024-02-22,introduced in House,1
HB673,2024,RS,2024-02-22,to Committee on Committees (H),2
HB674,2024,RS,2024-02-22,introduced in House,1
HB674,2024,RS,2024-02-22,to Committee on Committees (H),2
HB675,2024,RS,2024-02-22,introduced in House,1
HB675,2024,RS,2024-02-22,to Committee on Committees (H),2
HB676,2024,RS,2024-02-22,introduced in House,1
HB676,2024,RS,2024-02-22,to Committee on Committees (H),2
HB677,2024,RS,2024-02-22,introduced in House,1
HB677,2024,RS,2024-02-22,to Committee on Committees (H),2
HB677,2024,RS,2024-03-13,to Health Services (H),3
HB677,2024,RS,2024-03-14,"reported favorably, 1st reading, to Calendar",4
HB677,2024,RS,2024-03-15,"2nd reading, to Rules",5
HB677,2024,RS,2024-03-15,recommitted to Appropriations & Revenue (H),6
HB678,2024,RS,2024-02-22,introduced in House,1
HB678,2024,RS,2024-02-22,to Committee on Committees (H),2
HB679,2024,RS,2024-02-22,introduced in House,1
HB679,2024,RS,2024-02-22,to Committee on Committees (H),2
HB680,2024,RS,2024-02-22,introduced in House,1
HB680,2024,RS,2024-02-22,to Committee on Committees (H),2
HB681,2024,RS,2024-02-22,introduced in House,1
HB681,2024,RS,2024-02-22,to Committee on Committees (H),2
HB682,2024,RS,2024-02-22,introduced in House,1
HB682,2024,RS,2024-02-22,to Committee on Committees (H),2
HB683,2024,RS,2024-02-22,introduced in House,1
HB683,2024,RS,2024-02-22,to Committee on Committees (H),2
HJR98,2024,RS,2024-02-22,introduced in House,1
HJR98,2024,RS,2024-02-22,to Committee on Committees (H),2
HJR99,2024,RS,2024-02-22,introduced in House,1
HJR99,2024,RS,2024-02-22,to Committee on Committees (H),2
HJR100,2024,RS,2024-02-22,introduced in House,1
HJR100,2024,RS,2024-02-22,to Committee on Committees (H),2
SB2,2024,RS,2024-02-22,introduced in Senate,1
SB2,2024,RS,2024-02-22,to Committee on Committees (S),2
SB2,2024,RS,2024-02-26,to Education (S),3
SB2,2024,RS,2024-02-29,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
SB2,2024,RS,2024-02-29,floor amendment (1) filed to Committee Substitute,5
SB2,2024,RS,2024-03-01,"2nd reading, to Rules",6
SB2,2024,RS,2024-03-01,"posted for passage in the Regular Orders of the Day for Tuesday, March 05, 2024",7
SB2,2024,RS,2024-03-04,floor amendment (2) filed to Committee Substitute,8
SB2,2024,RS,2024-03-04,floor amendment (3) filed to Committee Substitute,9
SB2,2024,RS,2024-03-05,3rd reading,10
SB2,2024,RS,2024-03-05,floor amendment withdrawn Floor Amendments (1) and (3),11
SB2,2024,RS,2024-03-05,passed 28-10 with Committee Substitute (1) and  Floor Amendment (2),12
SB2,2024,RS,2024-03-06,received in House,13
SB2,2024,RS,2024-03-06,to Committee on Committees (H),14
SB2,2024,RS,2024-03-07,to Education (H),15
SB2,2024,RS,2024-03-13,floor amendments (1) and (2-title) filed,16
SB2,2024,RS,2024-03-26,"reported favorably, 1st reading, to Calendar with Committee Substitute (1) and Committee Amendment (1)",17
SB2,2024,RS,2024-03-26,floor amendments (3) and (4) filed to Committee Substitute,18
SB2,2024,RS,2024-03-27,"2nd reading, to Rules",19
SB2,2024,RS,2024-03-28,placed in the Orders of the Day,20
SB2,2024,RS,2024-03-28,"3rd reading, passed 70-27 with Committee Substitute (1)",21
SB2,2024,RS,2024-03-28,received in Senate,22
SB2,2024,RS,2024-03-28,to Rules (H),23
SB2,2024,RS,2024-03-28,posted for passage for concurrence in House Committee Substitute (1),24
SB2,2024,RS,2024-03-28,Senate concurred in House Committee Substitute (1),25
SB2,2024,RS,2024-03-28,passed 28-7 with Committee Substitute (1),26
SB2,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",27
SB2,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",28
SB2,2024,RS,2024-03-28,delivered to Governor,29
SB2,2024,RS,2024-04-09,filed without Governor's signature with the Secretary of State,30
SB2,2024,RS,2024-04-10,became law without Governor's Signature (Acts Ch. 165),31
SB245,2024,RS,2024-02-22,introduced in Senate,1
SB245,2024,RS,2024-02-22,to Committee on Committees (S),2
SB245,2024,RS,2024-02-26,to State & Local Government (S),3
SB246,2024,RS,2024-02-22,introduced in Senate,1
SB246,2024,RS,2024-02-22,to Committee on Committees (S),2
SB246,2024,RS,2024-02-26,to Education (S),3
SB247,2024,RS,2024-02-22,introduced in Senate,1
SB247,2024,RS,2024-02-22,to Committee on Committees (S),2
SB247,2024,RS,2024-02-26,to Health Services (S),3
SB248,2024,RS,2024-02-22,introduced in Senate,1
SB248,2024,RS,2024-02-22,to Committee on Committees (S),2
SB248,2024,RS,2024-02-28,to Transportation (S),3
SB249,2024,RS,2024-02-22,introduced in Senate,1
SB249,2024,RS,2024-02-22,to Committee on Committees (S),2
SB249,2024,RS,2024-02-26,to Judiciary (S),3
SB249,2024,RS,2024-02-29,"reported favorably, 1st reading, to Calendar",4
SB249,2024,RS,2024-03-01,"2nd reading, to Rules",5
SB249,2024,RS,2024-03-01,"posted for passage in the Regular Orders of the Day for Wednesday, March 06, 2024",6
SB249,2024,RS,2024-03-06,"3rd reading, passed 38-0",7
SB249,2024,RS,2024-03-07,received in House,8
SB249,2024,RS,2024-03-07,to Committee on Committees (H),9
SB249,2024,RS,2024-03-08,"to Veterans, Military Affairs, & Public Protection (H)",10
SB249,2024,RS,2024-03-21,"reported favorably, 1st reading, to Calendar",11
SB249,2024,RS,2024-03-22,"2nd reading, to Rules",12
SB249,2024,RS,2024-04-12,taken from Rules,13
SB249,2024,RS,2024-04-12,placed in the Orders of the Day,14
SB249,2024,RS,2024-04-12,"3rd reading, passed 96-0",15
SB249,2024,RS,2024-04-12,received in Senate,16
SB249,2024,RS,2024-04-12,"enrolled, signed by President of the Senate",17
SB249,2024,RS,2024-04-12,"enrolled, signed by Speaker of the House",18
SB249,2024,RS,2024-04-12,delivered to Governor,19
SB249,2024,RS,2024-04-17,signed by Governor (Acts Ch. 204),20
SB250,2024,RS,2024-02-22,introduced in Senate,1
SB250,2024,RS,2024-02-22,to Committee on Committees (S),2
SB250,2024,RS,2024-02-28,to Education (S),3
SB251,2024,RS,2024-02-22,introduced in Senate,1
SB251,2024,RS,2024-02-22,to Committee on Committees (S),2
SB251,2024,RS,2024-02-28,to Education (S),3
SB251,2024,RS,2024-03-28,taken from Education (S),4
SB251,2024,RS,2024-03-28,1st reading,5
SB251,2024,RS,2024-03-28,returned to Education (S),6
SB252,2024,RS,2024-02-22,introduced in Senate,1
SB252,2024,RS,2024-02-22,to Committee on Committees (S),2
SB252,2024,RS,2024-02-28,to Education (S),3
SB252,2024,RS,2024-03-28,taken from Education (S),4
SB252,2024,RS,2024-03-28,1st reading,5
SB252,2024,RS,2024-03-28,returned to Education (S),6
SB253,2024,RS,2024-02-22,introduced in Senate,1
SB253,2024,RS,2024-02-22,to Committee on Committees (S),2
SB253,2024,RS,2024-02-28,to Education (S),3
SB254,2024,RS,2024-02-22,introduced in Senate,1
SB254,2024,RS,2024-02-22,to Committee on Committees (S),2
SB254,2024,RS,2024-02-28,to Education (S),3
SB255,2024,RS,2024-02-22,introduced in Senate,1
SB255,2024,RS,2024-02-22,to Committee on Committees (S),2
SB255,2024,RS,2024-02-26,to Families & Children (S),3
SB255,2024,RS,2024-02-26,taken from Families & Children (S),4
SB255,2024,RS,2024-02-26,1st reading,5
SB255,2024,RS,2024-02-26,returned to Families & Children (S),6
SB255,2024,RS,2024-03-05,"reported favorably, 2nd reading, to Rules as a consent bill",7
SB255,2024,RS,2024-03-06,"posted for passage in the Regular Orders of the Day for Thursday, March 07, 2024",8
SB255,2024,RS,2024-03-07,"3rd reading, passed 37-0",9
SB255,2024,RS,2024-03-08,received in House,10
SB255,2024,RS,2024-03-08,to Committee on Committees (H),11
SB255,2024,RS,2024-03-12,to Families & Children (H),12
SB255,2024,RS,2024-03-14,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",13
SB255,2024,RS,2024-03-15,"2nd reading, to Rules",14
SB255,2024,RS,2024-03-21,floor amendments (1) and (2) filed to Committee Substitute,15
SB255,2024,RS,2024-03-21,"posted for passage in the Regular Orders of the Day for Friday, March 22, 2024",16
SB255,2024,RS,2024-03-26,"3rd reading, passed 88-0 with Committee Substitute (1) and  Floor Amendment (2)",17
SB255,2024,RS,2024-03-26,received in Senate,18
SB255,2024,RS,2024-03-26,to Rules (S),19
SB255,2024,RS,2024-03-27,posted for passage for concurrence in House Floor Amendment (2) and Committee Substitute (1),20
SB255,2024,RS,2024-03-27,Senate concurred in House Committee Substitute (1) and  Floor Amendment (2),21
SB255,2024,RS,2024-03-27,passed 35-0 with Committee Substitute (1) and  Floor Amendment (2),22
SB255,2024,RS,2024-03-27,"enrolled, signed by President of the Senate",23
SB255,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",24
SB255,2024,RS,2024-03-28,delivered to Governor,25
SB255,2024,RS,2024-04-04,signed by Governor (Acts Ch. 53),26
SB256,2024,RS,2024-02-22,introduced in Senate,1
SB256,2024,RS,2024-02-22,to Committee on Committees (S),2
SB256,2024,RS,2024-02-26,to Appropriations & Revenue (S),3
SB257,2024,RS,2024-02-22,introduced in Senate,1
SB257,2024,RS,2024-02-22,to Committee on Committees (S),2
SB257,2024,RS,2024-02-26,to State & Local Government (S),3
SB258,2024,RS,2024-02-22,introduced in Senate,1
SB258,2024,RS,2024-02-22,to Committee on Committees (S),2
SB258,2024,RS,2024-02-26,to Education (S),3
SB259,2024,RS,2024-02-22,introduced in Senate,1
SB259,2024,RS,2024-02-22,to Committee on Committees (S),2
SB259,2024,RS,2024-02-26,to State & Local Government (S),3
SB259,2024,RS,2024-03-06,"reported favorably, 1st reading, to Consent Calendar",4
SB259,2024,RS,2024-03-07,"2nd reading, to Rules as a consent bill",5
SB259,2024,RS,2024-03-07,"posted for passage in the Consent Orders of the Day for Friday, March 08, 2024",6
SB259,2024,RS,2024-03-08,"3rd reading, passed 33-2-2",7
SB259,2024,RS,2024-03-11,received in House,8
SB259,2024,RS,2024-03-11,to Committee on Committees (H),9
SB259,2024,RS,2024-03-14,taken from Committee on Committees (H),10
SB259,2024,RS,2024-03-14,1st reading,11
SB259,2024,RS,2024-03-14,returned to Committee on Committees (H),12
SB259,2024,RS,2024-03-14,to State Government (H),13
SB259,2024,RS,2024-03-15,taken from State Government (H),14
SB259,2024,RS,2024-03-15,2nd reading,15
SB259,2024,RS,2024-03-15,returned to State Government (H),16
SB259,2024,RS,2024-03-21,"reported favorably, to Rules",17
SB259,2024,RS,2024-03-22,"posted for passage in the Regular Orders of the Day for Monday, March 25, 2024",18
SB259,2024,RS,2024-03-26,"3rd reading, passed 51-39",19
SB259,2024,RS,2024-03-26,received in Senate,20
SB259,2024,RS,2024-03-26,"enrolled, signed by President of the Senate",21
SB259,2024,RS,2024-03-26,"enrolled, signed by Speaker of the House",22
SB259,2024,RS,2024-03-26,delivered to Governor,23
SB259,2024,RS,2024-04-06,Vetoed,24
SB259,2024,RS,2024-04-12,received in Senate,25
SB259,2024,RS,2024-04-12,to Rules (S),26
SB259,2024,RS,2024-04-12,posted for passage for consideration of Governor's veto,27
SB259,2024,RS,2024-04-12,veto overridden,28
SB259,2024,RS,2024-04-12,passed 30-7,29
SB259,2024,RS,2024-04-12,received in House,30
SB259,2024,RS,2024-04-12,to Rules (H),31
SB259,2024,RS,2024-04-12,taken from Rules,32
SB259,2024,RS,2024-04-12,posted for passage for consideration of Governor's veto,33
SB259,2024,RS,2024-04-12,veto overridden,34
SB259,2024,RS,2024-04-12,passed 63-31,35
SB259,2024,RS,2024-04-12,received in Senate,36
SB259,2024,RS,2024-04-12,"enrolled, signed by President of the Senate",37
SB259,2024,RS,2024-04-12,"enrolled, signed by Speaker of the House",38
SB259,2024,RS,2024-04-12,delivered to Secretary of State (Acts Ch. 170),39
SJR170,2024,RS,2024-02-22,introduced in Senate,1
SJR170,2024,RS,2024-02-22,to Committee on Committees (S),2
SJR170,2024,RS,2024-02-26,to Education (S),3
SJR170,2024,RS,2024-03-07,"reported favorably, 1st reading, to Calendar",4
SJR170,2024,RS,2024-03-08,"2nd reading, to Rules",5
SJR170,2024,RS,2024-03-11,"posted for passage in the Regular Orders of the Day for Tuesday, March 12, 2024",6
SJR170,2024,RS,2024-03-12,"3rd reading, adopted 28-9-1",7
SJR170,2024,RS,2024-03-13,received in House,8
SJR170,2024,RS,2024-03-13,to Committee on Committees (H),9
SJR170,2024,RS,2024-03-15,to Education (H),10
SJR170,2024,RS,2024-03-21,taken from Education (H),11
SJR170,2024,RS,2024-03-21,1st reading,12
SJR170,2024,RS,2024-03-21,returned to Education (H),13
SJR170,2024,RS,2024-03-22,taken from Education (H),14
SJR170,2024,RS,2024-03-22,2nd reading,15
SJR170,2024,RS,2024-03-22,returned to Education (H),16
SJR170,2024,RS,2024-03-26,"reported favorably, to Rules with Committee Substitute (1)",17
SJR170,2024,RS,2024-03-26,"floor amendment (1) filed to Committee Substitute , floor amendment (2-title) filed to bill",18
SJR170,2024,RS,2024-03-27,taken from Rules,19
SJR170,2024,RS,2024-03-27,placed in the Orders of the Day,20
SJR170,2024,RS,2024-04-12,"3rd reading, adopted with Committee Substitute (1) 85-7",21
SJR170,2024,RS,2024-04-12,received in Senate,22
SJR170,2024,RS,2024-04-12,to Rules (S),23
SJR170,2024,RS,2024-04-12,posted for passage for concurrence in House Committee Substitute (1),24
SJR170,2024,RS,2024-04-15,Senate concurred in House Committee Substitute (1),25
SJR170,2024,RS,2024-04-15,adopted 37-0,26
SJR170,2024,RS,2024-04-15,"enrolled, signed by President of the Senate",27
SJR170,2024,RS,2024-04-15,"enrolled, signed by Speaker of the House",28
SJR170,2024,RS,2024-04-15,delivered to Governor,29
SJR170,2024,RS,2024-04-17,signed by Governor (Acts Ch. 199),30
SR168,2024,RS,2024-02-22,introduced in Senate,1
SR168,2024,RS,2024-02-22,to Committee on Committees (S),2
SR168,2024,RS,2024-02-26,to Senate Floor,3
SR168,2024,RS,2024-03-28,adopted by voice vote,4
SR169,2024,RS,2024-02-22,introduced in Senate,1
SR169,2024,RS,2024-02-22,to Committee on Committees (S),2
SR169,2024,RS,2024-02-26,to Senate Floor,3
SR169,2024,RS,2024-04-15,adopted by voice vote,4
HB620,2024,RS,2024-02-21,introduced in House,1
HB620,2024,RS,2024-02-21,to Committee on Committees (H),2
HB621,2024,RS,2024-02-21,introduced in House,1
HB621,2024,RS,2024-02-21,to Committee on Committees (H),2
HB621,2024,RS,2024-02-27,to Agriculture (H),3
HB621,2024,RS,2024-03-06,"reported favorably, 1st reading, to Calendar",4
HB621,2024,RS,2024-03-07,"2nd reading, to Rules",5
HB621,2024,RS,2024-03-07,"posted for passage in the Regular Orders of the Day for Friday, March 08, 2024",6
HB621,2024,RS,2024-03-08,"3rd reading, passed 88-0",7
HB621,2024,RS,2024-03-11,received in Senate,8
HB621,2024,RS,2024-03-11,to Committee on Committees (S),9
HB621,2024,RS,2024-03-13,to Agriculture (S),10
HB621,2024,RS,2024-03-21,"reported favorably, 1st reading, to Consent Calendar",11
HB621,2024,RS,2024-03-22,"2nd reading, to Rules as a consent bill",12
HB621,2024,RS,2024-03-25,"posted for passage in the Consent Orders of the Day for Tuesday, March 26, 2024",13
HB621,2024,RS,2024-03-26,passed over and retained in the Consent Orders of the Day,14
HB621,2024,RS,2024-03-27,"3rd reading, passed 37-0",15
HB621,2024,RS,2024-03-27,received in House,16
HB621,2024,RS,2024-03-27,"enrolled, signed by Speaker of the House",17
HB621,2024,RS,2024-03-27,"enrolled, signed by President of the Senate",18
HB621,2024,RS,2024-03-27,delivered to Governor,19
HB621,2024,RS,2024-04-04,signed by Governor (Acts Ch.40),20
HB622,2024,RS,2024-02-21,introduced in House,1
HB622,2024,RS,2024-02-21,to Committee on Committees (H),2
HB622,2024,RS,2024-02-27,"to Elections, Const. Amendments & Intergovernmental Affairs (H)",3
HB622,2024,RS,2024-02-29,"reported favorably, 1st reading, to Calendar",4
HB622,2024,RS,2024-02-29,floor amendments (1) and (2-title) filed,5
HB622,2024,RS,2024-03-01,"2nd reading, to Rules",6
HB622,2024,RS,2024-03-01,"posted for passage in the Regular Orders of the Day for Monday, March 04, 2024",7
HB622,2024,RS,2024-03-04,"3rd reading, passed 88-4 with Floor Amendment (1) and  Floor Amendment (2-title)",8
HB622,2024,RS,2024-03-05,received in Senate,9
HB622,2024,RS,2024-03-05,to Committee on Committees (S),10
HB622,2024,RS,2024-03-07,to State & Local Government (S),11
HB622,2024,RS,2024-03-21,"reported favorably, 1st reading, to Calendar",12
HB622,2024,RS,2024-03-22,"2nd reading, to Rules",13
HB622,2024,RS,2024-03-25,"posted for passage in the Regular Orders of the Day for Tuesday, March 26, 2024",14
HB622,2024,RS,2024-03-26,passed over and retained in the Orders of the Day,15
HB622,2024,RS,2024-03-27,passed over and retained in the Orders of the Day,16
HB622,2024,RS,2024-03-28,"3rd reading, passed 34-3",17
HB622,2024,RS,2024-03-28,received in House,18
HB622,2024,RS,2024-03-28,"enrolled, signed by Speaker of the House",19
HB622,2024,RS,2024-03-28,"enrolled, signed by President of the Senate",20
HB622,2024,RS,2024-03-28,delivered to Governor,21
HB622,2024,RS,2024-04-09,Vetoed,22
HB622,2024,RS,2024-04-12,received in House,23
HB622,2024,RS,2024-04-12,to Rules (H),24
HB622,2024,RS,2024-04-12,taken from Rules,25
HB622,2024,RS,2024-04-12,posted for passage for consideration of Governor's veto,26
HB622,2024,RS,2024-04-12,veto overridden,27
HB622,2024,RS,2024-04-12,passed 81-17,28
HB622,2024,RS,2024-04-12,received in Senate,29
HB622,2024,RS,2024-04-12,to Rules (S),30
HB622,2024,RS,2024-04-12,posted for passage for consideration of Governor's veto,31
HB622,2024,RS,2024-04-12,veto overridden,32
HB622,2024,RS,2024-04-12,passed 29-5,33
HB622,2024,RS,2024-04-12,received in House,34
HB622,2024,RS,2024-04-12,"enrolled, signed by Speaker of the House",35
HB622,2024,RS,2024-04-12,"enrolled, signed by President of the Senate",36
HB622,2024,RS,2024-04-12,delivered to Secretary of State (Acts Ch. 187),37
HB623,2024,RS,2024-02-21,introduced in House,1
HB623,2024,RS,2024-02-21,to Committee on Committees (H),2
HB624,2024,RS,2024-02-21,introduced in House,1
HB624,2024,RS,2024-02-21,to Committee on Committees (H),2
HB625,2024,RS,2024-02-21,introduced in House,1
HB625,2024,RS,2024-02-21,to Committee on Committees (H),2
HB626,2024,RS,2024-02-21,introduced in House,1
HB626,2024,RS,2024-02-21,to Committee on Committees (H),2
HB626,2024,RS,2024-03-01,to Judiciary (H),3
HB626,2024,RS,2024-03-06,"reported favorably, 1st reading, to Calendar",4
