bill_number,session_year,session_type,action_date,action,order
HJR61,2023,RS,2023-02-21,to Committee on Committees (H),2
HJR62,2023,RS,2023-02-21,introduced in House,1
HJR62,2023,RS,2023-02-21,to Committee on Committees (H),2
HJR62,2023,RS,2023-02-23,to Appropriations & Revenue (H),3
HJR63,2023,RS,2023-02-21,introduced in House,1
HJR63,2023,RS,2023-02-21,to Committee on Committees (H),2
HJR64,2023,RS,2023-02-21,introduced in House,1
HJR64,2023,RS,2023-02-21,to Committee on Committees (H),2
HJR66,2023,RS,2023-02-21,introduced in House,1
HJR66,2023,RS,2023-02-21,to Committee on Committees (H),2
HJR67,2023,RS,2023-02-21,introduced in House,1
HJR67,2023,RS,2023-02-21,to Committee on Committees (H),2
HR51,2023,RS,2023-02-21,introduced in House,1
HR51,2023,RS,2023-02-21,to Committee on Committees (H),2
HR51,2023,RS,2023-02-23,taken from Committee on Committees (H),3
HR51,2023,RS,2023-02-23,to House Floor,4
HR51,2023,RS,2023-03-02,adopted by voice vote,5
HR52,2023,RS,2023-02-21,introduced in House,1
HR52,2023,RS,2023-02-21,to Committee on Committees (H),2
HR52,2023,RS,2023-03-02,to Transportation (H),3
HR52,2023,RS,2023-03-14,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
HR52,2023,RS,2023-03-15,"2nd reading, to Rules",5
HR52,2023,RS,2023-03-16,taken from Rules,6
HR52,2023,RS,2023-03-16,to House Floor,7
HR52,2023,RS,2023-03-16,adopted by voice vote with Committee Substitute (1),8
HR53,2023,RS,2023-02-21,introduced in House,1
HR53,2023,RS,2023-02-21,to Committee on Committees (H),2
HR53,2023,RS,2023-03-08,taken from Committee on Committees (H),3
HR53,2023,RS,2023-03-08,to House Floor,4
HR53,2023,RS,2023-03-16,adopted by voice vote,5
HR60,2023,RS,2023-02-21,introduced in House,1
HR60,2023,RS,2023-02-21,to Committee on Committees (H),2
HR60,2023,RS,2023-02-22,taken from Committee on Committees (H),3
HR60,2023,RS,2023-02-22,to House Floor,4
HR60,2023,RS,2023-02-24,adopted by voice vote,5
HR68,2023,RS,2023-02-21,introduced in House,1
HR68,2023,RS,2023-02-21,to Committee on Committees (H),2
SB3,2023,RS,2023-02-21,introduced in Senate,1
SB3,2023,RS,2023-02-21,to Committee on Committees (S),2
SB3,2023,RS,2023-02-22,taken from Committee on Committees (S),3
SB3,2023,RS,2023-02-22,1st reading,4
SB3,2023,RS,2023-02-22,returned to Committee on Committees (S),5
SB3,2023,RS,2023-02-22,"to Economic Development, Tourism, & Labor (S)",6
SB3,2023,RS,2023-02-23,"reported favorably, 2nd reading, to Rules",7
SB3,2023,RS,2023-02-23,"posted for passage in the Regular Orders of the Day for Friday, February 24, 2023",8
SB3,2023,RS,2023-02-24,"3rd reading, passed 32-0",9
SB3,2023,RS,2023-02-28,received in House,10
SB3,2023,RS,2023-02-28,to Committee on Committees (H),11
SB3,2023,RS,2023-03-02,to Education (H),12
SB3,2023,RS,2023-03-13,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",13
SB3,2023,RS,2023-03-14,"2nd reading, to Rules",14
SB3,2023,RS,2023-03-14,"posted for passage in the Regular Orders of the Day for Wednesday, March 15, 2023",15
SB3,2023,RS,2023-03-15,"3rd reading, passed 93-1 with Committee Substitute (1)",16
SB3,2023,RS,2023-03-16,received in Senate,17
SB3,2023,RS,2023-03-16,to Rules (S),18
SB3,2023,RS,2023-03-16,posted for passage for concurrence in House Committee Substitute (1),19
SB3,2023,RS,2023-03-16,Senate concurred in House Committee Substitute (1),20
SB3,2023,RS,2023-03-16,passed 37 -0,21
SB3,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",22
SB3,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",23
SB3,2023,RS,2023-03-16,delivered to Governor,24
SB3,2023,RS,2023-03-24,signed by Governor (Acts Ch. 99),25
SB75,2023,RS,2023-02-21,introduced in Senate,1
SB75,2023,RS,2023-02-21,to Committee on Committees (S),2
SB75,2023,RS,2023-02-23,to State & Local Government (S),3
SB75,2023,RS,2023-02-24,taken from State & Local Government (S),4
SB75,2023,RS,2023-02-24,1st reading,5
SB75,2023,RS,2023-02-24,returned to State & Local Government (S),6
SB75,2023,RS,2023-03-01,"reported favorably, 2nd reading, to Rules",7
SB75,2023,RS,2023-03-08,"posted for passage in the Regular Orders of the Day for Friday, March 10, 2023",8
SB75,2023,RS,2023-03-10,"3rd reading, passed 27 -6",9
SB75,2023,RS,2023-03-13,received in House,10
SB75,2023,RS,2023-03-13,to Committee on Committees (H),11
SB75,2023,RS,2023-03-14,taken from Committee on Committees (H),12
SB75,2023,RS,2023-03-14,1st reading,13
SB75,2023,RS,2023-03-14,returned to Committee on Committees (H),14
SB75,2023,RS,2023-03-14,to Local Government (H),15
SB75,2023,RS,2023-03-15,"reported favorably, 2nd reading, to Rules",16
SB75,2023,RS,2023-03-16,taken from Rules,17
SB75,2023,RS,2023-03-16,placed in the Orders of the Day,18
SB75,2023,RS,2023-03-16,"3rd reading, passed 81-15",19
SB75,2023,RS,2023-03-16,received in Senate,20
SB75,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",21
SB75,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",22
SB75,2023,RS,2023-03-16,delivered to Governor,23
SB75,2023,RS,2023-03-27,filed without Governor's signature with the Secretary of State,24
SB75,2023,RS,2023-03-29,became law without Governor's Signature   (Acts Ch. 119),25
SB100,2023,RS,2023-02-21,introduced in Senate,1
SB100,2023,RS,2023-02-21,to Committee on Committees (S),2
SB100,2023,RS,2023-02-23,to Licensing & Occupations (S),3
SB174,2023,RS,2023-02-21,introduced in Senate,1
SB174,2023,RS,2023-02-21,to Committee on Committees (S),2
SB174,2023,RS,2023-02-23,to Health Services (S),3
SB175,2023,RS,2023-02-21,introduced in Senate,1
SB175,2023,RS,2023-02-21,to Committee on Committees (S),2
SB175,2023,RS,2023-02-23,to Appropriations & Revenue (S),3
SB176,2023,RS,2023-02-21,introduced in Senate,1
SB176,2023,RS,2023-02-21,to Committee on Committees (S),2
SB176,2023,RS,2023-02-23,"to Economic Development, Tourism, & Labor (S)",3
SB177,2023,RS,2023-02-21,introduced in Senate,1
SB177,2023,RS,2023-02-21,to Committee on Committees (S),2
SB177,2023,RS,2023-02-23,"to Economic Development, Tourism, & Labor (S)",3
SB178,2023,RS,2023-02-21,introduced in Senate,1
SB178,2023,RS,2023-02-21,to Committee on Committees (S),2
SB178,2023,RS,2023-02-23,"to Veterans, Military Affairs, & Public Protection (S)",3
SB179,2023,RS,2023-02-21,introduced in Senate,1
SB179,2023,RS,2023-02-21,to Committee on Committees (S),2
SB179,2023,RS,2023-02-23,"to Veterans, Military Affairs, & Public Protection (S)",3
SB180,2023,RS,2023-02-21,introduced in Senate,1
SB180,2023,RS,2023-02-21,to Committee on Committees (S),2
SB180,2023,RS,2023-02-23,to Education (S),3
SB181,2023,RS,2023-02-21,introduced in Senate,1
SB181,2023,RS,2023-02-21,to Committee on Committees (S),2
SB181,2023,RS,2023-02-23,to Education (S),3
SB182,2023,RS,2023-02-21,introduced in Senate,1
SB182,2023,RS,2023-02-21,to Committee on Committees (S),2
SB182,2023,RS,2023-02-23,to State & Local Government (S),3
SB183,2023,RS,2023-02-21,introduced in Senate,1
SB183,2023,RS,2023-02-21,to Committee on Committees (S),2
SB183,2023,RS,2023-02-23,to Banking & Insurance (S),3
SB184,2023,RS,2023-02-21,introduced in Senate,1
SB184,2023,RS,2023-02-21,to Committee on Committees (S),2
SB184,2023,RS,2023-02-23,to Natural Resources & Energy (S),3
SB185,2023,RS,2023-02-21,introduced in Senate,1
SB185,2023,RS,2023-02-21,to Committee on Committees (S),2
SB185,2023,RS,2023-02-23,to Agriculture (S),3
SB186,2023,RS,2023-02-21,introduced in Senate,1
SB186,2023,RS,2023-02-21,to Committee on Committees (S),2
SB186,2023,RS,2023-02-23,to State & Local Government (S),3
SB187,2023,RS,2023-02-21,introduced in Senate,1
SB187,2023,RS,2023-02-21,to Committee on Committees (S),2
SB187,2023,RS,2023-02-23,to Natural Resources & Energy (S),3
SB188,2023,RS,2023-02-21,introduced in Senate,1
SB188,2023,RS,2023-02-21,to Committee on Committees (S),2
SB188,2023,RS,2023-02-23,to Agriculture (S),3
SB189,2023,RS,2023-02-21,introduced in Senate,1
SB189,2023,RS,2023-02-21,to Committee on Committees (S),2
SB189,2023,RS,2023-02-23,to State & Local Government (S),3
SB190,2023,RS,2023-02-21,introduced in Senate,1
SB190,2023,RS,2023-02-21,to Committee on Committees (S),2
SB190,2023,RS,2023-02-23,to State & Local Government (S),3
SB190,2023,RS,2023-03-01,"reported favorably, 1st reading, to Calendar",4
SB190,2023,RS,2023-03-02,"2nd reading, to Rules",5
SB190,2023,RS,2023-03-03,"posted for passage in the Regular Orders of the Day for Tuesday, March 07, 2023",6
SB190,2023,RS,2023-03-07,"3rd reading, passed 35-0",7
SB190,2023,RS,2023-03-07,received in House,8
SB190,2023,RS,2023-03-07,to Committee on Committees (H),9
SB190,2023,RS,2023-03-09,to Local Government (H),10
SB190,2023,RS,2023-03-10,taken from Local Government (H),11
SB190,2023,RS,2023-03-10,1st reading,12
SB190,2023,RS,2023-03-10,returned to Local Government (H),13
SB190,2023,RS,2023-03-13,taken from Local Government (H),14
SB190,2023,RS,2023-03-13,2nd reading,15
SB190,2023,RS,2023-03-13,returned to Local Government (H),16
SB190,2023,RS,2023-03-15,"reported favorably, to Rules with Committee Substitute (1) and Committee Amendment (1-title)",17
SB190,2023,RS,2023-03-15,taken from Rules,18
SB190,2023,RS,2023-03-15,placed in the Orders of the Day,19
SB190,2023,RS,2023-03-16,"3rd reading, passed 96-1 with Committee Substitute (1) and  Committee Amendment (1-title)",20
SB190,2023,RS,2023-03-16,received in Senate,21
SB190,2023,RS,2023-03-16,to Rules (S),22
SB190,2023,RS,2023-03-16,posted for passage for concurrence in House Committee Substitute (1) and Committee Amendment (1-title),23
SB190,2023,RS,2023-03-16,Senate concurred in House Committee Substitute (1) and  Committee Amendment (1-title),24
SB190,2023,RS,2023-03-16,passed 37-0,25
SB190,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",26
SB190,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",27
SB190,2023,RS,2023-03-16,delivered to Governor,28
SB190,2023,RS,2023-03-27,signed by Governor  (Acts Ch. 114),29
SB191,2023,RS,2023-02-21,introduced in Senate,1
SB191,2023,RS,2023-02-21,to Committee on Committees (S),2
SB191,2023,RS,2023-02-23,"to Veterans, Military Affairs, & Public Protection (S)",3
SB192,2023,RS,2023-02-21,introduced in Senate,1
SB192,2023,RS,2023-02-21,to Committee on Committees (S),2
SB192,2023,RS,2023-02-23,to Natural Resources & Energy (S),3
SB192,2023,RS,2023-03-01,"reported favorably, 1st reading, to Calendar",4
SB192,2023,RS,2023-03-02,"2nd reading, to Rules",5
SB192,2023,RS,2023-03-03,"posted for passage in the Regular Orders of the Day for Tuesday, March 07, 2023",6
SB192,2023,RS,2023-03-07,floor amendment (1) filed,7
SB192,2023,RS,2023-03-07,passed over and retained in the Orders of the Day,8
SB192,2023,RS,2023-03-08,"3rd reading, passed 35 -0 with Floor Amendment (1)",9
SB192,2023,RS,2023-03-08,received in House,10
SB192,2023,RS,2023-03-08,to Committee on Committees (H),11
SB192,2023,RS,2023-03-10,to Natural Resources & Energy (H),12
SB192,2023,RS,2023-03-13,taken from Natural Resources & Energy (H),13
SB192,2023,RS,2023-03-13,1st reading,14
SB192,2023,RS,2023-03-13,returned to Natural Resources & Energy (H),15
SB192,2023,RS,2023-03-14,taken from Natural Resources & Energy (H),16
SB192,2023,RS,2023-03-14,2nd reading,17
SB192,2023,RS,2023-03-14,returned to Natural Resources & Energy (H),18
SB192,2023,RS,2023-03-15,"reported favorably, to Rules",19
SB192,2023,RS,2023-03-15,taken from Rules,20
SB192,2023,RS,2023-03-15,placed in the Orders of the Day,21
SB192,2023,RS,2023-03-16,"3rd reading, passed 97-0",22
SB192,2023,RS,2023-03-16,received in Senate,23
SB192,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",24
SB192,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",25
SB192,2023,RS,2023-03-16,delivered to Governor,26
SB192,2023,RS,2023-03-23,signed by Governor (Acts Ch. 72),27
SB193,2023,RS,2023-02-21,introduced in Senate,1
SB193,2023,RS,2023-02-21,to Committee on Committees (S),2
SB193,2023,RS,2023-02-23,to Judiciary (S),3
SB194,2023,RS,2023-02-21,introduced in Senate,1
SB194,2023,RS,2023-02-21,to Committee on Committees (S),2
SB194,2023,RS,2023-02-23,"to Veterans, Military Affairs, & Public Protection (S)",3
SB195,2023,RS,2023-02-21,introduced in Senate,1
SB195,2023,RS,2023-02-21,to Committee on Committees (S),2
SB195,2023,RS,2023-02-23,"to Veterans, Military Affairs, & Public Protection (S)",3
SB196,2023,RS,2023-02-21,introduced in Senate,1
SB196,2023,RS,2023-02-21,to Committee on Committees (S),2
SB196,2023,RS,2023-02-23,to State & Local Government (S),3
SB197,2023,RS,2023-02-21,introduced in Senate,1
SB197,2023,RS,2023-02-21,to Committee on Committees (S),2
SB197,2023,RS,2023-02-23,taken from Committee on Committees (S),3
SB197,2023,RS,2023-02-23,1st reading,4
SB197,2023,RS,2023-02-23,returned to Committee on Committees (S),5
SB197,2023,RS,2023-02-23,to State & Local Government (S),6
SB197,2023,RS,2023-02-24,taken from State & Local Government (S),7
SB197,2023,RS,2023-02-24,2nd reading,8
SB197,2023,RS,2023-02-24,returned to State & Local Government (S),9
SB198,2023,RS,2023-02-21,introduced in Senate,1
SB198,2023,RS,2023-02-21,to Committee on Committees (S),2
SB198,2023,RS,2023-02-23,to Transportation (S),3
SB199,2023,RS,2023-02-21,introduced in Senate,1
SB199,2023,RS,2023-02-21,to Committee on Committees (S),2
SB199,2023,RS,2023-02-23,to Judiciary (S),3
SB199,2023,RS,2023-03-02,"reported favorably, 1st reading, to Consent Calendar",4
SB199,2023,RS,2023-03-03,"2nd reading, to Rules as a consent bill",5
SB199,2023,RS,2023-03-07,"posted for passage in the Consent Orders of the Day for Wednesday, March 08, 2023",6
SB199,2023,RS,2023-03-08,"3rd reading, passed 36 -0",7
SB199,2023,RS,2023-03-08,received in House,8
SB199,2023,RS,2023-03-08,to Committee on Committees (H),9
SB199,2023,RS,2023-03-10,to Judiciary (H),10
SB199,2023,RS,2023-03-13,taken from Judiciary (H),11
SB199,2023,RS,2023-03-13,1st reading,12
SB199,2023,RS,2023-03-13,returned to Judiciary (H),13
SB199,2023,RS,2023-03-14,taken from Judiciary (H),14
SB199,2023,RS,2023-03-14,2nd reading,15
SB199,2023,RS,2023-03-14,returned to Judiciary (H),16
SB199,2023,RS,2023-03-15,"reported favorably, to Rules with Committee Substitute (1)",17
SB199,2023,RS,2023-03-15,"floor amendments (1), (2) and (3) filed to Committee Substitute",18
SB199,2023,RS,2023-03-16,taken from Rules,19
SB199,2023,RS,2023-03-16,placed in the Orders of the Day,20
SB199,2023,RS,2023-03-30,"3rd reading, passed 86-10 with Committee Substitute (1) and Floor Amendment (3)",21
SB199,2023,RS,2023-03-30,received in Senate,22
SB199,2023,RS,2023-03-30,to Rules (S),23
SB199,2023,RS,2023-03-30,posted for passage for concurrence in House Committee Substitute (1) and floor amendment (3),24
SB199,2023,RS,2023-03-30,Senate concurred in House Committee Substitute (1) and floor amendment (3),25
SB199,2023,RS,2023-03-30,passed 37-0,26
SB199,2023,RS,2023-03-30,"enrolled, signed by President of the Senate",27
SB199,2023,RS,2023-03-30,"enrolled, signed by Speaker of the House",28
SB199,2023,RS,2023-03-30,delivered to Governor,29
SB199,2023,RS,2023-03-31,signed by Governor (Acts Ch. 163),30
SB200,2023,RS,2023-02-21,introduced in Senate,1
SB200,2023,RS,2023-02-21,to Committee on Committees (S),2
SB200,2023,RS,2023-02-23,to Banking & Insurance (S),3
SB201,2023,RS,2023-02-21,introduced in Senate,1
SB201,2023,RS,2023-02-21,to Committee on Committees (S),2
SB201,2023,RS,2023-02-23,to Licensing & Occupations (S),3
SB202,2023,RS,2023-02-21,introduced in Senate,1
SB202,2023,RS,2023-02-21,to Committee on Committees (S),2
SB202,2023,RS,2023-02-23,to Education (S),3
SB202,2023,RS,2023-03-02,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
SB202,2023,RS,2023-03-03,"2nd reading, to Rules",5
SB202,2023,RS,2023-03-07,"posted for passage in the Regular Orders of the Day for Wednesday, March 08, 2023",6
SB202,2023,RS,2023-03-08,"3rd reading, passed 36 -0 with Committee Substitute (1)",7
SB202,2023,RS,2023-03-08,received in House,8
SB202,2023,RS,2023-03-08,to Committee on Committees (H),9
SB202,2023,RS,2023-03-10,to Education (H),10
SB203,2023,RS,2023-02-21,introduced in Senate,1
SB203,2023,RS,2023-02-21,to Committee on Committees (S),2
SB203,2023,RS,2023-02-23,to Judiciary (S),3
SB203,2023,RS,2023-03-02,"reported favorably, 1st reading, to Calendar",4
SB203,2023,RS,2023-03-03,"2nd reading, to Rules",5
SB203,2023,RS,2023-03-07,"posted for passage in the Regular Orders of the Day for Wednesday, March 08, 2023",6
SB203,2023,RS,2023-03-08,"3rd reading, passed 36 -0",7
SB203,2023,RS,2023-03-08,received in House,8
SB203,2023,RS,2023-03-08,to Committee on Committees (H),9
SB203,2023,RS,2023-03-10,to Judiciary (H),10
SB203,2023,RS,2023-03-13,taken from Judiciary (H),11
SB203,2023,RS,2023-03-13,1st reading,12
SB203,2023,RS,2023-03-13,returned to Judiciary (H),13
SB203,2023,RS,2023-03-14,taken from Judiciary (H),14
SB203,2023,RS,2023-03-14,2nd reading,15
SB203,2023,RS,2023-03-14,returned to Judiciary (H),16
SB203,2023,RS,2023-03-15,"reported favorably, to Rules with Committee Substitute (1) and Committee Amendment (1-title)",17
SB203,2023,RS,2023-03-16,taken from Rules,18
SB203,2023,RS,2023-03-16,placed in the Orders of the Day,19
SB203,2023,RS,2023-03-16,"floor amendment (1) filed to Committee Substitute , floor amendment (2-title) filed to bill",20
SB203,2023,RS,2023-03-16,"3rd reading, passed 78-20 with Committee Substitute (1),  Floor Amendment (1) and  Floor Amendment (2-title)",21
SB203,2023,RS,2023-03-16,received in Senate,22
SB203,2023,RS,2023-03-16,to Rules (S),23
SB203,2023,RS,2023-03-16,posted for passage for concurrence in House Committee Substitute (1) and  Floor Amendments (1) and (2-title),24
SB203,2023,RS,2023-03-16,"Senate concurred in House Committee Substitute (1),  Floor Amendment (1) and  Floor Amendment (2-title)",25
SB203,2023,RS,2023-03-16,passed 37-0,26
SB203,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",27
SB203,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",28
SB203,2023,RS,2023-03-16,delivered to Governor,29
SB203,2023,RS,2023-03-22,signed by Governor (Acts Ch. 59),30
SB204,2023,RS,2023-02-21,introduced in Senate,1
SB204,2023,RS,2023-02-21,to Committee on Committees (S),2
SB204,2023,RS,2023-02-23,to Banking & Insurance (S),3
SB205,2023,RS,2023-02-21,introduced in Senate,1
SB205,2023,RS,2023-02-21,to Committee on Committees (S),2
SB205,2023,RS,2023-02-23,to Health Services (S),3
SB206,2023,RS,2023-02-21,introduced in Senate,1
SB206,2023,RS,2023-02-21,to Committee on Committees (S),2
SB206,2023,RS,2023-02-23,to State & Local Government (S),3
SB206,2023,RS,2023-03-01,"reported favorably, 1st reading, to Consent Calendar",4
SB206,2023,RS,2023-03-02,"2nd reading, to Rules",5
SB206,2023,RS,2023-03-03,"posted for passage in the Consent Orders of the Day for Tuesday, March 07, 2023",6
SB206,2023,RS,2023-03-07,"3rd reading, passed 37-0",7
SB206,2023,RS,2023-03-07,received in House,8
SB206,2023,RS,2023-03-07,to Committee on Committees (H),9
SB206,2023,RS,2023-03-09,to Local Government (H),10
SB206,2023,RS,2023-03-10,taken from Local Government (H),11
SB206,2023,RS,2023-03-10,1st reading,12
SB206,2023,RS,2023-03-10,returned to Local Government (H),13
SB206,2023,RS,2023-03-13,taken from Local Government (H),14
SB206,2023,RS,2023-03-13,2nd reading,15
SB206,2023,RS,2023-03-13,returned to Local Government (H),16
SB206,2023,RS,2023-03-15,"reported favorably, to Rules",17
SB206,2023,RS,2023-03-16,taken from Rules,18
SB206,2023,RS,2023-03-16,placed in the Orders of the Day,19
SB206,2023,RS,2023-03-29,floor amendments (1) and (2-title) filed,20
SB206,2023,RS,2023-03-30,"3rd reading, passed 97-0",21
SB206,2023,RS,2023-03-30,received in Senate,22
SB206,2023,RS,2023-03-30,"enrolled, signed by President of the Senate",23
SB206,2023,RS,2023-03-30,"enrolled, signed by Speaker of the House",24
SB206,2023,RS,2023-03-30,delivered to Governor,25
SB206,2023,RS,2023-04-06,signed by Governor (Acts Ch. 178),26
SB207,2023,RS,2023-02-21,introduced in Senate,1
SB207,2023,RS,2023-02-21,to Committee on Committees (S),2
SB207,2023,RS,2023-02-23,to Health Services (S),3
SB208,2023,RS,2023-02-21,introduced in Senate,1
SB208,2023,RS,2023-02-21,to Committee on Committees (S),2
SB208,2023,RS,2023-02-23,to Judiciary (S),3
SB209,2023,RS,2023-02-21,introduced in Senate,1
SB209,2023,RS,2023-02-21,to Committee on Committees (S),2
SB209,2023,RS,2023-02-23,to Banking & Insurance (S),3
SB209,2023,RS,2023-02-28,"reported favorably, 1st reading, to Consent Calendar with Committee Substitute (1)",4
SB209,2023,RS,2023-03-01,"2nd reading, to Rules",5
SB209,2023,RS,2023-03-01,"posted for passage in the Consent Orders of the Day for Friday, March 03, 2023",6
SB209,2023,RS,2023-03-03,"3rd reading, passed 34 -0 with Committee Substitute (1)",7
SB209,2023,RS,2023-03-03,received in House,8
SB209,2023,RS,2023-03-03,to Committee on Committees (H),9
SB209,2023,RS,2023-03-07,to Banking & Insurance (H),10
SB209,2023,RS,2023-03-09,taken from Banking & Insurance (H),11
SB209,2023,RS,2023-03-09,1st reading,12
SB209,2023,RS,2023-03-09,returned to Banking & Insurance (H),13
SB209,2023,RS,2023-03-10,taken from Banking & Insurance (H),14
SB209,2023,RS,2023-03-10,2nd reading,15
SB209,2023,RS,2023-03-10,returned to Banking & Insurance (H),16
SB209,2023,RS,2023-03-15,"reported favorably, to Rules",17
SB209,2023,RS,2023-03-15,taken from Rules,18
SB209,2023,RS,2023-03-15,placed in the Orders of the Day,19
SB209,2023,RS,2023-03-15,floor amendments (1) and (2-title) filed,20
SB209,2023,RS,2023-03-16,"3rd reading, passed 91-0 with Floor Amendment (1) and  Floor Amendment (2-title)",21
SB209,2023,RS,2023-03-16,received in Senate,22
SB209,2023,RS,2023-03-16,to Rules (S),23
SB209,2023,RS,2023-03-16,posted for passage for concurrence in House Floor Amendments (1) and (2-title),24
SB209,2023,RS,2023-03-16,Senate concurred in House Floor Amendment (1) and  Floor Amendment (2-title),25
SB209,2023,RS,2023-03-16,passed 36-0,26
SB209,2023,RS,2023-03-16,"enrolled, signed by President of the Senate",27
SB209,2023,RS,2023-03-16,"enrolled, signed by Speaker of the House",28
SB209,2023,RS,2023-03-16,delivered to Governor,29
SB209,2023,RS,2023-03-28,filed without Governor's signature with the Secretary of State,30
SB209,2023,RS,2023-03-29,became law without Governor's Signature   (Acts Ch. 130),31
SB210,2023,RS,2023-02-21,introduced in Senate,1
SB210,2023,RS,2023-02-21,to Committee on Committees (S),2
SB210,2023,RS,2023-02-23,to Families & Children (S),3
SB211,2023,RS,2023-02-21,introduced in Senate,1
SB211,2023,RS,2023-02-21,to Committee on Committees (S),2
SB211,2023,RS,2023-02-23,"to Veterans, Military Affairs, & Public Protection (S)",3
SB212,2023,RS,2023-02-21,introduced in Senate,1
SB212,2023,RS,2023-02-21,to Committee on Committees (S),2
SB212,2023,RS,2023-02-23,"to Veterans, Military Affairs, & Public Protection (S)",3
SB213,2023,RS,2023-02-21,introduced in Senate,1
SB213,2023,RS,2023-02-21,to Committee on Committees (S),2
SB213,2023,RS,2023-02-23,to Agriculture (S),3
SB213,2023,RS,2023-02-28,"reported favorably, 1st reading, to Consent Calendar with Committee Substitute (1)",4
SB213,2023,RS,2023-03-01,"2nd reading, to Rules",5
SB213,2023,RS,2023-03-01,"posted for passage in the Consent Orders of the Day for Friday, March 03, 2023",6
SB213,2023,RS,2023-03-03,"3rd reading, passed 34 -0 with Committee Substitute (1)",7
SB213,2023,RS,2023-03-03,received in House,8
SB213,2023,RS,2023-03-03,to Committee on Committees (H),9
SB213,2023,RS,2023-03-07,to Natural Resources & Energy (H),10
SB213,2023,RS,2023-03-09,"reported favorably, 1st reading, to Calendar",11
SB213,2023,RS,2023-03-10,"2nd reading, to Rules",12
SB213,2023,RS,2023-03-10,"posted for passage in the Regular Orders of the Day for Monday, March 13, 2023",13
SB213,2023,RS,2023-03-13,"3rd reading, passed 98-0",14
SB213,2023,RS,2023-03-14,received in Senate,15
SB213,2023,RS,2023-03-14,"enrolled, signed by President of the Senate",16
SB213,2023,RS,2023-03-14,"enrolled, signed by Speaker of the House",17
SB213,2023,RS,2023-03-14,delivered to Governor,18
SB213,2023,RS,2023-03-20,signed by Governor (Acts Ch. 22),19
SB214,2023,RS,2023-02-21,introduced in Senate,1
SB214,2023,RS,2023-02-21,to Committee on Committees (S),2
SB214,2023,RS,2023-02-23,to Agriculture (S),3
SB215,2023,RS,2023-02-21,introduced in Senate,1
SB215,2023,RS,2023-02-21,to Committee on Committees (S),2
SB215,2023,RS,2023-02-23,to Families & Children (S),3
SB216,2023,RS,2023-02-21,introduced in Senate,1
SB216,2023,RS,2023-02-21,to Committee on Committees (S),2
SB216,2023,RS,2023-02-23,to Education (S),3
SB217,2023,RS,2023-02-21,introduced in Senate,1
SB217,2023,RS,2023-02-21,to Committee on Committees (S),2
SB217,2023,RS,2023-02-23,to State & Local Government (S),3
SB218,2023,RS,2023-02-21,introduced in Senate,1
SB218,2023,RS,2023-02-21,to Committee on Committees (S),2
SB218,2023,RS,2023-02-23,to Appropriations & Revenue (S),3
SB218,2023,RS,2023-03-07,floor amendments (1-title) and (2) filed,4
SB219,2023,RS,2023-02-21,introduced in Senate,1
SB219,2023,RS,2023-02-21,to Committee on Committees (S),2
SB219,2023,RS,2023-02-23,"to Economic Development, Tourism, & Labor (S)",3
SB220,2023,RS,2023-02-21,introduced in Senate,1
SB220,2023,RS,2023-02-21,to Committee on Committees (S),2
SB220,2023,RS,2023-02-23,"to Economic Development, Tourism, & Labor (S)",3
SB221,2023,RS,2023-02-21,introduced in Senate,1
SB221,2023,RS,2023-02-21,to Committee on Committees (S),2
SB221,2023,RS,2023-02-23,"to Economic Development, Tourism, & Labor (S)",3
SB222,2023,RS,2023-02-21,introduced in Senate,1
SB222,2023,RS,2023-02-21,to Committee on Committees (S),2
SB222,2023,RS,2023-02-23,"to Economic Development, Tourism, & Labor (S)",3
SB223,2023,RS,2023-02-21,introduced in Senate,1
SB223,2023,RS,2023-02-21,to Committee on Committees (S),2
SB223,2023,RS,2023-02-23,"to Economic Development, Tourism, & Labor (S)",3
SB224,2023,RS,2023-02-21,introduced in Senate,1
SB224,2023,RS,2023-02-21,to Committee on Committees (S),2
SB224,2023,RS,2023-02-23,"to Economic Development, Tourism, & Labor (S)",3
SB225,2023,RS,2023-02-21,introduced in Senate,1
SB225,2023,RS,2023-02-21,to Committee on Committees (S),2
SB225,2023,RS,2023-02-23,to Judiciary (S),3
SB225,2023,RS,2023-03-02,"reported favorably, 1st reading, to Calendar with Committee Substitute (1)",4
SB225,2023,RS,2023-03-03,"2nd reading, to Rules",5
SB226,2023,RS,2023-02-21,introduced in Senate,1
SB226,2023,RS,2023-02-21,to Committee on Committees (S),2
SB226,2023,RS,2023-02-23,to Natural Resources & Energy (S),3
