bill_number,session_year,session_type,title,sponsors,summary,bill_url
HB673,2024,RS,AN ACT relating to the displaying of flags on personal property.,J. Bauman; K. Bratcher; E. Callaway; J. Hodgson; C. Massaroni; S. Rawlings,"Create a new section of KRS 381.785 to 381.801 to define ""Betsy Ross Flag""; prohibit a planned community association from preventing a home owner from placing a flag pole displaying any version of the American flag, historic versions of the American Flag including the Betsy Ross Flag, or the Kentucky state flag on private property; amend KRS 381.990 to establish a penalty.",https://apps.legislature.ky.gov/record/24rs/HB673.html
HB674,2024,RS,AN ACT relating to exempting the Commonwealth of Kentucky from the observance of daylight saving time.,S. Doan,"Create a new section of KRS Chapter 2 to exempt the Commonwealth of Kentucky from the advancement of time known as daylight saving time; require the Commonwealth of Kentucky and its political  subdivisions to at all time observe the standard time of the United States; EFFECTIVE November 1, 2024.",https://apps.legislature.ky.gov/record/24rs/HB674.html
HB675,2024,RS,AN ACT relating to early intervention services for children.,K. Timoney,"Amend KRS 200.666, related to requirements for personnel development, to provide that training activities for licensed providers of early intervention services for children are offered by various licensure boards.",https://apps.legislature.ky.gov/record/24rs/HB675.html
HB676,2024,RS,AN ACT relating to medical assistance.,K. Moser,Amend KRS 205.170 to make technical corrections.,https://apps.legislature.ky.gov/record/24rs/HB676.html
HB677,2024,RS,AN ACT relating to network participation by medical laboratories.,K. Moser,"Amend KRS 304.17A-270 to include medical laboratories in the definition of ""provider""; amend KRS 205.522 to require the state Medicaid program to comply with any willing provider law; make technical amendments; require the Cabinet for Health and Family Services to obtain any necessary waiver.",https://apps.legislature.ky.gov/record/24rs/HB677.html
HB678,2024,RS,AN ACT relating to health services.,K. Moser,Amend KRS 216.315 to add gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/HB678.html
HB679,2024,RS,AN ACT relating to medical assistance.,K. Moser,Amend KRS 205.227 to add gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/HB679.html
HB680,2024,RS,AN ACT relating to health services.,K. Moser,Amend KRS 216.313 to add gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/HB680.html
HB681,2024,RS,AN ACT relating to a tax credit for educator expenses.,C. Massaroni,"Create a new section of KRS Chapter 141 to establish a nonrefundable tax credit for eligible educator expenses of up to $2,000 for single returns or $4,000 for married educators filing a joint return; amend KRS 141.019, relating to the individual income tax, to include in adjusted gross income the amount deducted for expenses of an eligible educator, if the educator expense tax credit is allowed; amend KRS 141.0205 to order the tax credit; amend KRS 131.190 to allow the Department of Revenue to report to the General Assembly on the credit.",https://apps.legislature.ky.gov/record/24rs/HB681.html
HB682,2024,RS,AN ACT relating to the Kentucky IAN Alert System.,C. Massaroni; P. Stevenson,"Amend KRS 16.010 to define ""missing child;"" create a new section of KRS 16.010 to 16.199 to require the Department of Kentucky State Police to create and operate the Kentucky IAN Alert System to provide public notification through the use of media providers and highway signs when a child is missing and may be in physical danger.",https://apps.legislature.ky.gov/record/24rs/HB682.html
HB683,2024,RS,AN ACT relating to the prohibition of social and emotional learning in common schools.,C. Massaroni; J. Calloway,Create a new section of KRS Chapter 158 to prohibit instruction on social and emotional learning in common schools; prohibit the use of state funding to promote or provide social and emotional learning instruction of training.,https://apps.legislature.ky.gov/record/24rs/HB683.html
HJR98,2024,RS,A JOINT RESOLUTION designating the Anderson County Veterans Memorial Highway.,J. Tipton,Designate United States Route 62  in Anderson County from mile marker 18.276 to mile marker 18.825 as the Anderson County Veterans Memorial Highway.,https://apps.legislature.ky.gov/record/24rs/HJR98.html
HJR99,2024,RS,A JOINT RESOLUTION designating a portion of Kentucky Route 140 in Daviess County as the Captain Alan Kurre Elliott Memorial Highway.,S. Lewis,Direct the Transportation Cabinet to designate a portion of Kentucky Route 140 in Daviess County as the Captain Alan Kurre Elliott Memorial Highway.,https://apps.legislature.ky.gov/record/24rs/HJR99.html
HJR100,2024,RS,A JOINT RESOLUTION directing the Department of Insurance to create a task force to explore the feasibility of implementing a statewide insurance program for long-term care services and supports.,R. Palumbo,"Direct the Department of Insurance to create the Long-term Care Insurance Task Force to explore the feasibility of developing and implementing a statewide insurance program for long-term care services and supports; establish task force membership; require the task force to submit a report with recommendations to the Governor and the Legislative Research Commission by September 1, 2026, and an actuarial report by September 1, 2027.",https://apps.legislature.ky.gov/record/24rs/HJR100.html
SB2,2024,RS,AN ACT relating to student safety.,M. Wise; M. Deneen; D. Douglas; G. Elkins; S. Funke Frommeyer; R. Mills; L. Tichenor,"Amends KRS 156.095 to require schools to provide suicide prevention awareness twice a year and an opportunity for any student who missed the suicide prevention awareness lesson to receive the lesson at a later time, and to make conforming changes; amends KRS 156.501 to remove existing cost-sharing provisions for the registered nurse required to be employed by the Kentucky Department of Education (KDE); creates a new section of KRS Chapter 158 to define terms, to establish a framework for employment of Kentucky guardians in schools, to specify qualifications of a guardian, to specify that a local board of education is immune from civil or criminal liability in all claims arising out of any action of a guardian, and to specify that guardians shall have the immunities of police officers; creates a new section of KRS Chapter 158 to require KDE to gather and compile data, coordinate training, and monitor the numbers and types of mental health professionals in schools; creates a new section of KRS Chapter 158 to create the School Mapping Data Program administered by the Center for School Safety and to outline requirements of school mapping data; amends KRS 158.441 to specify required certifications in the definition of “school resource officer” (SRO); amends 158.4414 to allow school districts to hire a guardian until a certified SRO is available as required, to allow a district with an SRO to hire guardians to provide additional school safety and security measures, and to require that the Kentucky Law Enforcement Council update and maintain SRO training; amends KRS 158.4416 to define terms, to specify that at least 60 percent of a school counselor’s time be spent providing direct services, to make conforming changes, to require the trauma-informed team to compile their activities to be used in the creation of the comprehensive school improvement plan and to submit the information to KDE, and to require KDE to annually summarize and submit the information to the state board and the Legislative Research Commission; amends KRS 158.442 to require that the Center for School Safety implement a system to certify guardians to school districts, to authorize the center to employ an individual to provide oversight of the guardian program if funds are available, and to authorize the center to administer and oversee the school mapping program; amends KRS 158.443 to conform; amends KRS 158.4451 to require that the Office of Homeland Security maintain and update the anonymous reporting tool, to require that each school district make available an anonymous reporting tool, and to provide for an alternative anonymous reporting tool; amends KRS 158.162 to allow secondary locking mechanisms in schools, and to require that school councils or principals include school mapping data, if available, in their emergency plans; amends KRS 158.4412 to require that the local school district’s safety coordinator maintain a current copy of school mapping data; and amends KRS 61.637 and 78.5540 to conform.",https://apps.legislature.ky.gov/record/24rs/SB2.html
SB245,2024,RS,AN ACT relating to government ethics.,A. Southworth,"Create a new section of KRS Chapter 61 to define ""lobbyist"", ""public agency"", and ""public funds""; prohibit a public agency from spending public funds to employ or contract with a lobbyist or from using public funds to pay a nonprofit association or organization that primarily represents one or more public agencies or hires or contracts with an individual who is required to register as a lobbyist; allow a taxpayer or resident of an area served by a public agency to file an action for injunctive relief and to recover attorney's fees and costs incurred in bringing a successful action; amend KRS 11A.020 to prohibit a public servant from attempting to use his or her influence in any matter that would be under the purview of the legislative branch of state government; permit a public servant to respond to requests or information and to provide information and opinions about matters affecting the agency.",https://apps.legislature.ky.gov/record/24rs/SB245.html
SB246,2024,RS,"AN ACT relating to materials, programs, or events alleged to be harmful to minors.",L. Tichenor; S. Meredith,"Amend KRS 158.192 to require the local board of education to allow parents and guardians an opportunity to orally recite passages from materials, programs, or events subject to appeal; require immediate removal of the material, program, or event if the board denies a parent or guardian the opportunity to orally recite passages.",https://apps.legislature.ky.gov/record/24rs/SB246.html
SB247,2024,RS,AN ACT relating to the diagnosis of sepsis.,L. Tichenor,Create a new section of KRS Chapter 205 to establish diagnosis criteria for sepsis.,https://apps.legislature.ky.gov/record/24rs/SB247.html
SB248,2024,RS,AN ACT relating to transportation.,J. Higdon,Amend KRS 186.230 and 186.120 to conform to gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/SB248.html
SB249,2024,RS,AN ACT relating to sex offenders.,L. Tichenor,"Creates a new section of KRS 17.500 to 17.580 to define “social media platform,” to require sex offenders who have committed a criminal offense against a victim who is a minor to display their full legal name on social media platforms, and to provide penalties.",https://apps.legislature.ky.gov/record/24rs/SB249.html
SB250,2024,RS,AN ACT relating to education.,S. West,Amend KRS 156.690 to insert gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/SB250.html
SB251,2024,RS,AN ACT relating to education.,S. West,Amend KRS 156.690 to insert gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/SB251.html
SB252,2024,RS,AN ACT relating to education.,S. West,Amend KRS 156.690 to insert gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/SB252.html
SB253,2024,RS,AN ACT relating to education.,S. West,Amend KRS 156.690 to insert gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/SB253.html
SB254,2024,RS,AN ACT relating to education.,S. West,Amend KRS 156.690 to insert gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/SB254.html
SB255,2024,RS,AN ACT relating to social work.,J. Adams; G. Neal,Retain original provisions; require a social worker to make a reasonable attempt to verify the identity of a client; require the use of non-public facing HIPAA compliant technology products.,https://apps.legislature.ky.gov/record/24rs/SB255.html
SB256,2024,RS,AN ACT relating to school meals at low-income schools.,C. Armstrong; A. Mays Bledsoe,Create a new section of KRS Chapter 158 to define terms; establish the Kentucky Proud School Match Program fund; establish the Kentucky Proud School Match Program; direct the Department of Education to reimburse an eligible school district $0.33 for every meal reimbursed by the community eligibility provision at the paid rate; require a school district that receives a reimbursement to develop and implement a Kentucky Proud school plan to identify and purchase available Kentucky-grown agricultural products and to optimize food usage; direct the Kentucky Board of Education to promulgate administrative regulations necessary to carry out this section; provide that the section shall be null and void if the community eligibility provision is terminated by the United States Department of Agriculture; provide that the Act may be cited as the Kentucky Proud School Match Act.,https://apps.legislature.ky.gov/record/24rs/SB256.html
SB257,2024,RS,AN ACT proposing an amendment to Section 145 of the Constitution of Kentucky relating to restoration of rights.,G. Neal,"Propose to amend Section 145 of the Constitution of Kentucky to automatically restore the voting rights of persons convicted of certain felonies upon completion of their imprisonment, probation, or parole and automatically restore their civil rights three years after completion of their imprisonment, probation, or parole; provide ballot language; submit to voters for ratification or rejection.",https://apps.legislature.ky.gov/record/24rs/SB257.html
SB258,2024,RS,AN ACT relating to student journalist freedom.,G. Neal,"Create a new section of KRS Chapter 158 to state legislative findings; establish definitions; provide additional free speech protections for student journalists; place limitations on additional protections; provide protection for student media advisors; require each district to adopt a written policy for time, place, and manner restrictions and for an appeals procedure; provide that student speech not be considered school speech; provide that a student journalist or student media advisor may seek injunctive relief; provide that the Act may be cited as the New Voices Act.",https://apps.legislature.ky.gov/record/24rs/SB258.html
SB259,2024,RS,AN ACT relating to the board of the West End Opportunity Partnership.,D. Harper Angel,"Amends KRS 65.503, relating to the board of the West End Opportunity Partnership, to stipulate that the board has the authority to set its own procedures to determine successors, to allow more than one nominee from the institutions from which members are appointed by the Governor listed in paragraph (f) of subsection (1) of the section, and to allow successor members to be appointed to the board if an institution refuses to comply with the board procedures for successor determination, in which event the institution is deemed to have forfeited its membership.",https://apps.legislature.ky.gov/record/24rs/SB259.html
SJR170,2024,RS,A JOINT RESOLUTION directing the Council on Postsecondary Education to conduct a feasibility study on expanding postbaccalaureate program offerings at comprehensive universities.,D. Givens; M. Wilson; J. Adams; R. Stivers; D. Thayer,Directs the Council on Postsecondary Education to conduct a study on expanding postbaccalaureate program offerings at comprehensive universities; and directs the council to consult with each president of a comprehensive university to consider a regional economic development or workforce development need that may be met by a postbaccalaureate program.,https://apps.legislature.ky.gov/record/24rs/SJR170.html
SR168,2024,RS,A RESOLUTION adjourning the Senate in honor and loving memory and honor of former Cincinnati Reds pitcher and Kentucky native Don Gullett.,R. Webb; C. McDaniel; J. Carpenter; M. Deneen; G. Elkins; S. Funke Frommeyer; J. Schickel,Adjourn the Senate in honor and loving memory of former Cincinnati Reds pitcher Don Gullett.,https://apps.legislature.ky.gov/record/24rs/SR168.html
SR169,2024,RS,"A RESOLUTION adjourning the Senate in honor and loving memory of Robert Regan ""Bob"" Moss.",M. Wise,"Adjourn in honor and loving memory of Robert Regan ""Bob"" Moss.",https://apps.legislature.ky.gov/record/24rs/SR169.html
HB620,2024,RS,AN ACT relating to operating a motor vehicle.,M. Pollock; R. Roarx; J. Tipton,"Amend KRS 189.292 to define "" operating a motor vehicle,"" ""stand-alone electronic device,"" and ""use""; prohibit the use of a personal communication device or stand-alone electronic device while operating a motor vehicle; exempt school bus operators who are instead subject to KRS 281A.205; set forth exceptions; amend KRS 189.294 to provide that persons under 18 years shall not use a personal communication device or stand-alone electronic device in any manner while driving; amend KRS 189.990 to set forth penalties for the violation of KRS 189.292 and 189.294; create a new section of KRS Chapter 281A to apply these provisions to commercial motor vehicle drivers; amend KRS 189.2327 to conform; provide that the Act may be cited as the Phone-Down Kentucky Act.",https://apps.legislature.ky.gov/record/24rs/HB620.html
HB621,2024,RS,AN ACT relating to the State Fair Board.,R. Heath; D. Fister; J. Dixon; C. Freeland; D. Hale; K. King; M. Koch; M. Lockett; S. McPherson; J. Nemes; P. Pratt; R. Raymer; W. Thomas; J. Tipton,Amends KRS 247.140 to add the North American Championship Rodeo and the National Farm Machinery Show’s Championship Tractor Pull to the list of shows and expositions owned and operated by the State Fair Board.,https://apps.legislature.ky.gov/record/24rs/HB621.html
HB622,2024,RS,AN ACT relating to elections and declaring an emergency.,S. Rudy; K. Bratcher; D. Elliott; D. Fister; K. King; J. Petrie,"Repeals KRS 63.200, which requires the Governor to fill vacancies in the office of United States Senator; amends KRS 118.720 to require that the Governor sign a proclamation for an election to fill a vacancy in the office of United States Senator and to extend the term of the candidate who wins special election to the remainder of the term; and amends KRS 118.740 and 118.770 to conform; EMERGENCY.",https://apps.legislature.ky.gov/record/24rs/HB622.html
HB623,2024,RS,AN ACT relating to agriculture.,R. Heath,"Amend KRS 246.285, relating to the Commissioner of Agriculture, to add gender-neutral language.",https://apps.legislature.ky.gov/record/24rs/HB623.html
HB624,2024,RS,AN ACT relating to agriculture.,R. Heath,"Amend KRS 246.285, relating to the Commissioner of Agriculture, to add gender-neutral language.",https://apps.legislature.ky.gov/record/24rs/HB624.html
HB625,2024,RS,AN ACT relating to sex crimes.,K. Banta,Amend KRS 510.040 to enhance the penalty for rape in the first degree to a Class A felony; amend KRS 510.070 to enhance the penalty for sodomy in the first degree to a Class A felony.,https://apps.legislature.ky.gov/record/24rs/HB625.html
HB626,2024,RS,AN ACT relating to interference with a legislative proceeding.,J. Blanton; D. Elliott; S. Sharp,Create new sections of KRS Chapter 519 to define terms; create the crime of interference with a legislative proceeding in the first degree; create the crime of interference with a legislative proceeding in the second degree; amend KRS 431.015 to require a peace officer to make an arrest for a violation of interference with a legislative proceeding in the first or second degree.,https://apps.legislature.ky.gov/record/24rs/HB626.html
HB627,2024,RS,AN ACT relating to liability for damage to property adjacent to Department of Fish and Wildlife Resources Commission-managed lands.,S. Miles,"Create a new section of KRS Chapter 150 to define ""adjacent landowner"" and ""commission-managed lands""; waive the sovereign immunity of the Department of Fish and Wildlife Resources and establish the department's liability when the operations of commission-managed lands results in damages to property of an adjacent landowner; provide that a claim for damages shall be brought in the county in which the adjacent landowner's property is located, and the action shall not be removed to Franklin District or Circuit Court; provide that the Board of Claims does not have jurisdiction over an adjacent landowner's claim for damages.",https://apps.legislature.ky.gov/record/24rs/HB627.html
HB628,2024,RS,AN ACT relating to the Public Service Commission.,W. Williams,Create a new section of KRS 278.010 to 278.450  to require the Public Service Commission to issue final orders within six months of the filing of an application by a utility; amend KRS 278.110 to require final reports of investigations or special inquiries to be filed within the public record for the case for which it was prepared; require the contracted person to be subject to written information requests and cross-examination in any public hearing for the case in which the report was prepared.,https://apps.legislature.ky.gov/record/24rs/HB628.html
HB629,2024,RS,AN ACT relating to utility service disconnection reports by retail electric suppliers.,L. Willner; J. Nemes,Create a new section of KRS Chapter 278 to require retail electric suppliers to file monthly disconnection reports with the Public Service Commission; identify the contents of the monthly disconnection reports; and make those reports available to the public on the Public Service Commission's website.,https://apps.legislature.ky.gov/record/24rs/HB629.html
HB630,2024,RS,AN ACT relating to research doctoral programs at Western Kentucky University.,M. Meredith; K. Jackson; R. Duvall; J. Gooch Jr.; R. Heath; S. Heavrin; DJ Johnson; M. Koch; S. McPherson; J. Nemes; S. Riley; S. Rudy,Amend KRS 164.295 to permit Western Kentucky University to offer up to five research doctoral degree programs.,https://apps.legislature.ky.gov/record/24rs/HB630.html
HB631,2024,RS,AN ACT relating to retirement.,D. Graham,Amend KRS 61.530 to make language gender-neutral.,https://apps.legislature.ky.gov/record/24rs/HB631.html
HB632,2024,RS,AN ACT relating to state government.,D. Graham,Amend KRS 18A.035 to add gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/HB632.html
HB633,2024,RS,AN ACT relating to birth certificates.,R. Palumbo,"Amend KRS 199.570 to allow both the names of adopted parents and biological parents to appear on a new birth certificate issued upon adoption if one or both biological parents are deceased, and it is requested by the court, adopted parents, or adopted child; direct the Cabinet for Health and Family Services to create a birth certificate form that complies with this section through the promulgation of administrative regulations.",https://apps.legislature.ky.gov/record/24rs/HB633.html
HB634,2024,RS,AN ACT relating to posthumous name changes.,R. Palumbo,"Amend KRS 401.010 to allow a family member of a deceased person to posthumously change the deceased person's name if the name is the result of marriage to a person arrested for or charged with committing an offense intentionally, knowingly, or wantonly, which resulted in the death of the deceased;  provide that the order of priority of family members is the same as in KRS 367.93117.",https://apps.legislature.ky.gov/record/24rs/HB634.html
HB635,2024,RS,AN ACT relating to fiscal impact statements.,D. Meade; K. Moser,"Amends KRS 6.350 to require that an actuary performing an actuarial analysis clearly describe a new assumption or method and the basis for selecting the assumption or method, including any documentation, studies, written opinions, calculations, or citations, and to require that the actuary certify that the information provided in the analysis is accurate; amends KRS 6.948 to require that the commissioner of the Department of Insurance include in a fiscal impact statement documentation, studies, written opinions, calculations, and citations in support of his or her findings and conclusions and include in the statement an estimate of any potential future cost savings, including an explanation why the bill would or would not provide future cost savings, and to require the commissioner to certify that the information provided in the fiscal impact statement is accurate; and amends KRS 6.949 to require that the commissioner of the Department of Corrections include in a corrections impact statement documentation, studies, written opinions, calculations, and citations in support of the department’s findings and conclusions, an estimate of any potential future cost savings, if not already included in a statement, and a certification by the commissioner that the information provided in the statement is accurate.",https://apps.legislature.ky.gov/record/24rs/HB635.html
HB636,2024,RS,AN ACT relating to insurance.,M. Meredith,Amend KRS 304.48-080 to replace a reference to the executive director with the commissioner.,https://apps.legislature.ky.gov/record/24rs/HB636.html
HB637,2024,RS,AN ACT relating to financial institutions.,M. Meredith,Amend KRS 286.1-440 to include gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/HB637.html
HB638,2024,RS,AN ACT relating to insurance.,M. Meredith,Amend KRS 304.5-150 to include gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/HB638.html
HB639,2024,RS,AN ACT relating to financial institutions.,M. Meredith,Amend KRS 286.3-380 to include gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/HB639.html
HJR94,2024,RS,A JOINT RESOLUTION designating the Don Gullett Memorial Highway in Greenup County.,D. Bentley; S. Sharp; P. Flannery,Direct the Transportation Cabinet to designate Kentucky Route 67 in Greenup County as the Don Gullett Memorial Highway.,https://apps.legislature.ky.gov/record/24rs/HJR94.html
HJR95,2024,RS,A JOINT RESOLUTION designating the PFC Ernie West Memorial Highway in Greenup County.,D. Bentley; S. Sharp; P. Flannery,Direct the Transportation Cabinet to designate a portion of Kentucky Route 503 in Greenup County as the PFC Ernie West Memorial Highway; direct signs denote PFC West was a recipient of the Medal of Honor.,https://apps.legislature.ky.gov/record/24rs/HJR95.html
HR96,2024,RS,A RESOLUTION expressing concern about federal regulatory overreach on the chemical industry.,J. Gooch Jr.,Express concern about federal overreach on the chemical industry.,https://apps.legislature.ky.gov/record/24rs/HR96.html
HR97,2024,RS,A RESOLUTION urging the Kentucky Department for Medicaid Services to initiate communication with the Commonwealth's neighboring states regarding the possibility of establishing and entering into an interstate compact with the Commonwealth of Kentucky to permit 1915(c) Home and Community-Based Medicaid waiver services beneficiaries to receive covered waiver services in any of the compact states.,R. Roarx,Urge the Kentucky Department for Medicaid Services to communicate with the Commonwealth's neighboring states about entering into an interstate compact to permit 1915(c) Home and Community-Based Medicaid waiver services beneficiaries to receive covered waiver services in any of the compact states.,https://apps.legislature.ky.gov/record/24rs/HR97.html
SB239,2024,RS,AN ACT relating to the recruitment and retention of medical professionals and declaring an emergency.,D. Douglas; S. Meredith; L. Tichenor,Create new sections of KRS Chapter 344 to ensure federal law relating to emergency medical treatment and the collection of evidence is not overridden; define terms; prohibit discrimination against medical care providers who decline to perform procedures that violate their conscience; grant providers the right not to participate in or pay for services that violate their conscience; exempt providers from liability for exercising these rights; prohibit the State Board of Medical Licensure from reprimanding medical practitioners and require the board to provide complaints it has received to medical practitioners; establish a civil cause of action for persons injured by violations; provide that the Act may be cited as the Healthcare Heroes Recruitment and Retention Act; EMERGENCY.,https://apps.legislature.ky.gov/record/24rs/SB239.html
SB240,2024,RS,AN ACT relating to child care.,C. Armstrong; R. Thomas,"Creates a new section of KRS Chapter 199.892 to 199.896 to allow the Cabinet for Health and Family Services to give child-care benefits to foster parents who work outside the home or telework inside the home, and to require the cabinet to apply for a waiver if deemed necessary by the cabinet.",https://apps.legislature.ky.gov/record/24rs/SB240.html
SB241,2024,RS,AN ACT relating to transportation.,J. Higdon,Amend KRS 186.230 and 186.120 to conform to gender-neutral language.,https://apps.legislature.ky.gov/record/24rs/SB241.html
SB242,2024,RS,AN ACT relating to juvenile justice.,D. Carroll,"Amend KRS 216.525, relating to health services, to add gender-neutral language.",https://apps.legislature.ky.gov/record/24rs/SB242.html
SB243,2024,RS,AN ACT relating to animal fighting.,G. Elkins,"Amend KRS 525.125 to define ""animal fight""; provide that a person is guilty of cruelty to animals in the first degree when he or she knowingly causes an animal to engage in an animal fight, participates in the organization or operation of an animal fight, is present at an animal fight, or allows a minor to attend an animal fight; provide that falconry authorized by a valid permit and hunting license shall not constitute a violation of this section; provide that cruelty to animals in the first degree is a Class A misdemeanor if a person is present at an animal fight or allows a minor to attend an animal fight; require the court to forfeit the animal that is the subject of the violation, terminate or limit a person's ability possess animals, and transfer the animal to the original owner or the county animal control officer; amend KRS 515.130 and 436.610 to conform.",https://apps.legislature.ky.gov/record/24rs/SB243.html
SB244,2024,RS,AN ACT relating to elections.,R. Mills,Amend KRS 118.225 to require that the ballot position for all statewide office candidates or slates of candidates be determined by lot for each congressional district.,https://apps.legislature.ky.gov/record/24rs/SB244.html
SJR166,2024,RS,A JOINT RESOLUTION directing the Transportation Cabinet to include Richie Weems and the Continental Five on the Country Music Highway in Pike County.,P. Wheeler,Direct the Transportation Cabinet to include Richie Weems and the Continental Five on the Country Music Highway and place signs on US Highway 23 in Pike County denoting the designation.,https://apps.legislature.ky.gov/record/24rs/SJR166.html
SJR175,2024,RS,A JOINT RESOLUTION facilitating the deployment of broadband internet service to unserved and underserved citizens in the Commonwealth and declaring an emergency.,D. Thayer; D. Douglas; G. Elkins; R. Mills; B. Storm; L. Tichenor; R. Webb; G. Williams,"Directs the Public Service Commission to promulgate emergency administrative regulations on utility pole attachments for broadband service providers that will address the backlog of pole attachment requests; establishes parameters for preventing delays and backlogs of requests; requires the Public Service Commission to open a docket to receive comments and requests from affected parties; and requires the Public Service Commission to issue a quarterly report to the Legislative Research Commission beginning September 30, 2024; EMERGENCY.",https://apps.legislature.ky.gov/record/24rs/SJR175.html
SR167,2024,RS,"A RESOLUTION adjourning the Senate in honor and loving memory of Jessie ""Jess"" J. Adkins.",P. Wheeler; J. Schickel; J. Adams; C. Armstrong; K. Berg; G. Boswell; J. Carpenter; D. Carroll; M. Deneen; D. Douglas; G. Elkins; S. Funke Frommeyer; R. Girdler; D. Givens; D. Harper Angel; J. Higdon; J. Howell; A. Mays Bledsoe; C. McDaniel; S. Meredith; R. Mills; G. Neal; M. Nemes; A. Southworth; R. Stivers; D. Thayer; R. Thomas; L. Tichenor; J. Turner; R. Webb; S. West; W. Westerfield; G. Williams; M. Wilson; M. Wise; D. Yates,"Adjourn in honor and loving memory of Jessie ""Jess"" J. Adkins.",https://apps.legislature.ky.gov/record/24rs/SR167.html
HB265,2024,RS,"AN ACT relating to appropriations providing financing and conditions for the operations, maintenance, support, and functioning of the Transportation Cabinet of the Commonwealth of Kentucky.",J. Petrie; A. Bowling; J. Branscum; J. Bray,"The Transportation Cabinet Budget: Details Part I, Operating Budget; details Part II, Capital Projects Budget; details Part III, Funds Transfer; details Part IV, Transportation Cabinet Budget Summary; APPROPRIATION.",https://apps.legislature.ky.gov/record/24rs/HB265.html
HB266,2024,RS,AN ACT relating to road projects and declaring an emergency.,J. Petrie; K. Upchurch; A. Bowling; J. Bray; P. Griffee; T. Huff,Sets out the 2024-2026 Biennial Highway Construction Plan; EMERGENCY.,https://apps.legislature.ky.gov/record/24rs/HB266.html
HB586,2024,RS,AN ACT relating to the Department of Fish and Wildlife Resources.,D. Hale; R. Dotson,"Amends various sections of the Kentucky Revised Statutes to change “conservation officer” to “game warden”; amends KRS 16.065 to remove water safety enforcement from the duties of the Department of Kentucky State Police; amends KRS 150.010 to define terms; amends KRS 150.025 to allow the Department of Fish and Wildlife Resources to regulate water safety enforcement; amends KRS 150.175 to establish a resident and nonresident outfitter license and change “commercial guide’s license” to “guide’s license,” and to make changes to conform with the outfitter license; and amends KRS 150.190 and KRS 186.675 to conform.",https://apps.legislature.ky.gov/record/24rs/HB586.html
HB587,2024,RS,AN ACT relating to public charter schools.,C. Stevenson; A. Camuel; C. Aull; T. Bojanowski; G. Brown Jr.; L. Burke; B. Chester-Burton; D. Graham; D. Grossberg; J. Raymond; R. Roarx; R. Roberts; S. Stalker; P. Stevenson; A. Tackett Laferty,"Amend KRS 18A.225, 78.510, 156.095, 158.038, 158.189, 158.196, 158.305, 158.4416, 160.152, 161.164, 161.220, and 218B.045 to remove references to public charter schools; repeal KRS 160.1590, 160.1591, 160.15911, 160.1592, 160.1593, 160.1594, 160.1595, 160.1596, 160.1597, 160.1598, 160.1599, and 161.141 relating to public charter schools.",https://apps.legislature.ky.gov/record/24rs/HB587.html
HB588,2024,RS,AN ACT relating to the Teachers' Retirement System and declaring an emergency.,C. Stevenson; C. Aull; D. Grossberg; P. Stevenson,"Amend various sections of KRS Chapter 161 to remove provisions of HB 258 enacted during the 2021 Regular Session that created and adjusted benefits for individuals who become members of the Teachers' Retirement System on or after January 1, 2022; repeal KRS 161.633, 161.634, 161.635, and 161.636, relating to university and nonuniversity members; provide that these members shall be eligible for the benefits applicable to members who entered the system immediately prior to January 1, 2022; EMERGENCY.",https://apps.legislature.ky.gov/record/24rs/HB588.html
HB589,2024,RS,AN ACT relating to health care trade practices.,M. Pollock; D. Lewis,"Create a new section of KRS 304.17C-130 to 304.17C-138 to establish requirements for insurers of dental benefit plans relating to assignment of benefits; create a new section of Subtitle 17A of KRS Chapter 304 to require insurers providing coverage for dental services to honor assignments; require providers to comply with assignment provisions; amend KRS 304.17C-085 to modify the definition of ""noncovered service""; prohibit a contractual waiver of the section; amend KRS 304.14-250, 304.17-130, and 304.18-090 to conform; direct that provisions apply to policies, plan, and contracts issued or renewed on or after the effective date of the Act.",https://apps.legislature.ky.gov/record/24rs/HB589.html
HB590,2024,RS,AN ACT relating to the valuation of motor vehicles for property tax purposes and declaring an emergency.,M. Dossett,"Amend KRS 132.4851 to exempt a portion of the property taxes assessed on motor vehicles for the January 1, 2024, and January 1, 2025, assessment dates; mandate that the Department of Revenue and county clerks work together to establish procedures for refunds; RETROACTIVE; EMERGENCY.",https://apps.legislature.ky.gov/record/24rs/HB590.html
