bill_id,term,session,title,keywords,summary,commem
SB1206,2023_2024,RS1,military veteran spouses; tuition scholarships,ATTORNEY GENERAL (H); CIVIL (H); COMMERCIAL VEHICLES (H); CRIMINAL (H); EDUCATION - TITLE 15; ELIGIBILITY; MILITARY VETERAN SPOUSES; MOTOR CARRIER SAFETY (H); OUT-OF-SERVICE ORDERS (H); PENALTIES (H); PRIVATE POSTSECONDARY EDUCATIONAL INSTITUTION; RULES; SPOUSES OF MILITARY VETERANS TUITION SCHOLARSHIP FUND; TRANSPORTATION - TITLE 28 (H); TUITION SCHOLARSHIPS; VIOLATION (H),(NOW: commercial vehicles; penalty; civil; criminal),0
SB1207,2023_2024,RS1,fire incident management fund; appropriation.,APPROPRIATING MONIES; APPROPRIATION; EXEMPTION; FIRE INCIDENT MANAGEMENT FUND; STATE GOVERNMENT - TITLE 41; STATE TREASURER,fire incident management fund; appropriation.,0
SB1208,2023_2024,RS1,dropout recovery programs; revisions,ALTERNATIVE SCHOOL; ANNUAL REPORT; DEFINITIONS; DROPOUT RECOVERY PROGRAMS; EDUCATION - TITLE 15; REQUIREMENTS; REVISIONS; WRITTEN LEARNING PLANS,dropout recovery programs; revisions,0
SB1209,2023_2024,RS1,education and career exploration program,ADE (SEE ALSO: DEPARTMENT OF EDUCATION); ANNUAL REPORT; APPROPRIATING MONIES; APPROPRIATION; DELAYED REPEAL; DEPARTMENT OF EDUCATION (ADE); DROPOUT RECOVERY PROGRAMS (H); EARLY EDUCATION AND CAREER EXPLORATION PROGRAM; EARLY EDUCATION AND CAREER EXPLORATION PROGRAM FUND; EDUCATION - TITLE 15; EDUCATION AND CAREER ACTION PLANS; EDUCATION AND CAREER EXPLORATION PROGRAM; EXEMPTION; FUND; REPORTING REQUIREMENT; REQUIREMENTS (H); REVISIONS (H); SBE (SEE ALSO: STATE BOARD OF EDUCATION); STATE BOARD OF EDUCATION (SBE); WRITTEN LEARNING PLANS (H),education and career exploration program,0
SB1210,2023_2024,RS1,funeral services regulation; DHS,ADMINISTRATIVE COSTS; ADVISORY COMMITTEE; AGENTS AND EMPLOYEES; ALKALINE HYDROLYSIS FACILITIES; ANNUAL EVALUATION; ANNUAL REPORT; APPLICATION; APPLICATION FOR CERTIFICATE; APPLICATION FOR LICENSURE; APPOINTMENT; APPROPRIATING MONIES; AUTHORIZING AGENTS; BACKGROUND CHECKS; BOOKS AND RECORDS; CEASE AND DESIST ORDERS; CERTIFICATION; CHANGE OF LOCATION; CHANGE OF NAME; CHANGE OF OWNERSHIP; CIVIL PENALTIES (H); CIVIL PENALTY; COLLEGES; COMPENSATION (H); CONFIDENTIALITY; CONSENT DECREE; CONSUMER DISCLOSURES; CONSUMER INFORMATION PAMPHLET; CONTINUING EDUCATION REQUIREMENTS; CREMATION; CREMATORIES; CREMATORY REQUIREMENTS; DEFINITION; DEFINITIONS; DEPARTMENT OF HEALTH SERVICES (DHS); DEPARTMENT RECOGNITION; DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); DISCIPLINARY ACTIONS; DISCIPLINARY PROCEEDINGS; DISINTERMENT; DISPLAY; DISPLAY OF MERCHANDISE PRICES; DUTIES; EMBALMERS; EMBALMERS AND FUNERAL DIRECTORS; EMBALMING; EMERGENCY; EMERGENCY CLAUSE; EXEMPTION; FEDERAL TRADE COMMISSION REGULATIONS; FEES; FEES AND MONIES COLLECTED (H); FINGERPRINTING OF APPLICANTS; FUNERAL DIRECTORS FUND; FUNERAL ESTABLISHMENTS; FUNERAL GOODS AND SERVICES OFFERED; FUNERAL INDUSTRY PROFESSIONALS; FUNERAL SERVICES; FUNERAL SERVICES REGULATION; GROUNDS FOR DENIAL; GROUNDS FOR DISCIPLINARY ACTION; HEADING CHANGE; IMMUNITY; INACTIVE STATUS; INITIAL REVIEW; INJUNCTIVE RELIEF; INSPECTION AND EXAMINATION; INSPECTIONS; INTERIM PERMITS; INVESTIGATIONS; INVESTIGATIONS BY COMMISSIONER; ISSUANCE OR DENIAL; LETTERS OF CONCERN; LICENSE REQUIRED; LICENSE REQUIREMENT; LICENSED ALKALINE HYDROLYSIS OPERATOR; LICENSED CREMATIONIST; LICENSED FUNERAL DIRECTOR; LIMITED RELEASE TO PUBLIC; LIST OF PRICES; MEMBERS; MULTIPLE FUNERAL DIRECTOR LICENSE; NATIONAL BOARD EXAMINATION; NONAPPLICABILITY OF CHAPTER; NONTRANSFERABILITY; NOTICE OF CHANGE IN EMPLOYMENT; ORDER PROHIBITING SALE; OUT-OF-STATE LICENSEES; PERSONS NOT REQUIRED TO BE LICENSED; POWERS AND DUTIES; PREARRANGED FUNERAL TRUST ACCOUNTS; PRICE LIST REQUIREMENT; PRICE LISTS; PROBATIONARY TERMS; PROFESSIONS AND OCCUPATIONS - TITLE 32; PROHIBITED ACTS; PROHIBITION; PROVIDING; PUBLIC HEALTH AND SAFETY - TITLE 36 (H); PUBLIC HEARINGS; QUALIFICATIONS; QUALIFICATIONS FOR LICENSURE; REEXAMINATION; REHEARINGS; RENEWAL OF LICENSES; REPEAL; REQUIREMENTS; RESPONSIBLE CREMATIONIST; RESPONSIBLE FUNERAL DIRECTOR; RESTRICTIONS ON SALES; RETROACTIVITY; RULES; STATE EQUIVALENT EXAMINATION; STATE GOVERNMENT - TITLE 41; STATE LAWS AND RULES EXAMINATION; SUCCESSION; SUMMARY ORDERS; TELEPHONE INFORMATION; TEMPORARY LICENSES; TERMINATION; TERMS; TRANSFER OF MONIES; TRANSFERRING AND RENUMBERING; VOIDABLE SALE,(NOW: funeral services; DHS; advisory committee),0
SB1211,2023_2024,RS1,county attorney; representation; duties,COUNTIES - TITLE 11; COUNTY ATTORNEY; COUNTY ATTORNEYS; DEFINITION; DUTIES; POWERS AND DUTIES; REPRESENTATION,county attorney; representation; duties,0
SB1212,2023_2024,RS1,eyelash technicians; registration,APPEAL; BARBERING AND COSMETOLOGY BOARD; CLASSIFICATION; DEFINITIONS; DISCIPLINARY ACTION; EYELASH TECHNICIANS; FEES; GROUNDS FOR DISCIPLINARY ACTION; HEADING CHANGE; NONAPPLICABILITY OF CHAPTER; POWERS AND DUTIES; PROCEDURE FOR DISCIPLINARY ACTION; PROFESSIONS AND OCCUPATIONS - TITLE 32; REFUSAL TO ISSUE OR RENEW LICENSE; REGISTRATION; REGISTRY; RENEWAL; UNLAWFUL ACTS; VIOLATION,eyelash technicians; registration,0
SB1213,2023_2024,RS1,legislative council; procedures manual,CLASSIFICATION; DEFINITION; ELECTION PROCEDURES (H); ELECTIONS AND ELECTORS - TITLE 16; INSTRUCTIONS AND PROCEDURES MANUAL; LEGISLATIVE AUDIT COMMITTEE; LEGISLATIVE COUNCIL; PROCEDURES MANUAL; RULES; SECRETARY OF STATE; STRIKE EVERYTHING AMENDMENT; VIOLATION,(NOW: legislative audit committee; procedures manual),0
SB1214,2023_2024,RS1,sober living homes; fee reduction,DELAYED REPEAL; DEPARTMENT OF HEALTH SERVICES (DHS); DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); FEE REDUCTION; REDUCE FEES; RULES; SOBER LIVING HOMES,sober living homes; fee reduction,0
SB1215,2023_2024,RS1,call center relocation; notice; penalty.,BUSINESS RELOCATION; CALL CENTER RELOCATION; CIVIL PENALTY; CONSUMER PROTECTION CALL CENTER ACT OF 2023; CONTRACTOR REQUIREMENTS; DEFINITIONS; DISTRIBUTION; EFFECTIVE DATE; EXCEPTIONS; GRANTS AND LOANS; INELIGIBILITY; NOTICE; NOTIFICATION; PENALTY; REMITTANCE OF MONIES; SEMIANNUAL EMPLOYER LIST; STATE BENEFITS FOR WORKERS; STATE BUSINESS CALL CENTERS; TRADE AND COMMERCE - TITLE 44,call center relocation; notice; penalty.,0
SB1216,2023_2024,RS1,health insurance coverage; insulin,BLANKET DISABILITY INSURANCE; DEFINITIONS; DIABETES; EQUIPMENT; EVIDENCE OF COVERAGE; GROUP DISABILITY POLICIES; HEALTH CARE INSURANCE; HEALTH CARE SERVICES ORGANIZATIONS; HEALTH INSURANCE COVERAGE; INSULIN; INSURANCE - TITLE 20; PROVISIONS; RENEWABILITY; SCOPE AND FORMAT OF POLICY; SUBSCRIPTION CONTRACTS; SUPPLIES,health insurance coverage; insulin,0
SB1217,2023_2024,RS1,election procedures manual; submittals,APPROVAL OF MANUAL; CLASSIFICATION; CONDUCT OF ELECTIONS; ELECTION PROCEDURES MANUAL; ELECTIONS AND ELECTORS - TITLE 16; FIELD CHECK; INSTRUCTIONS AND PROCEDURES MANUAL; REVIEW OF SYSTEMS; RULES; SUBMITTALS; VIOLATION,election procedures manual; submittals,0
SB1218,2023_2024,RS1,naturopathic physicians medical board,APPLICATION; CERTIFICATES; COMPENSATION; DEFICIENCIES IN APPLICATION; DEFINITIONS; DIRECT SUPERVISION; DUTIES; EXECUTIVE DIRECTOR; FAILURE TO RENEW; FEES; INTERVIEW; ISSUANCE; LICENSES; NATUROPATHIC PHYSICIANS MEDICAL BOARD; PROFESSIONS AND OCCUPATIONS - TITLE 32; QUALIFICATIONS FOR LICENSE; RELEASE OF INFORMATION; RENEWAL; RESTRICTIONS; RULES; STUDENTS; TREATMENT PROCEDURES; WITHDRAWAL,naturopathic physicians medical board,0
SB1219,2023_2024,RS1,municipal real property; sale; valuation,CITIES AND TOWNS - TITLE 9; LOCALLY ASSESSED REAL PROPERTY VALUE; MUNICIPAL GENERAL POWERS; MUNICIPAL REAL PROPERTY; SALE; SALE AT AUCTION; SALE OF REAL PROPERTY; SPECIAL ELECTION; TWO AND ONE-HALF PERCENT; VALUATION,municipal real property; sale; valuation,0
SB1220,2023_2024,RS1,Alzheimer's disease state plan; appropriation,ALZHEIMER'S DISEASE STATE PLAN; APPROPRIATING MONIES; APPROPRIATION; DEMENTIA SERVICES PROGRAM; DEPARTMENT OF HEALTH SERVICES (DHS); DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); DUTIES; PUBLIC HEALTH AND SAFETY - TITLE 36,Alzheimer's disease state plan; appropriation,0
SB1221,2023_2024,RS1,health information organizations,ACCESS; AGENCIES; BIOMETRIC IDENTIFICATION; CHILD IMMUNIZATION REPORTING SYSTEM; CLASSIFICATION; CONFIDENTIALITY; CONSENT; CRIMINAL JUSTICE; CRIMINAL JUSTICE AGENCIES (H); DEFINITIONS; DISCLOSURE; EXCEPTIONS; FINGERPRINTS; HEALTH INFORMATION ORGANIZATIONS; HOSPITALS; IDENTIFICATION; IMMUNITY; INDIVIDUALLY IDENTIFIABLE HEALTH INFORMATION; PRIVATE INVESTIGATORS; PUBLIC HEALTH AND SAFETY - TITLE 36; REQUIREMENTS; STATE GOVERNMENT - TITLE 41; STRIKE EVERYTHING AMENDMENT; UNIDENTIFIED PATIENTS; VIOLATION,(NOW: hospitals; fingerprints; private investigators; identification),0
SB1222,2023_2024,RS1,tax credit; substance abuse rehabilitation,CREDIT; CREDIT FOR SUBSTANCE ABUSE REHABILITATION; INCOME TAX CREDIT REVIEW SCHEDULE; INDIVIDUAL INCOME TAX CREDITS; ITEMIZED DEDUCTIONS; PURPOSE; SUBSTANCE ABUSE REHABILITATION; TAX CREDIT; TAXATION OF INCOME - TITLE 43,tax credit; substance abuse rehabilitation,0
SB1223,2023_2024,RS1,water infrastructure; commerce grant fund,ACA (SEE ALSO: ARIZONA COMMERCE AUTHORITY); APPROPRIATING MONIES; APPROPRIATION; ARIZONA COMMERCE AUTHORITY (ACA); COMMERCE GRANT FUND; EXEMPTION; STATE GOVERNMENT - TITLE 41; WATER INFRASTRUCTURE; WATER INFRASTRUCTURE AND COMMERCE GRANT FUND,water infrastructure; commerce grant fund,0
SB1224,2023_2024,RS1,state parks; lottery; heritage fund,AMUSEMENTS AND SPORTS - TITLE 5; ARIZONA STATE PARKS HERITAGE FUND; EXEMPTION; EXEMPTION FROM RULEMAKING; HERITAGE FUND; LOTTERY; REPORT; STATE GOVERNMENT - TITLE 41; STATE LOTTERY FUND; STATE PARKS; USE OF MONIES,state parks; lottery; heritage fund,0
SB1225,2023_2024,RS1,appropriations; developmental disabilities programs,APPROPRIATING MONIES; APPROPRIATION (H); APPROPRIATIONS; ARIZONA EARLY INTERVENTION PROGRAM; DEPARTMENT OF ECONOMIC SECURITY (DES); DES (SEE ALSO: DEPARTMENT OF ECONOMIC SECURITY); DEVELOPMENTAL DISABILITIES PROGRAMS; HABILITATION SERVICES; PROVIDER RATE INCREASES; ROOM AND BOARD,appropriations; developmental disabilities programs,0
SB1226,2023_2024,RS1,dental board; business entities; records,BUSINESS ENTITIES; CIVIL PENALTY; DEFINITION; DENTAL BOARD; EXCEPTIONS; GROUNDS FOR DISCIPLINARY ACTION; MAINTENANCE OF RECORDS; PROFESSIONS AND OCCUPATIONS - TITLE 32; QUALIFICATIONS OF MEMBERS; RECORDS; REGISTRATION; RENEWAL; STATE BOARD OF DENTAL EXAMINERS; TERMS,dental board; business entities; records,0
SB1227,2023_2024,RS1,state board of optometry,APPLICATIONS; CERTIFICATE FOR RENEWAL; CONTINUING EDUCATION; CURRENT INFORMATION; DEFINITION; DEFINITIONS; EXAMINATION OF APPLICANTS; EXCEPTION; FAILURE TO RENEW; FEES; LICENSURE BY ENDORSEMENT; MODIFICATION OF SUSPENSION; PHARMACEUTICAL AGENTS; PRACTICING; PROFESSIONS AND OCCUPATIONS - TITLE 32; PROHIBITED; PUBLIC REGISTRY FILES; QUALIFICATIONS OF APPLICANT; REGISTERING WITH BOARD; REINSTATEMENT; REISSUANCE; RENEWAL OF LICENSE; STATE BOARD OF OPTOMETRY; USE; WITHOUT A LICENSE,state board of optometry,0
SB1228,2023_2024,RS1,hospitals; unidentified patients; fingerprints,ACJC (SEE ALSO: ARIZONA CRIMINAL JUSTICE COMMISSION); ARIZONA CRIMINAL JUSTICE COMMISSION (ACJC); BIOMETRIC IDENTIFICATION; CRIMINAL JUSTICE AGENCIES; FINGERPRINTS; HOSPITALS; STATE GOVERNMENT - TITLE 41; UNIDENTIFIED PATIENTS,hospitals; unidentified patients; fingerprints,0
SB1229,2023_2024,RS1,appropriation; State Route 347.,ADOT (SEE ALSO: DEPARTMENT OF TRANSPORTATION); APPROPRIATING MONIES; APPROPRIATION; DEPARTMENT OF TRANSPORTATION (ADOT); IMPROVEMENTS; INTERSECTION; LAPSING; STATE ROUTE 347,appropriation; State Route 347.,0
SB1230,2023_2024,RS1,tax exemptions; affidavit,ACKNOWLEDGMENT OF RECEIPT; AFFIDAVIT; APPLICABILITY; CEMETERIES; CERTIFICATES ESTABLISHING DEDUCTIONS; CHURCH; DEADLINE FOR FILING AFFIDAVIT; DEFINITION; DEFINITIONS; EDUCATIONAL AND LIBRARY PROPERTY; EDUCATIONAL INSTITUTIONS; ELECTRONIC SUBMISSION; EXEMPTION; EXEMPTION FOR PROPERTY; FALSE STATEMENTS; LIABILITY FOR MAKING FALSE CERTIFICATE; LOW-INCOME INDIAN HOUSING; PROPERTY; PROPERTY LEASED; RELIGIOUS ASSEMBLY; RELIGIOUS INSTITUTION; RELIGIOUS PROPERTY; TAX EXCLUSION; TAX EXEMPTIONS; TAXATION - TITLE 42; TOTAL AND PERMANENT DISABILITY; VETERANS WITH A DISABILITY; VETERANS' ORGANIZATION; WIDOWS AND WIDOWERS,tax exemptions; affidavit,0
SB1231,2023_2024,RS1,repeal; results-based funding; schools; appropriation,APPROPRIATING MONIES; APPROPRIATION; DEFINITIONS; EARLY CHILDHOOD DEVELOPMENT AND HEALTH FUND; EARLY LITERACY PROGRAM FUND; EDUCATION - TITLE 15; EDUCATION FINANCE; INTENT; REPEAL; REPORT; RESULTS-BASED FUNDING; SCHOOLS,repeal; results-based funding; schools; appropriation,0
SB1232,2023_2024,RS1,class size limits; policies; appropriations,APPROPRIATING MONIES; APPROPRIATION; APPROPRIATIONS; CLASS SIZE; CLASS SIZE LIMITS; CLASSROOM SITE FUND; DEFINITIONS; EDUCATION - TITLE 15; FISCAL YEAR 2023-2024; FISCAL YEAR 2024-2025; FISCAL YEAR 2025-2026; FISCAL YEAR 2026-2027; POLICIES; REQUIREMENTS,class size limits; policies; appropriations,0
SB1233,2023_2024,RS1,students; unpaid school meal fees,EDUCATION - TITLE 15; NUTRITION STANDARDS; SCHOOL MEALS; STUDENTS; UNPAID FEES; UNPAID SCHOOL MEAL FEES,students; unpaid school meal fees,0
SB1234,2023_2024,RS1,prohibition; photo radar,DEFINITION; DEFINITIONS; LEGISLATIVE INTENT; PHOTO ENFORCEMENT; PHOTO ENFORCEMENT SYSTEM; PHOTO RADAR; POWERS OF LOCAL AUTHORITIES; PROHIBITION; REPEAL; TRANSPORTATION - TITLE 28,prohibition; photo radar,0
SB1235,2023_2024,RS1,legal tender; specie; bitcoin,ADDITION TO ARIZONA GROSS INCOME; BANKS AND FINANCIAL INSTITUTIONS - TITLE 6; BITCOIN; CITIES AND TOWNS - TITLE 9; CONDITIONS; CONDITIONS AND LIMITATIONS; CORPORATIONS; COUNTIES - TITLE 11; DEFINITIONS; GENERAL PROVISIONS - TITLE 1; LEGAL TENDER; LICENSE FEE; LIMITATIONS; PASS THROUGH TO SUBSCRIBERS; REQUIREMENTS; SPECIE; SUBTRACTIONS FROM ARIZONA GROSS INCOME; TAXATION OF INCOME - TITLE 43,legal tender; specie; bitcoin,0
SB1236,2023_2024,RS1,blockchain technology; tax; fee; prohibition,BLOCKCHAIN TECHNOLOGY; CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; DEFINITIONS; FEE; FEES (H); LOCAL GOVERNMENT (H); LOCAL GOVERNMENTS; PROHIBITION; REGULATION; RUNNING NODE; STATE PREEMPTION; TAX; TAXATION,blockchain technology; tax; fee; prohibition,0
SB1237,2023_2024,RS1,housing trust fund; transitional housing,ADOH (SEE ALSO: ARIZONA DEPARTMENT OF HOUSING); ANNUAL REPORT; ARIZONA DEPARTMENT OF HOUSING (ADOH); HOUSING TRUST FUND; PURPOSE; STATE GOVERNMENT - TITLE 41; TRANSITIONAL HOUSING,housing trust fund; transitional housing,0
SB1238,2023_2024,RS1,biometrics identifiers; collection; retention; disclosure,BIOMETRIC INFORMATION; BIOMETRICS; COLLECTION; DAMAGES; DEFINITIONS; DESTRUCTION; DISCLOSURE; IDENTIFIERS; INFORMATION TECHNOLOGY - TITLE 18; OTHER RELIEF; RETENTION; RIGHT OF ACTION,biometrics identifiers; collection; retention; disclosure,0
SB1239,2023_2024,RS1,state agencies; payments; cryptocurrency,AGREEMENT; CONTROL OF RECEIPTS AND EXPENDITURES; CRYPTOCURRENCY; DEFINITIONS; EFFECTIVE DATE; METHOD OF PAYMENT; ORDER OF CREDITING; PAYMENTS; PUBLIC FINANCES - TITLE 35; STATE AGENCIES; TAX PAYMENTS; TAXATION - TITLE 42; TAXATION OF INCOME - TITLE 43,state agencies; payments; cryptocurrency,0
SB1240,2023_2024,RS1,virtual currency; property tax exemption,CONDITIONAL ENACTMENT; DEFINITION; PROPERTY TAX EXEMPTION; PROPERTY TAX EXEMPTIONS; TAXATION - TITLE 42; VIRTUAL CURRENCY,virtual currency; property tax exemption,0
SB1241,2023_2024,RS1,payment settlement entities; information returns,DEFINITION; INFORMATION RETURNS; INTERNAL REVENUE CODE; PAYMENT SETTLEMENT ENTITIES; PAYMENT SETTLEMENT ENTITY; TAX RETURNS; TAXATION OF INCOME - TITLE 43,payment settlement entities; information returns,0
SB1242,2023_2024,RS1,board of tax appeals; continuation,BOARD OF TAX APPEALS; CONTINUATION; PURPOSE; REPEAL; RETROACTIVITY; STATE BOARD OF TAX APPEALS; STATE GOVERNMENT - TITLE 41; TERMINATION,board of tax appeals; continuation,0
SB1243,2023_2024,RS1,STOs; individual income tax credits,APPLICABILITY; CERTIFICATION; CONTRIBUTIONS; CREDIT; EFFECTIVE DATE; ELECTION BY EMPLOYEE; HEARING; INCOME TAX CREDIT REVIEW SCHEDULE; INCOME TAX CREDITS; INDIVIDUAL INCOME TAX CREDITS (H); NOTICE; OPERATIONAL REQUIREMENTS; QUALIFIED SCHOOLS; RATES; REPEAL; REQUIREMENTS; SAVING CLAUSE; SCHOOL TUITION ORGANIZATION (STO); STO (SEE ALSO: SCHOOL TUITION ORGANIZATION); TAXATION OF INCOME; TAXATION OF INCOME - TITLE 43; VIOLATIONS; WITHHOLDING TAX,STOs; individual income tax credits,0
SB1244,2023_2024,RS1,appropriations; crime victim notification fund,AFFORDABLE HOUSING (H); APPROPRIATING MONIES; APPROPRIATIONS; CRIME VICTIM NOTIFICATION FUND; EXEMPTION; HOUSING TAX CREDITS (H); LAW ENFORCEMENT CRIME VICTIM NOTIFICATION FUND; SOFTWARE; STATE GENERAL FUND; STATE GOVERNMENT - TITLE 41; STATE TREASURER; TAX CREDIT EXTENSION (H); VENDOR REQUIREMENT,(NOW: tax credit extension; affordable housing),0
SB1245,2023_2024,RS1,VLT; cities and towns; counties,CITIES AND TOWNS; COUNTIES; SOURCES; STATE HIGHWAY FUND; TRANSPORTATION; TRANSPORTATION - TITLE 28; VEHICLE LICENSE TAX (VLT); VEHICLE LICENSE TAX DISTRIBUTION; VLT (SEE ALSO: VEHICLE LICENSE TAX),VLT; cities and towns; counties,0
SB1246,2023_2024,RS1,electronic certificates of title,APPLICABILITY; BUDGET PROCESS (H); CONDITIONAL ENACTMENT (H); COUNTY TRANSPORTATION EXCISE TAX (H); ELECTION (H); ELECTRONIC CERTIFICATES OF TITLE; ENERGY SOURCE (H); MARICOPA COUNTY (H); POSTING (H); PUBLIC TRANSPORTATION (H); REPEAL (H); RULES; SPECIAL TAXING DISTRICTS - TITLE 48 (H); SYSTEM; TAXATION - TITLE 42 (H); TRANSPORTATION - TITLE 28; TRANSPORTATION TAX (H),(NOW: election; transportation tax; Maricopa County),0
SB1247,2023_2024,RS1,technical correction; waste; enforcement; venue,ADEQ (SEE ALSO: DEPARTMENT OF ENVIRONMENTAL QUALITY); APPROPRIATING MONIES; APPROPRIATION; DEPARTMENT OF ENVIRONMENTAL QUALITY (ADEQ); ENFORCEMENT; EXEMPTION; RECYCLING FUND; SOLID WASTE MANAGEMENT; STRIKE EVERYTHING AMENDMENT; TECHNICAL CORRECTION; THE ENVIRONMENT - TITLE 49; VENUE; WASTE,(NOW: recycling fund; appropriation),0
SB1248,2023_2024,RS1,scope of practice; process; repeal,DEFINITIONS; HEALTH PROFESSIONAL GROUPS; HEALTH PROFESSIONS; LEGISLATIVE INFORMATIONAL HEARINGS; NONAPPLICABILITY OF CHAPTER; PROCESS; PROFESSIONS AND OCCUPATIONS - TITLE 32; PROPOSED LEGISLATION; REPEAL; SCOPE OF PRACTICE; WRITTEN REPORT,scope of practice; process; repeal,0
SB1249,2023_2024,RS1,international medical graduates; licensure.,ARIZONA MEDICAL BOARD; COUNTRIES; COUNTRY; DEFINITIONS; DELAYED REPEAL; DISCIPLINARY ACTION; DISCIPLINARY ACTIONS (H); DUTIES; EFFECTIVE DATE; INTERNATIONAL MEDICAL GRADUATES; LICENSURE; MEDICAL LICENSING (H); MEDICAL LICENSURE (H); MEMBERSHIP; PROFESSIONS AND OCCUPATIONS - TITLE 32; PROVISIONAL LICENSES; REQUIREMENTS; REVOCATION; STUDY COMMITTEE; STUDY COMMITTEE ON PHYSICIAN SHORTAGES (H),(NOW: medical licensing; study committee),0
SB1250,2023_2024,RS1,employers; vaccines; religious exemption,ACCOMMODATIONS; ACCOMMODATIONS REQUIRED (H); CIVIL PENALTY; DEFINITIONS; EMPLOYERS; FORM; HEALTH CARE; INVESTIGATION; LABOR - TITLE 23; NONCOMPLIANCE; PUBLIC HEALTH AND SAFETY - TITLE 36; RELIGIOUS; RELIGIOUS EXEMPTION; REQUIRED; VACCINATIONS; VACCINES,employers; vaccines; religious exemption,0
SB1251,2023_2024,RS1,working animals; restrictions; prohibition,APPLICABILITY; CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; DEFINITION; PROHIBITION; RESTRICTIONS; WORKING ANIMALS,working animals; restrictions; prohibition,0
SB1252,2023_2024,RS1,child fatality review committee; establishment,ACCESS; ACCESS TO RECORDS (H); ADOA (SEE ALSO: DEPARTMENT OF ADMINISTRATION); ANNUAL REPORT; CHILD; CHILD FATALITY REVIEW COMMITTEE; CHILD FATALITY REVIEW TEAM; CHILD MALTREATMENT; CHILD SAFETY - TITLE 8; CHILDREN - TITLE 8 (H); CLASSIFICATION; COMMITTEE; CONFIDENTIALITY; COURTS AND CIVIL PROCEEDINGS - TITLE 12 (H); DCS (SEE ALSO: DEPARTMENT OF CHILD SAFETY); DEATH CERTIFICATES; DEFINITIONS; DEPARTMENT OF ADMINISTRATION (ADOA); DEPARTMENT OF CHILD SAFETY (DCS); DUTIES; EFFECTIVE DATE (H); ESTABLISHMENT; FATALITIES; INDEPENDENT CHILD; INITIAL TERMS; MALTREATMENT; MALTREATMENT FATALITIES (H); MALTREATMENT OVERSIGHT COMMITTEE (H); MEMBERSHIP; NEAR FATALITIES; OVERSIGHT COMMITTEE; PAYMENT; POWERS; PUBLIC HEALTH AND SAFETY - TITLE 36; PUBLIC RECORD; PURPOSE; RECORDS; RELEASE OF MEDICAL RECORDS; STATE GOVERNMENT - TITLE 41; TERMINATION; THIRD PARTIES; USE; VIOLATION,(NOW: maltreatment oversight committee; establishment),0
SB1253,2023_2024,RS1,sex offender registration; school notification,CRIMINAL CODE - TITLE 13; PROBATION OFFICER VERIFICATION; REGISTERED SEX OFFENDERS; REGISTRATION OF SEX OFFENDERS; SCHOOL NOTIFICATION; SEX OFFENDER REGISTRATION,sex offender registration; school notification,0
SB1254,2023_2024,RS1,opioids; containers; labeling; requirements; repeal,CONTAINERS; CONTROLLED SUBSTANCES; DEFINITION; LABELING; LABELS; OPIOIDS; PRESCRIPTION ORDERS; PUBLIC HEALTH AND SAFETY - TITLE 36; RECORDKEEPING; REPEAL; REQUIREMENTS,opioids; containers; labeling; requirements; repeal,0
SB1255,2023_2024,RS1,regulatory costs; rulemaking; ratification,APPLICABILITY (H); LEGISLATIVE RATIFICATION; PROPOSED RULEMAKING; RATIFICATION; REGULATORY COSTS; RULEMAKING; STATE GOVERNMENT - TITLE 41,regulatory costs; rulemaking; ratification,0
SB1256,2023_2024,RS1,resign to run; nomination paper,ELECTION; ELECTIVE OFFICE; LIMITATION; NOMINATION PAPER; PUBLIC OFFICERS AND EMPLOYEES - TITLE 38; RESIGN TO RUN; VACANCY IN OFFICE,resign to run; nomination paper,0
SB1257,2023_2024,RS1,water resources; assistant director,ADWR (SEE ALSO: DEPARTMENT OF WATER RESOURCES); APPLICATIONS; APPROVAL; ASSIGNMENT TO JUDGE; ASSISTANT DIRECTOR; BRANCH OFFICES; COMMENCING CONSTRUCTION; CONSULTANTS; DEPARTMENT; DEPARTMENT OF WATER RESOURCES (ADWR); DEPUTY DIRECTOR; EMPLOYEES; GENERAL ADJUDICATIONS; LEGAL COUNSEL; ORGANIZATION; PERSONNEL FUNDING; PETITION; REPRESENTATION; SUPERIOR COURT; WATER RESOURCES; WATERS - TITLE 45,water resources; assistant director,0
SB1258,2023_2024,RS1,public officers; announcements; report,ANNOUNCEMENTS; DEFINITIONS; OFFICIAL ACTS; PUBLIC OFFICERS; PUBLIC OFFICERS AND EMPLOYEES - TITLE 38; PUBLIC SERVICE ANNOUNCEMENTS; PUBLICATIONS; REPORT; RESOURCES,public officers; announcements; report,0
